year,un_DET air_NOUN,un_DET cher_ADJ
1952,1.5768699569207456e-05,5.588746065932071e-08
1953,1.4376594833720446e-05,5.4946519889575995e-08
1954,1.75143399587796e-05,8.208930291075944e-08
1955,1.3482425316624358e-05,6.945349895204345e-08
1956,1.605649313773938e-05,7.76181581230162e-08
1957,1.4166099816748101e-05,6.361227011808523e-08
1958,1.3793965564445898e-05,5.294235744246478e-08
1959,1.3715722985807588e-05,7.595733164666996e-08
1960,1.7021790455373775e-05,8.028166575968498e-08
1961,1.5989798640703157e-05,7.712456767672293e-08
1962,1.557901660476091e-05,6.405376073992386e-08
1963,1.532713233132199e-05,6.078090197814134e-08
1964,1.3951147934676555e-05,6.753204517817579e-08
1965,1.343113055440881e-05,5.198441371812024e-08
1966,1.70730893671589e-05,6.314545109020742e-08
1967,1.518641997222403e-05,7.395503720530883e-08
1968,1.543564914641138e-05,8.937917600482237e-08
1969,1.3014861082183415e-05,6.17679080106015e-08
1970,1.1234225553380384e-05,6.714138867103259e-08
1971,1.257520048625338e-05,6.577148470299221e-08
1972,1.3318886857405232e-05,5.950970199952721e-08
1973,1.0676870488168788e-05,4.465695058186725e-08
1974,8.631877491893647e-06,4.050411667178011e-08
1975,8.27307945883149e-06,4.51206916274316e-08
1976,9.147928338393285e-06,4.342280490732264e-08
1977,9.010869234771235e-06,4.054979430012651e-08
1978,1.1328707415714234e-05,6.118809048327734e-08
1979,1.2395064800330147e-05,4.271940534650298e-08
1980,1.0682967086950157e-05,3.865902553634726e-08
1981,1.0616802768481648e-05,3.985096103109598e-08
1982,1.0022632991990577e-05,3.786576485698134e-08
1983,1.0061561496854665e-05,4.610180570630007e-08
1984,1.0698011166709875e-05,4.8131771679393864e-08
1985,1.0190956658107098e-05,5.0530688078254116e-08
1986,1.1076610263671682e-05,5.994485330340638e-08
1987,1.0793535906827856e-05,4.216463489470357e-08
1988,1.056892578787938e-05,3.3580700609103786e-08
1989,1.0576160576647453e-05,5.2137162254162206e-08
1990,9.99173622062699e-06,4.032001554854503e-08
1991,9.949251108309909e-06,5.2753188484189195e-08
1992,9.992834804961603e-06,3.9671599560975324e-08
1993,1.0580439905538697e-05,4.8191104329298184e-08
1994,1.0117836637846267e-05,4.8001833452548937e-08
1995,1.045665447918509e-05,4.5006342652698095e-08
1996,9.494330640791304e-06,4.217092985925319e-08
1997,9.994957736125798e-06,2.9248856003860624e-08
1998,1.0455076932203156e-05,5.00653570822962e-08
1999,1.004256037617779e-05,3.656160818543697e-08
2000,1.0408440630271798e-05,4.3296708884810187e-08
2001,9.863421922773341e-06,4.3373998392937096e-08
2002,1.1255357861728044e-05,3.986911722986264e-08
2003,1.1734471456747997e-05,4.6669538678045797e-08
2004,1.1697363362372926e-05,4.228599681521672e-08
2005,1.2009698963311166e-05,4.999162106500421e-08
2006,1.3022827204167697e-05,5.023825577765706e-08
2007,2.0383430154424786e-05,5.112933793016694e-08
2008,2.2352835571837204e-05,3.533674852729263e-08
2009,2.4871368111689662e-05,3.2900528301738063e-08
2010,3.40325672993913e-05,4.487603444403021e-08
2011,4.048668643008568e-05,3.785732333172476e-08
2012,5.103144911799973e-05,4.3574434505089243e-08
2013,5.7959690764164407e-05,6.944921704388207e-08
2014,5.990400916289218e-05,5.5868487003341016e-08
2015,6.080620511283996e-05,7.40336189020141e-08
2016,6.210975544718167e-05,7.436111015834967e-08
2017,5.494396981475802e-05,3.798573011692952e-08
2018,6.407226038618319e-05,5.679226899868439e-08
2019,6.030356615838173e-05,5.994821261623429e-08
