year,en_ADP eau_NOUN,en_ADP chaux_NOUN
2007,8.219840257339683e-06,6.311277900294954e-08
2008,9.740596006224678e-06,5.4069484889396335e-08
2009,9.427669930062166e-06,4.958920385433885e-08
2010,8.433387488793187e-06,5.9519791761886154e-08
2011,8.046019292606843e-06,4.5887663446819715e-08
2012,7.813440756621048e-06,5.344676878848986e-08
2013,6.205802995040699e-06,4.769403716409215e-08
2014,4.880263917428351e-06,3.7462200452864636e-08
2015,4.7656369064341675e-06,3.812509774547834e-08
2016,4.501021731329047e-06,5.509764378075488e-08
2017,4.617656377270407e-06,4.3268514104966016e-08
2018,5.414368375866729e-06,3.872199982879465e-08
2019,4.471881438483649e-06,3.622402644509748e-08
