year,en_ADP chantier_NOUN
1928,1.0374845942351385e-06
1929,1.1619443966992549e-06
1930,1.1743028380806209e-06
1931,1.5020855244074482e-06
1932,1.345831151411403e-06
1933,8.167111218426726e-07
1934,9.573282113706227e-07
1935,1.2794096164725488e-06
1936,1.302194391428202e-06
1937,1.0626903304000734e-06
1938,1.135752768277598e-06
1939,1.1271715720795328e-06
1940,9.027386909110646e-07
1941,1.0094138360727811e-06
1942,8.647503477732243e-07
1943,6.938732326489117e-07
1944,9.157580507235252e-07
1945,1.0674669965737849e-06
1946,9.967510550268344e-07
1947,1.0037373385785031e-06
1948,1.1709023510775296e-06
1949,2.103784936480224e-06
1950,1.498522465226415e-06
1951,1.4563474906026386e-06
1952,1.4731091368958005e-06
1953,1.594526452208811e-06
1954,1.692603291303385e-06
1955,1.761678618095175e-06
1956,1.815741711652663e-06
1957,1.6486180811625673e-06
1958,2.012636741710594e-06
1959,1.8694803429752938e-06
1960,1.8741616258921567e-06
1961,1.7766443534128484e-06
1962,1.8816584770320333e-06
1963,2.1829396246175747e-06
1964,2.2395088308257982e-06
1965,2.230404788861051e-06
1966,2.583424475233187e-06
1967,2.5381368686794303e-06
1968,2.519684358048835e-06
1969,2.4661744646437e-06
1970,2.5279191504523624e-06
1971,2.5399099286005367e-06
1972,2.699483275137027e-06
1973,2.4787364054645877e-06
1974,2.9748023280262714e-06
1975,2.5638835268182447e-06
1976,2.566516286606202e-06
1977,2.7091964511782862e-06
1978,3.5964339986094274e-06
1979,2.5216152153006988e-06
1980,2.7908404263143893e-06
1981,3.43920123668795e-06
1982,3.845547780656489e-06
1983,3.859920980175957e-06
1984,3.0560775030608056e-06
1985,3.406610630918294e-06
1986,3.535547421051888e-06
1987,3.579716576496139e-06
1988,3.838993961835513e-06
1989,3.0733483527001226e-06
1990,3.2719149203330744e-06
1991,3.4664706163312076e-06
1992,3.228276227673632e-06
1993,3.0748140034120297e-06
1994,3.1259214665624313e-06
1995,2.8467866286518984e-06
1996,2.7629964733932866e-06
1997,2.6913742203760194e-06
1998,2.6372522370365914e-06
1999,2.6264945063303458e-06
2000,2.5474369067524094e-06
2001,2.4236862827820005e-06
2002,2.4876576389942784e-06
2003,2.5355725483677816e-06
2004,2.506326154616545e-06
2005,2.4567953005316667e-06
2006,2.2903702756593702e-06
2007,2.0511652110144496e-06
2008,2.1329772152967053e-06
2009,2.1752493921667337e-06
2010,1.7317424862994812e-06
2011,1.435519038750499e-06
2012,1.1993182624792098e-06
2013,1.1750584008041187e-06
2014,1.1336105671944097e-06
2015,9.464777122047963e-07
2016,8.575347578698711e-07
2017,9.939180927176494e-07
2018,8.949945140557247e-07
2019,8.170813998731319e-07
