year,mon_DET an_NOUN,mon_DET champ_NOUN
1840,9.554533331179726e-09,1.2420892669950945e-07
1841,2.0545755763379248e-08,1.3483152594417902e-07
1842,1.0062398025922903e-08,1.2074877098200432e-07
1843,2.953455535692484e-09,1.5298899880278327e-07
1844,4.939705144924034e-09,2.047233329527387e-07
1845,8.370341586516616e-09,1.2443908437020923e-07
1846,1.0538102390711401e-08,1.6919509526758247e-07
1847,4.853901280910122e-09,2.3622318856553193e-07
1848,1.3676876908785829e-08,2.679058885846075e-07
1849,1.6758829879393033e-09,1.8853684036201912e-07
1850,8.146795238417326e-09,2.885323313606136e-07
1851,7.094382858952031e-09,1.6317080397953987e-07
1852,1.2370036328590572e-08,1.8880581853508716e-07
1853,1.4332636411040767e-08,1.1406389432977448e-07
1854,1.1950028522278444e-08,1.797699882288839e-07
1855,1.3798036491152743e-08,1.3479620264433834e-07
1856,1.7602442614617075e-08,1.5428024280339514e-07
1857,9.763018116171196e-09,1.5816090082054757e-07
1858,1.2723557929472662e-08,2.2951340516996765e-07
1859,6.110607797538137e-09,2.1845424402755498e-07
1860,5.950339110327718e-09,2.0643098874728594e-07
1861,1.3676294874365169e-08,1.8580897798159413e-07
1862,1.084316739174973e-08,1.6174390715661957e-07
1863,9.989241878116673e-09,1.2236820801092563e-07
1864,7.192092033037056e-09,1.7165126253715357e-07
1865,9.884373208812747e-09,1.6191544949251124e-07
1866,9.244664256335966e-09,1.7272926555733648e-07
1867,6.308654931785895e-09,1.7033367782914866e-07
1868,4.445886658821507e-09,1.2893070922004313e-07
1869,1.2697149998075474e-08,1.9534076933780398e-07
1870,1.0321287824410774e-08,1.536725138251427e-07
1871,7.434823867669138e-09,1.9436755138713124e-07
1872,5.442605366390296e-09,1.7295390986049597e-07
1873,8.380406202324053e-09,1.8436894144713278e-07
1874,9.559374403167453e-09,1.2845409802508811e-07
1875,1.544812294751452e-08,1.3731664694205392e-07
1876,9.67362345782874e-09,1.287801110194664e-07
1877,1.6080521580974505e-08,1.1689302059636475e-07
1878,1.0870359612447089e-08,1.636592998899289e-07
1879,1.2829583284634793e-08,2.3704181728589901e-07
1880,2.0537108014195837e-08,2.2398283050506507e-07
1881,2.2312023950643578e-08,1.7291819132125852e-07
1882,1.1979693681496428e-08,1.5773262873608473e-07
1883,6.951273001654101e-09,1.263867783762862e-07
1884,5.281357573494461e-09,1.5844072898119066e-07
1885,1.2246707870033902e-08,1.424485440715273e-07
1886,1.0325542199041138e-08,1.39394821019323e-07
1887,6.528924623161458e-09,1.6909914890561595e-07
1888,1.7753720937818684e-08,1.1920355458272525e-07
1889,8.14467776555361e-09,1.152785142899404e-07
1890,7.865263995654459e-09,1.1601264005012268e-07
1891,3.187110020341777e-09,1.25572130027507e-07
1892,5.641661360300532e-09,1.2599710341731907e-07
1893,4.926733243593162e-09,1.5272873188365566e-07
1894,5.671385583383426e-09,1.499766337786923e-07
1895,3.611168697403855e-09,1.2819648986805987e-07
1896,4.717623069971921e-09,1.374007738697003e-07
1897,4.661370844871726e-09,1.9286422370257128e-07
1898,7.355861253444118e-09,1.793698544139133e-07
1899,2.7637891975018647e-09,1.3266187792737583e-07
1900,9.34389587925466e-09,1.7493849746585965e-07
1901,7.2653604799022276e-09,1.106570310938082e-07
1902,3.4371988033576883e-09,1.7087788339864574e-07
1903,1.2420506623200822e-08,1.7388709849797124e-07
1904,5.912087708281888e-09,1.3651547892123972e-07
1905,4.1286072338664326e-09,9.753834429027108e-08
1906,1.0288368823552219e-08,1.2037391883268356e-07
1907,1.2342824040612044e-08,1.2085681788676084e-07
1908,6.875944924544797e-09,1.566733169866552e-07
1909,1.320236009405562e-08,1.226719348323968e-07
1910,8.016226016316352e-09,9.993561977950094e-08
1911,6.916486605668126e-09,1.4205399523348206e-07
1912,1.2502610557962868e-08,1.2033763319152513e-07
1913,5.3029897140177695e-09,1.3257474940076008e-07
1914,8.036092347118995e-09,1.312561792587985e-07
1915,1.1780761921542648e-08,1.590402831652682e-07
1916,1.2086208034389756e-08,1.9557682762183504e-07
1917,3.289927441585405e-09,2.39068050689184e-07
1918,6.89182577673364e-09,1.3553924382847526e-07
1919,5.524709134618888e-09,1.5192949298636904e-07
1920,1.2872793941909322e-08,1.2872793586637954e-07
1921,6.8154727417280014e-09,1.2949397998340828e-07
1922,8.115728866719962e-09,1.379673966184214e-07
1923,1.0615948120573648e-08,1.3694573475220295e-07
1924,9.024137215263295e-09,1.727477743074246e-07
1925,1.3197813508725176e-08,1.7487103320945607e-07
1926,4.458455493683289e-09,1.5047286883174138e-07
1927,1.0034302500017134e-08,1.7838760113519925e-07
1928,4.570416489713125e-09,1.0854739418419967e-07
1929,8.912325322185666e-09,1.169742658291284e-07
1930,1.0503603875555712e-08,1.2814397010174616e-07
1931,7.983749661377715e-09,1.2431838758431013e-07
1932,8.767629289252454e-09,9.315605931092819e-08
1933,2.2941324395731044e-09,8.258876871281018e-08
1934,3.5944740517379614e-09,1.1382501341472562e-07
1935,4.787313656606784e-09,1.6396548829789026e-07
1936,9.699771652549316e-09,1.2367209123453904e-07
1937,6.295559185076627e-09,1.120609480764756e-07
1938,2.5930428915188486e-09,1.672512652817204e-07
1939,4.588215141154706e-09,1.3458763881146751e-07
1940,0.0,1.6482588960364808e-07
1941,5.9030051957620344e-09,1.3872062343267544e-07
1942,3.034211770724937e-09,2.0632639552431442e-07
1943,2.9032352077962287e-09,1.8290382008956385e-07
1944,3.2131861615880553e-09,1.510197495946386e-07
1945,1.3071024262956144e-08,2.810270274267168e-07
1946,1.1136883415474585e-08,1.4617159038721184e-07
1947,3.5762612871081956e-09,1.4781880519620927e-07
1948,5.435943917220243e-09,1.272010843322846e-07
1949,5.890204879399619e-09,1.875048596389206e-07
1950,8.508289184305795e-09,1.7229285909081682e-07
1951,4.264560815592233e-09,1.1834155655421341e-07
1952,8.435843135146115e-09,1.6344445530336316e-07
1953,9.696444647211422e-09,1.37904990538118e-07
1954,9.772536113672459e-10,1.6515586409582284e-07
1955,2.815682353940474e-09,1.1075017347650373e-07
1956,1.8314396887930684e-08,1.6570168970275745e-07
1957,5.30102267637389e-09,1.2192352238926674e-07
1958,6.617794867658233e-09,1.3401034504312292e-07
1959,5.4255234749334136e-09,1.635407862465854e-07
1960,5.536666791705613e-09,1.944754153271333e-07
1961,6.253343398654465e-09,1.667558180429296e-07
1962,1.9025869213429303e-09,1.509385647580075e-07
1963,7.112658351182688e-09,1.5453867785453212e-07
1964,3.6503810529886493e-09,1.7582668965232529e-07
1965,6.566451882239477e-09,1.7619979875149738e-07
1966,1.1078149508847446e-08,1.6838786809358908e-07
1967,7.395503431872896e-09,1.6565927474232467e-07
1968,1.0779397874305374e-08,1.7516522365923493e-07
1969,6.358460841182634e-09,1.8530371281855196e-07
1970,8.737577383843842e-09,1.752114160424867e-07
1971,4.624557625731995e-09,1.7573320043595686e-07
1972,3.591102859523687e-09,1.4569617068360685e-07
1973,4.410563081425067e-09,1.7862779877475532e-07
1974,7.875800178691605e-09,1.3613884064511694e-07
1975,6.8537762132336866e-09,1.616348836996906e-07
1976,7.427584769459372e-09,1.474089890152186e-07
1977,7.052138317753531e-09,1.6043614703420417e-07
1978,2.3762365408686037e-09,1.6633655786080226e-07
1979,6.437170796402825e-09,2.0774505760101647e-07
1980,4.5481204913322415e-09,2.1944681272145772e-07
1981,6.95810464801383e-09,1.9672459572461776e-07
1982,1.0552753781922775e-08,2.5885283605475706e-07
1983,3.789189517711122e-09,1.8124957357201765e-07
1984,6.378909400694965e-09,2.0180550297510536e-07
1985,4.210890636180409e-09,2.0873986894542895e-07
1986,2.9972427317837003e-09,1.9781802507168322e-07
1987,1.2832715556854168e-08,2.053234489096667e-07
1988,4.197587666343594e-09,1.9069041279351495e-07
1989,2.7440609784434855e-09,2.0854863791441858e-07
1990,2.724325487424295e-09,2.12497383245136e-07
1991,5.275318792907768e-09,2.0866815830800078e-07
1992,4.958949806344037e-09,1.8017516723034532e-07
1993,8.308811361157353e-09,2.0439674930372576e-07
1994,5.802419100753298e-09,2.210194192109327e-07
1995,5.964695848348356e-09,2.467215072243789e-07
1996,1.2277612482236577e-08,2.6850604228911834e-07
1997,3.3564261370244708e-09,2.867346857726716e-07
1998,8.10581957111367e-09,2.1313537823530737e-07
1999,4.570201245224226e-09,2.6141551945357833e-07
2000,6.185243983658495e-09,2.7877779285034876e-07
2001,2.1906058633724967e-09,2.3264235071707162e-07
2002,6.571832356083718e-09,2.7163572546839987e-07
2003,4.16692297333654e-09,2.9376806054415283e-07
2004,6.607186769924667e-09,2.730970543041167e-07
2005,1.3511248786457486e-09,2.778813570358807e-07
2006,8.235779835885637e-10,2.5901526790050866e-07
2007,2.396687653893892e-09,3.0118374461096664e-07
2008,3.83169571072095e-09,3.1675352119009403e-07
2009,4.291373256748443e-09,4.248459504196944e-07
2010,1.8895172093635892e-09,5.696894636031402e-07
2011,1.91198598620268e-09,6.512224324239924e-07
2012,2.0425516555899748e-09,7.346377604022791e-07
2013,2.5102124823206395e-09,9.156697338141839e-07
2014,3.4647123642317368e-09,8.737571128847321e-07
2015,1.10828768384863e-09,8.520515670795703e-07
2016,1.8642060672924288e-09,9.242319336522087e-07
2017,2.26405022507592e-09,1.259818127152812e-06
2018,1.8070267504555204e-09,1.3307460910993996e-06
2019,2.295888978931515e-09,1.3104423999266146e-06
