year,un_DET art_NOUN,un_DET char_NOUN
1867,7.793614898332635e-06,1.991108511845141e-06
1868,7.773385497955587e-06,1.8964176042857162e-06
1869,7.6246385170009034e-06,1.7258356201921288e-06
1870,6.912396038671886e-06,2.482269778170121e-06
1871,5.039748625534912e-06,1.278789758529797e-06
1872,7.0294273974980115e-06,2.177646887702167e-06
1873,6.679183893965046e-06,1.6299889864512807e-06
1874,6.2494411317004506e-06,1.5468263114826186e-06
1875,8.08165676602357e-06,1.640361784183142e-06
1876,8.238299557206119e-06,1.7926433670822917e-06
1877,7.516406924423791e-06,2.0688208977048816e-06
1878,7.8333017654586e-06,2.184942307081883e-06
1879,6.890097115075378e-06,1.7057236405548792e-06
1880,7.050646072315203e-06,2.018412551763049e-06
1881,7.180288136510171e-06,2.0394585718008784e-06
1882,8.049688602795868e-06,1.799616150321981e-06
1883,7.63755318899939e-06,2.293920044138531e-06
1884,7.465858949728954e-06,1.7058785104495655e-06
1885,7.142409039317954e-06,1.7854410749862382e-06
1886,7.1943216610748095e-06,1.4623549056125285e-06
1887,6.997048593859745e-06,1.408288994753093e-06
1888,7.101488641581e-06,1.4900444291754411e-06
1889,8.031278930786812e-06,1.7404550334276792e-06
1890,7.159356407271389e-06,1.515374112415202e-06
1891,7.288282994011297e-06,1.3736443804646115e-06
1892,7.113507944467301e-06,1.3959976783439743e-06
1893,7.298955111423311e-06,1.3431506467043164e-06
1894,8.112601548759812e-06,1.3976814692284734e-06
1895,7.5918802338037494e-06,1.1429348454328192e-06
1896,7.587707173684066e-06,1.336856442435419e-06
1897,7.34923391121356e-06,1.420552756314919e-06
1898,8.097671347684354e-06,1.148645999649034e-06
1899,7.98348141728411e-06,1.2127506749948225e-06
1900,8.474912910116927e-06,1.3398107618911581e-06
1901,7.828146571853267e-06,1.2233749728807197e-06
1902,6.832168899961744e-06,1.1102151624697854e-06
1903,7.733115403141255e-06,1.225850049024757e-06
1904,8.474171977468359e-06,1.228101844219509e-06
1905,8.49254552548473e-06,1.191619290352719e-06
1906,7.982230862069173e-06,1.2047679831539426e-06
1907,8.111292416401739e-06,1.123197048258362e-06
1908,8.415174256981572e-06,1.1856093173889803e-06
1909,8.778469819503698e-06,1.2404718354730448e-06
1910,8.612098561400217e-06,1.469107012042059e-06
1911,8.73924638256085e-06,1.218365724753312e-06
1912,8.946659853847905e-06,1.1481564783366593e-06
1913,9.786667455102815e-06,1.4408222526185455e-06
1914,8.86380991715896e-06,1.1779572410830497e-06
1915,5.1906037725757415e-06,1.0143235567028341e-06
1916,6.625439695540081e-06,8.746019624084056e-07
1917,7.173138129701329e-06,9.025367511128479e-07
1918,7.832560150689005e-06,8.534377755609057e-07
1919,8.605655082760677e-06,1.3388211286269325e-06
1920,1.0781343306121016e-05,1.2918227270120042e-06
1921,1.0497342714188562e-05,1.1472712522220263e-06
1922,1.1065427905521119e-05,1.1561225008449583e-06
1923,1.0293222842960859e-05,1.193232513685416e-06
1924,1.0095431349554929e-05,1.21825847898549e-06
1925,1.0925590103738614e-05,1.2647904092943918e-06
1926,1.0488516423379224e-05,1.1435938525039546e-06
1927,1.0802484148086933e-05,1.1996565625338462e-06
1928,1.0258299795395942e-05,1.1243224129486862e-06
1929,9.840320664977753e-06,1.1418916017191805e-06
1930,1.0834467317977214e-05,1.1995115052343408e-06
1931,9.405997921874132e-06,1.1907192458693316e-06
1932,9.19505090024586e-06,1.2066449954772906e-06
1933,9.15358801023558e-06,8.534172852847632e-07
1934,8.17143792630759e-06,1.0615679784109489e-06
1935,9.916920632235815e-06,1.2016157455718712e-06
1936,8.903177786123706e-06,1.0790995794707214e-06
1937,8.593438366233386e-06,1.0916499277868752e-06
1938,9.5138746161183e-06,9.905424001033225e-07
1939,9.352311550969716e-06,1.0094073239486079e-06
1940,7.571847717713354e-06,1.3033924659566765e-06
1941,8.990277237330702e-06,1.4137697590399512e-06
1942,1.036486735017661e-05,1.4533874193034535e-06
1943,1.128487546964152e-05,1.7709735047333197e-06
1944,1.0616366864724114e-05,2.9175730844599457e-06
1945,1.0435034148770228e-05,2.0303658203602026e-06
1946,1.1479342958864436e-05,1.4742449323534856e-06
1947,1.1393968762263285e-05,1.4781879471570392e-06
1948,1.0808830552377913e-05,1.1524201397605793e-06
1949,9.97309909678279e-06,1.128955947393706e-06
1950,9.638827997093813e-06,1.1964781734263852e-06
1951,1.0027048617189394e-05,1.465942737866044e-06
1952,8.826001177908438e-06,1.1198582186011663e-06
1953,9.958248675445702e-06,1.2551508561386981e-06
1954,1.0155619889928857e-05,1.1277506430928952e-06
1955,1.0169306236207376e-05,1.1441056493310953e-06
1956,1.022292221364296e-05,1.199156983489047e-06
1957,1.0124953632839606e-05,1.1061467546369386e-06
1958,9.349289385340853e-06,1.1208889461045146e-06
1959,9.679133810891472e-06,9.076125451201733e-07
1960,1.0014445692263507e-05,9.917554528726669e-07
1961,1.0281191698879866e-05,1.0213793686375539e-06
1962,9.445709537203584e-06,1.233510484865974e-06
1963,1.0498930947733243e-05,1.2156179565181446e-06
1964,9.463613011462257e-06,1.1352685156396092e-06
1965,1.0740526633412628e-05,1.1836029329970188e-06
1966,9.136703866374773e-06,1.0623945634335996e-06
1967,9.731989237593552e-06,1.302594689889247e-06
1968,1.267836856300164e-05,1.2908328876903852e-06
1969,8.701553596779377e-06,1.2894050840372984e-06
1970,9.001084904980416e-06,1.111051936675267e-06
1971,1.0431460566451278e-05,1.1499734000608441e-06
1972,9.407663185356796e-06,1.1394056400604313e-06
1973,8.632574804323667e-06,1.1202829703904627e-06
1974,7.68003064166578e-06,1.0109152128734422e-06
1975,8.199400625130693e-06,9.76091975246618e-07
1976,7.75668409858099e-06,1.0467180864282e-06
1977,8.221029759170051e-06,9.773087974451755e-07
1978,8.805144304346868e-06,1.1049499732962431e-06
1979,8.85813219042575e-06,1.0545256010630055e-06
1980,9.459522132715392e-06,1.131913464291756e-06
1981,8.54455267784715e-06,1.1847754421978607e-06
1982,8.62966986403535e-06,1.1986686523357548e-06
1983,9.102896541435257e-06,9.97819938675093e-07
1984,8.823191151918763e-06,1.2902793713465144e-06
1985,9.02333671604083e-06,1.198900694276972e-06
1986,9.28006281242233e-06,1.1119769993683803e-06
1987,9.362993878880843e-06,1.0920029609451376e-06
1988,9.172328361728432e-06,1.077580730424188e-06
1989,9.715622425687798e-06,1.121772122303355e-06
1990,1.0556761537827697e-05,1.0058209660712691e-06
1991,9.534845162306738e-06,1.040996238543812e-06
1992,1.0523993040578716e-05,1.1631492711217106e-06
1993,1.044749916445653e-05,1.1615717951940496e-06
1994,9.677908018090875e-06,1.313456742479957e-06
1995,1.0629088421865163e-05,1.102384295847969e-06
1996,1.1026897205113073e-05,1.0697537149439995e-06
1997,1.0505134156346685e-05,1.128238679370952e-06
1998,1.0831282082790494e-05,8.997459985948808e-07
1999,1.0764194982471054e-05,9.91276607464897e-07
2000,1.0716818650280402e-05,1.0912537753426932e-06
2001,1.0991145984462491e-05,9.919063330698918e-07
2002,1.1030600958861214e-05,1.1461275732926879e-06
2003,1.070857537399661e-05,1.216741505771779e-06
2004,1.041292688341855e-05,1.0752095143118368e-06
2005,1.095221837488225e-05,1.0219008004241914e-06
2006,1.1067652820884177e-05,1.04223798658154e-06
2007,1.1154583475558866e-05,9.902314666021539e-07
2008,1.037240070900225e-05,1.0153993201811318e-06
2009,9.929760764748607e-06,1.0461414490237075e-06
2010,8.722955911366626e-06,9.532614377860682e-07
2011,7.825376272307949e-06,9.705240664459325e-07
2012,6.844250115989325e-06,1.111148066001988e-06
2013,6.392395565768538e-06,1.1081193704853831e-06
2014,7.225657689957643e-06,1.2033378382625415e-06
2015,7.595095553369902e-06,1.1415363161404457e-06
2016,7.149023232955187e-06,1.211733884787236e-06
2017,6.130293225936612e-06,1.0864925634734846e-06
2018,6.241212222590775e-06,1.0129675374059843e-06
2019,6.612160056818084e-06,1.0703944681722533e-06
