year,en_ADP aises_NOUN,en_ADP chaise_NOUN
1992,5.509944167592096e-10,1.2342275113041978e-07
1993,0.0,1.4457332042638882e-07
1994,5.274926606624319e-10,1.2132331050906942e-07
1995,0.0,1.3013881527967897e-07
1996,0.0,1.526694433096054e-07
1997,0.0,1.443263215605839e-07
1998,0.0,1.1538872968230862e-07
1999,0.0,1.2248139569237537e-07
2000,4.4180314962005696e-10,1.3519176889076334e-07
2001,0.0,1.5202805059288949e-07
2002,0.0,1.7086763648421766e-07
2003,8.333845835650777e-10,1.31258076407903e-07
2004,4.404791253964646e-10,1.6650110978844168e-07
2005,0.0,1.8915748967174295e-07
2006,8.235779835885637e-10,1.931290398715646e-07
2007,0.0,1.7775433036604227e-07
2008,0.0,1.8817883074007113e-07
2009,1.430457752249481e-09,2.0503227915469324e-07
2010,0.0,1.9792692285136582e-07
2011,0.0,2.0840647607656138e-07
2012,0.0,2.5157427785416075e-07
2013,0.0,2.906268434799131e-07
2014,0.0,2.734957149641559e-07
2015,2.2165753954528356e-10,3.112071738087252e-07
2016,6.214020409345267e-10,3.175364327034913e-07
2017,0.0,2.1458164667365054e-07
2018,0.0,2.3491347178605793e-07
2019,0.0,2.7270058922113094e-07
