year,aucun_DET ange_NOUN,aucun_DET change_NOUN
1889,1.1903759755682586e-08,1.0024218788373673e-08
1890,1.1797895549392479e-08,1.7041404731799048e-08
1891,1.8485238229004608e-08,1.3385862196457765e-08
1892,1.1283321832422644e-08,1.3790726782758611e-08
1893,9.853466709230929e-09,1.539604183031784e-08
1894,4.4110775032635274e-09,8.192000855444803e-09
1895,7.2223376168523146e-09,6.6204757231957956e-09
1896,5.897029031753931e-09,1.0024949648190784e-08
1897,8.740070001067579e-09,6.992056045262984e-09
1898,1.0185038923360423e-08,1.4711722617910539e-08
1899,7.738609753005221e-09,1.2713430308508578e-08
1900,9.34389543516545e-09,1.5054054003371675e-08
1901,4.470991188387785e-09,8.383108485165991e-09
1902,1.0311596299050763e-08,1.7677021624251665e-08
1903,5.400220493001484e-09,1.1880484818149739e-08
1904,1.1286712897629059e-08,1.0749250378694342e-08
1905,4.644683138099737e-09,1.3934049469810361e-08
1906,3.035068918411099e-08,4.629765903985117e-09
1907,1.439996138996591e-08,7.714265115588148e-09
1908,8.840500331785961e-09,7.367083831866239e-09
1909,8.801573692096554e-09,1.1552065415365576e-08
1910,1.1222716533865196e-08,1.1222716866932103e-08
1911,8.512598403953575e-09,1.3832972878269345e-08
1912,5.730363239475622e-09,1.3544495081063701e-08
1913,1.113627856597077e-08,7.954484737560108e-09
1914,1.2723813114234872e-08,1.0714789944188396e-08
1915,1.0602685618366081e-08,7.068456930880984e-09
1916,4.394984820521586e-09,1.648119329900055e-08
1917,8.773139437145971e-09,4.3865698851064394e-09
1918,5.743188147278033e-09,2.1824114071478107e-08
1919,6.445493971884986e-09,1.4732557007679503e-08
1920,8.329454903588385e-09,1.9687803387569147e-08
1921,9.0872969149558e-09,1.5145495135815423e-08
1922,7.377935484775833e-09,8.853522359686394e-09
1923,3.8217414122243554e-08,7.431163684401554e-09
1924,1.1602462102189293e-08,5.156649773851996e-09
1925,5.499088961968823e-09,6.598906976407193e-09
1926,3.3438415369957397e-09,4.458455382660986e-09
1927,1.449399278374841e-08,1.2264147031260109e-08
1928,5.713020612141406e-09,1.3711249025050165e-08
1929,2.2280812750352652e-09,1.1140405931087116e-08
1930,4.201441528017824e-09,8.402882945013346e-09
1931,3.4216069977333063e-09,7.983749661377715e-09
1932,6.575722188983946e-09,7.6716757391182e-09
1933,9.176529536247813e-09,1.605892663292252e-08
1934,1.5576054224197833e-08,8.38710612072191e-09
1935,1.196828414151696e-08,3.590485242455088e-09
1936,9.699771208460106e-09,7.274828739411987e-09
1937,1.1332006333297784e-08,6.295559185076627e-09
1938,7.779128785578848e-09,5.186085783037697e-09
1939,9.176430282309411e-09,1.070583532936098e-08
1940,7.607348528892999e-09,0.0
1941,1.1806010391524069e-08,8.854508237732261e-09
1942,0.0,0.0
1943,8.709705623388686e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,2.178504132643866e-08,4.357008087652048e-09
1946,2.227376683094917e-08,0.0
1947,2.3841741692010032e-08,3.5762612871081956e-09
1948,2.0656586663392318e-08,4.348755133776194e-09
1949,5.890204990421921e-09,5.890204768377316e-09
1950,9.571825110299415e-09,8.508289184305795e-09
1951,1.4925962799061665e-08,4.264560704569931e-09
1952,1.792616644014089e-08,2.1089607837865287e-09
1953,1.4005975490505307e-08,2.1547654771580937e-09
1954,1.5636057781875934e-08,2.9317608341017376e-09
1955,1.3139850985055546e-08,8.447047061821422e-09
1956,1.4825940697349438e-08,4.36057079333807e-09
1957,1.5019564092444426e-08,1.1485549400447326e-08
1958,8.272243334772611e-09,5.790570245522986e-09
1959,1.6276570757867148e-08,4.650448581777766e-09
1960,1.038124963770315e-08,4.152500121534786e-09
1961,2.223410922042035e-08,3.4740795795684676e-09
1962,1.0147130302673446e-08,5.7077609305622445e-09
1963,1.422531736849919e-08,1.939815863494232e-09
1964,1.4601524211954597e-08,6.0839683291291635e-09
1965,1.2585700148726175e-08,4.377634699181954e-09
1966,8.308612242657887e-09,3.8773522170743036e-09
1967,8.874603663056035e-09,2.9582012395223956e-09
1968,4.940557407628887e-09,4.042274071025531e-09
1969,1.0446042919554088e-08,3.6334062425424918e-09
1970,1.1496812446498694e-08,6.438214850135182e-09
1971,9.762955444081456e-09,4.110718099248345e-09
1972,6.669190977248718e-09,4.10411743478889e-09
1973,1.2680368532969055e-08,1.6539611902288698e-09
1974,3.937900228123681e-09,7.313243122197832e-09
1975,7.4249242310031605e-09,3.998036124386317e-09
1976,6.28487961673585e-09,4.570821499072508e-09
1977,6.46446002283696e-09,5.289103821581875e-09
1978,1.306930097477732e-08,2.970295565063452e-09
1979,8.192762579461998e-09,3.5111840102075575e-09
1980,8.527726080842513e-09,1.1370301367108482e-09
1981,1.8344094021571777e-08,1.2651099057237047e-09
1982,2.110550711975634e-08,2.483000915987077e-09
1983,2.084054262496693e-08,1.2630632095778083e-09
1984,1.2177918062850068e-08,5.799008495621649e-10
1985,1.142956040922627e-08,3.0077789148208467e-09
1986,8.39227959348321e-09,2.997242676272549e-09
1987,3.97203081536901e-08,1.8332451112712533e-09
1988,1.679035088741898e-08,5.396898483667201e-09
1989,1.5366741656919203e-08,3.2928733073589456e-09
1990,1.3621627825699534e-08,2.1794604454505873e-09
1991,1.2309077146444025e-08,2.9307325455363298e-09
1992,3.3059665005552574e-09,1.1019888335184191e-09
1993,1.1078415074194936e-08,2.2156829704300662e-09
1994,8.439882348554306e-09,3.692448680148175e-09
1995,1.4640617329586547e-08,2.1689803286761844e-09
1996,1.7081895453685547e-08,5.338092190498855e-10
1997,1.294621509995153e-08,2.3974471297094624e-09
1998,1.382757464085671e-08,4.768129224785866e-10
1999,1.279656292041409e-08,9.140402323914998e-10
2000,1.0161472108194403e-08,3.97622823555821e-09
2001,1.4896119865381863e-08,3.066848330846028e-09
2002,1.5772397166102792e-08,2.6287327870022636e-09
2003,1.208407662822708e-08,0.0
2004,1.1011977774089132e-08,2.642874724623212e-09
2005,1.9816498220137646e-08,9.007499190971657e-10
2006,1.0294725016901651e-08,4.1178899179428186e-10
2007,1.8374605503801433e-08,3.994479469415779e-10
2008,1.404955063399882e-08,2.554463751636149e-09
2009,1.8595951001287858e-08,1.907277002999308e-09
2010,2.5508482270897304e-08,3.3066551718974324e-09
2011,2.4473419679704733e-08,1.911985902935953e-09
2012,2.4170193846373422e-08,2.0425516833455504e-09
2013,2.4544300425421994e-08,2.2313000336282585e-09
2014,2.7068065344693082e-08,1.0827225782605865e-09
2015,2.8372165949974715e-08,6.649726325136385e-10
2016,3.521278080231838e-08,2.6927420293532123e-09
2017,3.647636415138322e-08,1.0062445321423752e-09
2018,3.330091957742809e-08,1.5488800242380307e-09
2019,2.984655678162085e-08,5.1019755087367e-10
