year,beaucoup_ADV être_VERB,beaucoup_ADV mettre_VERB
1987,2.0165694891716157e-08,4.277571630240118e-09
1988,2.6984492862425213e-08,1.798966087207532e-09
1989,1.8659616074501173e-08,2.7440609784434855e-09
1990,2.2339468941368068e-08,2.724325431913144e-09
1991,1.875668864670388e-08,2.9307325455363298e-09
1992,2.3692759754112558e-08,4.958949695321735e-09
1993,1.883330469354405e-08,1.661762283333701e-09
1994,2.2682185019107237e-08,1.0549853213248639e-09
1995,2.8738989854559804e-08,2.1689803286761844e-09
1996,1.6014276127407356e-08,3.2028553142993132e-09
1997,2.5892429533769246e-08,4.79489448146353e-10
1998,2.0502955777601528e-08,4.768129224785866e-10
1999,3.0163327835452947e-08,4.113180906983871e-09
2000,2.6066386382694873e-08,3.97622823555821e-09
2001,2.6287271026603776e-08,3.066848330846028e-09
2002,2.409671751024689e-08,2.1906108038649563e-09
2003,2.708499913239848e-08,8.333845835650777e-10
2004,2.334539317416784e-08,1.7619165015858584e-09
2005,2.2518747755384538e-08,2.251874686720612e-09
2006,3.047238550379916e-08,2.4707338397433887e-09
2007,2.915970043204652e-08,2.3966877371606188e-09
2008,3.448526086913262e-08,5.960415716543821e-09
2009,3.290052674742583e-08,4.76819250749827e-10
2010,4.2041758518962524e-08,3.7790344187271785e-09
2011,4.7799648683621854e-08,6.500752380844688e-09
2012,5.310634065835984e-08,4.765953853791416e-09
2013,4.99253367536312e-08,6.9728125495771565e-09
2014,6.149864617555068e-08,6.063246349441442e-09
2015,5.364112354300232e-08,8.644644111654998e-09
2016,5.364770672144914e-08,2.899876117012923e-09
2017,5.3330960980702e-08,5.7859059765519305e-09
2018,6.143891084775532e-08,5.937373259712331e-09
2019,5.5611533156252335e-08,6.632568272380013e-09
