year,aux_ADP ans_NOUN,aux_ADP gens_NOUN
1859,2.4442432078330967e-08,5.814243628776694e-06
1860,2.8378539518314483e-08,5.476600691167732e-06
1861,2.640939672504672e-08,5.764793879592389e-06
1862,2.93669109308059e-08,5.171286925786944e-06
1863,2.697095197179422e-08,5.521553120502176e-06
1864,2.828889567041415e-08,5.62901080058964e-06
1865,1.7415323849689912e-08,5.931094733568898e-06
1866,2.0435575009969398e-08,5.287948305010559e-06
1867,2.329349513274792e-08,5.463294975527333e-06
1868,1.6795571822214583e-08,5.347413626566322e-06
1869,1.611561362135916e-08,5.4050788094173186e-06
1870,1.0321287380321564e-08,4.896304247381522e-06
1871,1.8056001360733376e-08,4.647827189785403e-06
1872,1.6932550250814415e-08,4.886250163593786e-06
1873,1.5563611732716254e-08,4.512848875037889e-06
1874,2.569081986036892e-08,6.1197923315603475e-06
1875,3.71899266937703e-08,5.359926632308998e-06
1876,3.5066884507273244e-08,5.371884171267993e-06
1877,1.5462039648639347e-08,5.558294326135638e-06
1878,3.200716980344964e-08,5.079477517710984e-06
1879,3.2990356002571275e-08,6.444116117165777e-06
1880,2.1820677709172287e-08,5.383289561677884e-06
1881,1.882577010947628e-08,5.57730884764851e-06
1882,1.6638462163598433e-08,5.4321253450950735e-06
1883,2.0221884611260066e-08,5.6419057727907784e-06
1884,2.2445769687351458e-08,4.921564919158072e-06
1885,2.9005360890899112e-08,5.55162585413882e-06
1886,2.1296431229611557e-08,5.3318517814204824e-06
1887,2.219834327465975e-08,5.220528045413175e-06
1888,2.5362458577760094e-08,5.958909845560356e-06
1889,1.8795410117178335e-08,5.232642109831431e-06
1890,1.966316010015845e-08,4.683109040115596e-06
1891,2.995883363610119e-08,4.968067109700769e-06
1892,3.573051987615372e-08,5.078748895215313e-06
1893,2.155445777418663e-08,4.4205115763418235e-06
1894,2.8987080291642542e-08,4.7343465467974966e-06
1895,2.106515117894503e-08,4.969569921797756e-06
1896,2.0639601361338578e-08,5.1410296677545375e-06
1897,3.146425364697336e-08,4.898518042750766e-06
1898,1.810673555535658e-08,4.986708312060273e-06
1899,1.9346524382513053e-08,4.925625162854885e-06
1900,1.9206897072798768e-08,4.6356103631239876e-06
1901,1.956058603980182e-08,4.465402419384645e-06
1902,1.816805017540446e-08,3.7976135338624317e-06
1903,2.052083747372535e-08,4.679290665166036e-06
1904,3.171028861714831e-08,4.075578388551548e-06
1905,3.302885742684225e-08,4.514115801157459e-06
1906,2.1091156710006942e-08,4.722361179432255e-06
1907,2.6228502036929058e-08,4.389416663030943e-06
1908,2.357466755142923e-08,4.55334886950709e-06
1909,1.8153245295859932e-08,4.444244549262066e-06
1910,3.580580976159098e-08,4.218672689404457e-06
1911,2.2345571171200618e-08,4.564880853763498e-06
1912,2.813087401909442e-08,4.1586809373939104e-06
1913,2.1742257771961704e-08,4.1872405844856075e-06
1914,2.7456649620560825e-08,4.267165184757005e-06
1915,5.772573496987121e-08,3.760419215126376e-06
1916,1.9777432136436346e-08,3.7873781195685297e-06
1917,2.9609346086090227e-08,3.8875974475161e-06
1918,4.135095377222342e-08,4.10063645261971e-06
1919,3.222746869369075e-08,3.905048394869937e-06
1920,3.028892603396116e-08,4.06704549504866e-06
1921,4.013556204052193e-08,4.230136806171458e-06
1922,2.5822774307737717e-08,4.293958379975038e-06
1923,2.866306125781648e-08,4.527701690903996e-06
1924,1.2891624101563082e-08,4.321272633944773e-06
1925,2.859526304632709e-08,4.747913436631279e-06
1926,4.124071217859182e-08,4.864174982799341e-06
1927,2.8987985345452216e-08,5.066207677373313e-06
1928,3.1992915872081085e-08,4.2047832309322075e-06
1929,3.899142186902793e-08,4.410486994288476e-06
1930,3.046045016219523e-08,4.302275986134418e-06
1931,2.5091785538222666e-08,3.827637797826355e-06
1932,3.835837791843488e-08,3.903786890191441e-06
1933,4.014731747048472e-08,3.809406877053334e-06
1934,2.7557634396657704e-08,3.6867322634748234e-06
1935,2.393656828303392e-08,3.950730416590886e-06
1936,2.7886844389257703e-08,3.676213566450315e-06
1937,3.52551301485704e-08,3.879323514865973e-06
1938,4.408173026604345e-08,3.5641374260819703e-06
1939,3.8235126176289214e-08,3.5635137294320884e-06
1940,3.2965178364818826e-08,3.590668541164632e-06
1941,3.5418031174572207e-08,4.090782702803608e-06
1942,4.247896434605991e-08,3.9808859320089596e-06
1943,5.8064704155924574e-08,4.256142695169274e-06
1944,2.5705489292704442e-08,3.884742191928581e-06
1945,2.3963544037997053e-08,3.964877521411836e-06
1946,3.3410650246423756e-08,3.913222588636245e-06
1947,4.649139739854036e-08,4.355886467521941e-06
1948,4.348755133776194e-08,3.584461484962276e-06
1949,2.748762406579175e-08,3.5763361907470426e-06
1950,3.403315673722318e-08,3.937210848903305e-06
1951,4.904244754744269e-08,3.82424474310028e-06
1952,2.8470970470095835e-08,3.665373732530952e-06
1953,2.908933460776808e-08,3.7923872362455313e-06
1954,4.299915934424803e-08,4.078079275160462e-06
1955,5.255940260795455e-08,3.3722488304022136e-06
1956,6.453644840753725e-08,4.082366352520239e-06
1957,3.622365363220581e-08,3.3113721435995558e-06
1958,3.474342219478288e-08,3.881336496647236e-06
1959,1.7826720544178443e-08,3.635100839005645e-06
1960,2.629916601160076e-08,3.4361938645588452e-06
1961,1.59807664878997e-08,3.901391238514407e-06
1962,2.2831043222648617e-08,3.8248339571111956e-06
1963,2.4571002898987615e-08,3.959811198939178e-06
1964,1.5818317711246976e-08,3.909558238035515e-06
1965,3.17378508474242e-08,4.30157334463388e-06
1966,1.883285383197375e-08,4.41907389614471e-06
1967,2.9582014060558492e-08,4.45899572909525e-06
1968,3.099077011681217e-08,4.849830641973085e-06
1969,1.544197603120523e-08,4.231555639222506e-06
1970,2.2993624615441632e-08,4.378446110564482e-06
1971,3.185806496386334e-08,4.255620730475584e-06
1972,2.359867534718063e-08,4.0805189769344e-06
1973,2.095017431757995e-08,3.7611075960342077e-06
1974,2.1939729255571194e-08,4.301311886223402e-06
1975,1.2565256390928425e-08,4.008887895423641e-06
1976,2.4568165224447824e-08,4.1005980691011246e-06
1977,1.7042667277422652e-08,4.182505620065058e-06
1978,2.435642376674707e-08,4.449502711167952e-06
1979,1.6385525603013207e-08,4.344505214248784e-06
1980,1.4781391888263329e-08,4.378134764948527e-06
1981,1.7078983727270014e-08,4.071756013246386e-06
1982,3.6003513170790313e-08,4.412913387596973e-06
1983,1.7051353551345017e-08,3.958440018436704e-06
1984,1.565732282715615e-08,4.225737487928427e-06
1985,1.7445117905801055e-08,4.088173213290247e-06
1986,2.577628777089558e-08,4.5510133048765056e-06
1987,1.527704190928958e-08,4.338068965381581e-06
1988,1.499138480021145e-08,4.25395529290995e-06
1989,2.1952489270837816e-08,4.729114706947257e-06
1990,2.1794604121438965e-08,4.161679406422536e-06
1991,1.817054207098323e-08,4.924216700175066e-06
1992,1.8733810502880033e-08,4.40630217823923e-06
1993,1.6617622111692043e-08,4.62856156957514e-06
1994,1.6352272202979634e-08,5.144108254029334e-06
1995,1.897857726529395e-08,4.509310052469573e-06
1996,2.3487605638194964e-08,4.424210985121135e-06
1997,1.3905193996244236e-08,4.58104227263334e-06
1998,1.6211639364271946e-08,4.555470539457929e-06
1999,2.7421206777455964e-08,4.715533474808353e-06
2000,1.546311012567969e-08,4.525389634579824e-06
2001,1.664860438399529e-08,4.749671624892926e-06
2002,1.6210519815373914e-08,4.705432072427129e-06
2003,1.7501076365888935e-08,4.721123627149382e-06
2004,2.6869226871228946e-08,4.92808022656277e-06
2005,1.1709748948263154e-08,4.8672021861762005e-06
2006,1.564798118858235e-08,4.91058354867846e-06
2007,9.986198562517146e-09,4.944766111236731e-06
2008,1.3623806749407663e-08,4.7551344337648516e-06
2009,1.5735035052699686e-08,5.06286674450962e-06
2010,8.502827775203059e-09,5.5287272537896115e-06
2011,1.3766299045148145e-08,5.5558489471252415e-06
2012,9.872332590310506e-09,6.0905485312900964e-06
2013,1.0319762655530695e-08,6.474953959667573e-06
2014,6.063246668630562e-09,6.809891850423355e-06
2015,8.644643945121544e-09,6.7097951941264e-06
2016,1.3256576725240166e-08,6.696021102925442e-06
2017,1.8615523900145092e-08,6.447260318509507e-06
2018,3.872200171617379e-09,6.985706878737119e-06
2019,4.5917777913295765e-09,7.241744231833991e-06
