year,mes_DET oies_NOUN,mes_DET joies_NOUN
1950,0.0,1.0529007710147198e-07
1951,0.0,1.2900295764950442e-07
1952,1.2653764258629963e-08,8.435843201759496e-08
1953,3.2321482157371406e-09,1.142025669587099e-07
1954,3.029486217442923e-08,8.306655585599287e-08
1955,2.815682353940474e-09,9.385607890877168e-08
1956,2.616342476002842e-09,1.1075849570829632e-07
1957,9.718541527092839e-09,9.100088949054452e-08
1958,3.1434524760953764e-08,9.678524914846776e-08
1959,8.525822714489095e-09,1.1393599308462399e-07
1960,4.152500121534786e-09,1.5641082651285387e-07
1961,4.86371165564492e-09,1.264565021585895e-07
1962,2.5367825617905737e-09,1.0654486493066884e-07
1963,5.819448034571906e-09,1.0668987826534249e-07
1964,3.6503808864551957e-09,1.265465412458866e-07
1965,1.6416130677043839e-09,1.2421538375662067e-07
1966,9.416427082520329e-09,1.34599518197831e-07
1967,4.930335584241163e-10,9.712760751234839e-08
1968,1.616909695023594e-08,1.217173699608054e-07
1969,2.7250546263957176e-09,8.947262619685148e-08
1970,6.898087712148282e-09,9.749297325001294e-08
1971,1.541519245584766e-09,1.1715546044399616e-07
1972,4.104117490300041e-09,7.490014697353331e-08
1973,7.167165139154719e-09,1.0475087064421018e-07
1974,5.063014507644681e-09,5.456804386128056e-08
1975,3.998036124386317e-09,7.539153834557055e-08
1976,5.142174241967723e-09,9.141643309007463e-08
1977,2.3507127355770763e-09,9.931761457693256e-08
1978,7.128709511583509e-09,9.564351999280518e-08
1979,9.363157582598092e-09,9.421677171772558e-08
1980,7.95921106799824e-09,6.310517397523085e-08
1981,2.5302198114474095e-09,1.0310645404132401e-07
1982,4.966001831974154e-09,8.938803208735635e-08
1983,7.57837881337764e-09,8.462523748420381e-08
1984,1.739702604197646e-09,8.872482970545548e-08
1985,1.2031116103372597e-09,7.51944786436809e-08
1986,5.994485463567401e-10,8.212445257171908e-08
1987,2.4443267410134695e-09,7.94406211923615e-08
1988,5.9965538645734284e-09,1.0493969404556935e-07
1989,1.6464366536794728e-09,8.561470821177863e-08
1990,3.269190529398003e-09,6.91978696565343e-08
1991,1.0550637363770932e-08,7.854363204273795e-08
1992,7.713921945651236e-09,9.146507551349714e-08
1993,2.7696036575264316e-09,8.142634655428083e-08
1994,6.85740436656701e-09,9.758614494259632e-08
1995,3.79571546416102e-09,8.892819280958975e-08
1996,1.6014276571496566e-09,9.875470841080869e-08
1997,2.3974471297094624e-09,9.110299581394088e-08
1998,2.3840646123929332e-09,9.059445504888686e-08
1999,3.656160929565999e-09,8.957594488379073e-08
2000,4.418031274155965e-09,8.173358434504507e-08
2001,1.2267393101339508e-08,6.703254151751992e-08
2002,8.324320788233308e-09,1.0208246425946754e-07
2003,9.583922655487243e-09,9.333907069475345e-08
2004,2.642874807889939e-09,9.734588601872929e-08
2005,6.305249211635555e-09,8.196824108352985e-08
2006,7.000412693969338e-09,1.0253545967842115e-07
2007,2.7961355453243186e-09,9.02752335107948e-08
2008,2.554463751636149e-09,1.1963405732728916e-07
2009,5.721830786953319e-09,1.0251613602463294e-07
2010,6.140930985942816e-09,1.1573293079436553e-07
2011,8.41273803398046e-09,1.2351429612422749e-07
2012,9.531907513293802e-09,1.2731905441043523e-07
2013,1.3945625543243523e-08,1.6846315098462128e-07
2014,1.6240839117998007e-08,1.9142535379046421e-07
2015,8.866302025900552e-09,1.742228263879042e-07
2016,8.07822619908194e-09,1.9947003959686072e-07
2017,7.043711836018929e-09,1.4263516234791496e-07
2018,1.523065362718512e-08,1.7812120312044044e-07
2019,1.122434611922074e-08,1.9872195178294305e-07
