year,véritables_ADJ oeufs_NOUN,véritables_ADJ jeux_NOUN
1887,0.0,2.0239666942423185e-08
1888,6.340614699951175e-10,2.0924028731883482e-08
1889,1.2530273485467092e-09,2.318100555953606e-08
1890,0.0,1.7041404731799048e-08
1891,0.0,7.0116419337296065e-09
1892,0.0,2.8835156484774416e-08
1893,0.0,1.6627724974682678e-08
1894,0.0,3.150769645188234e-09
1895,0.0,1.3240951446391591e-08
1896,0.0,1.0024949537168482e-08
1897,0.0,2.0976168357833558e-08
1898,0.0,1.2448380992680086e-08
1899,0.0,8.291367592505594e-09
1900,0.0,1.764958135197503e-08
1901,5.588738916095792e-10,7.824234593556412e-09
1902,0.0,2.7988617645746672e-08
1903,1.6200660812870638e-09,1.296052865029651e-08
1904,0.0,1.289910045443321e-08
1905,1.5482277682110634e-09,7.741138396966107e-09
1906,0.0,9.259531807970234e-09
1907,0.0,1.8514235478050978e-08
1908,4.911389073214423e-10,6.875944702500192e-09
1909,0.0,1.1552065082298668e-08
1910,0.0,9.619471330601925e-09
1911,0.0,3.1922244847493175e-09
1912,0.0,9.376958487461451e-09
1913,0.0,4.772690687104841e-09
1914,6.696743715117748e-10,8.036092680185902e-09
1915,0.0,4.712304768617059e-09
1916,0.0,6.592477230782379e-09
1917,0.0,2.3029491202919417e-08
1918,0.0,2.2972752589112133e-09
1919,0.0,8.287063535394878e-09
1920,1.514446346106979e-09,3.786115865267448e-09
1921,0.0,6.815472630705699e-09
1922,0.0,1.4755870969551665e-09
1923,0.0,1.3800733000834953e-08
1924,1.289162443462999e-09,2.3204923760289375e-08
1925,0.0,6.598906754362588e-09
1926,0.0,1.114613823460786e-08
1927,1.1149224876660924e-09,1.2264147031260109e-08
1928,0.0,9.14083297942625e-09
1929,3.342121912552898e-09,8.912325100141061e-09
1930,0.0,1.1553964007759987e-08
1931,0.0,1.7108034988666532e-08
1932,0.0,6.575722188983946e-09
1933,0.0,9.176529758292418e-09
1934,0.0,1.1981580172459871e-08
1935,0.0,1.4361940969820353e-08
1936,0.0,6.0623572828433225e-09
1937,0.0,8.813782592653752e-09
1938,0.0,7.779128452511941e-09
1939,0.0,1.3764645423464117e-08
1940,0.0,2.5357829169792012e-09
1941,0.0,1.7709016475464523e-08
1942,0.0,1.2136847082899749e-08
1943,0.0,2.0322646676618206e-08
1944,0.0,2.8918675454292497e-08
1945,0.0,1.3071024262956144e-08
1946,0.0,1.6705325123211878e-08
1947,1.1920870957027319e-09,1.3112957830685446e-08
1948,0.0,1.4133454406817236e-08
1949,0.0,1.0798709482173763e-08
1950,0.0,9.571825110299415e-09
1951,0.0,6.396841278899501e-09
1952,0.0,2.1089607837865287e-09
1953,0.0,5.386913581872932e-09
1954,0.0,1.2704297169818801e-08
1955,0.0,5.631364707880948e-09
1956,0.0,3.488456634670456e-09
1957,0.0,8.835037590415595e-09
1958,0.0,1.3235589513271862e-08
1959,0.0,8.525822714489095e-09
1960,0.0,1.7302083321624195e-08
1961,0.0,9.72742331128984e-09
1962,0.0,1.6489087428794846e-08
1963,0.0,9.052474769788432e-09
1964,0.0,1.0342746104008427e-08
1965,0.0,1.2038495533772675e-08
1966,5.539074754423723e-10,8.862519607077957e-09
1967,4.930335584241163e-10,1.5777073425482513e-08
1968,0.0,7.186265332803643e-09
1969,0.0,6.358460757915907e-09
1970,0.0,1.1496812390987543e-08
1971,0.0,8.221435976452085e-09
1972,0.0,5.643161493651405e-09
1973,0.0,7.718485406371656e-09
1974,0.0,6.750686232237513e-09
1975,0.0,7.4249242310031605e-09
1976,0.0,9.712995630017929e-09
1977,5.876781838942691e-10,1.0578207310096843e-08
1978,0.0,1.2475241617515564e-08
1979,0.0,9.94835469558808e-09
1980,0.0,8.527726191864815e-09
1981,0.0,1.1385989540091401e-08
1982,0.0,1.4277254933858785e-08
1983,0.0,8.209910751233451e-09
1984,5.799008495621649e-10,1.797692661398287e-08
1985,0.0,9.023337299574052e-09
1986,0.0,1.258841941798039e-08
1987,6.110816852533674e-10,8.555143260480236e-09
1988,0.0,1.0793796745289796e-08
1989,5.488122178931576e-10,1.042743191792539e-08
1990,5.44865097484859e-10,1.1442167213715493e-08
1991,0.0,8.20605094986604e-09
1992,1.65298330578878e-09,1.0468894195980738e-08
1993,0.0,1.7171543575944526e-08
1994,0.0,1.318731612798274e-08
1995,0.0,5.964695848348356e-09
1996,5.338092190498855e-10,1.0142375606037035e-08
1997,0.0,1.6302641459020606e-08
1998,0.0,6.198567992221626e-09
1999,0.0,1.279656292041409e-08
2000,0.0,1.3695898082310975e-08
2001,0.0,1.0514908582726079e-08
2002,0.0,1.1829297541510186e-08
2003,0.0,1.0000615446870142e-08
2004,0.0,1.2333415178034102e-08
2005,0.0,1.0808999362232896e-08
2006,4.1178899179428186e-10,5.7650459961422484e-09
2007,0.0,1.078509503926739e-08
2008,0.0,1.617827133371108e-08
2009,0.0,1.0490023516496194e-08
2010,0.0,7.55806894847666e-09
2011,0.0,1.3383901875663184e-08
2012,0.0,9.19148204769904e-09
2013,0.0,7.530637446961919e-09
2014,0.0,5.8467021224473115e-09
2015,0.0,4.876465897751814e-09
2016,0.0,7.042556149361445e-09
2017,0.0,4.779661555431858e-09
2018,0.0,6.195520096952123e-09
2019,0.0,5.1019753422032466e-09
