year,trois_DET ans_NOUN,trois_DET gens_NOUN
1997,2.3756305495226115e-05,2.876936688878118e-09
1998,2.488343511686253e-05,2.86087753487152e-09
1999,2.3606003765053174e-05,3.6561609850771504e-09
2000,2.3897574692455237e-05,2.6508188977203417e-09
2001,2.34429886631915e-05,8.762423564512289e-10
2002,2.281039201079693e-05,1.3143663935011318e-09
2003,2.3260180682882492e-05,1.2500769308587678e-09
2004,2.3878372530816705e-05,3.523833058682868e-09
2005,2.3451924221262743e-05,1.8014998381943315e-09
2006,2.3848759155953303e-05,2.4707338397433887e-09
2007,2.281766421674547e-05,3.595031605740928e-09
2008,2.3765879859638517e-05,6.3861596011349775e-09
2009,2.2844409841127344e-05,2.384096253749135e-09
2010,2.3019516333988577e-05,2.3618964561933353e-09
2011,2.1793580572193605e-05,7.64794394481072e-10
2012,2.2037430767340993e-05,3.0638274417515987e-09
2013,2.248676253202575e-05,4.741512515948898e-09
2014,2.405809539141046e-05,4.114345891759186e-09
2015,2.3099153622752056e-05,3.9898357534484674e-09
2016,2.1769990212305856e-05,3.7284119958069795e-09
2017,2.261559814087377e-05,2.26405022507592e-09
2018,2.1504907977032417e-05,4.1303465647679616e-09
2019,2.2133900984044885e-05,3.826481520530223e-09
