year,les_DET iles_NOUN,les_DET gilles_NOUN
1853,1.894893941312148e-06,4.777545470346922e-09
1854,1.5638949619756204e-06,2.0782657816909023e-09
1855,1.675400088885226e-06,8.491099379170919e-09
1856,1.7731873018789202e-06,1.2942972915652717e-08
1857,1.5933246153565506e-06,5.857811125054013e-09
1858,1.379527233780209e-06,2.9362056119808244e-09
1859,1.737958751135693e-06,1.018434669930457e-09
1860,1.2376705669225885e-06,6.865775753484016e-09
1861,1.5661715284664979e-06,3.3011746669586728e-09
1862,1.3391311188826194e-06,1.2198563104082183e-08
1863,1.584793196229839e-06,3.4962345241140724e-09
1864,1.8023382288845369e-06,6.712619016191468e-09
1865,1.3503936031611374e-06,1.882737743486018e-09
1866,1.5088265854501515e-06,2.4328064562872953e-09
1867,1.4306088687021656e-06,2.3778776281346836e-08
1868,1.3851406670539745e-06,2.469937032678615e-09
1869,1.1398133601403515e-06,1.025539020371724e-08
1870,1.3733046682062877e-06,9.17447806614291e-09
1871,9.028000729216501e-07,2.1242354542039266e-09
1872,1.195558960276344e-06,6.652073336610442e-09
1873,1.5952701986066131e-06,1.4965011618794932e-08
1874,1.118446856906985e-06,1.7923826867161097e-09
1875,1.1174142482417437e-06,1.2015207218052382e-08
1876,1.4177904859025148e-06,9.67362345782874e-09
1877,1.3810694170501847e-06,1.917292880015964e-08
1878,1.5605004684005053e-06,1.2682086159010453e-08
1879,1.467459910031721e-06,1.3440515367335593e-08
1880,1.5678798668261607e-06,1.2835692508872398e-09
1881,1.9369625974263727e-06,2.0220271956805647e-08
1882,1.4442185900520599e-06,3.4608001797664656e-08
1883,1.4155319227882046e-06,2.4013487476270967e-08
1884,1.6174157337900397e-06,1.650424241717019e-08
1885,1.6713533455003926e-06,5.801072233690974e-09
1886,2.545246125862377e-06,5.1627709884982664e-09
1887,1.4833716974749223e-06,1.109917147079642e-08
1888,1.6339764279393876e-06,1.9021844099853524e-08
1889,1.6571286636235527e-06,8.144677710042458e-09
1890,1.6890654102041935e-06,6.554386478008212e-09
1891,1.7503608304991758e-06,1.4660705982549871e-08
1892,1.827898174155962e-06,1.7551834652351772e-08
1893,1.9509863804501038e-06,2.0322774796355247e-08
1894,1.595549704802579e-06,7.561846926407156e-09
1895,2.5470776279234997e-06,1.8055843042930064e-08
1896,1.9660694228207376e-06,1.4152869765027276e-08
1897,1.6926602910416477e-06,9.322741356676545e-09
1898,1.8276486102308809e-06,9.053368055234046e-09
1899,2.0247519501026545e-06,1.0502398950507086e-08
1900,1.9123840111490154e-06,1.297763296825849e-08
1901,1.8023683487911057e-06,5.029865079997364e-09
1902,1.8280986537888566e-06,4.4192554615740676e-09
1903,1.775592423314265e-06,1.566063834168574e-08
1904,1.6521597743235361e-06,2.6873125946735854e-09
1905,1.8805805694910305e-06,6.708986810544104e-09
1906,1.5854376762547417e-06,9.773950537805831e-09
1907,1.8596521584868242e-06,3.08570607954195e-09
1908,1.6374570961374957e-06,1.2278472238946847e-08
1909,1.4671123054199597e-06,1.1552065415365576e-08
1910,1.588816019193473e-06,6.412980924075384e-09
1911,1.6732576604283622e-06,1.0108710979395141e-08
1912,1.4122741269773087e-06,6.251305417759312e-09
1913,2.133392705161441e-06,4.242391771214216e-09
1914,1.84763162636159e-06,4.68772043404897e-09
1915,1.7211692764362851e-06,1.2958838224719216e-08
1916,1.7173403286108169e-06,8.789969863087777e-09
1917,1.6932159851990036e-06,1.7546279096336548e-08
1918,2.0422776820794297e-06,1.1486376294556067e-08
1919,1.444711411835442e-06,1.1049418047193171e-08
1920,2.267126134825048e-06,1.2872793941909322e-08
1921,2.112039279467126e-06,1.6660044788174844e-08
1922,1.9153121257886596e-06,5.164554783831932e-09
1923,1.846113434567087e-06,2.3355086309351236e-08
1924,1.866707282971447e-06,1.0313299547703991e-08
1925,2.4173995498699696e-06,1.2097995494286806e-08
1926,2.031941049196462e-06,1.8948435376309192e-08
1927,2.332417825101629e-06,1.0034302500017134e-08
1928,2.1846590883001227e-06,1.2568645457733396e-08
1929,2.498793172378555e-06,3.119313873867213e-08
1930,2.346505034722668e-06,1.155396367469308e-08
1931,2.611826730003486e-06,2.2810713318222042e-09
1932,2.3004066846965543e-06,3.287861094491973e-09
1933,2.6141639288823626e-06,3.785318525295622e-08
1934,2.681477646149233e-06,5.990790086229936e-09
1935,2.1554879943153082e-06,7.180970484910176e-09
1936,2.5461900463596976e-06,2.3036958562983045e-08
1937,2.4439360082340045e-06,3.2736907185082487e-08
1938,2.0614691251807926e-06,1.9447822019458272e-08
1939,2.529635974468647e-06,3.6705720241059225e-08
1940,2.2035953612942194e-06,7.607348750937604e-09
1941,2.703576443607858e-06,8.854507793643052e-09
1942,2.2180087917433866e-06,1.517105863158008e-08
1943,2.334201090192778e-06,2.9032352077962287e-09
1944,2.45808745980014e-06,3.2131861615880553e-09
1945,2.3658553374161784e-06,1.5249527862692958e-08
1946,1.9865415694653166e-06,5.568441707737293e-09
1947,1.9216444631098284e-06,1.0728783639279982e-08
1948,1.8503953622683866e-06,3.0441285714388755e-08
1949,2.1518881965221226e-06,1.8652315247891238e-08
1950,1.888840227337596e-06,2.552486777496199e-08
1951,2.317788766248441e-06,7.462981344019681e-09
1952,2.4105421836395635e-06,1.4762725375483399e-08
1953,2.4865993122347163e-06,1.292859275192626e-08
1954,2.37765803312584e-06,1.172704333640695e-08
1955,2.7011778769292505e-06,1.8771215692936494e-09
1956,2.7724508413484727e-06,6.104799332717903e-09
1957,2.2962263415138295e-06,3.534015080575159e-09
1958,2.1971078290050627e-06,1.1581141046157484e-08
1959,2.8421992599447776e-06,1.0386002280426965e-07
1960,1.7807303667183305e-06,1.7302083821224556e-08
1961,1.5862647231301708e-06,1.5285950394350323e-08
1962,1.8315570571303397e-06,3.678334759005253e-08
1963,1.7988560081505511e-06,1.7458343659626507e-08
1964,1.6688325654712344e-06,1.3384730102039555e-08
1965,1.492226211041725e-06,4.3776345326485e-09
1966,1.8622368980203419e-06,1.218596445973219e-08
1967,1.6122197763479562e-06,1.429797347185513e-08
1968,1.6142148560049918e-06,1.661823809118168e-08
1969,1.5914319710930158e-06,9.083515356556049e-09
1970,2.390417272124523e-06,1.6555410486951416e-08
1971,1.4228222795509282e-06,1.2845993269117173e-08
1972,1.7734917676648365e-06,1.692948464748767e-08
1973,1.7950991342274847e-06,1.2680368977058265e-08
1974,2.2485410759998103e-06,4.106667300662892e-08
1975,2.3588412840780393e-06,1.4278700000147637e-08
1976,1.9465986120792422e-06,1.0855701060297207e-08
1977,2.1156414824474723e-06,1.3516598007523584e-08
1978,2.0904941155919232e-06,7.722768868845264e-09
1979,1.8223044691012547e-06,1.7555920273082393e-08
1980,1.7322653960150092e-06,2.1603572486483813e-08
1981,1.5586153896407495e-06,9.488324237416634e-09
1982,1.7474118791938054e-06,9.311253323929236e-09
1983,1.756289368159969e-06,5.683784221055532e-09
1984,1.9560055370959617e-06,1.681712447076933e-08
1985,1.7270666656798994e-06,2.0452897375733414e-08
1986,1.4476682608233205e-06,1.1988970982645952e-08
1987,2.0740112187667137e-06,1.649920516877401e-08
1988,1.6898288262012784e-06,8.754968472413083e-08
1989,1.5086848108580853e-06,2.1403676941922356e-08
1990,1.4101108494202208e-06,1.4166492257050578e-08
1991,1.4208191743136922e-06,1.4653663005237405e-08
1992,1.2920819063566569e-06,4.297756472926295e-08
1993,1.2601697090275366e-06,7.754890618549837e-09
1994,1.0776674841395106e-06,2.3209677457725064e-08
1995,1.1322077622111237e-06,3.1992460569618686e-08
1996,1.1823874501715181e-06,1.6014276571496566e-08
1997,9.719250932960222e-07,1.3905194329311144e-08
1998,9.016532427352786e-07,1.811889094316399e-08
1999,8.496003705005251e-07,1.8280804536807693e-08
2000,9.326464471826057e-07,1.4579503826439577e-08
2001,7.123850407353416e-07,1.6648605105640257e-08
2002,7.43493268728912e-07,2.4096718120869554e-08
2003,6.612906808811658e-07,1.3334153226018941e-08
2004,6.541115062930203e-07,1.2773894386697293e-08
2005,6.593489283446274e-07,1.801499815989871e-08
2006,6.032708732561787e-07,1.4412614324221806e-08
2007,5.628221622089313e-07,2.716246083611651e-08
2008,5.63685008447834e-07,1.7881246705542253e-08
2009,6.122359277327405e-07,1.2397300741540107e-08
2010,3.3113789443817154e-07,1.0392344707010892e-08
2011,3.1165371416896903e-07,2.7914995426314704e-08
2012,2.927657314355514e-07,9.872333117666443e-09
2013,2.4432734746504536e-07,9.76193764712363e-09
2014,2.802086127573489e-07,8.22869179739616e-09
2015,2.3828186002106122e-07,1.9062548456405537e-08
2016,2.839807158316887e-07,1.5120782792532594e-08
2017,1.8841928817181497e-07,3.345763160966797e-08
2018,1.6056722529356193e-07,1.3423626932240751e-08
2019,1.6938559088686134e-07,1.5050827861795568e-08
