year,elles_PRON eurent_VERB,elles_PRON jurent_VERB
1911,4.995831233145509e-07,7.980561322895596e-09
1912,4.6624320759747206e-07,9.376958209905695e-09
1913,4.528753123622664e-07,3.71209285532359e-09
1914,4.6743271298055333e-07,4.018046340092951e-09
1915,5.006823755593359e-07,1.1780762143587253e-08
1916,5.295956810869029e-07,8.789969641043172e-09
1917,4.792327530367402e-07,8.773139215101367e-09
1918,6.23710221248075e-07,6.89182577673364e-09
1919,4.6775868156601064e-07,1.8415696745321952e-09
1920,4.6644949236451794e-07,1.514446346106979e-09
1921,4.0665653955329617e-07,4.543648624011354e-09
1922,4.330848071276705e-07,1.0329110011753073e-08
1923,4.7028650840275077e-07,1.3800732556745743e-08
1924,4.6538765730019804e-07,1.0313299658726294e-08
1925,4.718218349353265e-07,1.429763130111894e-08
1926,5.461607770484989e-07,7.802297030679028e-09
1927,4.671525175581337e-07,1.1149224765638621e-08
1928,4.5247124091929436e-07,7.998228968020271e-09
1929,4.935200195177458e-07,6.684243825105796e-09
1930,4.6320890589868213e-07,1.0503603542488804e-08
1931,4.733223022412858e-07,7.983749661377715e-09
1932,4.3180574493817403e-07,2.1919073223131136e-09
1933,4.691500805620308e-07,1.1470662197865522e-09
1934,3.29493460071717e-07,8.38710612072191e-09
1935,3.578517038249629e-07,4.787313656606784e-09
1936,4.0496547626389656e-07,2.424942913137329e-09
1937,3.726970874140534e-07,0.0
1938,4.2914859932352556e-07,0.0
1939,3.7164541311085486e-07,1.3764645423464117e-08
1940,3.62616958682338e-07,2.5357829169792012e-09
1941,3.276167888088821e-07,2.9515025978810172e-09
1942,4.1265280970037566e-07,6.068423541449874e-09
1943,3.6580762952098667e-07,0.0
1944,4.1771419034830615e-07,0.0
1945,4.5095032419339987e-07,8.714016175304096e-09
1946,4.120646792671323e-07,6.960552134671616e-09
1947,3.504736127979413e-07,3.5762612871081956e-09
1948,4.000854687546962e-07,7.610321706152945e-09
1949,3.1807107347958663e-07,1.9634016634739737e-09
1950,3.584116754495881e-07,1.0635361480382244e-08
1951,3.230404672649456e-07,1.0661401650402524e-08
1952,3.47978527770465e-07,4.217921456550755e-09
1953,3.555363008445056e-07,7.54167928107563e-09
1954,3.430160049333608e-07,2.9317608341017376e-09
1955,3.2943484029601677e-07,6.569925492527773e-09
1956,2.80820763975953e-07,1.744228317335228e-09
1957,2.9685726588013495e-07,6.184526502028831e-09
1958,2.9614631813501546e-07,9.099467845885556e-09
1959,2.596500507934252e-07,2.3252243464000344e-09
1960,2.996720809278486e-07,2.0762500052562416e-09
1961,3.00855290902291e-07,7.642975030641708e-09
1962,3.3485529371546363e-07,5.7077609305622445e-09
1963,2.8385974104594425e-07,7.759263787043835e-09
1964,2.993312477883592e-07,2.4335873316516654e-09
1965,3.064344298309152e-07,7.1136563306595235e-09
1966,3.262515093638285e-07,6.646889594286165e-09
1967,3.0321563571078514e-07,4.4373019147947446e-09
1968,3.786263533811507e-07,6.737123581235238e-09
1969,2.9930183842452607e-07,1.725867937452108e-08
1970,3.163922812632336e-07,3.678980065036086e-09
1971,2.3482476763092563e-07,8.221436087474387e-09
1972,2.5342925624727286e-07,3.591102859523687e-09
1973,2.9109715882214005e-07,6.064524216142786e-09
1974,2.492128174935715e-07,2.8127858930915295e-09
1975,2.661549842741806e-07,4.569184142155791e-09
1976,2.1997078647473245e-07,1.1998406435065334e-08
1977,2.556400104936074e-07,4.701425304620699e-09
1978,2.1267317151796306e-07,5.346532216954358e-09
1979,2.8850229227828095e-07,7.60756546647201e-09
1980,2.490096022711441e-07,3.4110903546213933e-09
1981,2.5871496944773753e-07,3.162774764309262e-09
1982,2.3340209054367733e-07,1.551875572491923e-08
1983,2.3366670376390175e-07,7.57837925746685e-09
1984,2.197824144900551e-07,4.059305891424003e-09
1985,2.4844253943001604e-07,8.421781272360818e-09
1986,2.265915526322715e-07,0.0
1987,2.4198834580602124e-07,9.166225556356267e-09
1988,2.3866284237783475e-07,5.396898261622596e-09
1989,2.2995232029643375e-07,1.0427432139969994e-08
1990,2.1740117261970227e-07,4.903785877363731e-09
1991,2.2097723473279984e-07,5.861465368628416e-09
1992,2.2645870956239378e-07,7.1629274178697244e-09
1993,2.448329681215e-07,8.862731715186811e-09
1994,2.3420674466478886e-07,6.329911927949183e-09
1995,2.1744027378645114e-07,1.3556127054226152e-08
1996,2.188617855836128e-07,1.0142374717858615e-08
1997,2.263190239659707e-07,6.233362603857984e-09
1998,1.9263242734268715e-07,7.1521940592234046e-09
1999,2.417636366658371e-07,7.76934208635005e-09
2000,2.2487780881874642e-07,5.743441056083043e-09
2001,2.0986004756196053e-07,4.819332877215032e-09
2002,2.2125168896991454e-07,1.0514931148009055e-08
2003,1.9167845266565564e-07,4.583615265119079e-09
2004,2.2200147498097067e-07,6.166707949839534e-09
2005,1.9726423516885916e-07,8.106749271874492e-09
2006,2.0754164609115833e-07,6.5886235911527535e-09
2007,2.1889747614523003e-07,8.38840685801756e-09
2008,1.881788378454985e-07,8.51487946817997e-09
2009,2.3840962626309192e-07,5.721831008997924e-09
2010,2.343001312965498e-07,7.085689812669216e-09
2011,2.233199580814471e-07,5.353560678100777e-09
2012,3.605103557902112e-07,5.1063790973415735e-09
2013,2.9983093696728247e-07,1.059867527075653e-08
2014,3.4495542422519065e-07,5.197068553286499e-09
2015,3.2893979806658535e-07,4.433150652127793e-09
2016,4.401597664127621e-07,6.006886099640951e-09
2017,2.860250134517628e-07,6.037467081831949e-09
2018,3.585657353255556e-07,8.776986692993205e-09
2019,3.415772553694296e-07,6.887666881283394e-09
