year,deux_DET oeufs_NOUN,deux_DET jeux_NOUN
1972,2.0520588228656322e-08,1.7237293725713698e-07
1973,1.8744892527067236e-08,1.3507349649888312e-07
1974,1.63141580800108e-08,1.2995070353127858e-07
1975,2.056132863970106e-08,1.559234052983527e-07
1976,1.656922776760439e-08,1.5769334149595693e-07
1977,3.2322300835829765e-08,2.0274897538641312e-07
1978,2.851483826837864e-08,1.4851478313815392e-07
1979,1.4044735929807928e-08,1.3518058850081616e-07
1980,2.103505747363954e-08,1.4497133898894177e-07
1981,1.707898356073656e-08,1.5624106652900593e-07
1982,2.0484757001781873e-08,1.6698180749230573e-07
1983,1.9577480414589843e-08,1.9198561052036212e-07
1984,3.0154843622121064e-08,2.1630301283437348e-07
1985,3.729645892125433e-08,2.2678653444074826e-07
1986,2.517683933556114e-08,1.768373230071063e-07
1987,2.3221103706561053e-08,1.9554614039130058e-07
1988,3.4180356101032316e-08,1.7330040580354478e-07
1989,2.7989423445617945e-08,1.569602914308632e-07
1990,2.3974065010978762e-08,1.5365196093242162e-07
1991,2.520429964736337e-08,2.4442310175842863e-07
1992,2.148878253116493e-08,1.6309434247574472e-07
1993,3.268132542366686e-08,1.351566621399236e-07
1994,3.0594573541264936e-08,1.6194024765603388e-07
1995,2.8738989577004048e-08,1.6050455009519737e-07
1996,3.4163788686925045e-08,1.5213562121196844e-07
1997,2.5892430755014573e-08,1.6782130718429045e-07
1998,2.3363833201450745e-08,1.2301773510969838e-07
1999,1.2796562837147363e-08,1.5858597957052467e-07
2000,2.164835433138279e-08,1.1972865054943327e-07
2001,1.664860427297299e-08,1.2705514418343e-07
2002,1.79630080254789e-08,1.6736266655881238e-07
2003,1.5417615628621206e-08,1.3584168745417458e-07
2004,1.0571499231559756e-08,1.2817942585119368e-07
2005,2.657212228029948e-08,1.4637186129817792e-07
2006,1.5647981743693862e-08,1.6142128744789375e-07
2007,7.589511158423434e-09,1.5977918166321103e-07
2008,1.3198063253394565e-08,1.3198062398522836e-07
2009,1.0966842323156811e-08,1.1539025512874446e-07
2010,7.085689646135762e-09,1.7619748116093348e-07
2011,7.265546830836911e-09,1.7743229807631877e-07
2012,8.510632198976964e-09,1.674892382841353e-07
2013,1.1993238013818797e-08,1.2021129119910157e-07
2014,9.961047819917468e-09,1.5158116362101737e-07
2015,7.536356275150702e-09,1.2856137820982383e-07
2016,4.97121616094276e-09,1.3401569765036925e-07
2017,3.5218559180094644e-09,1.363461299419555e-07
2018,2.0393587263356494e-08,1.3578514568290956e-07
2019,1.938750648911025e-08,1.4999807662618991e-07
