year,ils_PRON eurent_VERB,ils_PRON jurent_VERB
1890,2.5267159458053357e-06,6.816562098110879e-08
1891,2.376309282681177e-06,1.3513346530658055e-07
1892,2.483584580659226e-06,1.5169799638670156e-07
1893,2.5963883558688394e-06,1.1454654830211908e-07
1894,2.675633709259273e-06,8.6331088056113e-08
1895,2.8016649480377964e-06,1.1615925643582159e-07
1896,2.7739623646994005e-06,1.804490885604082e-07
1897,2.454211710301024e-06,6.584186318381313e-08
1898,2.8365332696012047e-06,6.620275128099706e-08
1899,2.4641944946779404e-06,9.617986584942173e-08
1900,2.5716476557136048e-06,1.0953121787338205e-07
1901,2.631737174851878e-06,8.886095065330224e-08
1902,2.3426964048667287e-06,7.316322836459221e-08
1903,2.4938217393355444e-06,1.0476427192429583e-07
1904,2.32989998494304e-06,9.56683310349149e-08
1905,2.43433004243343e-06,1.362440381069696e-07
1906,2.4650931891301298e-06,1.4763809702555974e-07
1907,2.2479367771666148e-06,9.977116377513084e-08
1908,2.382023751579254e-06,1.0854170295893084e-07
1909,2.579961346782511e-06,9.241652243474618e-08
1910,2.452430749144696e-06,8.016226260565418e-08
1911,2.4532244538022496e-06,1.0534340688650445e-07
1912,2.261930660552025e-06,6.772247473918469e-08
1913,2.2421040171138884e-06,8.060544232080247e-08
1914,2.3244397766575275e-06,7.701255305692101e-08
1915,2.226564049578883e-06,9.660224975505116e-08
1916,2.259022153339174e-06,1.1426960710991807e-07
1917,2.2130244587970083e-06,9.650453591802943e-08
1918,2.5959210461223847e-06,7.810735880298125e-08
1919,2.1132012193447736e-06,8.839534221261047e-08
1920,2.2504672188006225e-06,7.950843095017035e-08
1921,2.21881504103294e-06,5.9067430058235004e-08
1922,2.314458413366083e-06,6.123686535630668e-08
1923,2.4013274355638714e-06,7.006525581942924e-08
1924,2.2766608935853583e-06,5.1566496850341537e-08
1925,2.466891260155535e-06,5.499089006377744e-08
1926,2.2336860752147913e-06,5.238685041319968e-08
1927,2.661320024799352e-06,6.689535059223317e-08
1928,2.1206732867540268e-06,6.398582985678303e-08
1929,2.2793271909904433e-06,5.458799101631939e-08
1930,2.2152099745653686e-06,6.407198060998098e-08
1931,2.0700721847788373e-06,4.790249796826629e-08
1932,2.1162864527468628e-06,5.6989588159694904e-08
1933,1.9637773789327184e-06,6.538277474987808e-08
1934,2.02848156050095e-06,7.308763905200522e-08
1935,1.8682491145227687e-06,8.617164581892212e-08
1936,1.9254046605965414e-06,4.1224028635156174e-08
1937,1.7501653815088503e-06,5.0364471704256175e-08
1938,1.8293917491973843e-06,6.223303028463079e-08
1939,1.7175218545162352e-06,2.9058695893979802e-08
1940,1.6710809518372116e-06,6.085879178385767e-08
1941,1.8122226492778282e-06,7.673906665672803e-08
1942,2.3211719621940574e-06,4.8547388331598995e-08
1943,2.0671035372288316e-06,1.0161323338309103e-07
1944,2.2781490542911342e-06,5.462416474699694e-08
1945,2.080471347198909e-06,7.406913971053086e-08
1946,2.088165672375908e-06,4.733175540394541e-08
1947,2.058734480669955e-06,5.364391952866754e-08
1948,1.931934434651339e-06,4.6749116577871064e-08
1949,1.650239084938221e-06,4.712163992337537e-08
1950,1.7250555970349524e-06,7.019338399416597e-08
1951,1.881737375697412e-06,5.757156884556025e-08
1952,1.7778539245227876e-06,5.377850165189102e-08
1953,1.7475147728873708e-06,5.0636987936059086e-08
1954,1.53037910877174e-06,5.179444051428561e-08
1955,1.535485466774844e-06,3.84809917264306e-08
1956,1.592480430190335e-06,4.709416434600655e-08
1957,1.7784931287678774e-06,4.8592706747285774e-08
1958,1.5651083913326147e-06,5.873293051905648e-08
1959,1.4819429452472832e-06,8.758345160231329e-08
1960,1.5634162764399662e-06,6.159541904304788e-08
1961,1.7252279462809383e-06,6.044898803736487e-08
1962,1.5613896948707406e-06,5.834599825504938e-08
1963,1.6934593531914288e-06,5.1728427763464424e-08
1964,1.7144622006526333e-06,7.057403195176448e-08
1965,1.7450346376790549e-06,9.0835918342691e-08
1966,1.9248284957029682e-06,7.422360359665703e-08
1967,1.913956282351137e-06,8.775997528687185e-08
1968,1.9025637811864726e-06,1.0285342397220454e-07
1969,1.7295014345108939e-06,2.3117546674167322e-07
1970,1.8192556012763816e-06,6.300253155289148e-08
1971,1.6036939030072972e-06,8.683891661309673e-08
1972,1.4733781767972687e-06,8.105632004484775e-08
1973,1.4587936902898946e-06,8.269805817917586e-08
1974,1.3799527494029462e-06,6.18812876496122e-08
1975,1.4992635328781034e-06,5.6543652870999495e-08
1976,1.3078262952603836e-06,7.427584924890596e-08
1977,1.2829014792714588e-06,5.524174861992748e-08
1978,1.4631676208409772e-06,5.227720301093086e-08
1979,1.4524598270782008e-06,4.974177481020803e-08
1980,1.46108374110554e-06,6.481071951336403e-08
1981,1.2499285730882548e-06,5.629738986101529e-08
1982,1.4631083331551054e-06,7.759377851357385e-08
1983,1.3192695291763812e-06,5.810090897284681e-08
1984,1.3708856272387493e-06,5.161117488938771e-08
1985,1.3492897039668605e-06,8.181159183440201e-08
1986,1.5010191987130383e-06,5.514926565419742e-08
1987,1.2734942345105082e-06,7.02743914726689e-08
1988,1.3138449332927848e-06,6.296381543924312e-08
1989,1.4142890734092362e-06,7.79313357179845e-08
1990,1.3654319559464057e-06,7.028760040661552e-08
1991,1.2824885970985633e-06,6.271767694077113e-08
1992,1.4006277808675804e-06,5.895640114994549e-08
1993,1.4102822092354472e-06,6.093128179784912e-08
1994,1.4521872913064726e-06,7.068401841614502e-08
1995,1.2379454972233361e-06,8.62169691195902e-08
1996,1.2661954826853616e-06,4.804283015857891e-08
1997,1.4317554928311438e-06,5.322332841117827e-08
1998,1.5629927929694531e-06,5.483348819446121e-08
1999,1.194193572473523e-06,5.895559440638465e-08
2000,1.407143031428859e-06,8.747702151534753e-08
2001,1.2144719221396372e-06,5.607951036878944e-08
2002,1.3091089954286872e-06,4.600282554889645e-08
2003,1.3584168527813745e-06,5.416999915297538e-08
2004,1.3368541829095193e-06,6.166707589017051e-08
2005,1.2403326081766863e-06,9.863211891669721e-08
2006,1.41861303859514e-06,5.806225011895094e-08
2007,1.388081642517136e-06,6.151498332940264e-08
2008,1.32789546114509e-06,5.960415450090295e-08
2009,1.4676496959964425e-06,6.198650148725449e-08
2010,1.7156816056740354e-06,4.345889514922874e-08
2011,2.0247931615813286e-06,5.8124376423052126e-08
2012,2.297530102168821e-06,7.046802963373011e-08
2013,2.4828791538311634e-06,7.084377529054109e-08
2014,2.5903055416165444e-06,6.951079001282778e-08
2015,2.5670159402579884e-06,6.871383675943754e-08
2016,2.776838357476663e-06,6.462581048083393e-08
2017,2.54755963169373e-06,9.181981397432537e-08
2018,2.460654002334195e-06,6.066446900376832e-08
2019,2.3596635969624913e-06,5.5356434103259744e-08
