year,ces_DET oeufs_NOUN,ces_DET jeux_NOUN
1848,4.103063222515857e-08,1.4577941689353224e-06
1849,4.022118993418644e-08,1.4035519928512485e-06
1850,2.647708363667789e-08,1.5465333538244863e-06
1851,3.3537080890155835e-08,1.3750203162743446e-06
1852,3.255272740254611e-08,1.4388305622503594e-06
1853,1.851298847554972e-08,1.2355927445639736e-06
1854,2.5458756269802763e-08,1.3934771931900514e-06
1855,9.552486801567284e-09,1.6785841907562826e-06
1856,1.3978410429160704e-08,1.206285086041703e-06
1857,2.4895695727167322e-08,1.486907706294005e-06
1858,1.3702293022443968e-08,1.432378970100956e-06
1859,2.49516496353408e-08,1.456361591767319e-06
1860,9.840945319750105e-08,1.256437021091017e-06
1861,3.536972786877257e-08,1.479869386145083e-06
1862,1.4005757942303632e-08,1.24425337766354e-06
1863,1.5982786483181854e-08,1.3510449212716935e-06
1864,4.698833366845179e-08,1.1526526062510811e-06
1865,1.2708479713019472e-08,1.1555302901200548e-06
1866,9.731225880660332e-09,1.1896423126600553e-06
1867,2.0867089389753346e-08,1.2738630204012225e-06
1868,9.87974813071446e-09,1.246330226578607e-06
1869,1.0743742118179966e-08,1.227228375810796e-06
1870,1.9495765446464475e-08,1.1932555068483452e-06
1871,1.5931765684484844e-08,1.1800127897032553e-06
1872,6.047339295989218e-09,1.0038583475591167e-06
1873,1.6760812293625804e-08,9.200488992888722e-07
1874,2.0313670745508716e-08,8.949964609428207e-07
1875,3.089624645014055e-08,1.047611629445555e-06
1876,1.7533442697725832e-08,9.165758392271073e-07
1877,1.6699003513309663e-08,1.005651073526792e-06
1878,2.8987626299326053e-08,9.487408449970758e-07
1879,2.382636854481035e-08,1.0025402676916428e-06
1880,1.9253539207397807e-08,1.1057949045323312e-06
1881,6.275256814181063e-09,9.266462779322637e-07
1882,2.8618155623050257e-08,9.17112068066217e-07
1883,2.274962085380139e-08,9.70018527723937e-07
1884,1.5183903023796574e-08,8.694434621148162e-07
1885,1.289127143921931e-08,9.088346191177266e-07
1886,1.936039151217983e-08,9.234906794830522e-07
1887,2.154545120092166e-08,8.683469694403811e-07
1888,1.4583414031932307e-08,8.91490437027187e-07
1889,1.8795410006156033e-08,9.723492233604247e-07
1890,2.1629475988049762e-08,8.25852683128403e-07
1891,3.250852198544152e-08,7.814793843152756e-07
1892,2.5074048615181255e-08,8.449954460587605e-07
1893,9.976634818276153e-08,8.024416695562309e-07
1894,1.575384822594117e-08,8.645711879751161e-07
1895,1.083350587016696e-08,7.908459576100313e-07
1896,1.0024949259612725e-08,8.597868230708627e-07
1897,2.097616846885586e-08,7.825276213679899e-07
1898,1.9238406756549864e-08,7.949988383160189e-07
1899,1.1607914629507832e-08,7.423537748962872e-07
1900,1.557315965072803e-08,8.134380333757463e-07
1901,2.235495610847238e-08,8.506060718005415e-07
1902,2.0623193042190735e-08,7.468541447508414e-07
1903,2.2140903555012414e-08,6.593669130694479e-07
1904,2.2573424907079698e-08,7.207372139106383e-07
1905,3.0448477628119974e-08,7.354081796862033e-07
1906,9.773950315761226e-09,7.237867638565376e-07
1907,2.7257069490360664e-08,7.282266381025693e-07
1908,2.0136694756089923e-08,7.931893115653565e-07
1909,3.575639284658649e-08,7.783891549095756e-07
1910,2.2979848468551722e-08,6.562617036465213e-07
1911,5.7460039837309296e-08,6.746234264554118e-07
1912,1.82329742415277e-08,7.459891318006839e-07
1913,3.234823831022027e-08,8.378723972413127e-07
1914,4.3528834758888024e-08,8.029395903719205e-07
1915,2.1205370792642952e-08,5.772573530293812e-07
1916,2.6369908034951095e-08,5.91125447257923e-07
1917,2.6319419199616334e-08,6.930780171998663e-07
1918,1.2635013924011673e-08,6.857366763313166e-07
1919,1.381177239245801e-08,7.96478896170072e-07
1920,2.953170463726451e-08,8.42789381394482e-07
1921,1.817459427400081e-08,8.950987400169197e-07
1922,2.5084981203349344e-08,8.300177221087779e-07
1923,4.777176787484905e-08,9.745440507913372e-07
1924,2.836157397823058e-08,1.0996555630526927e-06
1925,4.3992711695750586e-08,9.843369177531258e-07
1926,3.9011484376239025e-08,1.0499662383978148e-06
1927,6.02058146670359e-08,9.487990348944209e-07
1928,2.2852082448565625e-08,8.672365297002216e-07
1929,1.0694789942533589e-07,9.302239227793052e-07
1930,7.247486522032887e-08,9.6318046782784e-07
1931,6.044838940510999e-08,8.132019146955827e-07
1932,2.9590748518160126e-08,9.096415212184183e-07
1933,4.932384722877714e-08,9.669768310516247e-07
1934,5.751158482780738e-08,8.79448002422123e-07
1935,4.667630548738089e-08,8.808656932757231e-07
1936,5.45612155455899e-08,8.584298019087555e-07
1937,4.9105360555579125e-08,8.360502539161985e-07
1938,4.019216603978748e-08,8.673728366659361e-07
1939,6.576441702321745e-08,9.207018205614759e-07
1940,4.817987697691706e-08,8.31736815865014e-07
1941,5.6078550692006957e-08,9.031598020570186e-07
1942,3.944475457373642e-08,8.404766731473501e-07
1943,1.7419411246777372e-08,1.216455574493125e-06
1944,1.2852744646352221e-08,1.1021228694119145e-06
1945,4.1391576388605245e-08,9.781483356618992e-07
1946,3.201853981948943e-08,1.0301617168195776e-06
1947,2.3841741469965427e-08,9.59630110486387e-07
1948,6.305694988384403e-08,1.1274148210560497e-06
1949,4.123143415579733e-08,9.355608927563708e-07
1950,2.658840281277719e-08,1.0188676302647082e-06
1951,3.411648574758175e-08,9.755182777126947e-07
1952,4.007025555807786e-08,9.469233912540176e-07
1953,4.955960619668076e-08,9.642575342638793e-07
1954,3.615838295445428e-08,1.113091830262647e-06
1955,5.255940527248981e-08,1.0352325663376405e-06
1956,2.3547082506070183e-08,1.0029312988990569e-06
1957,4.417518850718949e-08,9.029408643002057e-07
1958,4.053399216275011e-08,1.0315487291023828e-06
1959,4.185403779111141e-08,1.0068221456549509e-06
1960,2.6991250623442653e-08,1.0152862639500881e-06
1961,4.168895617606694e-08,9.61625239881414e-07
1962,2.2196847582200974e-08,1.0013949047760207e-06
1963,4.138274078968607e-08,1.0403879926457194e-06
1964,4.1370985692790185e-08,9.922952308727417e-07
1965,2.462419568249885e-08,1.1617147777087666e-06
1966,4.154306143533404e-08,1.0341452707507415e-06
1967,2.5144711202074177e-08,1.3124553426280272e-06
1968,2.4253645314331607e-08,1.2414272987371078e-06
1969,1.5441976364272136e-08,1.0041826747908544e-06
1970,3.173120166621857e-08,1.0043615308319431e-06
1971,2.8261185391897925e-08,1.177720736933452e-06
1972,2.9241836674298582e-08,1.2040454393513755e-06
1973,2.4809417631388442e-08,1.0943709476407548e-06
1974,3.937900050487997e-08,8.81527084217737e-07
1975,4.1693803520814754e-08,1.1165943689661617e-06
1976,3.1995751326174826e-08,1.1449907901806e-06
1977,3.584837049430689e-08,1.200626549291428e-06
1978,3.2673252658987906e-08,1.2801974094145407e-06
1979,2.574868185334367e-08,1.1961433088458762e-06
1980,3.752199351225727e-08,1.2262869972801127e-06
1981,3.289285732677172e-08,1.2973701544183314e-06
1982,2.9796010991844923e-08,1.2104629654174914e-06
1983,3.220811262139023e-08,1.473363262505245e-06
1984,4.1752861612565084e-08,1.3244935246348177e-06
1985,2.8874678204005022e-08,1.3607192279607716e-06
1986,2.8174081290188724e-08,1.3601487154346614e-06
1987,2.0776776743502978e-08,1.2814382515102807e-06
1988,3.7778288497491985e-08,1.279664608944131e-06
1989,2.8538236107600312e-08,1.1382365272538664e-06
1990,2.0160008162850573e-08,1.3294708054445437e-06
1991,3.458264430378222e-08,1.2942115432679202e-06
1992,2.8651709449434293e-08,1.4028318418013441e-06
1993,1.99411469559152e-08,1.349904810155067e-06
1994,3.4287023831236496e-08,1.4558797509778287e-06
1995,1.8978578264494672e-08,1.3577817306043016e-06
1996,2.6690460508405067e-08,1.3943096490720563e-06
1997,1.8700088588730068e-08,1.4504555920780149e-06
1998,1.3827574751879013e-08,1.3784661483384753e-06
1999,2.193696624352981e-08,1.390712260018745e-06
2000,9.277865808954289e-09,1.502130743347152e-06
2001,1.0953029372373635e-08,1.4352850072896217e-06
2002,7.009954394732176e-09,1.4878627787595633e-06
2003,5.416999848684156e-09,1.4621733015474092e-06
2004,7.48814499296202e-09,1.3879497089419601e-06
2005,7.205999352777326e-09,1.4393983107652275e-06
2006,7.41220168576362e-09,1.4350846768707015e-06
2007,7.988959105365012e-09,1.4679711526355277e-06
2008,6.3861593790903726e-09,1.4969158286248785e-06
2009,7.1522885392028e-09,1.458590112690672e-06
2010,1.8895172648747405e-09,1.752999551740686e-06
2011,5.35356059483405e-09,1.3984265514466188e-06
2012,3.744677901096338e-09,1.6146370569458668e-06
2013,2.5102125378317908e-09,1.3711339050814786e-06
2014,6.063246571486047e-09,1.529670456079657e-06
2015,5.763096111444099e-09,1.4188299459760856e-06
2016,2.2784741315895474e-09,1.3778553551446748e-06
2017,3.0187335409159743e-09,1.2698805704758342e-06
2018,6.453666490102705e-09,1.3353926959780438e-06
2019,7.397864654201669e-09,1.2693714914746579e-06
