year,tels_ADJ gens_NOUN
1873,7.18320549708551e-08
1874,2.628828105200043e-08
1875,4.920513418937844e-08
1876,7.315677663655151e-08
1877,3.896434108696667e-08
1878,4.529316632861935e-08
1879,4.581993806596074e-08
1880,3.786529223503976e-08
1881,6.275256936305595e-08
1882,8.186123778841647e-08
1883,4.486730631469982e-08
1884,2.9047467542397953e-08
1885,4.447488777259423e-08
1886,3.484870503278614e-08
1887,3.264462439256377e-08
1888,3.804368731152863e-08
1889,3.3205225236088154e-08
1890,3.8015443237782165e-08
1891,4.3344694944380535e-08
1892,5.0148098784674744e-08
1893,3.325545000487651e-08
1894,3.276800342177921e-08
1895,2.166701262851234e-08
1896,3.125425251937486e-08
1897,5.8267136449074997e-08
1898,1.7540900398849146e-08
1899,3.4823742112166656e-08
1900,2.0245106924221545e-08
1901,4.359216299043567e-08
1902,2.6024503885224703e-08
1903,2.592105685650381e-08
1904,2.042357571951925e-08
1905,2.4771644291377015e-08
1906,2.983626945507467e-08
1907,3.3428481316377656e-08
1908,2.9468335327464956e-08
1909,3.5756393401698006e-08
1910,2.51175080734356e-08
1911,4.256299213079018e-08
1912,2.81308754068732e-08
1913,4.1363318104004065e-08
1914,2.9465672568562695e-08
1915,3.7698438148936475e-08
1916,2.5271162940043723e-08
1917,2.52227767560953e-08
1918,2.986458014220261e-08
1919,3.9593746947730324e-08
1920,5.073395215049459e-08
1921,2.2718241510233383e-08
1922,1.623145884366295e-08
1923,1.8047112249064412e-08
1924,4.2542360745301266e-08
1925,4.179307633300766e-08
1926,4.346993875969929e-08
1927,3.5677519605314956e-08
1928,1.3711249025050165e-08
1929,2.8965056131369238e-08
1930,3.046045193855207e-08
1931,3.193499864551086e-08
1932,2.1919072779041926e-08
1933,3.211785326584504e-08
1934,2.516131836216573e-08
1935,3.8298509252854274e-08
1936,3.15242587589637e-08
1937,2.6441348666139675e-08
1938,1.4261735792331365e-08
1939,2.2941076593951948e-08
1940,2.7893612530860423e-08
1941,2.9515025090631752e-08
1942,5.461581054078124e-08
1943,4.3548528338988035e-08
1944,3.855823393905666e-08
1945,1.742803235060819e-08
1946,3.062643116891195e-08
1947,4.4107220986688844e-08
1948,1.848220954059343e-08
1949,4.613993809243766e-08
1950,4.785912821603233e-08
1951,2.7719645245838365e-08
1952,2.741649041126948e-08
1953,2.3702419582605216e-08
1954,4.69081733456278e-08
1955,3.003394466460918e-08
1956,1.5698054411927842e-08
1957,1.767007518083119e-08
1958,1.9026160202884057e-08
1959,3.797866554577922e-08
1960,4.498541628095154e-08
1961,5.072156383789661e-08
1962,3.55149545328004e-08
1963,3.36234755593523e-08
1964,3.772060352957851e-08
1965,4.487075599968193e-08
1966,4.375868911665748e-08
1967,7.740626983832044e-08
1968,3.9524460038187215e-08
1969,3.9967467557744385e-08
1970,4.0008906410093914e-08
1971,4.4190219705697587e-08
1972,4.258022057168631e-08
1973,2.4809416743210022e-08
1974,2.5315072704756858e-08
1975,1.9990180177842376e-08
1976,3.085304456362792e-08
1977,3.584837005021768e-08
1978,3.6237608469491533e-08
1979,3.686743144104554e-08
1980,2.615169236719339e-08
1981,3.099519285676422e-08
1982,3.41412622617554e-08
1983,2.462973291983417e-08
1984,2.7255339318799088e-08
1985,2.6468455871508922e-08
1986,2.6975184752586756e-08
1987,2.3221103262471843e-08
1988,2.2187249371086182e-08
1989,2.359892514736117e-08
1990,2.3429199913493903e-08
1991,3.3996499837485317e-08
1992,2.369276025371292e-08
1993,4.154405530698568e-08
1994,3.2177052133874895e-08
1995,3.7957157417167764e-08
1996,2.2419987644184403e-08
1997,2.8769367332870388e-08
1998,4.1959538066294044e-08
1999,4.570201089793002e-08
2000,4.373851325567557e-08
2001,2.4972907297637903e-08
2002,2.8039817578928705e-08
2003,3.2918691772465536e-08
2004,3.4357370282123156e-08
2005,2.567137258324692e-08
2006,3.7061007762684284e-08
2007,2.5564668604260987e-08
2008,2.0435710013089192e-08
2009,2.765551587735615e-08
2010,2.692562084405381e-08
2011,2.7532598423363197e-08
2012,2.4170194734551842e-08
2013,2.7054513296320692e-08
2014,4.352544991093055e-08
2015,3.7460125668076216e-08
2016,3.5627049754793916e-08
2017,2.8677969027279815e-08
2018,2.4007640320178325e-08
2019,2.448948244193616e-08
