year,plusieurs_DET ans_NOUN,plusieurs_DET gens_NOUN
1893,9.23762488724833e-09,1.4164358308477176e-07
1894,3.150769645188234e-09,2.4639019002847817e-07
1895,1.9259566386153892e-08,2.0041986914520749e-07
1896,1.533227589334274e-08,1.8457700168283964e-07
1897,1.5732126712464378e-08,1.5790393437242756e-07
1898,6.7900258748920805e-09,2.0652994781045209e-07
1899,1.0502398950507086e-08,1.7190768808461598e-07
1900,1.661137005726232e-08,2.0919944532238333e-07
1901,7.265360757457984e-09,1.5480806148104875e-07
1902,1.276673788908056e-08,1.193198984061894e-07
1903,5.400220270956879e-09,1.1178456116311963e-07
1904,9.674325340824907e-09,1.0104295444790523e-07
1905,9.805442513499685e-09,1.1818138379027232e-07
1906,9.773950537805831e-09,1.6770041710856276e-07
1907,4.6285588695127444e-09,1.2445681241146644e-07
1908,1.6698722404839828e-08,1.1934675470115508e-07
1909,7.15127862482845e-09,1.4577605966792362e-07
1910,6.947395991829808e-09,1.5123946983663927e-07
1911,1.0640748726586935e-08,1.3886177097077734e-07
1912,6.251305251225858e-09,1.2710987529196416e-07
1913,1.0075680734189518e-08,1.1401428112733925e-07
1914,1.7411533548283842e-08,1.1183561632321926e-07
1915,1.4136913861761968e-08,5.5369582696584985e-08
1916,3.2962386153911893e-09,8.460345846117434e-08
1917,1.64496359866817e-08,2.7416060532914344e-08
1918,9.189101035644853e-09,8.614781954463524e-08
1919,6.4454939163738345e-09,1.049694700050452e-07
1920,5.300562211374427e-09,8.329454592725938e-08
1921,8.330022005509363e-09,9.996026650860301e-08
1922,8.115729421831475e-09,7.009038505145782e-08
1923,3.715581797791856e-08,8.598917666802208e-08
1924,6.4458122173149945e-09,1.2375959723698315e-07
1925,7.698724546756353e-09,1.4077667120915294e-07
1926,1.0031524610987219e-08,1.3040981450274103e-07
1927,8.919380123373344e-09,1.0703255792776645e-07
1928,1.3711249025050165e-08,8.683791086205872e-08
1929,7.798284684668033e-09,1.5150952581421961e-07
1930,1.3654684494213143e-08,1.0923747595370514e-07
1931,9.124285327288817e-09,9.010231494244181e-08
1932,1.6439305028370654e-08,1.030196427054264e-07
1933,1.3764794637438627e-08,8.717703292582257e-08
1934,7.188948103475923e-09,9.345632712154384e-08
1935,1.3165112555668657e-08,1.364384365487581e-07
1936,8.487300195980652e-09,7.517322986316799e-08
1937,6.295559185076627e-09,6.79920377777421e-08
1938,0.0,5.186085649810934e-08
1939,1.6823456405745674e-08,6.423501464070114e-08
1940,7.607348528892999e-09,5.578722350740861e-08
1941,8.854508237732261e-09,1.1806010213888385e-07
1942,2.4273694165799498e-08,1.0923162596654379e-07
1943,2.0322646676618206e-08,8.419382213631366e-08
1944,3.213186161588055e-08,6.105053707017305e-08
1945,2.178504043826024e-09,7.406913482554955e-08
1946,1.1136883415474585e-08,9.048718130344469e-08
1947,2.3841741914054637e-09,7.0333139312595e-08
1948,5.435944139264848e-09,5.6533815850912106e-08
1949,6.871905600114303e-09,7.362756271334092e-08
1950,1.1698897850465073e-08,7.444753347130018e-08
1951,9.595261474260042e-09,6.396840923628133e-08
1952,1.0544804140977249e-08,1.0333907507487083e-07
1953,9.69644453618912e-09,4.525007613054299e-08
1954,6.840775057526116e-09,5.765796129431067e-08
1955,4.6928039232341234e-09,6.476069280836327e-08
1956,5.232684729961079e-09,5.145473558343383e-08
1957,4.417518795207798e-09,6.096175941827653e-08
1958,1.1581141046157484e-08,5.625125432118239e-08
1959,1.2401196514133517e-08,6.510628214329017e-08
1960,8.305000021024966e-09,1.0796500360399364e-07
1961,4.86371165564492e-09,8.89364368816814e-08
1962,1.0147130080628841e-08,7.546927927037927e-08
1963,5.1728425987107585e-09,1.0410345430145185e-07
1964,7.30076216148845e-09,1.0342746215030729e-07
1965,9.302473458205895e-09,1.5157560273593162e-07
1966,9.416427082520329e-09,1.2906044499771951e-07
1967,1.3804939413830652e-08,1.661523025831002e-07
1968,9.431973424511852e-09,1.5989440083075124e-07
1969,2.0437910364101697e-08,1.5441975875774006e-07
1970,1.2876429700270364e-08,1.145082517695073e-07
1971,1.9012070140433934e-08,1.1510010189397235e-07
1972,7.182205663536223e-09,7.2335072154317e-08
1973,8.269805840122046e-09,9.7032388346463e-08
1974,8.438357623763437e-09,9.619727459053706e-08
1975,9.138368284311582e-09,7.938957446995687e-08
1976,5.713526984862938e-09,7.656125822208537e-08
1977,5.289103655048422e-09,8.873940959830406e-08
1978,9.504946496541322e-09,9.267322376160791e-08
1979,5.851973128301324e-09,7.900163723206788e-08
1980,2.8425753972882717e-09,7.390696099562888e-08
1981,7.590659656386833e-09,7.021360026726597e-08
1982,1.0552754226011984e-08,8.06975295475354e-08
1983,4.420721011477724e-09,4.925946583966834e-08
1984,5.799008384599347e-09,7.016800296355541e-08
1985,3.609334831011779e-09,5.414002224313208e-08
1986,5.994485352545098e-09,6.114375361576663e-08
1987,3.6664902225425067e-09,5.2553024598722686e-08
1988,1.2592763276586538e-08,6.776105632155804e-08
1989,1.042743191792539e-08,5.982053341568871e-08
1990,1.089730194969718e-09,4.958272215027648e-08
1991,5.275318681885466e-09,8.030207032660996e-08
1992,7.162927584403178e-09,7.052728534517883e-08
1993,1.2186256725943423e-08,5.871559860537445e-08
1994,5.802419322797903e-09,6.593658152809212e-08
1995,8.133675954979935e-09,5.6393489877848424e-08
1996,1.8683323110835204e-08,8.27404305070445e-08
1997,4.075660342550691e-08,7.240290367249713e-08
1998,8.582632937681467e-09,6.484655612482015e-08
1999,3.6561608462992723e-09,5.6670493409072265e-08
2000,6.627047355323157e-09,7.068850571556595e-08
2001,8.762423675534592e-09,6.878502345486481e-08
2002,7.009954283709874e-09,5.8708367944859674e-08
2003,5.8336921959778465e-09,7.792146039520276e-08
2004,1.1011977996133737e-08,5.946468029094376e-08
2005,6.7556245042510454e-09,5.899912114415429e-08
2006,8.647569216257978e-09,8.524032280021743e-08
2007,7.1900629894372514e-09,7.309897531726506e-08
2008,2.554463751636149e-09,6.002989838549411e-08
2009,3.337734755248789e-09,6.437059862918204e-08
2010,1.4171378737160012e-08,4.912744877572095e-08
2011,2.6767803529281764e-09,3.6327732821916925e-08
2012,3.0638274417515987e-09,4.629783578735669e-08
2013,3.3469500504423877e-09,3.5700800982141345e-08
2014,2.815078836704288e-09,4.092691519019809e-08
2015,5.54143841924315e-09,4.920797191942938e-08
2016,3.935546250000144e-09,5.779038847464335e-08
2017,2.0124891197959016e-09,2.414986899346161e-08
2018,1.8070267504555204e-09,2.710540014660978e-08
2019,2.5509878653906526e-09,6.42848902998594e-08
