year,seuls_ADJ ans_NOUN,seuls_ADJ gens_NOUN
1850,1.3577992064028876e-09,3.394498016007219e-09
1851,1.2898877521649865e-09,1.9348316726564008e-08
1852,0.0,1.8229528109259263e-08
1853,0.0,4.180352064508952e-09
1854,0.0,1.3508727469968562e-08
1855,0.0,3.343370380548549e-08
1856,5.177189232874468e-10,1.9673318973900678e-08
1857,0.0,1.9037885934380938e-08
1858,0.0,7.34051397444091e-09
1859,5.092173349652285e-10,1.0693564256314403e-08
1860,4.577183909670879e-10,2.5632230560290736e-08
1861,0.0,1.1789909493131745e-08
1862,1.8071945051545413e-09,1.2198563048571032e-08
1863,0.0,1.9479021062807078e-08
1864,0.0,2.3973639073915365e-08
1865,0.0,8.943004559114343e-09
1866,0.0,1.9462451206209153e-08
1867,0.0,1.6014277903764196e-08
1868,0.0,7.409810987013543e-09
1869,0.0,1.7580669364747337e-08
1870,0.0,1.490852596930381e-08
1871,0.0,1.4869648623516696e-08
1872,0.0,1.5723081503438152e-08
1873,5.986004469882289e-10,9.577607151811662e-09
1874,0.0,1.4339061493728877e-08
1875,0.0,1.7736734747586524e-08
1876,6.04601479992084e-10,2.418405919968336e-08
1877,1.2369631985365004e-09,1.7317484335421796e-08
1878,0.0,1.0266450800600069e-08
1879,6.10932526790009e-10,2.6270098985037293e-08
1880,6.417846254436199e-10,2.5671385017744797e-08
1881,0.0,2.8587281875047665e-08
1882,0.0,8.652000893505374e-09
1883,1.2638677882037541e-09,9.479008689083912e-09
1884,0.0,1.2543224237049344e-08
1885,0.0,2.6427105837001363e-08
1886,6.453463874400711e-10,1.4842966855610484e-08
1887,6.528924623161458e-10,2.0239665943222462e-08
1888,1.268122939990235e-09,7.60873763994141e-09
1889,0.0,1.3783300722991498e-08
1890,0.0,9.831579994568074e-09
1891,0.0,7.0116419337296065e-09
1892,6.268512375839919e-10,2.2566645441202127e-08
1893,6.158416554491453e-10,1.539604177480669e-08
1894,0.0,5.671385139294216e-09
1895,6.018614495673091e-10,1.2639090662958097e-08
1896,0.0,6.486732040400511e-09
1897,0.0,1.7480140002135158e-08
1898,0.0,1.1316709347397591e-08
1899,2.2110313580014918e-09,3.2612710754165164e-08
1900,0.0,1.661137005726232e-08
1901,0.0,2.459045056468767e-08
1902,0.0,2.3078333910575566e-08
1903,0.0,4.6981917023458664e-08
1904,0.0,1.9348650681649815e-08
1905,0.0,1.7546581076999246e-08
1906,0.0,2.82930141537463e-08
1907,0.0,2.262851062084792e-08
1908,0.0,1.620758460774141e-08
1909,1.6502950117569526e-09,1.4302557360679202e-08
1910,0.0,1.7101282168141552e-08
1911,0.0,2.4473720827700163e-08
1912,0.0,2.5005221004903433e-08
1913,0.0,2.1211958411981868e-08
1914,6.696743715117748e-10,1.6072185360371805e-08
1915,0.0,3.887651445211304e-08
1916,0.0,1.2086208478478966e-08
1917,0.0,2.8512703309502285e-08
1918,0.0,2.2972752589112133e-08
1919,0.0,3.222746869369075e-08
1920,0.0,2.1959472462640406e-08
1921,0.0,2.7261890522822796e-08
1922,0.0,1.549366501762961e-08
1923,0.0,4.2463792482294593e-08
1924,0.0,2.9650736976805092e-08
1925,1.0998177923937646e-09,1.8696901804560184e-08
1926,3.343841648018042e-09,2.7865345586519652e-08
1927,0.0,1.7838759802657478e-08
1928,0.0,1.1426041446327417e-08
1929,0.0,2.4508894469477127e-08
1930,0.0,2.941009036305786e-08
1931,0.0,2.9653927313688655e-08
1932,0.0,2.082311922890767e-08
1933,0.0,2.523545639121494e-08
1934,0.0,2.516131836216573e-08
1935,0.0,1.196828414151696e-08
1936,0.0,1.2124714565686645e-08
1937,0.0,8.813782592653752e-09
1938,0.0,1.6854778905894818e-08
1939,0.0,4.129393715857077e-08
1940,0.0,2.5357829613881222e-08
1941,0.0,1.4757512545315876e-08
1942,0.0,3.034211815133858e-08
1943,0.0,2.0322646676618206e-08
1944,0.0,3.2131861615880553e-09
1945,0.0,2.178504132643866e-08
1946,0.0,1.8097434661967782e-08
1947,0.0,2.9802176726434482e-08
1948,0.0,1.522064252412747e-08
1949,9.817008317369869e-10,3.239612667016445e-08
1950,0.0,2.8715476219076663e-08
1951,0.0,2.7719645245838365e-08
1952,1.0544803918932644e-09,1.5817205323287453e-08
1953,0.0,2.693456835345387e-08
1954,0.0,2.5408594339637602e-08
1955,0.0,2.627970197011109e-08
1956,0.0,1.3081712602058815e-08
1957,0.0,2.1204090927540165e-08
1958,0.0,2.6471179026543723e-08
1959,0.0,2.7902691712711203e-08
1960,6.920833350854139e-10,3.114374891310945e-08
1961,0.0,2.084447814354462e-08
1962,0.0,2.2831043722248978e-08
1963,6.466053248388448e-10,1.5518526907953856e-08
1964,0.0,2.007709554163739e-08
1965,1.0944086747954884e-09,1.7510538796727815e-08
1966,0.0,2.326411419062424e-08
1967,4.930335584241163e-10,1.5777073869571723e-08
1968,1.3474247273492779e-09,2.5601069708613977e-08
1969,4.5417578031781147e-10,2.0892086283197386e-08
1970,0.0,2.989171221656761e-08
1971,0.0,1.3873672877195986e-08
1972,5.130146862875051e-10,1.9494558856081312e-08
1973,0.0,1.4334330167287135e-08
1974,1.1251143350321513e-09,1.0688586016271984e-08
1975,0.0,1.7134439644905797e-08
1976,0.0,1.5997875024709174e-08
1977,0.0,1.8218024422367307e-08
1978,0.0,2.3762364520507617e-08
1979,0.0,9.948355028654987e-09
1980,0.0,2.1603572264439208e-08
1981,0.0,1.8976647808699454e-08
1982,6.207502289967692e-10,1.9864007327896616e-08
1983,0.0,1.5788289786655696e-08
1984,0.0,2.4355836458767044e-08
1985,0.0,1.9851341903631692e-08
1986,0.0,1.9182353483415682e-08
1987,0.0,1.711028652096047e-08
1988,0.0,1.2592763276586538e-08
1989,5.488122178931576e-10,1.8110803523541108e-08
1990,0.0,1.8525414091641323e-08
1991,0.0,2.05151273746651e-08
1992,0.0,1.5427843891302473e-08
1993,0.0,1.550978012687665e-08
1994,5.274926606624319e-10,2.953958855300698e-08
1995,0.0,1.8978578708583882e-08
1996,0.0,1.1743802375008272e-08
1997,9.58978896292706e-10,2.3015493511024943e-08
1998,0.0,1.7642078020685403e-08
1999,9.140402323914998e-10,1.96518641359944e-08
2000,0.0,2.6066386382694873e-08
2001,0.0,1.7086726700199506e-08
2002,0.0,2.6287329646379476e-08
2003,4.1669229178253886e-10,1.8334461060476315e-08
2004,4.404791253964646e-10,2.4666830356068203e-08
2005,0.0,2.477062288619436e-08
2006,1.2353669198716943e-09,2.5119128110873135e-08
2007,0.0,1.997239706952314e-08
2008,0.0,1.4475294740634581e-08
2009,0.0,1.3827758493789588e-08
2010,0.0,2.3618964561933353e-08
2011,0.0,1.8355065023456518e-08
2012,0.0,1.1574459612972987e-08
2013,0.0,1.7292574483462886e-08
2014,0.0,1.7323561252169384e-08
2015,0.0,1.440773989003219e-08
2016,0.0,1.9263461936702697e-08
2017,0.0,1.5345229087415646e-08
2018,0.0,1.4198066722315161e-08
2019,0.0,1.9642605764147447e-08
