year,vos_DET ans_NOUN,vos_DET gens_NOUN
1859,1.1202780925145817e-08,4.4709282320809507e-07
1860,6.408057640072684e-09,4.9067412533077e-07
1861,2.6409397335669382e-08,5.593133067804956e-07
1862,3.5692092836825395e-08,5.024000806486129e-07
1863,1.9479021062807078e-08,4.6599812186798317e-07
1864,2.3014694150447212e-08,5.485169012331426e-07
1865,7.0602665935837194e-09,4.720964881244072e-07
1866,1.8489328568183083e-08,4.632063621556881e-07
1867,2.6690463172940326e-08,6.439681072833991e-07
1868,1.1361710683388537e-08,5.636396149810707e-07
1869,1.3673853160867111e-08,6.285089071411676e-07
1870,2.0069171213776826e-08,5.734048684757909e-07
1871,7.434824311758348e-09,6.659477946868719e-07
1872,1.2094679036067646e-08,6.893966997267853e-07
1873,2.095101514498765e-08,5.770508302305188e-07
1874,3.2262889249068394e-08,4.779687365896734e-07
1875,2.2313955128083762e-08,5.813071766169742e-07
1876,9.069021977836655e-09,5.731622110261014e-07
1877,3.958282235316801e-08,5.288017455029603e-07
1878,1.8117266742390115e-08,4.0159939018735713e-07
1879,1.221865097988939e-08,4.6491964411643494e-07
1880,1.8611753915820373e-08,4.71711707916711e-07
1881,1.8825771164188154e-08,4.894700182944689e-07
1882,1.0648616211028639e-08,4.0131971523749144e-07
1883,1.9589950994713945e-08,4.354024589758865e-07
1884,2.3766109080725073e-08,3.4460857278872936e-07
1885,9.023890079618013e-09,3.15836158115701e-07
1886,1.355227396970804e-08,2.620106203110595e-07
1887,1.3710741875172516e-08,3.85206556430262e-07
1888,1.7119660356001987e-08,3.1005606260237073e-07
1889,2.192797943223468e-08,3.652574829260402e-07
1890,1.3108772733971819e-08,3.159214223558138e-07
1891,5.736798147637501e-09,2.2309770564277187e-07
1892,1.8178685001757344e-08,2.331886612694234e-07
1893,4.926733243593162e-09,1.9214259427968727e-07
1894,1.1342770278588432e-08,2.0480003293243954e-07
1895,2.2268873856035043e-08,1.7213236791491227e-07
1896,1.4152869098893461e-08,2.3293264916901535e-07
1897,2.4472196713531957e-08,2.528793654477113e-07
1898,1.3014216371232123e-08,1.963449198782996e-07
1899,3.8693048765026106e-09,2.841175295031917e-07
1900,6.22926377147337e-09,2.2944454514117751e-07
1901,1.0618603774048552e-08,1.972824827944919e-07
1902,4.419255628107521e-09,1.738240458237783e-07
1903,1.83607493653426e-08,1.7010693653674025e-07
1904,9.674325340824907e-09,1.526393536011028e-07
1905,1.754658074393234e-08,1.6617643794347714e-07
1906,1.4403716441790948e-08,1.7747437119908227e-07
1907,7.199980611716228e-09,1.8668521661879822e-07
1908,1.9154416719402434e-08,2.102074567744694e-07
1909,1.430255680556769e-08,2.1123776772213887e-07
1910,6.412980813053082e-09,1.6887515741359493e-07
1911,1.4365010514438836e-08,1.697199349948164e-07
1912,1.66701485393439e-08,1.9587423238931478e-07
1913,9.545381374209683e-09,1.813622425572703e-07
1914,4.68772043404897e-09,2.0358100982775795e-07
1915,1.1780762143587253e-08,1.319445348535453e-07
1916,3.2962386153911893e-09,1.351457843412618e-07
1917,1.7546279096336548e-08,1.3817694544115966e-07
1918,9.189101035644853e-09,1.3783651908738648e-07
1919,1.5653341733923298e-08,1.7586990175288975e-07
1920,4.543339038320937e-09,1.6128853408403643e-07
1921,2.2718242842501013e-09,1.491831298494617e-07
1922,2.0658220023506146e-08,2.1543571193660682e-07
1923,1.2739137744688378e-08,1.6879358000210232e-07
1924,1.804827398643738e-08,1.869285481959082e-07
1925,5.499089184013428e-09,2.133646503921227e-07
1926,1.114613823460786e-08,1.939428049269054e-07
1927,5.574612438330462e-09,3.010290647864622e-07
1928,5.713020723163709e-09,2.3080603739344951e-07
1929,1.3368487650211591e-08,2.5734339192950983e-07
1930,2.100720708497761e-09,1.8591378481147558e-07
1931,1.0264820993199919e-08,2.0871802064448275e-07
1932,1.0959536389520963e-08,2.1261501537139793e-07
1933,3.4411986593596566e-09,2.1450138198986224e-07
1934,2.3963160344919743e-09,2.288481795176267e-07
1935,1.0771455727365264e-08,1.9149255336969873e-07
1936,1.2124714565686645e-09,1.564088165650901e-07
1937,1.510934133364117e-08,1.7879387925745505e-07
1938,3.8895642262559704e-09,1.115008450014443e-07
1939,1.6823455517567254e-08,1.667051563458699e-07
1940,0.0,9.635975173338807e-08
1941,2.9515025978810172e-09,1.59381134068326e-07
1942,6.068423541449874e-09,3.307290707965649e-07
1943,1.7419411690866582e-08,1.5967793842719402e-07
1944,1.6065930807940276e-08,1.83151612986876e-07
1945,4.357008087652048e-09,1.459597709363436e-07
1946,5.568441707737293e-09,2.1577711351028483e-07
1947,1.0728784083369192e-08,1.9907854742484687e-07
1948,2.174377566888097e-09,2.0004273615370494e-07
1949,6.8719057111366055e-09,1.7179764721930724e-07
1950,4.2541445921528975e-09,1.7229286086717366e-07
1951,1.0661401539380222e-08,1.9510365234509663e-07
1952,4.2179215675730575e-09,2.0562368163723477e-07
1953,7.54167928107563e-09,1.6053002127591753e-07
1954,3.224936762080688e-08,1.2215670164295034e-07
1955,2.815682353940474e-09,1.464154806285478e-07
1956,6.976913269340912e-09,1.8401608414819748e-07
1957,7.068030161150318e-09,1.6874922259546565e-07
1958,1.5717262158432277e-08,2.0432441516504696e-07
1959,3.8753737996444215e-09,1.7904227611609258e-07
1960,1.5225833038812198e-08,2.2907958907580905e-07
1961,6.948159103625784e-09,1.702299030625909e-07
1962,3.170978146727066e-09,2.0674778333784616e-07
1963,1.1638896069143811e-08,1.9204177981180237e-07
1964,6.6923653285755336e-09,2.3605796783954247e-07
1965,1.2038495533772675e-08,2.1614570933081723e-07
1966,7.200797291773142e-09,2.2211689731932438e-07
1967,1.7256175155466735e-08,3.145554234862402e-07
1968,2.3804503673785504e-08,1.7786007067144283e-07
1969,8.629339909305145e-09,1.575989951874135e-07
1970,1.3796174869185052e-08,1.9452606103698145e-07
1971,1.2845993713206383e-08,1.8241311039446373e-07
1972,1.3338381954497436e-08,1.9238050263936657e-07
1973,8.821126051827832e-09,1.5767763450469374e-07
1974,5.625571564138454e-09,1.445771928842987e-07
1975,5.711480177694739e-09,1.2165452734080873e-07
1976,2.285410749536254e-09,1.1255648235675153e-07
1977,1.23412418062685e-08,1.3810436882977228e-07
1978,5.346532105932056e-09,1.4792072899894038e-07
1979,8.777960247563499e-09,1.264026252556505e-07
1980,3.97960553399912e-09,1.4156024641387432e-07
1981,5.69299452024552e-09,1.3157142930708687e-07
1982,9.311253101884631e-09,1.421518045496839e-07
1983,3.157658134966823e-09,1.9135407569592644e-07
1984,6.958810416790584e-09,1.1308066660831173e-07
1985,3.609334831011779e-09,1.287329429722206e-07
1986,7.1933827783254856e-09,1.48663242605096e-07
1987,7.332980445085013e-09,1.1916092823582858e-07
1988,2.398621523624911e-09,1.271269374214512e-07
1989,2.7440609784434855e-09,1.3830067580045124e-07
1990,6.538381391862913e-09,9.37167987657972e-08
1991,5.2753188484189195e-09,1.348136935419575e-07
1992,2.2039776670368383e-09,1.3223865691358583e-07
1993,2.7696036575264316e-09,1.0192141530751542e-07
1994,6.329911705904578e-09,1.3187316394436266e-07
1995,3.795715741716776e-09,1.0573778741473916e-07
1996,3.736664311304594e-09,8.060519451902337e-08
1997,2.3974471297094624e-09,8.774657178634016e-08
1998,8.582632382569955e-09,9.965390379562677e-08
1999,9.140402212892695e-09,1.2019628758963563e-07
2000,2.6508188977203417e-09,7.687374603548847e-08
2001,5.695575122643959e-09,9.069108086734445e-08
2002,5.6955880012310445e-09,1.0076809342507431e-07
2003,1.6667691671301554e-09,8.875545898234805e-08
2004,7.047666006343434e-09,9.690540458962005e-08
2005,7.656374201303606e-09,1.1124261600770069e-07
2006,2.4707338397433887e-09,1.3836110701603843e-07
2007,4.393927444112933e-09,1.4539904880095378e-07
2008,2.9802078582719105e-09,1.2516872605061735e-07
2009,6.198650481792356e-09,1.4447623097879614e-07
2010,1.8895172093635892e-09,1.1573292635347343e-07
2011,1.911985902935953e-09,1.3842778301409453e-07
2012,2.0425516833455504e-09,2.614466048100894e-07
2013,2.2313000336282585e-09,3.1293984292801724e-07
2014,3.4647124058651002e-09,2.531405378647378e-07
2015,5.319781060109108e-09,3.1807858036358994e-07
2016,9.942432044329763e-09,3.1111528819849354e-07
2017,5.031222660711876e-10,2.0829261337951266e-07
2018,5.937373259712331e-09,2.403345575885396e-07
2019,3.3162841361900064e-09,2.994859542582162e-07
