year,des_DET oeufs_NOUN,des_DET jeux_NOUN
1936,2.7038113259436614e-07,1.6380489711309565e-06
1937,2.543405779320551e-07,1.640622695475713e-06
1938,2.2040864200434385e-07,1.6037969849946876e-06
1939,2.8446933519887807e-07,1.6869337713387722e-06
1940,3.397949084327223e-07,1.562042321268109e-06
1941,3.3056830028854733e-07,1.7915620666997256e-06
1942,3.5500276407418596e-07,1.765911253670538e-06
1943,2.6709764822108184e-07,2.1396843656873443e-06
1944,1.7351205983118234e-07,1.918272129586285e-06
1945,2.8974104004930723e-07,1.705768681858899e-06
1946,2.3805088389394768e-07,1.7832934311456938e-06
1947,1.6570010585859052e-07,1.7356787793687545e-06
1948,3.544235420704922e-07,1.924324184443549e-06
1949,1.9830356334793464e-07,1.6502391240180714e-06
1950,2.137707655336385e-07,1.7718511671205306e-06
1951,2.686673101770509e-07,1.790049347860645e-06
1952,2.478028950925193e-07,1.6639700355369769e-06
1953,2.370241971583198e-07,1.618228850475134e-06
1954,2.169503021676178e-07,2.0639597018146105e-06
1955,2.768754194804046e-07,1.7494772706072581e-06
1956,2.4593618852541965e-07,1.750333066041776e-06
1957,3.0480878887573226e-07,1.7148807849309833e-06
1958,2.4485840555144023e-07,1.8720086867318741e-06
1959,2.1004526296053427e-07,1.816775341723087e-06
1960,2.6437583566796263e-07,1.9066896115305099e-06
1961,2.3137370730452744e-07,1.914912694189752e-06
1962,2.2894462370359747e-07,1.8188730521728758e-06
1963,2.4312360658029775e-07,1.8654564044595645e-06
1964,2.5978543449767244e-07,1.7686095468150143e-06
1965,1.991823834757156e-07,1.9682940219922784e-06
1966,3.245897830517208e-07,1.9763419274454463e-06
1967,2.1989296644653322e-07,2.383324158472533e-06
1968,2.371467519024506e-07,2.1783366221939104e-06
1969,2.17096025600938e-07,1.7694688523306468e-06
1970,2.8190184342413716e-07,1.907091281339035e-06
1971,2.435600441330621e-07,2.15453004415167e-06
1972,2.575333692966808e-07,2.018712841334036e-06
1973,2.5195340136452415e-07,2.0680027574826454e-06
1974,3.3697175583213834e-07,1.813684299634133e-06
1975,4.146534551274783e-07,2.071553787175162e-06
1976,3.051023210742798e-07,2.191708830423522e-06
1977,3.32038164352344e-07,2.2073192909033423e-06
1978,2.875246191136327e-07,2.3566326561308415e-06
1979,2.879171013825399e-07,2.3893607661307215e-06
1980,2.8994268230775333e-07,2.359905998616796e-06
1981,2.966682748906102e-07,2.579559001958387e-06
1982,2.8802810647654553e-07,2.485483882708195e-06
1983,3.0187210953158683e-07,2.4307652495281218e-06
1984,3.6185814122902116e-07,2.634489604247392e-06
1985,3.495039306855574e-07,2.5836822388214387e-06
1986,3.3808899102538703e-07,2.638772400587186e-06
1987,3.92314434272123e-07,2.650872453102693e-06
1988,4.791246492885648e-07,2.583914998410819e-06
1989,3.5453269475738125e-07,2.5799662779490973e-06
1990,3.105731178898452e-07,2.7831710198711335e-06
1991,3.258974621278554e-07,2.8410522716626474e-06
1992,3.239847123914785e-07,2.8998837109384112e-06
1993,3.5063184355976773e-07,2.762956725632648e-06
1994,3.544750608597269e-07,2.8753626040156632e-06
1995,3.486635747895761e-07,3.049044053682337e-06
1996,3.11210770931325e-07,3.1329263521229223e-06
1997,3.0927069716302213e-07,3.1646304279320248e-06
1998,2.746442513412717e-07,3.1607928647758854e-06
1999,2.929499086923304e-07,3.2110233902926666e-06
2000,2.182507536918621e-07,3.383770298626132e-06
2001,1.9584016727747233e-07,3.229391218440014e-06
2002,1.7262013241037266e-07,3.3511963124510658e-06
2003,1.6542684377895966e-07,3.5227166677032073e-06
2004,1.960132123279834e-07,3.195676079315035e-06
2005,1.481733629127291e-07,3.371056564560604e-06
2006,1.5359729266251065e-07,3.6665692064730138e-06
2007,1.0944873732321447e-07,3.722055943455871e-06
2008,1.3325786696327668e-07,3.898963356618879e-06
2009,1.0823797014225534e-07,3.931851487948279e-06
2010,8.408351298561101e-08,4.421942456644956e-06
2011,1.0057046381795054e-07,5.095060409132657e-06
2012,1.0451056176030704e-07,4.768336630434078e-06
2013,1.1491195317514524e-07,4.050925205945077e-06
2014,1.2862743994923598e-07,4.2301969429558994e-06
2015,8.821969810224317e-08,4.106649193147405e-06
2016,7.27040379011612e-08,3.951702623794517e-06
2017,7.320428646595545e-08,4.104723174691571e-06
2018,1.1797302801319631e-07,4.1417051548364725e-06
2019,1.0459049748501315e-07,4.142038875443177e-06
