year,leurs_DET oies_NOUN,leurs_DET joies_NOUN
1953,9.69644453618912e-09,2.0039319448272863e-07
1954,9.772536113672459e-10,1.7981466582384087e-07
1955,1.8771215692936494e-09,1.267057001541616e-07
1956,6.976913269340912e-09,1.8750454655602766e-07
1957,3.534015080575159e-09,1.6256469104192206e-07
1958,1.6544486891589827e-09,1.778532304763658e-07
1959,5.425523585955716e-09,1.2788733672053354e-07
1960,4.844583401109048e-09,1.6125541635325646e-07
1961,3.47407969059077e-09,1.6814545239496326e-07
1962,3.805173953708163e-09,1.674276552954268e-07
1963,4.526237162849611e-09,1.597115217855105e-07
1964,3.6503808864551957e-09,1.8434424253754855e-07
1965,6.5664522708175355e-09,2.0082398544118973e-07
1966,4.431259803538978e-09,1.7725039880289728e-07
1967,3.451234853457663e-09,1.6615230524763547e-07
1968,7.186265360559219e-09,2.0346113704938773e-07
1969,6.358460868938209e-09,1.680450386620791e-07
1970,7.817832603507213e-09,1.632547403929152e-07
1971,1.541519245584766e-09,1.8035774873581545e-07
1972,2.565073486948677e-09,1.4980029439115583e-07
1973,1.6539611902288698e-09,1.4775385814846942e-07
1974,6.1881286761433785e-09,1.1644933683996328e-07
1975,5.140332159925265e-09,1.3079289384876347e-07
1976,8.570290255249802e-09,1.399814075764283e-07
1977,1.057820764316375e-08,1.3751668892503233e-07
1978,2.3762365408686037e-09,1.4613855192635583e-07
1979,5.266775904289034e-09,1.533216993365727e-07
1980,7.390696055153967e-09,1.3644361396281113e-07
1981,5.69299452024552e-09,1.385295333999892e-07
1982,5.586751949948621e-09,1.5518755080989877e-07
1983,1.2630632095778083e-09,1.2756938028157805e-07
1984,5.799008384599347e-09,1.513541262321283e-07
1985,4.210890747202711e-09,1.2752983669095386e-07
1986,5.395036861699509e-09,1.2948088579101125e-07
1987,4.277571630240118e-09,1.0693929797245261e-07
1988,2.99827696004229e-09,1.385203911574706e-07
1989,1.0976244357863152e-09,1.1086007001281928e-07
1990,4.358920779878872e-09,1.2368437740661875e-07
1991,2.9307325455363298e-09,1.465366237241028e-07
1992,3.30596661157756e-09,1.3389164316146562e-07
1993,6.647049133334804e-09,1.418037059441879e-07
1994,1.0549853213248639e-09,1.498079169603983e-07
1995,3.795715741716776e-09,1.5562433253180075e-07
1996,1.067618438099771e-09,1.2864802201306702e-07
1997,1.917957792585412e-09,1.318595954646895e-07
1998,2.86087753487152e-09,1.40183000874039e-07
1999,5.0272213059088244e-09,1.5858598367834986e-07
2000,3.092622158362701e-09,1.453532301187721e-07
2001,4.8193329327261836e-09,1.4019878191717794e-07
2002,4.381221607729913e-09,1.6079083398068406e-07
2003,3.333538334260311e-09,1.3334153781130453e-07
2004,1.7619165015858584e-09,1.4932242964338371e-07
2005,4.5037495954858286e-10,1.459214842292056e-07
2006,4.117890028965121e-09,1.6800991198273607e-07
2007,1.997239706952314e-09,1.4260291369971867e-07
2008,2.1287198670449925e-09,1.6518865403325478e-07
2009,1.430457752249481e-09,1.721317468561523e-07
2010,7.558068837454357e-09,1.6344324516026631e-07
2011,2.6767803529281764e-09,1.762851087327988e-07
2012,2.382976926895708e-09,2.151487676904651e-07
2013,5.020424964641279e-09,1.8882377217366297e-07
2014,8.445236510112863e-09,2.2000923416420903e-07
2015,9.309617077235544e-09,2.3074550270507643e-07
2016,8.285359953674742e-09,2.346828340549223e-07
2017,4.024978128569501e-09,1.8615524233212e-07
2018,4.130346731301415e-09,1.9412630258841546e-07
2019,5.612172948588068e-09,2.147931699170158e-07
