year,leurs_DET oeufs_NOUN,leurs_DET jeux_NOUN
1977,4.348818549715361e-08,4.86597535598321e-07
1978,4.81187889533885e-08,5.102968194670154e-07
1979,4.506019379846293e-08,5.296035627821993e-07
1980,5.173487072074323e-08,4.77552663191716e-07
1981,4.42788482546419e-08,5.300810581587712e-07
1982,4.65562675078246e-08,4.997039084742028e-07
1983,5.3048656467602484e-08,4.83753202829007e-07
1984,8.118612121466029e-08,5.230705397707425e-07
1985,6.256180606900585e-08,5.101193103485002e-07
1986,7.433162185765951e-08,5.401031559770786e-07
1987,8.738467799362937e-08,4.7236613998080657e-07
1988,8.155313219182503e-08,4.4674327082105947e-07
1989,7.079677866173029e-08,4.670391877681368e-07
1990,6.919786660342098e-08,4.4515477259921e-07
1991,6.154538567670897e-08,4.993968323319109e-07
1992,5.4548448535918226e-08,4.953439951549399e-07
1993,5.982344158939057e-08,4.791414554006224e-07
1994,6.277162606371789e-08,5.143053689593557e-07
1995,8.242124938107054e-08,4.706687359856687e-07
1996,5.9252822870448085e-08,5.204640016742701e-07
1997,5.5141285315585264e-08,5.207255195927019e-07
1998,6.532337304410163e-08,5.2926231930428e-07
1999,3.976074838818455e-08,5.031791738829838e-07
2000,5.434178618202168e-08,4.91726900975209e-07
2001,3.504969270373692e-08,4.968294060603284e-07
2002,2.7163573390609486e-08,5.467764161437572e-07
2003,2.2501383534212493e-08,5.104480429451996e-07
2004,2.4666830356068203e-08,4.743960309028239e-07
2005,2.612174831995162e-08,5.071221926833402e-07
2006,2.3471972809829822e-08,5.596212169223236e-07
2007,2.3167980256477705e-08,5.600260486460229e-07
2008,2.128719794880496e-08,5.54318646095453e-07
2009,1.8119132416671846e-08,6.026995338359598e-07
2010,1.5116137674908714e-08,6.740852711573098e-07
2011,8.030340836739924e-09,7.074348093993876e-07
2012,7.489355802192676e-09,7.710632470292467e-07
2013,1.4224538102958206e-08,8.442681416198639e-07
2014,1.3209215943277286e-08,8.945454172959444e-07
2015,7.314698804994357e-09,8.458451556947466e-07
2016,8.699627823682832e-09,8.898476622221096e-07
2017,1.0565567670761666e-08,7.413506750708621e-07
2018,1.3939920606720335e-08,8.335556120897536e-07
2019,1.4030432538003623e-08,7.576433826983475e-07
