year,quels_DET ans_NOUN,quels_DET gens_NOUN
2005,4.5037495954858286e-10,1.7564622645238614e-08
2006,0.0,2.3471971921651402e-08
2007,0.0,2.0371845099731445e-08
2008,0.0,2.299017376472534e-08
2009,0.0,2.86091541568112e-08
2010,0.0,5.1016964874861515e-08
2011,0.0,4.703485423362963e-08
2012,0.0,5.2425491503527155e-08
2013,0.0,6.749682590623252e-08
2014,4.330890368553497e-10,6.1498642622837e-08
2015,0.0,6.671892194276552e-08
2016,2.0713400439298368e-10,6.669715091334183e-08
2017,0.0,5.056378959977792e-08
2018,0.0,6.427852206059015e-08
2019,2.55098775436835e-10,5.9182914569078093e-08
