year,anciens_ADJ jeux_NOUN
1976,1.6569227601070935e-08
1977,2.1744093137154863e-08
1978,2.970295698290215e-08
1979,2.1067103617156135e-08
1980,1.8760996423061727e-08
1981,1.7711538125020354e-08
1982,1.3656504815884318e-08
1983,2.715585867285597e-08
1984,2.3775935553693728e-08
1985,3.489023725489204e-08
1986,4.016305155118971e-08
1987,1.955461359504085e-08
1988,1.499138491123375e-08
1989,1.5915554096856965e-08
1990,2.8332984569612307e-08
1991,2.696274015168143e-08
1992,2.2590771142638744e-08
1993,1.4401939474328884e-08
1994,1.687976464159746e-08
1995,2.9281234326106187e-08
1996,1.7081894787551732e-08
1997,1.91795770376757e-08
1998,1.5734826552815662e-08
1999,2.513610636301067e-08
2000,2.3857369635393866e-08
2001,1.4019877508930634e-08
2002,1.708676344858162e-08
2003,1.7084383685528337e-08
2004,1.497629043001325e-08
2005,2.9724747552251074e-08
2006,1.68833483860098e-08
2007,2.7162459614871182e-08
2008,1.7029758464515155e-08
2009,2.5748240428669078e-08
2010,1.842279218067233e-08
2011,2.7150200310188666e-08
2012,2.2808493177484124e-08
2013,2.3149736960714762e-08
2014,2.1870996319561797e-08
2015,1.9949178864386852e-08
2016,2.3613275779155174e-08
2017,1.8363962739353923e-08
2018,2.47820808318977e-08
2019,1.8877308771703127e-08
