year,autres_ADJ iles_NOUN
1872,2.6003559305820545e-08
1873,4.0106228560432555e-08
1874,3.584765456698946e-08
1875,3.83342312337831e-08
1876,2.5997862973525798e-08
1877,3.277952553837338e-08
1878,3.804625897663172e-08
1879,2.6881031511827302e-08
1880,3.4656369329866266e-08
1881,5.647731143865187e-08
1882,3.0614772494885756e-08
1883,3.4124430947635176e-08
1884,5.677459302688703e-08
1885,3.6095559541315936e-08
1886,9.55112642309075e-08
1887,4.635536371422333e-08
1888,3.170307283362206e-08
1889,5.45066875523581e-08
1890,3.736000159237918e-08
1891,3.8245320910235137e-08
1892,5.3909207098357115e-08
1893,4.2493073337812604e-08
1894,4.6631390970830466e-08
1895,4.4537746823891666e-08
1896,4.2458609073037223e-08
1897,5.302309369348279e-08
1898,4.5266837944701876e-08
1899,7.738609575369537e-08
1900,5.45060585555035e-08
1901,4.806315456740151e-08
1902,3.7809184227910464e-08
1903,4.158169653045718e-08
1904,3.869730225147805e-08
1905,4.076999593483066e-08
1906,5.298510008522328e-08
1907,3.9599892032171624e-08
1908,2.5539223624804208e-08
1909,2.585462199888866e-08
1910,3.2064904731399224e-08
1911,3.6710580797461034e-08
1912,2.3963337258958717e-08
1913,3.924212471639876e-08
1914,2.879599858562898e-08
1915,2.1205371458776767e-08
1916,1.098746227334857e-08
1917,2.4126133979507358e-08
1918,2.756730399511298e-08
1919,2.3940406101985445e-08
1920,2.2716694747515476e-08
1921,3.7106461903135823e-08
1922,2.6560568577860266e-08
1923,2.2293490609115452e-08
1924,2.4494086647841584e-08
1925,6.048997924779087e-08
1926,3.009457349989475e-08
1927,2.7873061858585402e-08
1928,5.827280880055241e-08
1929,2.562293466290555e-08
1930,4.621585647512916e-08
1931,2.737285598186645e-08
1932,3.178265617354015e-08
1933,4.1294384578449694e-08
1934,4.073737258636356e-08
1935,1.6755597798123745e-08
1936,2.424942913137329e-08
1937,4.532802544421344e-08
1938,7.519824563040345e-08
1939,4.5882152299725476e-08
1940,1.775048041885441e-08
1941,8.854507793643052e-09
1942,1.5171058853624686e-08
1943,1.4516176038981143e-08
1944,2.5705489292704442e-08
1945,6.099811278303946e-08
1946,7.795818213196526e-08
1947,2.5033828343623554e-08
1948,4.348755200389576e-08
1949,3.3377827390879133e-08
1950,1.3825969702452312e-08
1951,2.771964457970455e-08
1952,4.007025466989944e-08
1953,3.339886467390585e-08
1954,3.224936895307451e-08
1955,4.223523575319632e-08
1956,8.546718710533696e-08
1957,2.4738106174648777e-08
1958,2.8952852393349104e-08
1959,4.960478627857867e-08
1960,2.9067500184609685e-08
1961,2.1539293626471334e-08
1962,1.8391673961559718e-08
1963,1.8104948984465352e-08
1964,2.737785725903663e-08
1965,1.8604948082145967e-08
1966,3.0464910705241266e-08
1967,2.3172577523489224e-08
1968,3.413476046265629e-08
1969,3.042977719802664e-08
1970,3.265094719595574e-08
1971,1.9525910444073702e-08
1972,2.6676763686950267e-08
1973,3.9695068176914816e-08
1974,5.8505943978381936e-08
1975,3.655347358133554e-08
1976,3.599521963826291e-08
1977,3.173462226335744e-08
1978,4.990096802437449e-08
1979,2.984506330960812e-08
1980,4.604972092536741e-08
1981,2.2139423072609077e-08
1982,4.1590264676649724e-08
1983,4.673333942051272e-08
1984,4.291266236799984e-08
1985,4.812446330326736e-08
1986,5.155257420952353e-08
1987,4.888653482026939e-08
1988,5.2769673297703434e-08
1989,3.6221606158903796e-08
1990,3.2691906515225355e-08
1991,3.985796298566768e-08
1992,3.250867131043833e-08
1993,2.880387806047935e-08
1994,2.32096768471024e-08
1995,2.114755837112625e-08
1996,2.6156651511399787e-08
1997,2.541294086277901e-08
1998,2.4794272857064925e-08
1999,1.6909744382509473e-08
2000,1.3254094599624011e-08
2001,4.381211782256145e-09
2002,1.0953053741769025e-08
2003,7.083768904792009e-09
2004,2.554778888441689e-08
2005,5.854874474131577e-09
2006,1.2353669642806153e-08
2007,6.790615098006825e-09
2008,6.3861596011349775e-09
2009,8.105927262747059e-09
2010,0.0
2011,2.2943831556876404e-09
2012,6.808505315092361e-09
2013,1.6734749697100426e-09
2014,1.5158116567492996e-09
2015,2.2165753260638965e-09
2016,3.107010093650331e-09
2017,3.2702948127294462e-09
2018,7.744400121190154e-10
2019,1.275493877184175e-09
