year,leurs_DET ans_NOUN,leurs_DET gens_NOUN
1889,1.9421923069806724e-08,8.320101354541976e-07
1890,2.4906667839275087e-08,6.862442756272458e-07
1891,1.7847816891070067e-08,7.158249002436889e-07
1892,1.2537024973724442e-08,6.187021521775193e-07
1893,1.4164357742263434e-08,5.049901689035963e-07
1894,1.7014155417882648e-08,5.835225187489357e-07
1895,1.444467478961542e-08,4.917208216159707e-07
1896,3.125425407368709e-08,7.217963475802947e-07
1897,1.5149455467877715e-08,8.011731311707848e-07
1898,1.0750874412934763e-08,4.775651651911517e-07
1899,8.844125432005967e-09,7.279820799510617e-07
1900,1.2458527431924438e-08,5.725731724304239e-07
1901,1.0059729993461275e-08,4.5380560509400425e-07
1902,8.838510812125833e-09,3.466660296602697e-07
1903,1.8900770726304472e-08,4.633389119046427e-07
1904,1.5048950530172078e-08,4.713546291057469e-07
1905,2.0126960542654615e-08,3.9221769787545213e-07
1906,9.773950260250075e-09,4.362268368751643e-07
1907,1.645709940545359e-08,4.186274429329728e-07
1908,2.7503779254089977e-08,4.0175162485667215e-07
1909,1.4852655993990993e-08,3.7626726134831756e-07
1910,9.085056040802897e-09,3.2064903954243107e-07
1911,6.916486383623521e-09,4.415910441757376e-07
1912,1.9274858487072777e-08,4.188374660429872e-07
1913,1.6969566696278804e-08,4.131028861209529e-07
1914,2.6117300322425763e-08,3.602848055450636e-07
1915,2.1205371458776767e-08,2.7920404743753124e-07
1916,5.493731025651982e-09,3.2632762825279826e-07
1917,6.57985488317081e-09,2.0507213138731828e-07
1918,1.2635013924011673e-08,2.549975492982526e-07
1919,1.4732557174212957e-08,2.725523131630325e-07
1920,2.8017257402979112e-08,3.4226488310196146e-07
1921,9.0872969149558e-09,2.5368704748007787e-07
1922,8.853522359686394e-09,3.0913549298183796e-07
1923,2.229349105320466e-08,3.1104726838648844e-07
1924,1.5469948877466777e-08,3.699896313769102e-07
1925,7.698724768800957e-09,5.664061517585139e-07
1926,1.0031524610987219e-08,3.622494930688447e-07
1927,1.1149224876660924e-08,3.45625960296303e-07
1928,4.570416489713125e-09,3.6220551513643784e-07
1929,1.1140406153131721e-08,4.277915945927191e-07
1930,5.2518016602221e-09,2.3318000441641118e-07
1931,1.596749932275543e-08,7.755642776885452e-07
1932,9.863582950409011e-09,4.5153290262334167e-07
1933,0.0,3.4067866838682903e-07
1934,1.1981580172459871e-09,4.3732766563664427e-07
1935,1.9149255514605557e-08,4.0931531319898795e-07
1936,1.2124714565686645e-08,2.982679658813936e-07
1937,6.295558963032022e-09,2.7196816343444397e-07
1938,2.2040864577910213e-08,3.319094883380558e-07
1939,1.988226472349197e-08,3.150574432453368e-07
1940,1.2678914584896006e-08,6.694466847534386e-07
1941,1.4757512545315876e-08,5.371734523862415e-07
1942,2.1239483061208375e-08,4.247896376874394e-07
1943,1.7419411024732767e-08,4.5290470129799587e-07
1944,2.2492303131116387e-08,3.245318076494641e-07
1945,2.178504043826024e-09,2.8974103249979066e-07
1946,1.3921104269343232e-08,2.9234317544535315e-07
1947,2.1457568166738383e-08,2.6464334257347844e-07
1948,2.5005341797168512e-08,2.957153619753683e-07
1949,1.178041031391075e-08,1.5903553896023936e-07
1950,2.8715476219076663e-08,2.24406121240861e-07
1951,6.396841056854896e-09,3.4116484615154263e-07
1952,9.49032352703938e-09,4.650258453864353e-07
1953,7.541679392097933e-09,2.0254795662921765e-07
1954,1.0749790169128914e-08,2.32586363724252e-07
1955,7.508486277174597e-09,1.9052784239192988e-07
1956,1.0465369681966763e-08,1.7267860719094585e-07
1957,3.5340151360863103e-09,3.0657580085691194e-07
1958,1.4062813691317899e-08,2.1838722030764757e-07
1959,1.1626122287111684e-08,2.123704962997408e-07
1960,1.2457499698470542e-08,3.017483232170548e-07
1961,8.33779090214648e-09,2.098344107359651e-07
1962,7.610347574349419e-09,2.6065442004785666e-07
1963,1.3578711488548834e-08,3.827903589659343e-07
1964,1.4601524378488051e-08,3.1697475355585425e-07
1965,1.9699356812452606e-08,3.83043028850949e-07
1966,1.2185964237687585e-08,5.638777964556141e-07
1967,2.4158644196248247e-08,1.2937200519758107e-06
1968,1.4372531054185345e-08,4.814797858188058e-07
1969,1.0446042669753908e-08,3.9513291660853156e-07
1970,1.5175792733579385e-08,2.6396681329643457e-07
1971,2.0553589163974095e-08,3.113868952686616e-07
1972,1.1286323153836264e-08,3.021656509449855e-07
1973,1.1577728109557484e-08,3.0322619593015077e-07
1974,6.750686232237513e-09,3.302210541678008e-07
1975,1.3707552426467373e-08,3.7752884507469275e-07
1976,7.4275851025262796e-09,3.2852779474623617e-07
1977,5.289103821581875e-09,3.1852156257006214e-07
1978,8.910887139279566e-09,3.178216498866959e-07
1979,5.851973239323627e-09,2.966950434224458e-07
1980,5.116635615198817e-09,2.3195415410626197e-07
1981,1.3283654176632353e-08,2.523894193640075e-07
1982,6.828252629986764e-09,2.2595307758166427e-07
1983,8.841442245000053e-09,1.7872344937330809e-07
1984,6.958810416790584e-09,2.2558143308870626e-07
1985,6.015557940663996e-09,2.2137253608001117e-07
1986,9.591176797218992e-09,2.1759982837821212e-07
1987,7.33298027855156e-09,2.377107826134761e-07
1988,3.597932174415064e-09,1.589086764397507e-07
1989,1.0427432250992297e-08,1.7068060287339648e-07
1990,9.807571754727462e-09,1.601903452108644e-07
1991,1.2895223555631219e-08,2.2332183091666735e-07
1992,9.91789939064347e-09,3.526364298345186e-07
1993,9.970573700002205e-09,5.245629344230451e-07
1994,2.1099706426497278e-09,3.017257905746362e-07
1995,9.760411145975922e-09,2.0334190098392213e-07
1996,1.0676184380997711e-08,2.0978701620322227e-07
1997,7.671831170341648e-09,2.5700634154190993e-07
1998,7.152193948201102e-09,2.4269777609831067e-07
1999,6.8553016596695215e-09,1.695544633584234e-07
2000,1.1045078629479121e-08,1.7539584762360505e-07
2001,4.381211837767296e-09,2.7338760189010713e-07
2002,7.448076377869484e-09,1.914593743546078e-07
2003,3.333538389771462e-09,1.8751153807450294e-07
2004,1.7619165015858584e-09,1.9072745849335604e-07
2005,6.7556245042510454e-09,2.0852360993472985e-07
2006,3.706100981659688e-09,2.0218839180685677e-07
2007,1.2782334662952977e-08,2.5085330235263825e-07
2008,7.2376473703172906e-09,1.7029758714315335e-07
2009,9.059565542202108e-09,1.6068808172953197e-07
2010,3.3066551718974324e-09,1.7383557970873653e-07
2011,3.059177577924288e-09,1.3269183329889245e-07
2012,4.765953853791416e-09,1.9165942410914738e-07
2013,5.578249862026041e-09,1.863135494772905e-07
2014,3.897801192920269e-09,1.6847163131217258e-07
2015,5.098123256885856e-09,1.8552736147370297e-07
2016,1.0356700386182638e-08,2.450395335529265e-07
2017,4.024978128569501e-09,2.44265866755633e-07
2018,3.0977600484760615e-09,1.6263239910330185e-07
2019,3.5713827450933877e-09,1.5025318189643144e-07
