year,ses_DET ans_NOUN,ses_DET gens_NOUN
1855,1.0189318899733735e-07,5.597757038344753e-06
1856,1.2942973603990993e-07,5.7368434767113285e-06
1857,1.9818926455528185e-07,8.40986339767369e-06
1858,1.1255455079073329e-07,7.883222579607718e-06
1859,1.217029423905558e-07,6.404426621031689e-06
1860,1.1580275360856263e-07,6.242821086743788e-06
1861,8.677372975718356e-08,5.687923710695486e-06
1862,9.894390129439046e-08,5.4762509478223365e-06
1863,1.0538649997116067e-07,7.86702730692923e-06
1864,1.1699136004406085e-07,6.4891849405057656e-06
1865,8.425251252219823e-08,4.69743070397044e-06
1866,1.1093597684919132e-07,5.329306020485092e-06
1867,9.899735431417866e-08,8.684106404643899e-06
1868,8.842374432660449e-08,9.278565862302912e-06
1869,8.497323022993442e-08,8.662874208198446e-06
1870,8.601073497871425e-08,6.301719537304962e-06
1871,7.965882775629041e-08,5.265979744706328e-06
1872,7.498700549390946e-08,7.560383636473489e-06
1873,9.098726883038921e-08,5.474201053345951e-06
1874,7.528007572865647e-08,7.406125448028433e-06
1875,9.669380807153516e-08,5.872003185913854e-06
1876,9.915464427301401e-08,6.852553106284631e-06
1877,1.063788335198268e-07,5.294820937251643e-06
1878,1.0568405106603507e-07,5.47262220607081e-06
1879,1.2951769345903585e-07,7.05260492850357e-06
1880,8.407378460084658e-08,5.0431435596465235e-06
1881,7.181682448731408e-08,6.057017237992568e-06
1882,6.122954476772691e-08,4.891042742372065e-06
1883,6.066565261253487e-08,4.309789154888222e-06
1884,6.139578090369469e-08,3.85076980080612e-06
1885,5.41433392009516e-08,4.368207115135192e-06
1886,6.195325363833604e-08,5.323462367812226e-06
1887,5.353718296463583e-08,3.4557597672346674e-06
1888,6.213802317134309e-08,4.798577393216874e-06
1889,6.82899904402845e-08,4.606128584327962e-06
1890,4.653614471550327e-08,3.581972322308502e-06
1891,5.2268602779292905e-08,3.7423045355922113e-06
1892,4.8894397863818995e-08,3.3104014676155202e-06
1893,3.879802479289651e-08,3.385897461072318e-06
1894,5.9234470217717217e-08,3.1280841668035464e-06
1895,2.6481904225050812e-08,2.873286490512328e-06
1896,4.776593365285464e-08,3.576548046169137e-06
1897,3.845631113552628e-08,3.235574091320359e-06
1898,3.791097891170381e-08,2.800319840901011e-06
1899,5.030096339453394e-08,2.994289218349877e-06
1900,4.568126776849368e-08,2.616290689871903e-06
1901,7.041810740071597e-08,2.6663872745302797e-06
1902,4.9593866791042274e-08,2.0446422475117743e-06
1903,5.238213796054936e-08,2.248651675529345e-06
1904,5.4283715300584845e-08,2.035907957775862e-06
1905,5.47040444054403e-08,2.391495719678005e-06
1906,5.247068113334308e-08,2.521679341782601e-06
1907,5.914269740614486e-08,2.4675361487425107e-06
1908,4.71493368792153e-08,2.1467682138620603e-06
1909,5.005894987419879e-08,2.241650882695012e-06
1910,4.2753206530576904e-08,2.1798791252081173e-06
1911,5.5863928927202267e-08,2.1813533592762724e-06
1912,5.5219864347755276e-08,2.1733706105919737e-06
1913,4.984810397790085e-08,2.266497851621807e-06
1914,7.500352927625187e-08,2.0746512419123064e-06
1915,4.1232666947443875e-08,1.3547876172026463e-06
1916,4.6147340837521256e-08,1.8107337851347438e-06
1917,3.947912841084644e-08,1.0988356997643223e-06
1918,1.1026920887502456e-07,1.5276880702685958e-06
1919,8.471220486194753e-08,1.68595706284691e-06
1920,4.391894581345923e-08,1.952121344572788e-06
1921,5.300923133777502e-08,1.778838317534337e-06
1922,6.861480361664007e-08,1.8312035585665853e-06
1923,9.342034656967257e-08,2.315338363700903e-06
1924,7.606058605169608e-08,2.2624801232495884e-06
1925,7.478760966073139e-08,2.7121506249727645e-06
1926,5.684530801630672e-08,2.320626016683036e-06
1927,5.6861046204836896e-08,2.591079777403138e-06
1928,4.798937336403242e-08,2.288636004266209e-06
1929,6.57283965033173e-08,2.4876527717765384e-06
1930,4.20144132817768e-08,1.8276270239425685e-06
1931,4.5621425748265665e-08,3.251667159531735e-06
1932,5.58936368300067e-08,2.266432094444326e-06
1933,1.835305885045102e-08,2.083072317304868e-06
1934,2.516131836216573e-08,2.0823985593665384e-06
1935,5.0266793394371234e-08,2.6162668476104045e-06
1936,6.304851440930292e-08,1.6974600498542713e-06
1937,2.3923124259361828e-08,2.0334656021248065e-06
1938,1.1409389033545381e-07,1.7165943901886749e-06
1939,7.188203721142372e-08,1.97140320778999e-06
1940,2.02862628917444e-08,2.5053534216112894e-06
1941,4.7224041566096275e-08,2.617982701735855e-06
1942,5.765002231150618e-08,2.579079971809506e-06
1943,5.2258234184421326e-08,2.337104366034737e-06
1944,4.4984606262232774e-08,2.6412390141672404e-06
1945,3.267756065739036e-08,1.4944537483074782e-06
1946,3.897909195416105e-08,1.9099754950957504e-06
1947,3.4570525775379224e-08,1.6438881154101637e-06
1948,4.892349725338363e-08,1.696014498620002e-06
1949,2.846932456446183e-08,1.5383252041090145e-06
1950,1.0635361658017928e-07,1.3102765912265113e-06
1951,4.797630914765705e-08,1.9243830280402108e-06
1952,1.5817205323287453e-08,2.957817592630363e-06
1953,2.801195131407752e-08,1.5288061305795964e-06
1954,3.518112912104243e-08,1.4482898862411275e-06
1955,1.6894094123642844e-08,1.5317311934381905e-06
1956,4.622205040938354e-08,1.2392741695066434e-06
1957,2.738861626383482e-08,1.7254828694746038e-06
1958,4.797901348441158e-08,1.615569123813998e-06
1959,5.968075811324525e-08,1.4106360737287105e-06
1960,3.045166724335857e-08,1.7357449628718769e-06
1961,5.2111194193127375e-08,1.6974353158616395e-06
1962,4.122271529682919e-08,1.5506083741456678e-06
1963,3.9442925370281046e-08,2.133151024708013e-06
1964,5.718930329301486e-08,1.7168958486024621e-06
1965,7.387258760260806e-08,2.5784267521089532e-06
1966,5.040558159752351e-08,2.7988945774382046e-06
1967,7.247593147852172e-08,5.184247967804367e-06
1968,8.623518454875523e-08,2.402009258162252e-06
1969,4.678010531722343e-08,2.2799623877745034e-06
1970,4.2768142805016396e-08,1.6964697024945963e-06
1971,5.6008531923446014e-08,1.9556740689097296e-06
1972,2.9241836674298582e-08,1.9786976785951538e-06
1973,5.6785999680286636e-08,1.7085417987061646e-06
1974,3.0378086990356934e-08,1.5813482008297797e-06
1975,3.712462071092659e-08,1.7871220947540678e-06
1976,3.542386795007957e-08,1.3723891925110365e-06
1977,3.64360481786008e-08,1.6020107196368372e-06
1978,3.3861370818399905e-08,1.8653457054540468e-06
1979,2.6333880187578984e-08,1.8422012395546972e-06
1980,1.8760996423061727e-08,1.5548887475347328e-06
1981,2.024175771442316e-08,1.4580392004859277e-06
1982,4.03487647737677e-08,1.4115860267338576e-06
1983,1.4525227021167098e-08,1.054026302682587e-06
1984,2.3775934665515308e-08,1.6614159648042914e-06
1985,1.9249785432329247e-08,1.2957512005584704e-06
1986,2.2179595993154777e-08,1.6628702468324263e-06
1987,3.1165165836899433e-08,1.2826604915971984e-06
1988,3.717863328311921e-08,1.0703848225546153e-06
1989,2.2501301488730974e-08,1.0789647735265362e-06
1990,2.3429198747759727e-08,1.0112696777753172e-06
1991,2.285971378856999e-08,1.382133447691558e-06
1992,2.975369950419804e-08,1.8816458897674693e-06
1993,2.8249958761161764e-08,1.826276687211248e-06
1994,3.481451560372051e-08,1.3741184368143422e-06
1995,3.633042044981494e-08,1.3491058172832027e-06
1996,3.20285515886809e-08,1.325448298672427e-06
1997,2.3494983403260505e-08,1.1081000739210367e-06
1998,3.337690390736725e-08,1.2182569797403175e-06
1999,3.427650954734851e-08,1.1717996279969611e-06
2000,2.9600811024543816e-08,1.1972864903952996e-06
2001,2.716351391041094e-08,1.5465677787318555e-06
2002,4.3812214689520346e-08,1.4033053012951768e-06
2003,1.833446089394286e-08,1.2700781422125829e-06
2004,2.026204010130428e-08,1.2690203696763547e-06
2005,3.7831496380036356e-08,1.3880556153367252e-06
2006,2.141302812841417e-08,1.23536701224225e-06
2007,2.3567429258131156e-08,1.4655744671188131e-06
2008,1.6604014163590364e-08,1.1099145105220032e-06
2009,3.0516430937765904e-08,1.0733201136758908e-06
2010,2.2201827765133686e-08,1.024118301273802e-06
2011,1.4913490886669933e-08,9.521689996461191e-07
2012,1.8723389366703813e-08,1.5366797292415413e-06
2013,2.036061236276865e-08,1.674869547940716e-06
2014,2.0138640005606945e-08,1.6084927381143643e-06
2015,1.994917830927534e-08,1.775255213942728e-06
2016,3.2934305949083864e-08,2.052697873011766e-06
2017,1.2829617646037406e-08,1.8109886248396379e-06
2018,1.6779534151023512e-08,1.379019565206363e-06
2019,1.836711227554133e-08,1.476256606736115e-06
