year,quelles_DET joies_NOUN
1986,9.591176519663236e-09
1987,1.4054879038383206e-08
1988,7.195864570874733e-09
1989,8.232183379419666e-09
1990,1.3621627825699534e-08
1991,8.7921980806982e-09
1992,1.7080827419135858e-08
1993,2.2156829704300662e-08
1994,1.1077345707377617e-08
1995,9.760411812109737e-09
1996,1.1743803263186692e-08
1997,1.1987236092636522e-08
1998,4.291316413329582e-09
1999,1.1882522743533741e-08
2000,1.590491383041126e-08
2001,8.3243023585311e-09
2002,1.1391175558372879e-08
2003,8.333846057695382e-09
2004,1.0571498787470546e-08
2005,6.7556242822064405e-09
2006,9.059357930496503e-09
2007,7.589511019645556e-09
2008,5.960415494499216e-09
2009,9.059565542202108e-09
2010,1.2754241218715379e-08
2011,1.1471915417615719e-08
2012,1.2936160143084408e-08
2013,1.4503450440628285e-08
2014,1.4941571979676382e-08
2015,1.7067630864175953e-08
2016,2.7134555047325648e-08
2017,1.0565567531983788e-08
2018,1.6779533318356243e-08
2019,1.4795729086358733e-08
