year,ces_DET oies_NOUN,ces_DET joies_NOUN
1976,7.998937512354587e-09,1.034148384704281e-07
1977,8.815172591880582e-09,1.0460671884260364e-07
1978,1.425741957827853e-08,1.1821776979559218e-07
1979,1.1703946700691858e-08,9.538716216894727e-08
1980,9.66475621755336e-09,1.256418311612606e-07
1981,9.48832451497239e-09,9.678091128506594e-08
1982,8.069752865935698e-09,8.752578217752216e-08
1983,1.7051352996233504e-08,8.71513581301997e-08
1984,7.538710988796993e-09,1.0322235421966752e-07
1985,1.0828004715079942e-08,8.542092233554399e-08
1986,1.4386764946028308e-08,9.351397256551763e-08
1987,1.2832715334809564e-08,1.2221634060338715e-07
1988,1.2592763165564236e-08,1.0014244988809651e-07
1989,1.7013179087754793e-08,9.659095212555258e-08
1990,9.262706268664544e-09,7.900543952388261e-08
1991,7.619904984768056e-09,8.323280908939523e-08
1992,1.2121877501769518e-08,8.815910490511669e-08
1993,1.2186256670432272e-08,1.0801454664033372e-07
1994,1.3714809232734382e-08,9.547617363381278e-08
1995,1.6267353131205198e-08,9.380839838257771e-08
1996,1.0676184603042316e-08,7.740233787245643e-08
1997,1.822059936262832e-08,6.952596720566362e-08
1998,1.3350762273489636e-08,8.96408298700635e-08
1999,9.597422329088445e-09,1.0602866851172621e-07
2000,1.1928685039741538e-08,9.012784474293767e-08
2001,1.22673927682726e-08,8.061429745964688e-08
2002,1.6210519815373914e-08,9.770123821084553e-08
2003,1.2084076406182476e-08,1.0375637771176116e-07
2004,1.8940602419803554e-08,9.294109348800816e-08
2005,1.4862373554080932e-08,8.87238660318701e-08
2006,6.588624035241963e-09,1.1118302500889854e-07
2007,1.3581230362547103e-08,7.829179526908092e-08
2008,1.277231942431456e-08,1.1367363761394245e-07
2009,2.1933686200625857e-08,1.1872799277057311e-07
2010,1.700565521733921e-08,1.1762244600532767e-07
2011,2.2179037717506844e-08,1.0362963953625126e-07
2012,2.5531894598529448e-08,1.3514883345777662e-07
2013,3.1796024591024263e-08,1.534018743143406e-07
2014,2.3819897165822113e-08,1.9922095528812633e-07
2015,3.036708307035951e-08,2.2409577571380623e-07
2016,2.4856080527158042e-08,2.7569535987481686e-07
2017,1.9370207215985147e-08,1.1068690142224114e-07
2018,2.4007639431999905e-08,2.04452160978974e-07
2019,2.4744581716973357e-08,1.8418132263775533e-07
