year,trois_DET oeufs_NOUN,trois_DET jeux_NOUN
1861,2.8295783494058924e-09,2.3579819208308095e-08
1862,1.9879140111811466e-08,2.5300723294208183e-08
1863,4.495158911765884e-09,2.1476870337711063e-08
1864,1.4384183844029508e-09,3.835782358407869e-09
1865,4.706844358715045e-10,5.50700798296333e-08
1866,9.731225825149181e-10,2.7733993990253225e-08
1867,3.396968040192405e-09,3.008743121313273e-08
1868,3.951899252285784e-09,1.5807596898120835e-08
1869,1.953407657850903e-09,4.49283774628384e-08
1870,1.7202146374017957e-09,1.7202147262196377e-08
1871,1.0621177271019633e-09,2.0180236148803488e-08
1872,1.8142017887967654e-09,2.7817760428483496e-08
1873,4.788803575905831e-09,1.5563610844537834e-08
1874,4.182226565063729e-09,2.0313670745508716e-08
1875,5.721527251978387e-09,1.830888685105947e-08
1876,6.650616057868319e-09,2.539326215966753e-08
1877,1.2369631985365004e-09,2.350230088321581e-08
1878,1.8117265465633636e-09,2.838371737645673e-08
1879,3.0546627449723474e-09,3.176849006081284e-08
1880,4.492492600149944e-09,2.8238523519519276e-08
1881,1.3945015142624584e-09,1.1853262871230896e-08
1882,5.324307883469714e-09,1.2645231528551903e-08
1883,1.2638677882037541e-09,1.516641390253426e-08
1884,2.6406787867472303e-09,1.5183903911974994e-08
1885,6.445635691854079e-10,2.3848852059860093e-08
1886,3.2267319927115068e-09,2.0005737511041843e-08
1887,6.528924623161458e-10,2.0892558405538608e-08
1888,1.9021844099853524e-09,3.4239319823825554e-08
1889,1.2530273707511697e-08,3.069917065001704e-08
1890,7.865263995654459e-09,2.4251229135963115e-08
1891,3.824531802365527e-09,1.5298127875595924e-08
1892,3.761107425503951e-09,2.695460321611165e-08
1893,7.3900996988562895e-09,2.093861639629324e-08
1894,2.520615716150587e-09,1.0082462642557743e-08
1895,1.2037228991346183e-09,1.805584415315309e-08
1896,2.94851448812139e-09,9.435246750566506e-09
1897,1.1653427112179315e-09,1.3984112756659783e-08
1898,3.395012826423738e-09,2.7160104165702137e-08
1899,1.6582735185011188e-09,2.1004797901014172e-08
1900,4.15284251431558e-09,2.8550791619785798e-08
1901,7.824234649067563e-09,1.9560586594913332e-08
1902,3.928227076954727e-09,7.218117525908951e-08
1903,1.6200660812870638e-09,2.5381034829408122e-08
1904,3.2247751136083025e-09,2.364835172130597e-08
1905,3.6125312741219773e-09,2.6835946353997997e-08
1906,3.600929110447737e-09,2.2119994169678137e-08
1907,6.685696440911215e-09,5.091415111735387e-08
1908,3.929111258571538e-09,2.9959474012741794e-08
1909,1.0451868703853506e-08,3.025541034373802e-08
1910,8.01622590529405e-09,2.6186338430989053e-08
1911,1.0108711090417444e-08,3.0326132494096214e-08
1912,5.2094213387476884e-09,1.510732161591477e-08
1913,1.1136278177392711e-08,2.9166444370787303e-08
1914,2.209925398233281e-08,1.875088229130739e-08
1915,3.2986132936230206e-08,2.7095753085681906e-08
1916,3.2962386153911893e-09,2.6369908923129515e-08
1917,4.3865698851064394e-09,2.1932848426331475e-08
1918,4.594550517822427e-09,3.5607765624945387e-08
1919,3.6831393490643904e-09,1.7494912019078157e-08
1920,5.300562211374427e-09,2.953170374908609e-08
1921,1.5145494858259667e-09,3.483463717479651e-08
1922,5.902348387820666e-09,2.656056830030451e-08
1923,4.246379248229459e-09,2.866306036963806e-08
1924,1.289162443462999e-09,1.933743654092268e-08
1925,3.299453377181294e-09,2.3096174528447477e-08
1926,8.916910765321973e-09,2.2292277579438746e-08
1927,1.1149224654616319e-08,4.348197824022293e-08
1928,3.4278122562625413e-09,3.6563331695660395e-08
1929,0.0,2.8965056131369238e-08
1930,2.100720708497761e-09,2.4158288369768854e-08
1931,1.0264820993199919e-08,2.737285687004487e-08
1932,3.287861094491973e-09,3.178265661762936e-08
1933,4.588264879146209e-09,5.850037565480193e-08
1934,2.3963160344919743e-09,3.474658250013363e-08
1935,2.393656828303392e-09,1.9149254626427137e-08
1936,9.699771652549316e-09,2.5461901032031165e-08
1937,2.5182236296217297e-09,3.399601800069263e-08
1938,6.482607339819424e-09,2.981999247531064e-08
1939,6.117620188206274e-09,3.058810182920979e-08
1940,2.5357829169792012e-09,4.817987520056022e-08
1941,5.9030051957620344e-09,1.7709016475464523e-08
1942,6.068423541449874e-09,2.1239483061208375e-08
1943,5.806470415592457e-09,6.096793847554238e-08
1944,1.6065930807940276e-08,2.2492303131116387e-08
1945,1.089252066321933e-08,1.5249527862692958e-08
1946,5.568441707737293e-09,3.61948711002924e-08
1947,4.7683483828109274e-09,3.337843867967649e-08
1948,1.0871888278529696e-08,3.6964420191409886e-08
1949,1.9634016634739737e-09,2.8469324453439526e-08
1950,6.381216888229346e-09,2.7651939848993834e-08
1951,5.330700769690111e-09,3.518262503554581e-08
1952,1.4762725264461096e-08,4.9560577974894215e-08
1953,6.464296653518886e-09,3.986316288173697e-08
1954,7.818028668893362e-09,4.3976411623347644e-08
1955,1.3139851429144755e-08,4.035811507208109e-08
1956,5.232684952005684e-09,2.6163424537983815e-08
1957,7.068030161150318e-09,2.2971097912716232e-08
1958,4.1361216673863055e-09,4.715178869574288e-08
1959,4.650448914844674e-09,2.480239236213322e-08
1960,8.305000243069571e-09,3.9448748490045205e-08
1961,5.55852741612739e-09,2.8487453451742084e-08
1962,5.0735651235811474e-09,3.614915089489301e-08
1963,4.526237162849611e-09,4.073613535382492e-08
1964,4.867174663303331e-09,3.589541236470595e-08
1965,3.830430195250756e-09,4.651236773511869e-08
1966,6.092982340888398e-09,3.9881337343672385e-08
1967,3.451234853457663e-09,2.810291283017463e-08
1968,4.491415683816058e-09,3.458390082644591e-08
1969,9.537691525451919e-09,4.950515974933012e-08
1970,5.978342543233595e-09,3.862929043307872e-08
1971,5.652237344833111e-09,4.3676377403656375e-08
1972,9.234264020108185e-09,6.002271746297083e-08
1973,7.718485406371656e-09,5.072147546414385e-08
1974,2.025205780853412e-08,3.656621605507837e-08
1975,3.998036124386317e-09,4.3407248018212385e-08
1976,1.0284348483935446e-08,5.14217411984319e-08
1977,1.4104276857551667e-08,6.875834784869639e-08
1978,8.910887139279566e-09,6.653462347738781e-08
1979,7.022368020415115e-09,4.330460212642606e-08
1980,7.390696110665118e-09,5.002932612629962e-08
1981,6.325549417596221e-09,7.08461564968843e-08
1982,8.069752865935698e-09,4.2211014017468074e-08
1983,1.1367568553133367e-08,5.746937425943344e-08
1984,1.2177917618760858e-08,4.697197014680299e-08
1985,1.2632671797518924e-08,4.0304238280164384e-08
1986,1.2588419251446936e-08,4.735643449604865e-08
1987,7.94406213033838e-09,4.827545208030415e-08
1988,1.1993107729146857e-08,6.416312658963363e-08
1989,6.036934174780129e-09,3.896566569405735e-08
1990,9.262707045820662e-09,3.8685420311601604e-08
1991,1.0550637363770932e-08,5.9200798874226024e-08
1992,9.917899501665772e-09,6.9425298565573e-08
1993,1.0524494165053966e-08,4.7637184863447146e-08
1994,1.1077345929422222e-08,6.804655261483106e-08
1995,8.133676565602599e-09,8.404798557126725e-08
1996,8.540947060708959e-09,6.512472139341696e-08
1997,1.006927874414032e-08,7.432086246428327e-08
1998,8.10582001520288e-09,7.581325722760823e-08
1999,6.398281821029528e-09,9.231806324949687e-08
2000,5.301637684418381e-09,6.450326128781825e-08
2001,1.7524847129024579e-09,5.651763110292585e-08
2002,3.9430991805033955e-09,7.448076705385276e-08
2003,6.250384210204629e-09,5.45866885026669e-08
2004,3.523833003171717e-09,3.5238330253761774e-08
2005,4.503749484463526e-09,5.584649531709118e-08
2006,4.941467846020231e-09,4.0767111131323475e-08
2007,1.5977917877663117e-09,4.314037990726938e-08
2008,4.257439734089985e-09,3.618823768425372e-08
2009,5.721831231042529e-09,3.766872147537015e-08
2010,4.723792912386671e-09,3.684558652627956e-08
2011,3.059177577924288e-09,4.894683991452098e-08
2012,2.382976926895708e-09,4.3914858971483284e-08
2013,1.6734750252211938e-09,4.100013900609767e-08
2014,1.5158116567492996e-09,3.767874712234942e-08
2015,2.438232948875907e-09,3.081039852415035e-08
2016,3.1070099826280284e-09,4.5155214151160195e-08
2017,1.0062445321423752e-09,4.276539328218476e-08
2018,5.421080029321956e-09,4.4917520924947496e-08
2019,4.591778068885333e-09,3.3417938583024664e-08
