year,ces_DET ans_NOUN,ces_DET gens_NOUN
1879,1.8938908663557186e-08,9.189647471430362e-06
1880,1.8611754359909582e-08,6.8946920919188415e-06
1881,1.812851979643426e-08,7.408986675727647e-06
1882,1.4641846846075168e-08,7.007454996710294e-06
1883,1.2638677882037541e-08,7.464403211088211e-06
1884,1.1222884843675729e-08,7.176704571065784e-06
1885,1.2246707925545053e-08,6.90005322212528e-06
1886,1.6133659463957173e-08,7.3543674261600245e-06
1887,1.697520390919749e-08,7.077354439388728e-06
1888,1.7119659467823567e-08,6.7857261001336155e-06
1889,7.518164202302557e-09,7.10654467184213e-06
1890,1.9007721174801873e-08,6.497363415292057e-06
1891,3.505821055682645e-08,6.365933586494066e-06
1892,2.1312941633766513e-08,6.882826596665836e-06
1893,1.3548516419881196e-08,6.329004804683791e-06
1894,1.5123694296903523e-08,6.356362746373634e-06
1895,1.2037228547256973e-08,7.0544182335652295e-06
1896,9.435246306477296e-09,7.163121267694805e-06
1897,7.574727733938857e-09,6.8796007326454856e-06
1898,1.018503881233812e-08,6.700058065689518e-06
1899,1.1055156790007459e-08,7.287006724254752e-06
1900,1.7130475371551768e-08,7.079039050950087e-06
1901,5.588739082629246e-09,6.887002996336378e-06
1902,1.2766738111125164e-08,5.821141712658573e-06
1903,6.48026410310365e-09,6.416001838260854e-06
1904,6.987012746151322e-09,6.252301318454556e-06
1905,8.257214467732865e-09,7.031534096313408e-06
1906,5.658602919567102e-09,6.811929210925882e-06
1907,8.228549175370858e-09,6.500039717138861e-06
1908,9.822778146428846e-09,7.74280476889544e-06
1909,5.500983557560346e-09,7.038508670120791e-06
1910,1.2825962070195374e-08,7.249874784065469e-06
1911,1.276889838308648e-08,6.729741357958119e-06
1912,6.772247596043002e-09,6.943116432012175e-06
1913,4.772690798127144e-09,7.084263870638097e-06
1914,4.68772043404897e-09,7.407938028336503e-06
1915,1.64930663570928e-08,7.1367854843629175e-06
1916,1.3184954461564757e-08,7.823072792234598e-06
1917,1.644963654179321e-08,8.829068178783928e-06
1918,3.2161855401113826e-08,8.4298515048431e-06
1919,2.0257266697409904e-08,8.527388445145334e-06
1920,5.300562211374427e-09,7.605549512845755e-06
1921,2.7261891411001216e-08,7.35768139747961e-06
1922,2.5084979815570563e-08,8.225660167227034e-06
1923,3.3971033541746465e-08,7.768750833747617e-06
1924,3.222906141964188e-08,8.084337764557858e-06
1925,1.8696902470694e-08,8.51808863444603e-06
1926,1.560459417238036e-08,8.77089644291118e-06
1927,1.783875902550136e-08,9.942878705260227e-06
1928,9.140832757381645e-09,7.890824122114282e-06
1929,3.119313785049371e-08,9.255449754164147e-06
1930,1.4705044848462023e-08,8.002695722097997e-06
1931,2.0529641986399838e-08,8.02252804987802e-06
1932,2.1919073223131136e-08,7.479883720407088e-06
1933,1.1470662197865522e-08,7.41807741633238e-06
1934,1.1981580172459871e-08,8.250516202679137e-06
1935,1.4361940969820353e-08,7.57712086851825e-06
1936,2.667437293268904e-08,6.786202789044182e-06
1937,8.813782592653752e-09,7.215969731078076e-06
1938,1.555825723809079e-08,6.950651254555851e-06
1939,1.988226649984881e-08,6.882322509227379e-06
1940,2.2822046030768206e-08,6.729967935825698e-06
1941,8.854508237732261e-09,7.287259677468683e-06
1942,2.730790527039062e-08,8.59895635585417e-06
1943,3.774205858952939e-08,8.082606768766709e-06
1944,2.2492303131116387e-08,8.980855113804864e-06
1945,1.9606536838523425e-08,1.0790130204441084e-05
1946,1.6705325123211878e-08,9.398137763128034e-06
1947,2.0265480182857232e-08,9.049133041116875e-06
1948,1.848220909650422e-08,8.325691510435718e-06
1949,6.8719057111366055e-09,7.867350404922036e-06
1950,1.4889506072535141e-08,8.943275474848633e-06
1951,1.2793682113709792e-08,8.522724783688318e-06
1952,1.0544804140977249e-08,8.042521926654445e-06
1953,4.3095309543161875e-09,7.513667242164956e-06
1954,7.818028890937967e-09,8.745442414692661e-06
1955,1.1262729859851106e-08,7.830412755538418e-06
1956,1.3081711935925e-08,8.518811227986589e-06
1957,7.068030161150318e-09,7.326896593440324e-06
1958,1.2408365446248126e-08,7.775081598992983e-06
1959,1.6276571201956358e-08,8.014273021217377e-06
1960,1.5917916984520275e-08,7.949961172926123e-06
1961,1.04222386276831e-08,8.416305377068056e-06
1962,1.0781325554543031e-08,9.438733627575857e-06
1963,1.099229041123806e-08,8.658692081553454e-06
1964,6.69236516204208e-09,8.402568710152991e-06
1965,1.2038495422750373e-08,8.244180662586587e-06
1966,8.862519385033352e-09,8.270946523225575e-06
1967,1.3804939524852955e-08,8.987508863356197e-06
1968,2.7846778827278484e-08,9.1148793899265e-06
1969,1.2262746040825334e-08,8.125204544739972e-06
1970,1.4715919871566285e-08,8.110311227937927e-06
1971,2.3122787906615372e-08,8.140763270603202e-06
1972,1.0260293503705498e-08,7.409470981656341e-06
1973,1.0475086797967492e-08,7.5982973157806555e-06
1974,7.875800345225059e-09,7.130974495339615e-06
1975,8.567220266542108e-09,7.16904992259515e-06
1976,6.8562320265641574e-09,7.216755761874083e-06
1977,8.227494963097826e-09,7.267815931299992e-06
1978,8.910887139279566e-09,7.759006280139147e-06
1979,1.1118749476679568e-08,8.04119633812661e-06
1980,1.0801786243241907e-08,8.192870609491365e-06
1981,1.3283654287654656e-08,7.946787718537962e-06
1982,2.483000915987077e-09,8.746991625230294e-06
1983,6.315316158911344e-09,7.754576813567837e-06
1984,7.538711266352749e-09,8.556437023798935e-06
1985,1.0828004826102244e-08,8.037387260628748e-06
1986,1.019062523255343e-08,9.43052430102398e-06
1987,9.166225667378569e-09,8.262435471806384e-06
1988,7.195864348830128e-09,7.941836088320997e-06
1989,6.0369343968247335e-09,9.239253245141299e-06
1990,7.628111586832631e-09,8.548388450435596e-06
1991,9.37834432335194e-09,9.305076446253224e-06
1992,9.366905251440016e-09,8.566861197323306e-06
1993,4.985286850001103e-09,8.28554641429946e-06
1994,7.3848970827405935e-09,9.349280162496143e-06
1995,6.506941097050856e-09,9.025127042150416e-06
1996,8.540947504798169e-09,8.36639173940057e-06
1997,9.589788629860152e-09,8.626494491181802e-06
1998,5.244941925219848e-09,8.270796797660296e-06
1999,8.683382124452521e-09,7.975001039994822e-06
2000,5.743440834038438e-09,8.93900335086073e-06
2001,3.94309060403053e-09,8.683561873112922e-06
2002,3.066854992184176e-09,9.413492193743878e-06
2003,6.667076501987168e-09,9.165563483293226e-06
2004,7.047666006343434e-09,9.375157674185175e-06
2005,1.0808999362232896e-08,9.274121339331032e-06
2006,7.41220168576362e-09,9.254133829017519e-06
2007,6.7906151812735516e-09,9.781282074072806e-06
2008,7.663391587975354e-09,9.72952716438158e-06
2009,9.059566208335923e-09,1.038226207583648e-05
2010,8.0304479732618e-09,1.239098196492705e-05
2011,5.353560678100777e-09,1.2807628991140518e-05
2012,5.446804396402882e-09,1.545598797747516e-05
2013,1.1435412616833673e-08,1.677937621025194e-05
2014,6.929424548052232e-09,1.7484021100244718e-05
2015,5.541438599654391e-09,1.6896289025680744e-05
2016,9.528164313099552e-09,1.6558499510210822e-05
2017,9.307761950072546e-09,1.6060920415839064e-05
2018,7.744400343234759e-09,1.7145586070910213e-05
2019,3.5713829116268414e-09,1.6063059547377634e-05
