year,les_DET oies_NOUN,les_DET joies_NOUN
1878,4.813153733351783e-07,2.198228237659805e-06
1879,4.661415058393459e-07,2.6300644151433517e-06
1880,6.327996473487474e-07,2.0742478312740786e-06
1881,5.68956634694473e-07,2.4145794839114387e-06
1882,5.051437419467675e-07,2.6861134401201525e-06
1883,6.243506760483797e-07,2.180171918553242e-06
1884,5.644450800090794e-07,2.393775346831717e-06
1885,4.10586999510798e-07,2.3075376631709332e-06
1886,4.5238780543854773e-07,2.444572153592617e-06
1887,4.968511522207564e-07,2.0742392834449674e-06
1888,4.3496617152527506e-07,2.498202150036377e-06
1889,4.4858378878132044e-07,2.4070654944807757e-06
1890,4.817473957530183e-07,2.353680145006365e-06
1891,4.2707273628650455e-07,2.2838829778493164e-06
1892,5.904938618073174e-07,2.332513425074012e-06
1893,5.413248107544177e-07,2.4448912725461014e-06
1894,3.7494157112405446e-07,2.497930147171701e-06
1895,3.9482110825161953e-07,2.6698573023509198e-06
1896,5.183488394067126e-07,2.668995236376759e-06
1897,4.492396001865018e-07,2.5975488853191564e-06
1898,4.837893285980499e-07,2.6226474503232566e-06
1899,5.378333831629334e-07,2.399521790152903e-06
1900,4.2981919623485965e-07,2.596045618474818e-06
1901,3.917705884148859e-07,2.4344547071564193e-06
1902,3.3831854984178733e-07,2.2400714350112594e-06
1903,3.9529613271582775e-07,2.4138983860666485e-06
1904,4.6651745932990707e-07,2.378809149661265e-06
1905,4.180214836502216e-07,2.4255568007447437e-06
1906,4.840677552131467e-07,2.5720923133576434e-06
1907,4.4639880325547665e-07,2.6794213070502337e-06
1908,4.16976919659362e-07,2.695370291405652e-06
1909,3.9001974716512677e-07,2.9325743469144072e-06
1910,5.509819449578401e-07,3.0467002289924494e-06
1911,4.878783039785617e-07,2.7846839358858233e-06
1912,4.3759138845800294e-07,2.692228868284019e-06
1913,3.887091333254489e-07,2.6446009115943525e-06
1914,4.855139064119385e-07,2.5615044947358e-06
1915,2.473959943571913e-07,2.0957974413704505e-06
1916,2.6809406961092463e-07,2.316157100779037e-06
1917,3.893080684491679e-07,2.4268696705576076e-06
1918,3.652667697195966e-07,2.6120018574715687e-06
1919,4.797288877256278e-07,3.1601336445419292e-06
1920,4.3616053879702577e-07,2.6237783146143556e-06
1921,4.4300572987765463e-07,2.6103259287424407e-06
1922,4.84730355410079e-07,2.722458262383043e-06
1923,4.299459046563925e-07,3.063762733290787e-06
1924,4.963275417324553e-07,2.8284225095376314e-06
1925,3.838364168728958e-07,2.7704409575335376e-06
1926,4.514186233706141e-07,2.575872692034409e-06
1927,4.325899194412841e-07,2.8096046236214534e-06
1928,3.850575769348552e-07,2.4577415302928785e-06
1929,4.1999331834574605e-07,2.3394853130298543e-06
1930,3.497700085119959e-07,2.302389830788343e-06
1931,3.25052660343772e-07,2.136223322679598e-06
1932,2.487814780849362e-07,2.1151905329475085e-06
1933,4.886502225076583e-07,2.167955045706549e-06
1934,3.9059950296405077e-07,2.1195415627062175e-06
1935,4.176931147625851e-07,2.3553582764179737e-06
1936,4.910509403543983e-07,2.1969982100245034e-06
1937,3.361828575521031e-07,2.226109629077655e-06
1938,3.656190541434512e-07,2.0848065105383284e-06
1939,4.863508173968967e-07,1.9989323192248776e-06
1940,3.52473818132637e-07,1.80040583330765e-06
1941,1.345885138448466e-06,2.1664029574708366e-06
1942,5.006449459443729e-07,2.4334379133961193e-06
1943,6.532279093196536e-07,2.5606535274391717e-06
1944,4.530592363494179e-07,2.490219216610967e-06
1945,4.6837837075486277e-07,2.6338114054169637e-06
1946,4.705333092047681e-07,2.6436176199240435e-06
1947,3.7193117963241207e-07,2.5582189664419275e-06
1948,5.175018493730477e-07,2.3407175575584915e-06
1949,3.16107669373622e-07,2.229442657153413e-06
1950,4.094614123317797e-07,2.0419893189682625e-06
1951,4.040671335303614e-07,2.150404633027847e-06
1952,4.112473401818306e-07,1.8885744310637165e-06
1953,3.8247087186249473e-07,1.8832649999467321e-06
1954,4.3780963210338086e-07,2.2642966968078326e-06
1955,3.144178606362402e-07,1.8442719706968091e-06
1956,3.1657744337110216e-07,1.9387098149081794e-06
1957,3.454499761801344e-07,1.6866086554045978e-06
1958,4.309838868010729e-07,1.7959041045401136e-06
1959,6.960171283765249e-07,1.7803468139732104e-06
1960,4.429333402278246e-07,1.8866191169308877e-06
1961,4.2383771337028975e-07,2.0545707570818195e-06
1962,3.640283017247725e-07,1.895610800772829e-06
1963,3.633921794587991e-07,1.881621535915201e-06
1964,3.814648197320025e-07,2.139123331801329e-06
1965,3.2175616215823766e-07,1.9420281418547347e-06
1966,3.5505469142549373e-07,1.9375682995814714e-06
1967,3.3033247959224354e-07,1.8183077301614503e-06
1968,3.876091891896749e-07,2.1055756818100235e-06
1969,5.173062227470382e-07,1.6123240058618649e-06
1970,3.3386743991670187e-07,1.7631511894933283e-06
1971,3.2834358609790115e-07,1.9921567115943617e-06
1972,3.303814661848037e-07,1.6431860885290916e-06
1973,2.84481314949403e-07,1.6181253528202433e-06
1974,3.200950375870093e-07,1.4384587245785951e-06
1975,2.918566441856285e-07,1.5123999190791437e-06
1976,2.7653470180410977e-07,1.6174994854623037e-06
1977,3.7846475819947045e-07,1.5444182537294182e-06
1978,4.829700692710048e-07,1.6099003090630504e-06
1979,3.388292570960516e-07,1.5683288054901823e-06
1980,3.54753392883822e-07,1.5702386093607856e-06
1981,3.554958780682682e-07,1.5415364629234318e-06
1982,3.401711134998209e-07,1.4736609941223833e-06
1983,3.5555230404327176e-07,1.5074659458491624e-06
1984,3.815747575686146e-07,1.5460156390645352e-06
1985,3.332619105123058e-07,1.4256872375995044e-06
1986,3.2909725256047295e-07,1.4033090351972533e-06
1987,3.7337091995937044e-07,1.4775955250456718e-06
1988,3.4240321689082975e-07,1.5255232383992734e-06
1989,3.1227413765932965e-07,1.3681889114991463e-06
1990,3.154768948299136e-07,1.4754947414985509e-06
1991,3.950627576188026e-07,1.5081549946671657e-06
1992,3.845941041191736e-07,1.4645431889448446e-06
1993,3.788817872774075e-07,1.5365761498742359e-06
1994,3.8559713733121725e-07,1.545553445225778e-06
1995,3.3185399583857134e-07,1.4434564405974015e-06
1996,3.763354907704297e-07,1.4957334570908642e-06
1997,4.1331989386605983e-07,1.434632451946527e-06
1998,3.943242976589545e-07,1.4952853746308392e-06
1999,3.934943126893131e-07,1.440527455542906e-06
2000,3.088204154622076e-07,1.433651185323015e-06
2001,4.359305627588128e-07,1.3844629620507476e-06
2002,4.714194483668166e-07,1.44799373913429e-06
2003,3.7752320558581687e-07,1.4280045306236389e-06
2004,3.255140867963746e-07,1.4390452989232472e-06
2005,3.5804809073169963e-07,1.4443525486740327e-06
2006,3.446673750850948e-07,1.5133245767628978e-06
2007,3.4592192310611836e-07,1.5282878393918509e-06
2008,3.533675041467177e-07,1.5599259270970833e-06
2009,4.0672683043752045e-07,1.6183245179490768e-06
2010,3.561739898572114e-07,1.5479870256740469e-06
2011,7.32673059999911e-07,1.7257585653851493e-06
2012,4.592336786402029e-07,1.928849542309763e-06
2013,5.667502041006856e-07,1.927564269976756e-06
2014,5.31833337813481e-07,2.352539567596068e-06
2015,5.257716888529274e-07,2.300583560099767e-06
2016,7.146123239820668e-07,2.541534286137903e-06
2017,4.170883656229307e-07,1.7121250692753165e-06
2018,4.773131925261964e-07,2.081952871435533e-06
2019,5.255034762896571e-07,2.09920774807415e-06
