year,étaient_VERB à_ADP,étaient_VERB a_ADP,étaient_VERB las_ADJ,etaient_VERB à_ADP,etaient_VERB a_ADP
1989,4.899246505374322e-06,2.689179812165321e-08,4.116091645300912e-08,1.0976244357863152e-09,3.2928733073589456e-09
1990,4.688564331445377e-06,1.743568267542628e-08,3.705082818328265e-08,2.724325431913144e-09,1.089730194969718e-09
1991,4.683896804635879e-06,9.37834432335194e-09,3.106576684785978e-08,2.9307325455363298e-09,5.861465202094962e-10
1992,4.971071575710084e-06,2.093778816991687e-08,4.683452559106627e-08,5.509944167592096e-10,1.65298330578878e-09
1993,4.946512035530759e-06,1.3848018731721368e-08,4.4313658520422905e-08,5.539207426075166e-10,5.539207426075166e-10
1994,5.006432729715016e-06,1.2132331139724783e-08,4.008944287647864e-08,5.274926606624319e-10,1.5824779264761446e-09
1995,4.848755452258047e-06,1.2471637056421514e-08,2.76544991351102e-08,2.1689803286761844e-09,1.626735190995987e-09
1996,4.75517254017177e-06,9.07475650180345e-09,3.790045610685411e-08,1.067618438099771e-09,5.338092190498855e-10
1997,4.799209818884265e-06,1.0548767748197463e-08,3.6920688728514506e-08,9.58978896292706e-10,2.3974471297094624e-09
1998,4.919755610899301e-06,1.0966696883940585e-08,4.1005911555203056e-08,2.3840645013706308e-09,9.536258449571733e-10
1999,4.8549245548201725e-06,1.5081664278548956e-08,3.564757022900267e-08,0.0,1.3710603763428253e-09
2000,4.8227229854092e-06,6.1852438726361925e-09,2.960081069147691e-08,8.836062992401139e-10,0.0
2001,4.991514742869185e-06,7.009938629565227e-09,3.592593600387772e-08,4.3812117822561447e-10,1.7524847129024579e-09
2002,5.142239842825802e-06,7.009954283709874e-09,3.1106672793157486e-08,1.752488598683044e-09,0.0
2003,5.215320925344713e-06,1.1667383947866483e-08,3.208530685583355e-08,8.333845835650777e-10,8.333845835650777e-10
2004,5.1064744184259325e-06,1.101197855124525e-08,4.096455796798182e-08,1.7619165015858584e-09,8.809582507929292e-10
2005,5.16174759468413e-06,1.7114248240801544e-08,2.38698731891418e-08,0.0,0.0
2006,4.934055596095277e-06,1.1118302889467913e-08,3.500206346984669e-08,0.0,0.0
2007,5.2363629947649315e-06,7.190062878414949e-09,3.0358044966760644e-08,3.994479469415779e-10,3.994479469415779e-10
2008,5.391195827542106e-06,9.792111343998045e-09,3.405951787271988e-08,8.514879357157668e-10,4.257439678578834e-10
2009,5.666043307428481e-06,1.3827758271744983e-08,4.196009228962794e-08,9.53638501499654e-10,0.0
2010,6.094165200920543e-06,7.55806894847666e-09,4.7237929123866707e-08,4.723793023408973e-10,4.723793023408973e-10
2011,6.307259354798589e-06,7.26554677532576e-09,4.894684124678861e-08,0.0,7.64794394481072e-10
2012,7.571398327854695e-06,7.1489305863980945e-09,6.672335217672298e-08,1.0212758416727752e-09,0.0
2013,8.110218004730996e-06,5.578250084070646e-09,6.498661520026872e-08,0.0,0.0
2014,8.306215022457764e-06,2.3819897027044235e-09,8.791707273303473e-08,0.0,0.0
2015,8.231252650148235e-06,3.32486305154589e-09,6.893549198139226e-08,6.649726325136385e-10,0.0
2016,8.497465387335978e-06,4.142680254393127e-09,6.8354218285549e-08,6.214020409345267e-10,0.0
2017,8.3435279520927e-06,3.77341691226718e-09,5.7355936888825454e-08,0.0,0.0
2018,8.174472895916551e-06,2.8396133222585718e-09,5.782485601457665e-08,5.162933414126769e-10,2.323319980845895e-09
2019,7.808828740962781e-06,3.06118530524202e-09,5.101975375509937e-08,2.55098775436835e-10,0.0
