year,avait_VERB eu_VERB,avait_VERB lu_VERB
1944,1.941407026606612e-05,1.2627821206478984e-06
1945,2.2148849893710576e-05,1.6491275118823978e-06
1946,2.0050565581186675e-05,1.627377059776336e-06
1947,2.0133158614044078e-05,1.5366002799055423e-06
1948,1.877248905657325e-05,1.4655304312327644e-06
1949,1.657110988162458e-05,1.2025834621454123e-06
1950,1.7519631001050584e-05,1.2656080343731446e-06
1951,1.8837630705093034e-05,1.4808687183176517e-06
1952,1.7800683053792454e-05,1.3307542303664377e-06
1953,1.742451058817096e-05,1.1872757568198722e-06
1954,1.8830700355465524e-05,1.4824937579760444e-06
1955,1.706021976133343e-05,1.5157756934058852e-06
1956,1.691901525191497e-05,1.454686412216688e-06
1957,1.7681561075733043e-05,1.434810087630467e-06
1958,1.7187239791383035e-05,1.2821977861676714e-06
1959,1.7050095266313292e-05,1.3873838042854914e-06
1960,1.6639067325741053e-05,1.30388502839196e-06
1961,1.6955593309830874e-05,1.4125607776804827e-06
1962,1.7227925127372146e-05,1.4967016568334657e-06
1963,1.7407261111657135e-05,1.355284780402144e-06
1964,1.7325317458016798e-05,1.46745321671915e-06
1965,1.6064277588156983e-05,1.3231400544100325e-06
1966,1.793164665286895e-05,1.4905650687069283e-06
1967,1.717482336971443e-05,1.3223160522102262e-06
1968,1.8051448932965286e-05,1.5041752021716093e-06
1969,1.6517464246135205e-05,1.2022032933600713e-06
1970,1.5500461813644506e-05,1.323513060924597e-06
1971,1.4559649571310729e-05,1.1633331951088621e-06
1972,1.403197802574141e-05,1.1727515811799094e-06
1973,1.4892817489453591e-05,1.2377142866171198e-06
1974,1.3709518498217221e-05,1.1386157439119415e-06
1975,1.3733825653616805e-05,1.0166435231440119e-06
1976,1.3873014722776134e-05,1.076428475244029e-06
1977,1.3232162018539384e-05,9.68493623076938e-07
1978,1.4269894563767593e-05,1.0710886044762447e-06
1979,1.4595992070098873e-05,1.029947270581033e-06
1980,1.3802408830088098e-05,1.065965761881671e-06
1981,1.3654963368026074e-05,1.0791387694553123e-06
1982,1.415310543961823e-05,1.2253609611434513e-06
1983,1.3958111594547518e-05,1.0799190022225957e-06
1984,1.3392809705692343e-05,1.0658577593858354e-06
1985,1.3799690350424498e-05,1.1194953231097315e-06
1986,1.4522839592245873e-05,1.2618392020158353e-06
1987,1.3368634427024517e-05,1.1463891951279948e-06
1988,1.4025938980921637e-05,1.2196990155644016e-06
1989,1.4312473467725795e-05,1.1772021935030352e-06
1990,1.3683742508874275e-05,1.1393128716008505e-06
1991,1.356049961032113e-05,1.0861294867936522e-06
1992,1.3857509657100309e-05,1.1411094646973652e-06
1993,1.4095620826992672e-05,1.1898217735506478e-06
1994,1.3236900485935621e-05,1.1420215741964057e-06
1995,1.376163800159702e-05,1.1674536608552444e-06
1996,1.2775655704899691e-05,1.0745579857029952e-06
1997,1.306752619711915e-05,1.1881749060194124e-06
1998,1.3680239135283045e-05,1.155794507212704e-06
1999,1.3005878827243578e-05,1.0420059197713272e-06
2000,1.2805664482584689e-05,1.0934627425740473e-06
2001,1.2753269402310252e-05,1.1106371857749764e-06
2002,1.3196677173255011e-05,1.172414840766578e-06
2003,1.424170932295965e-05,1.2204917538838345e-06
2004,1.3923985534347594e-05,1.2619726703633205e-06
2005,1.3809847587253898e-05,1.2497905572672607e-06
2006,1.4437733625527471e-05,1.4297313555289293e-06
2007,1.759168844728265e-05,1.5941967603794183e-06
2008,1.853902176662814e-05,1.7774810885384795e-06
2009,2.097432479786221e-05,1.9907204205082962e-06
2010,2.5815055778366514e-05,2.4549551653763046e-06
2011,2.6378140319138765e-05,2.704695361899212e-06
2012,3.250414374633692e-05,3.0975295430835104e-06
2013,3.497004945529625e-05,3.3090179840655765e-06
2014,4.000616536359303e-05,3.7122226785868406e-06
2015,3.739916792255826e-05,3.470270485195215e-06
2016,3.8078065699664876e-05,3.4152253647334874e-06
2017,3.402615766390227e-05,3.280860255472362e-06
2018,3.747799200937152e-05,3.435415919739171e-06
2019,3.65041232726071e-05,3.56424015990342e-06
