year,eût_VERB assez_ADV,eût_VERB lassé_VERB
1849,1.3909829021940823e-07,8.379414939696517e-10
1850,1.6633040900160267e-07,0.0
1851,1.857438292063307e-07,3.8696632564949596e-09
1852,2.3112436053907004e-07,6.510545436100301e-10
1853,1.8035234461422078e-07,1.2541057081705276e-08
1854,2.182179059673217e-07,1.558699391779328e-09
1855,2.000715255690011e-07,8.491099379170919e-09
1856,2.226191355703122e-07,0.0
1857,1.923314556506739e-07,1.9526036343364694e-09
1858,1.3017178446261823e-07,9.297984604472731e-09
1859,1.6855094031598128e-07,1.629495471888731e-08
1860,2.0276924317386147e-07,7.781213007262977e-09
1861,1.6788830237146612e-07,3.3011746669586728e-09
1862,1.7077988445635128e-07,9.035972525772706e-10
1863,1.8979558547016495e-07,4.495158911765884e-09
1864,1.7980229927161417e-07,4.794727948009836e-10
1865,1.812135081991073e-07,6.589582213223366e-09
1866,1.6591739893101476e-07,4.865612801552288e-09
1867,1.514077183628615e-07,6.308654931785895e-09
1868,1.541240663982535e-07,7.903798504571569e-09
1869,1.2404139226873667e-07,1.4650557433881772e-09
1870,1.7259486639886745e-07,0.0
1871,1.1895718898813357e-07,5.3105884134652115e-09
1872,1.3364619633193797e-07,8.4662747923403e-09
1873,1.0834668273673742e-07,8.380406590902112e-09
1874,1.3383125008203933e-07,8.364453130127458e-09
1875,1.7107366545587865e-07,4.005069165202713e-09
1876,1.2152489148320456e-07,9.069021977836655e-09
1877,1.4781710433453554e-07,4.9478527941460015e-09
1878,1.1715832215486444e-07,1.2078177347163432e-09
1879,1.1241158404118323e-07,5.498392852132383e-09
1880,1.3413298916020722e-07,3.2089231272180996e-09
1881,9.064260098057275e-08,9.064259565150223e-09
1882,1.3776647733720893e-07,8.652000893505374e-09
1883,1.2133131122027407e-07,5.0554711528150165e-09
1884,1.1024833668216161e-07,1.9805090900604227e-09
1885,1.2182250941350503e-07,3.86738152613475e-09
1886,1.0390076710109497e-07,3.2267319927115068e-09
1887,1.1164461000134906e-07,9.140494583448344e-09
1888,1.0398608196737769e-07,5.07249175996094e-09
1889,9.58565919972898e-08,3.759081934617825e-09
1890,1.1470176275452104e-07,2.6217545912032847e-09
1891,8.796423855983448e-08,1.9122659011827636e-09
1892,8.337121215618026e-08,3.761107425503951e-09
1893,7.143763269823467e-08,1.2316833108982905e-09
1894,6.994708456886656e-08,0.0
1895,5.657497581523785e-08,1.8055843487019274e-09
1896,9.199365536005644e-08,1.179405795248556e-09
1897,7.225124676324413e-08,7.574727511894253e-09
1898,1.0185038945564884e-07,1.13167097914868e-09
1899,1.0281296169978305e-07,5.527578395003729e-09
1900,9.863001082521805e-08,4.15284251431558e-09
1901,7.433023085923196e-08,5.588738916095792e-10
1902,5.155797921929661e-08,3.437198747846537e-09
1903,1.0530429506161454e-07,4.320176216765503e-09
1904,4.83716249277677e-08,1.6123875568041512e-09
1905,7.121847289681682e-08,1.5482277682110634e-09
1906,8.847997179373124e-08,2.0576738091193647e-09
1907,1.0337114986214146e-07,1.028568674676933e-09
1908,8.152905905944863e-08,2.4556945366072114e-09
1909,7.536347368386487e-08,6.0510818578052294e-09
1910,8.817848851094823e-08,5.878565634276356e-09
1911,6.969690247160543e-08,6.384448969498635e-09
1912,8.387168293211289e-08,5.730363294986773e-09
1913,7.636305099367746e-08,2.121195885607108e-09
1914,8.170027143705738e-08,0.0
1915,3.534228554258334e-08,0.0
1916,2.966614687238689e-08,0.0
1917,6.68951898319392e-08,1.0966424435210342e-09
1918,7.810736235569493e-08,1.1486376294556067e-09
1919,8.102906434714896e-08,1.1049418269237776e-08
1920,6.587841738792122e-08,6.815008557481406e-09
1921,7.042655170153012e-08,7.572747429129834e-10
1922,6.123686802084194e-08,2.951174193910333e-09
1923,5.095655097875351e-08,4.246379248229459e-09
1924,7.477142105472012e-08,0.0
1925,5.939016034517408e-08,2.1996355847875293e-09
1926,9.028372005559504e-08,3.343841648018042e-09
1927,6.243566019747959e-08,3.3447675740205796e-09
1928,5.484499610020066e-08,1.1426041224282812e-09
1929,1.0583386256257654e-07,1.1140406375176326e-09
1930,5.882018072611572e-08,1.0503603542488804e-09
1931,8.097803316786667e-08,6.843213995466613e-09
1932,6.685317543997371e-08,1.0959536611565568e-09
1933,4.588265056781893e-08,0.0
1934,5.391711255242626e-08,1.1981580172459871e-09
1935,5.984141893122796e-08,8.377798899061872e-09
1936,7.63857030960935e-08,4.849885826274658e-09
1937,5.162358363008934e-08,8.813782592653752e-09
1938,3.241303758727554e-08,3.8895642262559704e-09
1939,7.647025057622159e-08,0.0
1940,4.564409294971483e-08,0.0
1941,6.198155233505531e-08,2.9515025978810172e-09
1942,3.034211815133858e-08,6.068423541449874e-09
1943,5.8064703267746154e-08,0.0
1944,4.819779064746399e-08,0.0
1945,4.7927088075994106e-08,2.178504043826024e-09
1946,5.8468636154884734e-08,1.3921104269343232e-09
1947,6.318061451793255e-08,5.960435700558264e-09
1948,5.544662684542345e-08,2.174377566888097e-09
1949,5.3011845579931105e-08,9.817008317369869e-10
1950,6.593923984610228e-08,4.2541445921528975e-09
1951,5.970385075215745e-08,3.1984206394497505e-09
1952,5.377849987553418e-08,4.2179215675730575e-09
1953,3.663101466599983e-08,0.0
1954,5.570345606997762e-08,9.772536113672459e-10
1955,4.974372203037092e-08,5.631364707880948e-09
1956,5.843164885277474e-08,0.0
1957,6.096176008441034e-08,8.835037701437898e-10
1958,6.700517474200751e-08,8.272243445794913e-10
1959,2.6352543258667538e-08,2.325224457422337e-09
1960,4.6369581951921646e-08,2.076250060767393e-09
1961,4.168895628708924e-08,3.47407969059077e-09
1962,4.693047728210331e-08,1.9025869768540815e-09
1963,5.1728427763464424e-08,0.0
1964,5.2322128851756133e-08,1.2167936658258327e-09
1965,4.6512369067386317e-08,1.0944086747954884e-09
1966,4.985167123550127e-08,1.1078149508847446e-09
1967,6.803863072946115e-08,0.0
1968,6.332896163030455e-08,3.5931326802796093e-09
1969,5.268439196015606e-08,1.3625273131978588e-09
1970,7.08203629073978e-08,9.197450023812337e-10
1971,4.881477622120656e-08,2.569198631618974e-09
1972,5.84836747918871e-08,4.104117490300041e-09
1973,4.520827090459534e-08,5.513203782392395e-10
1974,3.600365872102884e-08,1.6876715580593782e-09
1975,3.1413140533231854e-08,5.711480177694739e-10
1976,2.5710871653927825e-08,0.0
1977,3.290997696581144e-08,0.0
1978,3.9801960838303785e-08,0.0
1979,3.4526642878063285e-08,5.851973350345929e-10
1980,2.8994268319593175e-08,5.116635559687666e-09
1981,2.5934753011824796e-08,6.325549528618524e-10
1982,2.855450986771757e-08,0.0
1983,1.894594880980094e-08,1.89459470334441e-09
1984,2.0876431250371752e-08,1.1598016991243298e-09
1985,1.6843562988810845e-08,0.0
1986,4.495863947795442e-08,1.1988970927134801e-09
1987,3.238733015109574e-08,1.2221633705067347e-09
1988,2.5185526553173077e-08,5.996553809062277e-10
1989,2.798942233539492e-08,1.6464366536794728e-09
1990,2.0160008773473237e-08,0.0
1991,2.6376593353916178e-08,2.344586080837985e-09
1992,2.7549720726938176e-08,5.509944167592096e-10
1993,2.7142116110212555e-08,1.1078414852150331e-09
1994,2.320967773528082e-08,5.274926606624319e-10
1995,2.6570008415660595e-08,5.422450821690461e-10
1996,1.92171327739743e-08,5.338092190498855e-10
1997,1.7261619689179497e-08,4.79489448146353e-10
1998,1.954932926651054e-08,0.0
1999,2.833524703760304e-08,4.570201161957499e-10
2000,2.076474814316498e-08,4.4180314962005696e-10
2001,3.1544725942467267e-08,0.0
2002,2.9354184860608257e-08,0.0
2003,2.25013838672794e-08,4.1669229178253886e-10
2004,1.6738207264666016e-08,0.0
2005,2.7472871977352042e-08,0.0
2006,1.729513776638214e-08,4.1178899179428186e-10
2007,1.6377365241737607e-08,1.1983438685803094e-09
2008,2.3841662866175284e-08,4.257439678578834e-10
2009,2.2410505451375684e-08,0.0
2010,3.023227534981743e-08,4.723793023408973e-10
2011,3.020937811015756e-08,7.64794394481072e-10
2012,4.765953676155732e-08,3.404252713057332e-10
2013,5.048316253919438e-08,1.6734750252211938e-09
2014,5.067141728432034e-08,1.5158115873603606e-09
2015,1.1016379630746087e-07,1.7732603163622684e-09
2016,6.669714736062815e-08,2.4856081637381067e-09
2017,3.09420187249998e-08,0.0
2018,4.440122580717798e-08,2.8396134332808742e-09
2019,9.438655013127573e-08,1.53059265262101e-09
