year,eût_VERB également_ADV,eût_VERB légalement_ADV
1857,9.909463472013158e-08,1.9526036343364694e-09
1858,1.1695885859808186e-07,2.4468380654951716e-09
1859,9.98065985413632e-08,4.073738679721828e-09
1860,8.605105961123627e-08,4.577183909670879e-10
1861,7.781340372048362e-08,1.4147891747029462e-09
1862,1.0843167075336169e-07,5.421583626485926e-09
1863,1.0238972691922754e-07,6.99246927027275e-09
1864,9.253825083987977e-08,4.794727948009836e-10
1865,7.483882313863433e-08,0.0
1866,1.1044941317095436e-07,1.9462451650298362e-09
1867,7.861554252031056e-08,0.0
1868,1.0521931415041763e-07,9.87974813071446e-10
1869,1.0694906649177938e-07,0.0
1870,8.945116292125022e-08,5.734048791339319e-10
1871,8.921789174110017e-08,1.1683295220166201e-08
1872,8.466275147611668e-08,2.4189357183956872e-09
1873,6.644464889404844e-08,0.0
1874,1.3681854227343138e-07,0.0
1875,3.833423178889461e-08,2.8607636259891933e-09
1876,5.139112602137175e-08,1.813804439976252e-09
1877,6.122967732835605e-08,1.608052180301911e-08
1878,7.428079129567777e-08,0.0
1879,5.1318330918093125e-08,3.0546627449723474e-09
1880,7.187988160239911e-08,1.2835692508872398e-09
1881,4.741305303923582e-08,4.8807553554297556e-09
1882,5.989846840748214e-08,3.3276925659464496e-09
1883,5.308244865886991e-08,6.319338941018771e-10
1884,6.205595326491675e-08,6.601696966868076e-10
1885,7.734762874633816e-08,6.445635691854079e-10
1886,6.969740695694782e-08,1.936039106809062e-09
1887,7.442974236937516e-08,4.570247291724172e-09
1888,7.291706793921549e-08,6.340614699951175e-09
1889,5.388017498830777e-08,2.5060546970934183e-09
1890,5.83340380444497e-08,0.0
1891,4.206985337873448e-08,0.0
1892,5.014809900671935e-08,3.761107425503951e-09
1893,5.665743074700913e-08,2.463366621796581e-09
1894,4.7891699495039575e-08,3.150769645188234e-09
1895,6.19917273070314e-08,1.2037228991346183e-09
1896,3.4202766840962795e-08,1.7691086373616827e-09
1897,4.3700350005337896e-08,1.1653427112179315e-09
1898,4.7530182456512193e-08,1.13167097914868e-09
1899,4.366786754417262e-08,1.6582735185011188e-09
1900,4.5162163786471865e-08,0.0
1901,4.8622027293276915e-08,5.588738916095792e-10
1902,4.2228439411928775e-08,5.4013122863239005e-09
1903,5.616229259430838e-08,1.0800440541913758e-09
1904,5.912087885917572e-08,1.0749250378694342e-09
1905,4.799505859409692e-08,2.580379465655369e-09
1906,5.19562632916859e-08,2.572092316910357e-09
1907,5.0399865614281225e-08,4.6285588695127444e-09
1908,4.4202501214840595e-08,1.4734167219643268e-09
1909,5.115914802900079e-08,5.500983557560346e-10
1910,4.702852507421085e-08,1.068830135508847e-09
1911,3.511446777793026e-08,3.1922244847493175e-09
1912,4.4801023335594437e-08,3.125652625612929e-09
1913,3.553003224965323e-08,0.0
1914,4.018046340092951e-08,0.0
1915,4.358881966481931e-08,1.1780761921542648e-09
1916,3.84561182897869e-08,0.0
1917,2.3029491202919417e-08,0.0
1918,3.2161853624756986e-08,1.1486376294556067e-09
1919,5.340552178267899e-08,0.0
1920,3.407504323149624e-08,3.786115865267448e-09
1921,4.392193631019836e-08,0.0
1922,7.746832153543437e-08,0.0
1923,2.441668023323018e-08,1.0615948120573648e-09
1924,2.3204924204378585e-08,2.578324886925998e-09
1925,3.519416935660047e-08,0.0
1926,3.232380052509143e-08,1.1146138456652466e-09
1927,4.2367055641534535e-08,2.2298449753321847e-09
1928,3.7705934374798744e-08,0.0
1929,3.342121956961819e-08,2.2280812750352652e-09
1930,3.2561171536826805e-08,0.0
1931,4.334035708097872e-08,0.0
1932,4.603005265835236e-08,0.0
1933,3.670611903316967e-08,0.0
1934,5.2718952758823434e-08,1.1981580172459871e-09
1935,2.2739740757060645e-08,0.0
1936,2.9099314957647948e-08,0.0
1937,2.0145789036973838e-08,0.0
1938,2.463390735840676e-08,0.0
1939,1.988226472349197e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,2.6563522936839945e-08,2.9515025978810172e-09
1942,6.675266206457309e-08,0.0
1943,2.0322646676618206e-08,2.9032352077962287e-09
1944,4.4984606262232774e-08,0.0
1945,4.7927088075994106e-08,0.0
1946,5.290019799986112e-08,1.3921104269343232e-09
1947,6.914105199484766e-08,1.1920870957027319e-09
1948,3.261566305923225e-08,0.0
1949,2.7487622844546422e-08,0.0
1950,4.0414374069541736e-08,1.0635361480382244e-09
1951,4.371174711081949e-08,2.1322803522849654e-09
1952,3.057992969957013e-08,0.0
1953,3.663101466599983e-08,0.0
1954,5.2771696346098906e-08,9.772536113672459e-10
1955,3.754243138587299e-08,0.0
1956,2.7907653077363648e-08,0.0
1957,2.5621609722747962e-08,8.835037701437898e-10
1958,3.722509589465517e-08,8.272243445794913e-10
1959,3.797866554577922e-08,3.8753737996444215e-09
1960,4.290916777449638e-08,1.3841666701708277e-09
1961,3.335116360858592e-08,6.948159270159238e-10
1962,4.1856910826254534e-08,0.0
1963,4.9142006020019835e-08,0.0
1964,3.224503331011874e-08,1.8251904432275978e-09
1965,3.009623839034248e-08,5.472043373977442e-10
1966,2.547974453648294e-08,0.0
1967,4.53590871529741e-08,9.860671168482327e-10
1968,3.9973599541553995e-08,0.0
1969,3.9967467557744385e-08,1.8167031212712459e-09
1970,3.219107469476512e-08,4.5987250119061684e-10
1971,3.802414028086787e-08,0.0
1972,2.4624704053621826e-08,0.0
1973,2.866866033457427e-08,0.0
1974,2.025205780853412e-08,0.0
1975,1.6563292959403952e-08,0.0
1976,2.0568696967870892e-08,0.0
1977,2.52701610747863e-08,5.876781838942691e-10
1978,2.7326720442033547e-08,1.1881182704343018e-09
1979,2.925986741786346e-08,0.0
1980,1.4212877097463661e-08,5.685150683554241e-10
1981,1.5813874654213578e-08,0.0
1982,3.289976291398489e-08,0.0
1983,1.3893695083311286e-08,0.0
1984,2.4355836458767044e-08,0.0
1985,1.6843562988810845e-08,0.0
1986,2.3977941410180392e-08,0.0
1987,1.2832715334809564e-08,0.0
1988,1.2592763276586538e-08,5.996553809062277e-10
1989,1.7561990972581043e-08,0.0
1990,2.8332985735346483e-08,2.179460389939436e-09
1991,1.75843961613964e-08,0.0
1992,1.7631821336294706e-08,0.0
1993,1.994114740000441e-08,0.0
1994,1.4242301560329906e-08,0.0
1995,2.277429267394382e-08,0.0
1996,1.4946657245218375e-08,5.338092190498855e-10
1997,1.5343662340683295e-08,9.58978896292706e-10
1998,1.7642078020685403e-08,0.0
1999,2.4679085441903226e-08,4.570201161957499e-10
2000,1.2812291672048559e-08,4.4180314962005696e-10
2001,2.4534786646768225e-08,4.3812117822561447e-10
2002,1.3143664823189738e-08,4.38122149670761e-10
2003,1.0417307017007715e-08,0.0
2004,1.8500124099318782e-08,0.0
2005,2.8373621674404603e-08,0.0
2006,1.6059770402421236e-08,8.235779835885637e-10
2007,1.757570977645173e-08,0.0
2008,1.1069342775726909e-08,0.0
2009,1.192048149079028e-08,0.0
2010,1.0392344762522043e-08,0.0
2011,1.7972668686638826e-08,0.0
2012,2.2127641940983267e-08,0.0
2013,1.6455837581474952e-08,5.578250084070646e-10
2014,2.3819897165822113e-08,4.330890368553497e-10
2015,2.1500781599570473e-08,0.0
2016,2.4441812129794016e-08,2.0713400439298368e-10
2017,1.33327402451755e-08,2.515611330355938e-10
2018,2.1942467398616827e-08,0.0
2019,1.581612352197226e-08,0.0
