year,fut_VERB égale_ADJ,fut_VERB légale_ADJ
1982,1.6760255405756652e-08,6.207502289967692e-10
1983,5.68378455412244e-09,6.315316047889041e-10
1984,9.858314165001048e-09,5.799008495621649e-10
1985,1.804667348892508e-08,6.015558051686298e-10
1986,2.038125046510686e-08,1.1988970927134801e-09
1987,1.2832715334809564e-08,0.0
1988,6.596209356501959e-09,1.1993107618124554e-09
1989,1.7013178421620978e-08,5.488122178931576e-10
1990,1.1442167213715493e-08,5.44865097484859e-10
1991,1.641210189973208e-08,1.1722930404189924e-09
1992,7.162927584403178e-09,5.509944167592096e-10
1993,1.661762283333701e-08,5.539207426075166e-10
1994,1.2132331583813993e-08,5.274926606624319e-10
1995,1.138714633697191e-08,5.4224509327127635e-09
1996,1.4946657245218375e-08,5.338092190498855e-10
1997,1.4384683666435194e-08,4.79489448146353e-10
1998,1.2873949017944142e-08,1.9072516899143466e-09
1999,1.7366764026860437e-08,0.0
2000,1.2370488633450805e-08,1.3254094488601709e-09
2001,7.886181485616817e-09,3.066848330846028e-09
2002,8.762443215459825e-09,1.752488598683044e-09
2003,9.58392298855415e-09,1.2500769308587678e-09
2004,1.497629043001325e-08,1.7619165015858584e-09
2005,1.5763124139311913e-08,4.503749373441224e-09
2006,1.8118715416903797e-08,1.2353669198716943e-09
2007,1.3181781888249589e-08,0.0
2008,1.702975893635994e-08,2.1287198670449925e-09
2009,1.43045770784056e-08,1.907277002999308e-09
2010,8.97520635589899e-09,4.723793023408973e-10
2011,1.1089518636708817e-08,0.0
2012,1.6340413466764403e-08,3.404252713057332e-10
2013,1.589801357226861e-08,2.789125042035323e-10
2014,1.2126492698882885e-08,4.330890368553497e-10
2015,1.684597350504191e-08,4.433150790905671e-10
2016,2.2991875070488277e-08,1.0356699942093428e-09
2017,1.1320251402935355e-08,5.031222660711876e-10
2018,1.4972506789945328e-08,2.5814667070633845e-10
2019,1.607122257496485e-08,5.1019755087367e-10
