year,ont_VERB également_ADV,ont_VERB egalement_ADV,ont_VERB légalement_ADV
2008,8.247512077730335e-06,1.0217855089811323e-08,1.2772319202269955e-08
2009,7.498936557936986e-06,4.291373478793048e-09,9.53638501499654e-09
2010,6.901461777175655e-06,2.8342759250676863e-09,1.0864724231396394e-08
2011,6.372267051801828e-06,7.265546803081335e-09,8.795135286732148e-09
2012,5.675910426106157e-06,1.3617010852229328e-09,8.851056776393307e-09
2013,5.265868200154955e-06,2.789125042035323e-10,1.2551062411603198e-08
2014,4.285415826643657e-06,4.330890368553497e-10,1.1260315346817151e-08
2015,4.270454159183146e-06,1.551602762939197e-09,1.2634480128781433e-08
2016,4.107881661497004e-06,6.214020409345267e-10,1.2428039930512114e-08
2017,4.503195661698101e-06,5.031222660711876e-10,1.2074934829797712e-08
2018,4.534604258310537e-06,2.5814667070633845e-10,9.809573597863164e-09
2019,4.462697873464094e-06,7.65296326310505e-10,1.0714148679369373e-08
