year,eut_VERB eu_VERB,eut_VERB lu_VERB
1973,5.623467913551394e-08,1.8193572870472963e-08
1974,4.837991696149402e-08,2.5315072704756858e-08
1975,5.140332248743107e-08,2.1132477101559743e-08
1976,8.227478787148357e-08,3.713792295911844e-08
1977,5.465406971438824e-08,1.469195431980097e-08
1978,4.930690877813504e-08,2.198018833610149e-08
1979,1.0240953685070053e-07,2.691907674545746e-08
1980,3.865902442612423e-08,1.989802811408481e-08
1981,4.99718417756867e-08,2.340453342242199e-08
1982,3.3520510811513304e-08,1.8001756529884005e-08
1983,4.0418022706489865e-08,2.273513821648976e-08
1984,4.465236713713239e-08,7.538710988796993e-09
1985,4.090579608373446e-08,1.564045071233977e-08
1986,3.057187569766029e-08,2.1580147446798037e-08
1987,3.299841111470414e-08,1.711028652096047e-08
1988,2.6384837426007834e-08,1.3792074149421296e-08
1989,3.1831110192115375e-08,3.237991919036176e-08
1990,3.160217687536715e-08,2.2339468941368068e-08
1991,3.341035181847474e-08,1.75843961613964e-08
1992,2.920270425477156e-08,1.1570882918476855e-08
1993,4.154405530698568e-08,2.6588196533339215e-08
1994,3.5342008430916394e-08,1.160483886764041e-08
1995,4.0126135303353294e-08,1.4098372247417501e-08
1996,3.096093337262573e-08,1.3879040139386234e-08
1997,2.4933450859521145e-08,1.2466725429760572e-08
1998,3.146965354972053e-08,1.2873949017944142e-08
1999,3.4733528053720875e-08,2.2393985332769262e-08
2000,2.87172046142814e-08,1.8555732950176207e-08
2001,4.4688359679412315e-08,2.716351232834313e-08
2002,3.5926017716292336e-08,1.5772396722013582e-08
2003,2.7918384049030465e-08,1.9584538435424292e-08
2004,3.259545522382723e-08,2.334539317416784e-08
2005,3.0175122844866564e-08,1.261049931144953e-08
2006,3.006059756671675e-08,1.7706927479821388e-08
2007,3.435252438066527e-08,2.3966876483427768e-08
2008,3.448526086913262e-08,1.958422224390688e-08
2009,2.9562793102400065e-08,2.0503227560197956e-08
2010,2.4563723499682055e-08,2.3146585093059002e-08
2011,2.1796640936599943e-08,2.4473420623394304e-08
2012,3.029784778618705e-08,3.9148904562580356e-08
2013,2.2870825233667347e-08,3.7374274342028e-08
2014,2.7501153354592134e-08,3.6162933980676826e-08
2015,3.6130177960558285e-08,4.987294488500993e-08
2016,4.4533809528957136e-08,5.178350193091319e-08
2017,1.7106156491308866e-08,6.037467414898856e-08
2018,2.4265787601507327e-08,5.653411960793164e-08
2019,3.1377147990951926e-08,5.688702842121529e-08
