year,étant_VERB en_PRON
1950,4.1477910883713776e-08
1951,4.797630737130021e-08
1952,4.639713679921442e-08
1953,6.033343424860504e-08
1954,3.518113089739927e-08
1955,5.5375085850073447e-08
1956,6.366433069615596e-08
1957,4.1524678806581505e-08
1958,5.4596807075313336e-08
1959,4.960478605653407e-08
1960,5.259833457671448e-08
1961,5.002674541287888e-08
1962,7.610347552144958e-08
1963,8.211887347897573e-08
1964,5.7189303959148674e-08
1965,5.307882133820385e-08
1966,7.976267824005845e-08
1967,6.45873967641819e-08
1968,6.018497344939533e-08
1969,5.677197378872734e-08
1970,5.28853369985427e-08
1971,6.422996534638514e-08
1972,5.643161671287089e-08
1973,5.678599990233124e-08
1974,7.031964344150765e-08
1975,6.453972645203976e-08
1976,6.227744364650789e-08
1977,7.169673921225694e-08
1978,7.128709711423653e-08
1979,6.788289397263725e-08
1980,8.527725725571145e-08
1981,6.199038438126081e-08
1982,6.455802292748558e-08
1983,7.1363068343544e-08
1984,6.610869718315371e-08
1985,7.399136592312061e-08
1986,7.133437662787401e-08
1987,6.477466030219148e-08
1988,7.675588875599715e-08
1989,7.244321409416443e-08
1990,5.5031375012504213e-08
1991,5.8028504668072856e-08
1992,7.769020982095753e-08
1993,7.422537606771584e-08
1994,6.277162611922904e-08
1995,7.699880200107145e-08
1996,6.725996115619637e-08
1997,8.391065620116933e-08
1998,5.8171178096699805e-08
1999,7.632235821120048e-08
2000,6.052702872239024e-08
2001,7.404248236753119e-08
2002,7.710949745387552e-08
2003,7.083769304472298e-08
2004,5.109557932314601e-08
2005,7.16096195674254e-08
2006,8.688747499263627e-08
2007,6.710725841685417e-08
2008,5.364373834026992e-08
2009,5.5787850783417525e-08
2010,6.518834538837837e-08
2011,5.659478574671084e-08
2012,5.719144624549699e-08
2013,5.076207543197597e-08
2014,3.8978011929202694e-08
2015,4.4996479431347325e-08
2016,4.287673860403629e-08
2017,5.0815348373589586e-08
2018,3.9238294391452655e-08
2019,4.081580584625044e-08
