year,ont_VERB assez_ADV,ont_VERB lassé_VERB
1867,9.59886165219359e-07,2.3778776281346836e-08
1868,8.629959893369232e-07,2.2229432850018327e-08
1869,1.0387245765741682e-06,4.0533210565740774e-08
1870,1.0011649465013761e-06,2.3509600932669628e-08
1871,1.096105506803724e-06,2.1242354542039266e-09
1872,1.075821614904271e-06,1.4513614310374123e-08
1873,9.541690815240145e-07,2.2148216038964108e-08
1874,8.75877674388903e-07,1.9118749250424116e-08
1875,1.0327356676498312e-06,1.6020275495076675e-08
1876,9.619209322409006e-07,2.478866001354163e-08
1877,9.747269587023766e-07,2.9687117431009824e-08
1878,8.762717698118649e-07,3.0799353234467475e-08
1879,8.956270676208078e-07,2.1993571408529533e-08
1880,8.721852964299615e-07,3.016387717380553e-08
1881,9.796373205972486e-07,1.6036767080951364e-08
1882,8.911560485103109e-07,2.5956001570293097e-08
1883,9.447411457585986e-07,1.0110942305630033e-08
1884,8.681231520313304e-07,2.8387297845711146e-08
1885,8.534021844752715e-07,2.707166940618677e-08
1886,8.944500677898759e-07,2.1296430785522347e-08
1887,8.872808621163131e-07,1.0446279008480275e-08
1888,7.92576827279845e-07,1.521747483579361e-08
1889,8.13841268154647e-07,3.508476598135246e-08
1890,8.776323738857172e-07,3.015017774332662e-08
1891,7.955026717354485e-07,2.995883363610119e-08
1892,8.349658742190513e-07,2.570090096298827e-08
1893,7.08217896772112e-07,1.7859408174558666e-08
1894,9.036407391249668e-07,2.457600345451283e-08
1895,8.257538866018876e-07,2.4676319432259675e-08
1896,8.727602676117385e-07,1.0614652268259306e-08
1897,7.434886697410548e-07,2.2141511402118397e-08
1898,7.865113502703025e-07,1.4711722950977446e-08
1899,7.793885288265301e-07,4.753717597338891e-08
1900,7.547791369688639e-07,1.4015843596837385e-08
1901,7.583918772979814e-07,1.2854099118442264e-08
1902,7.134642601158703e-07,1.1293653123800595e-08
1903,7.749316068839107e-07,2.322094760920379e-08
1904,7.669590331715881e-07,2.0961038238453966e-08
1905,6.992828502916382e-07,2.6835946798087207e-08
1906,8.559923116990831e-07,2.05767382577271e-08
1907,7.385123126368853e-07,1.4399961223432456e-08
1908,8.555639965379669e-07,4.272908427083166e-08
1909,7.761887559354363e-07,3.025541034373802e-08
1910,7.610070724695106e-07,1.5498036631811374e-08
1911,7.895435487625946e-07,1.649316061502759e-08
1912,7.959995400597109e-07,2.2921453790569757e-08
1913,7.98630253484589e-07,1.113627856597077e-08
1914,7.754829312034417e-07,2.678697441638178e-08
1915,8.175848620339821e-07,1.5314990164938536e-08
1916,8.800956834420504e-07,7.69122365795738e-09
1917,9.014401030071895e-07,9.869782324756216e-09
1918,9.614096825316665e-07,1.2635013924011673e-08
1919,9.336758353128971e-07,1.012863304339362e-08
1920,8.397605029131228e-07,2.3473917920568965e-08
1921,7.444010634571896e-07,3.634918854800162e-08
1922,6.890991812724678e-07,3.17251235837368e-08
1923,7.409931868096464e-07,2.653987074552333e-08
1924,7.696299917370197e-07,2.5783249313349188e-08
1925,7.236801025101158e-07,1.6497267552040284e-08
1926,7.668543275940465e-07,2.11776637337735e-08
1927,7.369637842202792e-07,2.1183527820767267e-08
1928,6.821346687502228e-07,1.0283437212876834e-08
1929,6.829068865954468e-07,4.2333544891803854e-08
1930,6.848349585197866e-07,2.6259009189288918e-08
1931,6.444026325880259e-07,1.2545892325022123e-08
1932,6.707236366310099e-07,3.9454333244925976e-08
1933,7.054457000776893e-07,1.4911860191091364e-08
1934,6.410145374502463e-07,2.036868629318178e-08
1935,6.403031989066221e-07,1.9149254626427137e-08
1936,6.717091878272186e-07,7.274828739411987e-09
1937,6.282967888182611e-07,1.888667711114067e-08
1938,6.275163855207211e-07,9.075650453382877e-09
1939,6.362324711517431e-07,1.6823456405745674e-08
1940,5.654795813825331e-07,0.0
1941,6.58185058455274e-07,8.854508237732261e-09
1942,7.373134849331109e-07,1.8205270180260413e-08
1943,6.764537943126925e-07,2.0322646676618206e-08
1944,6.940481966921652e-07,3.2131861615880553e-09
1945,7.886184789640538e-07,8.714016175304096e-09
1946,6.932709766260814e-07,5.568441707737293e-09
1947,8.547264656044717e-07,2.6225916327504706e-08
1948,7.240677177833277e-07,1.522064252412747e-08
1949,7.941959552226763e-07,1.0798709482173763e-08
1950,7.08315099018364e-07,2.5524867552917385e-08
1951,6.535439069921267e-07,2.4521224162299404e-08
1952,5.989448368382e-07,1.370824520563474e-08
1953,7.056856929921196e-07,1.723812381726475e-08
1954,6.166470143398328e-07,9.772536335717064e-09
1955,6.466683544203988e-07,3.754243138587299e-09
1956,6.122241416051111e-07,9.593255967388359e-09
1957,6.184526455399464e-07,7.951533653738352e-09
1958,6.435805630644609e-07,1.4890038535497752e-08
1959,5.875066904081905e-07,9.300897829689347e-09
1960,6.270274752750993e-07,1.5225833038812198e-08
1961,6.802247867199185e-07,1.111705483225478e-08
1962,7.267881869665871e-07,1.9660065575521912e-08
1963,6.828151981608244e-07,1.4225316924409981e-08
1964,6.76537297294999e-07,1.3384730657151067e-08
1965,6.736085538250336e-07,1.0396882466068291e-08
1966,6.702280188619625e-07,1.273987226824147e-08
1967,7.040518994472222e-07,2.070740912074598e-08
1968,8.156411013260367e-07,1.8863945905334134e-08
1969,6.93072252033744e-07,1.8167030546578644e-08
1970,6.709539661642339e-07,2.0234390163409444e-08
1971,6.397305014615995e-07,2.1581268550008303e-08
1972,6.735882607245003e-07,1.0773308467548759e-08
1973,6.902531026753422e-07,1.8744892860134144e-08
1974,6.525663138745585e-07,1.3501372464475025e-08
1975,6.025611583027057e-07,1.313640396460869e-08
1976,6.404863484021917e-07,7.427584769459372e-09
1977,6.164744377201714e-07,1.2928920156696222e-08
1978,6.528709945996525e-07,9.504946163474415e-09
1979,6.718065606037271e-07,8.192762912528906e-09
1980,5.963723310742353e-07,1.762396628635088e-08
1981,5.895412300560565e-07,2.213942273954217e-08
1982,6.250954811548581e-07,9.932003552926005e-09
1983,5.633261821458291e-07,8.841442245000053e-09
1984,6.22233585545473e-07,1.275781880138993e-08
1985,5.251582138043887e-07,9.624892882698077e-09
1986,5.532909881367232e-07,5.994485352545098e-09
1987,5.964157026028261e-07,9.166225112267057e-09
1988,6.122481295278703e-07,1.139345240375178e-08
1989,6.113768336035719e-07,8.232182935330457e-09
1990,6.118834789958782e-07,1.198703181159999e-08
1991,6.236599006115284e-07,1.1136783939491579e-08
1992,6.160117322906444e-07,1.1570882918476855e-08
1993,5.677687795468955e-07,7.754890063438324e-09
1994,6.240238121790753e-07,7.384897138251745e-09
1995,5.357381382964377e-07,1.4640617607142303e-08
1996,5.77581602101418e-07,4.804283193493575e-09
1997,5.739488528888614e-07,9.589788629860152e-09
1998,5.540566121453594e-07,1.2397135762398648e-08
1999,5.159757279216137e-07,1.279656292041409e-08
2000,5.792039132757054e-07,1.1045078629479121e-08
2001,5.402034162216296e-07,1.1829271784336015e-08
2002,5.191747618482623e-07,5.6955880012310445e-09
2003,5.237822051640251e-07,7.91715315529018e-09
2004,5.545632006942469e-07,5.726228824443069e-09
2005,5.805333103126031e-07,4.503749484463526e-09
2006,5.744456643697049e-07,7.412201963319376e-09
2007,5.124917379362159e-07,1.078509459517818e-08
2008,5.453780431707855e-07,7.663391698997657e-09
2009,5.187793590266665e-07,9.53638501499654e-09
2010,5.300095722304832e-07,7.085689368580006e-09
2011,5.089706860417209e-07,7.265546830836911e-09
2012,5.54212363113038e-07,5.446804340891731e-09
2013,5.31607213360985e-07,1.0319762822064149e-08
2014,5.86619080422679e-07,7.362513709807672e-09
2015,5.561387865782308e-07,8.86630147078904e-09
2016,6.098024982748029e-07,1.4499380501797887e-08
2017,5.11675352754537e-07,7.54683426862357e-09
2018,5.307495598572132e-07,4.64663996169179e-09
2019,5.293299523145834e-07,8.928457084778074e-09
