year,voulaient_VERB imiter_VERB,voulaient_VERB limiter_VERB
1866,1.1190909532388105e-08,1.9462451650298362e-09
1867,1.747012134956094e-08,5.338092634588065e-09
1868,1.2843672791973404e-08,0.0
1869,5.371870948067681e-09,1.953407657850903e-09
1870,2.9243649279919737e-08,1.834895613228582e-08
1871,1.805600113868877e-08,2.1242354542039266e-09
1872,1.3304146229131675e-08,3.0236697590169115e-09
1873,4.788803575905831e-09,5.986004469882289e-10
1874,2.3300975371398636e-08,4.779687312606029e-09
1875,3.89063856687244e-08,5.721527140956084e-10
1876,2.0556450763820067e-08,6.04601479992084e-10
1877,2.288381928394756e-08,1.8554447978047506e-09
1878,2.5968081018845623e-08,7.850815109122777e-09
1879,1.0996785704264767e-08,4.27652757650776e-09
1880,3.8507077526617195e-09,0.0
1881,6.9725074602899895e-09,9.064259565150223e-09
1882,2.3293848627758962e-08,3.3276925659464496e-09
1883,1.0742875922176154e-08,3.791603475633565e-09
1884,2.772712726084592e-08,3.300848483434038e-09
1885,1.6758653131887513e-08,1.933690763067375e-09
1886,1.097088819790315e-08,5.162771099520569e-09
1887,6.528924512139156e-09,0.0
1888,1.0779045211961602e-08,3.804368819970705e-09
1889,8.14467782106476e-09,3.759081934617825e-09
1890,1.1797895993481688e-08,7.865263995654459e-09
1891,9.561330394092238e-09,0.0
1892,1.002961980134387e-08,1.2537024751679837e-09
1893,1.1085149687062312e-08,1.847525021858587e-09
1894,7.561847148451761e-09,2.520615716150587e-09
1895,2.046328972937772e-08,6.018614495673091e-10
1896,1.0024948871034667e-08,0.0
1897,3.4960281336537946e-09,1.1653427112179315e-09
1898,9.619203211741478e-09,3.960848538042683e-09
1899,8.291367592505594e-09,9.39688327150634e-09
1900,4.671947717582725e-09,1.038210628578895e-09
1901,1.117747761014698e-08,3.353243460679778e-09
1902,7.856454153909453e-09,0.0
1903,1.4580594509538969e-08,1.0800440541913758e-09
1904,1.289910045443321e-08,2.1498500757388683e-09
1905,9.28936660926638e-09,3.096455536422127e-09
1906,9.773950537805831e-09,0.0
1907,7.71426478252124e-09,3.0857059130084963e-09
1908,1.3260750719723546e-08,1.080505640516094e-08
1909,1.4852655993990993e-08,2.2003934230241384e-09
1910,7.481810726517324e-09,2.137660271017694e-09
1911,1.8621308939259507e-08,5.852411444351446e-09
1912,1.0418842677495377e-08,4.688478938419394e-09
1913,8.484783542428431e-09,1.590896969716482e-09
1914,1.0714789944188396e-08,4.018046340092951e-09
1915,1.1780762143587253e-08,8.246533234057551e-09
1916,3.2962386153911893e-09,0.0
1917,1.315970976634162e-08,8.773139548168274e-09
1918,2.5270027848023346e-08,1.2635013924011673e-08
1919,5.524709134618888e-09,9.207848372660976e-10
1920,1.9687803387569147e-08,6.815008557481406e-09
1921,1.2873671018098776e-08,3.7863738810983705e-09
1922,9.591316185719734e-09,5.902348387820666e-09
1923,1.1677542488541803e-08,8.492758496458919e-09
1924,1.4180787211159895e-08,7.734974438733389e-09
1925,8.798542339150117e-09,5.499089184013428e-09
1926,6.687683296036084e-09,4.458455382660986e-09
1927,7.804457524684949e-09,4.4596899506643695e-09
1928,2.2852082448565625e-09,6.8556245125250825e-09
1929,6.684243825105796e-09,3.342121912552898e-09
1930,2.10072066408884e-08,4.201441416995522e-09
1931,6.843213995466613e-09,0.0
1932,0.0,1.0959536611565568e-09
1933,1.261772819560747e-08,4.588264879146209e-09
1934,8.38710612072191e-09,1.3179738189705859e-08
1935,1.555876849579363e-08,7.180970484910176e-09
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,1.0072894518486919e-08,6.295559185076627e-09
1938,2.5930428915188486e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,0.0
1940,7.607348528892999e-09,0.0
1941,1.1806010391524069e-08,5.9030051957620344e-09
1942,3.034211770724937e-09,3.034211770724937e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,4.357008087652048e-09
1946,5.568441707737293e-09,5.568441707737293e-09
1947,1.549713246618012e-08,2.3841741914054637e-09
1948,3.2615663503321457e-09,6.523132700664291e-09
1949,9.817008317369869e-10,1.0798709482173763e-08
1950,7.444753258312176e-09,6.381216888229346e-09
1951,4.264560704569931e-09,7.462981344019681e-09
1952,5.272402070488624e-09,1.5817205323287453e-08
1953,6.464296653518886e-09,5.386913581872932e-09
1954,2.9317608341017376e-09,6.840775057526116e-09
1955,7.508486277174597e-09,6.569925492527773e-09
1956,4.360570571293465e-09,5.232684952005684e-09
1957,7.068030161150318e-09,1.1485549400447326e-08
1958,1.1581140491045971e-08,1.4062814024384807e-08
1959,7.750747599288843e-09,6.200598257066758e-09
1960,4.844583401109048e-09,5.536666680683311e-09
1961,1.3896318540318475e-09,1.598076693198891e-08
1962,1.331810839388936e-08,9.512934440181198e-09
1963,5.819448034571906e-09,1.0992290633282664e-08
1964,8.517555549758526e-09,7.909158661334459e-09
1965,7.660860390501512e-09,1.5321720781003023e-08
1966,3.3234448526542337e-09,9.416426749453422e-09
1967,7.888536934785861e-09,5.916402479044791e-09
1968,5.838840522187638e-09,1.122853987567396e-08
1969,4.087581828571274e-09,8.629339909305145e-09
1970,7.3579600190498695e-09,6.898087434592526e-09
1971,3.083038491169532e-09,6.679916619845017e-09
1972,1.4364410994005539e-08,1.128632298730281e-08
1973,4.410563025913916e-09,1.0475087464101307e-08
1974,1.2938814464291681e-08,1.0688586016271984e-08
1975,1.1422960355389478e-09,1.0851811893530794e-08
1976,9.141642998145016e-09,1.656922776760439e-08
1977,4.7014254711541525e-09,1.23412418062685e-08
1978,7.72276909088987e-09,1.6039596317796168e-08
1979,7.022368020415115e-09,7.607565244427406e-09
1980,8.527726080842513e-09,5.116635559687666e-09
1981,6.958104314946922e-09,1.2651098835192442e-08
1982,8.069752865935698e-09,9.311253101884631e-09
1983,1.0104505676622466e-08,1.6419821946556112e-08
1984,2.3196033982486597e-09,6.958810416790584e-09
1985,4.812446441349039e-09,1.6843562988810845e-08
1986,6.593933843390687e-09,1.1389522214244607e-08
1987,1.5277041853778428e-08,8.555143260480236e-09
1988,8.395175221664886e-09,7.795519785247507e-09
1989,3.2928733073589456e-09,1.0976243913773942e-08
1990,5.993515905799995e-09,7.083246433836621e-09
1991,6.4476117778156095e-09,8.7921980806982e-09
1992,4.4079553340736766e-09,8.815910668147353e-09
1993,1.3848018731721368e-08,1.1078414630105726e-08
1994,9.494868002946077e-09,1.635227242502424e-08
1995,4.880205572987961e-09,9.760411145975922e-09
1996,3.2028553142993132e-09,7.473328622609188e-09
1997,7.671831170341648e-09,1.2946214766884623e-08
1998,6.675381136744818e-09,5.72175506974304e-09
1999,5.941261704833778e-09,1.1425503210205079e-08
2000,1.0161472552283612e-08,6.185244316725402e-09
2001,6.571817756650944e-09,7.0099388516098315e-09
2002,7.009954394732176e-09,5.6955880012310445e-09
2003,8.750538071922165e-09,5.000307723435071e-09
2004,9.250062049659391e-09,5.726228824443069e-09
2005,5.854874363109275e-09,8.557123898356167e-09
2006,5.353256948836815e-09,9.059357708451898e-09
2007,9.586750948642475e-09,6.7906151812735516e-09
2008,6.3861596011349775e-09,9.79211112195344e-09
2009,5.245011536203492e-09,8.105927484791664e-09
2010,9.447585824773341e-09,9.447585824773341e-09
2011,3.823971805871906e-09,7.64794394481072e-10
2012,4.425528388196653e-09,5.446804340891731e-09
2013,7.2517249982695375e-09,5.857162754807632e-09
2014,4.7639794331644225e-09,8.87832563023494e-09
2015,8.422986752520956e-09,5.098123256885856e-09
2016,9.32103016992869e-09,6.421154274960372e-09
2017,5.0312225496895735e-09,4.779661555431858e-09
2018,4.904786798931582e-09,2.581466596041082e-09
2019,6.632568272380013e-09,5.3570743396846865e-09
