year,voudraient_VERB imiter_VERB,voudraient_VERB limiter_VERB
1973,3.859242703185828e-09,8.821126051827832e-09
1974,5.06301445213353e-09,1.2938814464291681e-08
1975,5.140332159925265e-09,6.8537762132336866e-09
1976,2.856763492431469e-09,5.142174241967723e-09
1977,2.3507127355770763e-09,7.639816779203557e-09
1978,1.7821774056514528e-09,7.128709622605811e-09
1979,3.5111840102075575e-09,4.681578680276743e-09
1980,3.411090521154847e-09,3.97960553399912e-09
1981,5.69299452024552e-09,8.223214109648325e-09
1982,2.483000915987077e-09,7.449002747961231e-09
1983,2.5261264191556165e-09,1.0736036948344463e-08
1984,6.958810416790584e-09,6.378909400694965e-09
1985,4.210890747202711e-09,3.0077789148208467e-09
1986,2.997242676272549e-09,4.7955883708539204e-09
1987,7.944062296871834e-09,9.166225112267057e-09
1988,2.99827696004229e-09,3.597932174415064e-09
1989,4.390497743145261e-09,7.683371272548811e-09
1990,3.2691906959314565e-09,3.2691906959314565e-09
1991,8.20605094986604e-09,2.344586080837985e-09
1992,3.856960972825618e-09,7.162927584403178e-09
1993,3.877445031719162e-09,3.323524566667402e-09
1994,5.802419433820205e-09,8.439882570598911e-09
1995,4.880205572987961e-09,5.4224509327127635e-09
1996,2.135236876199542e-09,1.2811421257197253e-08
1997,1.917957792585412e-09,6.7128524960935465e-09
1998,6.198567881199324e-09,7.629006759657386e-09
1999,9.140402323914998e-10,1.0511462811280126e-08
2000,1.3254094488601709e-09,8.394259509714175e-09
2001,4.381211837767296e-09,5.695575122643959e-09
2002,2.1906108038649563e-09,3.504977197366088e-09
2003,3.7502307925763034e-09,3.333538334260311e-09
2004,4.845270407116686e-09,8.369103632333008e-09
2005,5.404499514582994e-09,3.602999676388663e-09
2006,2.8825228870488218e-09,2.8825228870488218e-09
2007,5.991719120856942e-09,4.7933754743212376e-09
2008,2.9802078582719105e-09,3.8316958494988285e-09
2009,2.384096253749135e-09,8.582746957586096e-09
2010,1.8895172093635892e-09,6.140930874920514e-09
2011,1.529588788962144e-09,8.030340836739924e-09
2012,1.0212758416727752e-09,3.4042526575461807e-09
2013,2.2313000336282585e-09,1.1156500168141292e-09
2014,3.031623174720721e-09,2.5985342766432495e-09
2015,2.21657536769726e-09,2.438232948875907e-09
2016,3.935546111222266e-09,3.5212781579474495e-09
2017,1.509366853724714e-09,2.7671724911471074e-09
2018,2.0651733656507076e-09,2.8396134332808742e-09
2019,2.5509878653906526e-09,2.5509878653906526e-09
