year,pouvait_VERB imiter_VERB,pouvait_VERB limiter_VERB
1841,4.173356416004026e-08,6.420548537278137e-09
1842,4.762868144325694e-08,1.1404051036834062e-08
1843,5.0208743829216473e-08,1.0041748765843295e-08
1844,2.030767731753258e-08,9.330554107123135e-09
1845,1.6182660544927785e-08,8.37034175305007e-09
1846,1.9905304071698993e-08,1.2879903366069811e-08
1847,3.4516631330916425e-08,3.775256551818984e-09
1848,3.298540818263973e-08,1.930853166243196e-08
1849,1.508294644736452e-08,2.262441967104678e-08
1850,1.5614691761811628e-08,9.504594444820214e-09
1851,5.8044946626978344e-09,8.384270167027807e-09
1852,2.539112742283578e-08,6.510545436100301e-10
1853,2.20961471342207e-08,6.569124799682413e-09
1854,1.1950028522278444e-08,1.1430461910322265e-08
1855,2.4942604426314574e-08,7.429711956774554e-09
1856,3.054541508618058e-08,2.0708757375587084e-08
1857,2.1966791052818735e-08,1.1715622250108026e-08
1858,2.495774786837046e-08,6.361778659424999e-09
1859,2.5460867192350634e-08,7.129042689513199e-09
1860,1.6020143434047895e-08,2.746310290291376e-09
1861,2.6880993431177558e-08,4.715963619617014e-09
1862,2.4397126097142063e-08,5.873382225018986e-09
1863,4.5950510951797696e-08,9.489779628779615e-09
1864,2.1576274988888144e-08,1.0548401263577034e-08
1865,2.118079933666195e-08,1.3179164426446732e-08
1866,3.2113046444237625e-08,1.4596838404656864e-08
1867,3.299911810472622e-08,5.82337378318698e-09
1868,2.0747471296544973e-08,6.915823469455518e-09
1869,3.125452252561445e-08,1.70923168951731e-08
1870,2.2936195165357276e-08,2.1789386295267832e-08
1871,1.4869648623516696e-08,5.3105884134652115e-09
1872,3.4469834986339265e-08,2.3584624031514068e-08
1873,2.573981916498269e-08,1.616221290134945e-08
1874,3.2262889249068394e-08,1.6131444624534197e-08
1875,3.547346949517305e-08,1.5448122780981066e-08
1876,2.2370254981751714e-08,1.874264654588842e-08
1877,2.8450154232473324e-08,5.566334504436554e-09
1878,9.662541877730746e-09,9.058632954861423e-09
1879,3.5434087664043545e-08,9.774920428640144e-09
1880,1.6686399817444908e-08,5.776061406947974e-09
1881,1.6036766581351003e-08,9.064259565150223e-09
1882,9.983077475794744e-09,9.317538740560849e-09
1883,1.4534479397809719e-08,3.159669414998234e-09
1884,2.442627788923346e-08,3.9610181801208455e-09
1885,1.4180398189012067e-08,5.156508553483263e-09
1886,2.6459201052375647e-08,7.744156427236248e-09
1887,1.4363633837888301e-08,1.3057849024278312e-08
1888,1.9021843655764314e-08,5.07249175996094e-09
1889,2.255449160770695e-08,1.9421923624918236e-08
1890,1.3764211992395303e-08,7.865263995654459e-09
1891,1.5935549768641977e-08,8.92390783491237e-09
1892,1.2537024751679837e-08,2.1312942521944933e-08
1893,9.23762488724833e-09,1.1700991287000306e-08
1894,5.671385139294216e-09,5.041231432301174e-09
1895,3.611168697403855e-09,6.018614495673091e-09
1896,9.435246361988447e-09,1.592197840238896e-08
1897,9.905413378419325e-09,1.1653426668090106e-08
1898,1.810673566637888e-08,4.52668391659472e-09
1899,1.5477219506010442e-08,1.5477219506010442e-08
1900,2.1283318218934255e-08,8.824790675987515e-09
1901,1.8442838367604963e-08,6.706486921359556e-09
1902,5.892340837476695e-09,9.329538919189417e-09
1903,7.560307935250421e-09,1.3500550899436803e-08
1904,1.0749250378694342e-08,2.1498500757388683e-08
1905,2.0643035725242953e-08,2.9932401446330914e-08
1906,1.6461390472954918e-08,1.0288369267641428e-08
1907,2.7771354993433306e-08,1.3885677496716653e-08
1908,1.5225305460830896e-08,1.1787333775714615e-08
1909,5.5009836685826485e-09,9.901770070541716e-09
1910,8.01622590529405e-09,1.1757131268552712e-08
1911,1.9153347352585115e-08,1.5429085564733214e-08
1912,2.344239469209697e-08,1.0418842455450772e-09
1913,1.0075680734189518e-08,8.484783542428431e-09
1914,1.875088173619588e-08,2.678697486047099e-09
1915,7.068456930880984e-09,2.4739600590351074e-08
1916,6.592477230782379e-09,0.0
1917,1.0966424435210342e-09,7.676496771580332e-09
1918,2.5270027848023346e-08,1.722956355365568e-08
1919,1.1970202606903513e-08,2.762354567309444e-09
1920,1.2872794385998532e-08,1.9687803387569147e-08
1921,1.3630945261411398e-08,1.060184651180407e-08
1922,1.2542490601674672e-08,9.591316185719734e-09
1923,1.8047112249064412e-08,1.1677542488541803e-08
1924,1.804827398643738e-08,1.5469948877466777e-08
1925,1.6497267552040284e-08,1.8696901804560184e-08
1926,2.0063049888108253e-08,2.229227646921572e-08
1927,1.4493992672726108e-08,3.1217830098739796e-08
1928,1.5996457491951332e-08,1.5996457491951332e-08
1929,1.2254447234738564e-08,2.785101571589621e-08
1930,8.402882833991043e-09,2.6259009189288918e-08
1931,6.843213995466613e-09,1.9389105432310316e-08
1932,1.3151444377967891e-08,1.3151444377967891e-08
1933,1.605892663292252e-08,1.605892663292252e-08
1934,2.156684431042777e-08,7.188948103475923e-09
1935,8.377798899061872e-09,1.3165112555668657e-08
1936,6.0623572828433225e-09,2.0612015205756506e-08
1937,7.554670666820584e-09,4.5328025777280345e-08
1938,7.779128452511941e-09,2.2040865133021725e-08
1939,2.5999884911698246e-08,1.070583532936098e-08
1940,2.2822046474857416e-08,1.0143131667916805e-08
1941,8.854508237732261e-09,1.7709016475464523e-08
1942,6.068423541449874e-09,0.0
1943,8.709705845433291e-09,3.774205836748479e-08
1944,1.2852744646352221e-08,0.0
1945,8.714016175304096e-09,1.9606536838523425e-08
1946,1.1136883415474585e-08,1.1136883415474585e-08
1947,1.3112957830685446e-08,2.1457568166738383e-08
1948,1.4133454406817236e-08,1.195907639583993e-08
1949,5.890204768377316e-09,2.5524220959027843e-08
1950,1.701657836861159e-08,1.1698897850465073e-08
1951,9.595261474260042e-09,1.7058242818279723e-08
1952,2.741649041126948e-08,1.687168627029223e-08
1953,2.1547654327491728e-08,2.0470272588113403e-08
1954,4.886268278880834e-09,1.7590565448699635e-08
1955,5.631364707880948e-09,1.6894095011821264e-08
1956,9.593255967388359e-09,1.3953826538681824e-08
1957,1.3252556385623393e-08,1.0602045463770082e-08
1958,8.272243334772611e-09,2.1507833736222892e-08
1959,7.750747599288843e-09,2.40273188012452e-08
1960,1.314958364417862e-08,1.038124963770315e-08
1961,1.528595028332802e-08,1.459113452284555e-08
1962,1.0147130247162295e-08,2.2831043722248978e-08
1963,1.4225316924409981e-08,2.198458126656533e-08
1964,7.909158661334459e-09,1.8860301764789256e-08
1965,2.407699106754535e-08,1.3132904541635071e-08
1966,1.273987226824147e-08,1.8832853498906843e-08
1967,1.1339771788243524e-08,8.874604162656397e-09
1968,6.737123747768692e-09,2.245707975134792e-08
1969,8.629339909305145e-09,1.8167030546578644e-08
1970,1.1496812390987543e-08,1.7015283404475667e-08
1971,1.2332153964678128e-08,1.5929032315398217e-08
1972,1.539044092169206e-08,2.0007572487656944e-08
1973,7.718485406371656e-09,1.2129047988196362e-08
1974,7.875800456247362e-09,1.406392957647995e-08
1975,6.8537762132336866e-09,2.513051278185685e-08
1976,8.570290255249802e-09,1.3712464053128315e-08
1977,4.7014254711541525e-09,1.8218024422367307e-08
1978,5.346532105932056e-09,2.0198010375338527e-08
1979,1.0533551808578068e-08,1.9896710057309974e-08
1980,9.096241093686785e-09,1.989802811408481e-08
1981,6.958104314946922e-09,2.0241758491579276e-08
1982,8.069752865935698e-09,2.110550845202397e-08
1983,7.57837881337764e-09,2.2103606056589342e-08
1984,6.958810416790584e-09,1.4497521405587577e-08
1985,9.02333674446254e-09,1.9851341903631692e-08
1986,7.792831269171074e-09,2.2779044428489215e-08
1987,6.721898593298192e-09,2.261002229886344e-08
1988,2.99827696004229e-09,2.278690480750356e-08
1989,1.5366742545097622e-08,1.8659616074501173e-08
1990,9.262707045820662e-09,2.0704874259536155e-08
1991,1.2895223555631219e-08,2.05151273746651e-08
1992,7.713921945651236e-09,1.597883780846132e-08
1993,7.754890063438324e-09,3.0465642453236796e-08
1994,8.967375286772494e-09,2.1099706870586488e-08
1995,1.1929391696696712e-08,2.6570008415660595e-08
1996,5.871901187504136e-09,1.8149513891785318e-08
1997,3.835915585170824e-09,1.3425704992187093e-08
1998,9.536258005482523e-09,2.0502955777601528e-08
1999,4.570201106446348e-09,1.9194844824710344e-08
2000,5.3016377954406835e-09,1.6346715980830595e-08
2001,7.886181485616817e-09,1.840108865280854e-08
2002,7.886198361006791e-09,2.1467984723244626e-08
2003,1.0417307017007715e-08,2.25013838672794e-08
2004,8.369103632333008e-09,1.0571499231559756e-08
2005,8.106749049829887e-09,1.6213498099659773e-08
2006,9.471146533712727e-09,1.8942293067425453e-08
2007,8.787854888225866e-09,1.837460494868992e-08
2008,1.702975893635994e-08,1.1495087548496485e-08
2009,1.43045770784056e-08,1.6211854969583328e-08
2010,1.2281861749841028e-08,2.0312310056169736e-08
2011,1.2236710311697152e-08,1.3383901986685487e-08
2012,2.0425515501187874e-08,1.3957436095779485e-08
2013,1.7571487376244477e-08,1.812931316180766e-08
2014,1.6240838007774983e-08,1.277612682315521e-08
2015,1.5294370214746777e-08,1.440773989003219e-08
2016,2.092053463798038e-08,1.8434926474242275e-08
2017,1.33327402451755e-08,1.509366853724714e-08
2018,1.5488799576246493e-08,1.8070267060465994e-08
2019,1.7601815116563557e-08,1.1479444950168727e-08
