year,auront_VERB eu_VERB,auront_VERB lu_VERB
1846,3.9283705177695083e-07,7.025401771443285e-08
1847,5.743783049183548e-07,7.5505127483666e-08
1848,4.545550211787486e-07,6.757986170669028e-08
1849,5.178478659217944e-07,8.882179969305071e-08
1850,3.849360723506834e-07,5.974316508172706e-08
1851,4.4630115780819324e-07,6.965393595237401e-08
1852,4.908951041215914e-07,9.635607511881972e-08
1853,3.3920574082912935e-07,5.01642283268211e-08
1854,4.0058571926238074e-07,6.234797211845944e-08
1855,3.7360837268352043e-07,9.074862816760287e-08
1856,4.995987410438829e-07,9.940202971847611e-08
1857,3.592790562834125e-07,7.56633937726292e-08
1858,3.5870644410351815e-07,9.34692110377e-08
1859,3.5696135114449135e-07,6.314294864750991e-08
1860,4.5405664650388644e-07,1.0939469774484678e-07
1861,4.234935317981581e-07,7.121105483065548e-08
1862,4.350820859144733e-07,6.867339408245243e-08
1863,3.995696715719532e-07,7.541877522498908e-08
1864,3.950855784751184e-07,8.918193827867071e-08
1865,3.101810364114499e-07,6.777855787731824e-08
1866,3.960608978559321e-07,7.590356432274348e-08
1867,3.542552349244943e-07,6.745408143160603e-08
1868,3.6110478163209336e-07,7.558007553143398e-08
1869,3.652872351267433e-07,7.618289998845285e-08
1870,3.0734500455764646e-07,6.192772872282148e-08
1871,4.790151137967769e-07,5.8416475212652585e-08
1872,3.5497882322488294e-07,6.22875973022019e-08
1873,2.9630723474838305e-07,6.46488516053978e-08
1874,2.778193390895467e-07,7.169531102135807e-08
1875,3.472966909612296e-07,8.696721209844327e-08
1876,3.367630370121333e-07,4.232210315535667e-08
1877,2.92541784574496e-07,6.061119961486838e-08
1878,3.104091490513383e-07,6.522216011717319e-08
1879,3.2929261806202703e-07,7.331190232662266e-08
1880,3.3501157759019407e-07,8.343199908722454e-08
1881,3.256160994169477e-07,6.763332294212887e-08
1882,3.4075571875291644e-07,1.0049631526953817e-07
1883,3.418762446472101e-07,5.0554710639971745e-08
1884,3.3668655419205606e-07,8.38415488146893e-08
1885,3.255046010508522e-07,5.349877696403382e-08
1886,2.891151780204382e-07,4.840097744818195e-08
1887,3.82594976144901e-07,7.965287807110144e-08
1888,3.9184999423014233e-07,3.9945874164004636e-08
1889,2.744129972143128e-07,7.016953418315097e-08
1890,3.290302004188561e-07,7.144281255477836e-08
1891,3.3847109648377227e-07,4.6531805963923034e-08
1892,2.9211267360551574e-07,5.7043461509920235e-08
1893,2.919089467923186e-07,4.8035648347877213e-08
1894,2.9617234531542636e-07,6.049477718761409e-08
1895,3.5389453501011303e-07,5.2963805785566365e-08
1896,3.213880859220808e-07,5.6021775662884465e-08
1897,3.047371137654409e-07,6.817254671886985e-08
1898,3.230920526675618e-07,7.525611778191887e-08
1899,3.532122718752362e-07,5.30647525920358e-08
1900,2.8550792308124073e-07,5.294874227956825e-08
1901,3.2805897376420035e-07,6.594711976504186e-08
1902,2.71538709739616e-07,5.646826295446772e-08
1903,2.835115537891397e-07,5.34621804604285e-08
1904,2.6389409413241083e-07,4.83716249277677e-08
1905,2.8951859576409333e-07,8.3604298595219e-08
1906,2.474352811532299e-07,5.6071609577657e-08
1907,2.679421413631644e-07,7.714265137792609e-08
1908,3.0745295021006314e-07,7.759994957723393e-08
1909,3.1300595537686604e-07,8.581534416407521e-08
1910,2.5812246917666926e-07,6.092331972240572e-08
1911,3.027292905244394e-07,5.958818860563042e-08
1912,2.2660982779143524e-07,6.042928646365908e-08
1913,2.932553400114557e-07,7.477215291373795e-08
1914,3.026928254712402e-07,8.571831955350717e-08
1915,4.3353205114726734e-07,5.183535378705528e-08
1916,3.603887535064132e-07,8.680095220370276e-08
1917,3.9150134512055956e-07,4.934890895924582e-08
1918,3.331049072130554e-07,8.270190932080368e-08
1919,3.4069037724293594e-07,5.985101125816072e-08
1920,2.953170508135372e-07,6.815008646299248e-08
1921,2.86249843384212e-07,6.361107551811074e-08
1922,2.6339230885241705e-07,7.009038682781465e-08
1923,2.802610197250033e-07,6.688047449188161e-08
1924,3.210014369869896e-07,6.574728672603669e-08
1925,2.9475117457877786e-07,6.928851803422731e-08
1926,2.663927034518565e-07,5.238685218955652e-08
1927,2.463978603373107e-07,5.351628118432927e-08
1928,2.936492649041611e-07,6.855624690160766e-08
1929,2.651416650678584e-07,5.013182757807044e-08
1930,2.1427351271086081e-07,5.566909777598994e-08
1931,2.6916640649687906e-07,6.957267828511249e-08
1932,2.454936236517824e-07,4.822195975862087e-08
1933,3.567375870261458e-07,5.735331143341682e-08
1934,2.3963161766005214e-07,2.875579241390369e-08
1935,2.621054306928272e-07,5.864459140525469e-08
1936,3.1887998375168536e-07,4.00115567344983e-08
1937,2.7826371251649107e-07,4.784624962894668e-08
1938,2.3985646180335607e-07,4.148868626430158e-08
1939,2.3552837546958472e-07,5.047036566452334e-08
1940,2.155415472770983e-07,6.085878823114399e-08
1941,2.715382265705557e-07,4.132103725851266e-08
1942,2.5183956608998415e-07,3.6410540360520827e-08
1943,3.4548497751529794e-07,1.7419411690866582e-08
1944,3.148922473883431e-07,4.819779064746399e-08
1945,2.7884851760973106e-07,8.496165548876888e-08
1946,2.7563785920392547e-07,3.897909195416105e-08
1947,2.551066415890091e-07,5.245183132274178e-08
1948,2.565765555573307e-07,6.305695166020087e-08
1949,2.297179975130348e-07,3.8286334103077024e-08
1950,2.914088952366001e-07,3.722376362702562e-08
1951,2.270878525223452e-07,4.264560615752089e-08
1952,2.267132828137619e-07,4.956057964022875e-08
1953,2.3055990538978222e-07,3.98631598841348e-08
1954,2.0522325883121084e-07,4.49536656788041e-08
1955,1.9897488812148367e-07,2.815682265122632e-08
1956,2.389592737017665e-07,2.52913103793162e-08
1957,2.2175944991431606e-07,3.3573144264664734e-08
1958,2.0515163612344622e-07,2.1507833736222892e-08
1959,2.9142810831217503e-07,4.1854036680888385e-08
1960,2.1177750397782802e-07,3.3220000972278285e-08
1961,2.008018071819606e-07,3.47407969059077e-08
1962,2.1435812413983513e-07,2.8538803320543593e-08
1963,1.6747077324907877e-07,2.909724017285953e-08
1964,2.0928851540702453e-07,4.988854129805986e-08
1965,2.123152853528154e-07,4.2134733035936733e-08
1966,1.9774496706759237e-07,3.26805427164345e-08
1967,2.6623811777426454e-07,4.6345153492666213e-08
1968,2.2097765395301394e-07,3.0092486724697665e-08
1969,3.6152391658106353e-07,2.5888018839737015e-08
1970,2.3545472060959582e-07,2.8052221878738237e-08
1971,2.029667030001292e-07,3.5454942093338104e-08
1972,1.995627059159233e-07,2.3598675014113724e-08
1973,2.1777154302071722e-07,4.520827090459534e-08
1974,2.087087125346443e-07,3.1503201824989446e-08
1975,2.07897883797159e-07,1.8276736568623164e-08
1976,1.9940209483593208e-07,1.8283285996290033e-08
1977,1.9628451752851106e-07,2.9971587878208084e-08
1978,2.0198010020067159e-07,2.4356424432880885e-08
1979,2.3817531769054767e-07,2.57486831856113e-08
1980,2.444614892738173e-07,2.8994268319593175e-08
1981,1.7205495339567278e-07,2.5302197670384885e-08
1982,2.1291732821282494e-07,2.0484757001781873e-08
1983,1.9135407569592644e-07,2.7155859783078995e-08
1984,1.9542657980764488e-07,2.0296528902008504e-08
1985,1.9069318568654126e-07,1.9851341903631692e-08
1986,2.0680974444076128e-07,2.3977941410180392e-08
1987,2.0898993113860342e-07,2.810975807676641e-08
1988,2.1467663202656695e-07,2.338656024392094e-08
1989,2.2501301089050685e-07,2.57941739079115e-08
1990,1.8144007185583177e-07,2.7243254763220648e-08
1991,2.168742128105805e-07,2.4618154625954958e-08
1992,1.7631820981023338e-07,2.589673719910479e-08
1993,1.9498010317420267e-07,2.6034275180109034e-08
1994,2.1416201434476534e-07,2.1099706870586488e-08
1995,2.0713761728075042e-07,1.572510655023507e-08
1996,2.0231370001511095e-07,2.2953797085278893e-08
1997,2.0953689272573683e-07,1.7261619689179497e-08
1998,2.221948278702257e-07,2.0502955777601528e-08
1999,2.2713899738846521e-07,1.9194844824710344e-08
2000,1.6965240945410187e-07,2.87172046142814e-08
2001,1.9145895180372463e-07,1.9277331730904734e-08
2002,2.06355537102354e-07,3.4611648658255945e-08
2003,1.82927919922804e-07,2.6251614215766494e-08
2004,1.810369241184162e-07,2.2023955992267474e-08
2005,1.9816498308955488e-07,2.38698731891418e-08
2006,2.23189630332854e-07,2.7178073125355695e-08
2007,2.1170741604237264e-07,2.0371844655642235e-08
2008,1.9413924690070417e-07,2.5970381400952647e-08
2009,1.7022446741066233e-07,1.7165493915172192e-08
2010,1.681670340758501e-07,1.6533276081531767e-08
2011,1.8125626866094535e-07,2.2179037273417634e-08
2012,1.8417007652260509e-07,1.8042539906559796e-08
2013,1.665107589587933e-07,1.8687137171014e-08
2014,1.9207499235562864e-07,2.013864097705209e-08
2015,1.7488780201802e-07,2.1944096317838557e-08
2016,1.9512023641254927e-07,2.568461709984149e-08
2017,1.6099912159006635e-07,1.5848351964109497e-08
2018,1.7218383163708495e-07,2.2458760184917992e-08
2019,1.8060993056678853e-07,2.2958889900337454e-08
