year,peut_VERB imiter_VERB,peut_VERB limiter_VERB
1980,5.6851508389854644e-08,2.5014662696776213e-07
1981,7.40089305395486e-08,1.9229671011089522e-07
1982,5.5867520387664626e-08,2.1726258125909226e-07
1983,6.252162876307921e-08,2.0777389408976887e-07
1984,5.9149886766363124e-08,2.0122558908042265e-07
1985,4.571824163690508e-08,2.3099742918475386e-07
1986,7.193382600689802e-08,2.1700037677874207e-07
1987,7.088547704370285e-08,2.034902024661278e-07
1988,4.677312048784188e-08,2.2007353095432336e-07
1989,7.189439799049069e-08,2.326963794985204e-07
1990,6.756327053381028e-08,2.9858608741051285e-07
1991,6.154538567670897e-08,2.3680318861352134e-07
1992,5.620142928819405e-08,2.0111296805680468e-07
1993,5.926952084678305e-08,2.2046044989565416e-07
1994,6.171664068688187e-08,2.4211914251281996e-07
1995,6.778063266210665e-08,2.1852477516404178e-07
1996,7.09966272438578e-08,2.418155702343938e-07
1997,7.575933125281153e-08,2.1529076832393912e-07
1998,6.675380603837766e-08,2.374528378368268e-07
1999,5.8498574873055986e-08,2.1068626665510237e-07
2000,6.229424087678126e-08,2.5138598402918433e-07
2001,6.57181757901526e-08,2.4972908363452007e-07
2002,8.411944918407244e-08,2.2869976135098113e-07
2003,7.708807459039235e-08,2.3709790752945992e-07
2004,6.695282905866407e-08,2.422635247967264e-07
2005,8.692236974638945e-08,2.4365286321881285e-07
2006,7.000412693969338e-08,2.7383967449168267e-07
2007,8.747910129613956e-08,2.5804337155932444e-07
2008,8.302007614702234e-08,2.2862451487526414e-07
2009,8.058245271058695e-08,2.4508509000042977e-07
2010,5.90474122930118e-08,2.4469247250635817e-07
2011,8.183300082009737e-08,2.7188440299141803e-07
2012,6.05956955723741e-08,1.8859560668715858e-07
2013,5.4109026592641385e-08,2.432117014450341e-07
2014,5.976628614234869e-08,1.9489006319872715e-07
2015,6.029085142245094e-08,2.1168294495055306e-07
2016,6.172593458586562e-08,1.8869907592033996e-07
2017,4.603568726224694e-08,2.0577701320689812e-07
2018,5.885744158717898e-08,1.7837935217812628e-07
2019,5.867271823944975e-08,2.0790550081528636e-07
