year,voudrait_VERB imiter_VERB,voudrait_VERB limiter_VERB
1863,1.048870412745373e-08,4.994620828036034e-10
1864,1.821996598039277e-08,4.315255264231155e-09
1865,1.97687466396701e-08,4.23615986733239e-09
1866,1.0704348518686402e-08,8.75810357570117e-09
1867,8.73506067478047e-09,7.76449837758264e-09
1868,8.89177353968762e-09,7.409810987013543e-09
1869,7.325278605918584e-09,9.767038289254515e-10
1870,1.0321287824410774e-08,1.7202146374017957e-09
1871,7.434824311758348e-09,6.37270636261178e-09
1872,1.0280476914203973e-08,4.23313739617015e-09
1873,1.7958013742713774e-08,2.3944017879529156e-09
1874,1.7326366119618797e-08,4.779687312606029e-09
1875,1.8881038954532414e-08,0.0
1876,4.836811839936672e-09,2.418405919968336e-09
1877,1.0514186854493346e-08,6.80329748092845e-09
1878,8.4547240319921e-09,6.039088673581716e-10
1879,1.5273313280772527e-08,5.498392852132383e-09
1880,2.8238524407697696e-08,1.9253538763308597e-09
1881,6.9725074602899895e-09,3.4862537301449947e-09
1882,1.1979693681496428e-08,1.9966154951589488e-08
1883,4.423537092179686e-09,1.0110942305630033e-08
1884,5.941527270181268e-09,8.582206056928499e-09
1885,1.2891271383708158e-09,7.7347630522695e-09
1886,1.1616235084943582e-08,1.097088819790315e-08
1887,1.3057849024278312e-08,1.2404957061562527e-08
1888,1.268122939990235e-09,6.340614699951175e-09
1889,1.2530273707511697e-08,6.265136853755848e-09
1890,1.3764211992395303e-08,3.2771931834929546e-09
1891,1.6572972327821844e-08,1.1473596295275001e-08
1892,1.4417578242387208e-08,4.387958441043338e-09
1893,5.542574843531156e-09,2.155445777418663e-08
1894,1.449354058991048e-08,1.7014155417882648e-08
1895,1.8055843487019274e-09,4.814891596538473e-09
1896,1.2383760683576384e-08,7.076434549446731e-09
1897,1.0488084178916779e-08,9.905413378419325e-09
1898,6.7900258748920805e-09,5.6583546736987955e-09
1899,7.738609753005221e-09,1.0502398950507086e-08
1900,5.710158568206225e-09,9.863001082521805e-09
1901,1.676621730339889e-09,4.470991132876634e-09
1902,4.419255628107521e-09,1.8659077838378835e-08
1903,2.7001101354784396e-09,7.560307935250421e-09
1904,2.6873125946735854e-09,4.299700151477737e-09
1905,6.192911072844254e-09,8.257214467732865e-09
1906,3.600929110447737e-09,8.230695236477459e-09
1907,9.257117739025489e-09,1.337139288182243e-08
1908,1.080505640516094e-08,1.2278472460991452e-08
1909,3.850688656825696e-09,1.5402754627302784e-08
1910,4.275320542035388e-09,1.6566866989364826e-08
1911,4.25629931299909e-09,4.25629931299909e-09
1912,9.376957876838787e-09,1.7712032729377825e-08
1913,5.833288518886093e-09,9.545381374209683e-09
1914,8.036092680185902e-09,5.357394972094198e-09
1915,1.1780761921542648e-09,4.712304768617059e-09
1916,5.493730803607377e-09,1.0987461607214755e-08
1917,1.2063066989753679e-08,2.3029491202919417e-08
1918,2.2972752589112133e-09,2.2972752589112133e-09
1919,6.4454939163738345e-09,8.287063479883727e-09
1920,3.786115865267448e-09,2.1202248845497706e-08
1921,4.543648568500203e-09,9.844571380313027e-09
1922,7.377935484775833e-10,8.853522359686394e-09
1923,4.246379248229459e-09,1.0615948120573648e-08
1924,1.5469948877466777e-08,2.578324886925998e-09
1925,8.798542339150117e-09,1.3197813508725176e-08
1926,1.0031524944054127e-08,2.229227691330493e-09
1927,1.2264147031260109e-08,5.574612327308159e-09
1928,6.8556245125250825e-09,6.8556245125250825e-09
1929,2.2280812750352652e-09,8.912325100141061e-09
1930,5.2518016602221e-09,7.352522590764465e-09
1931,3.4216069977333063e-09,1.1405356659111021e-08
1932,1.0959536611565568e-09,6.575722188983946e-09
1933,8.02946331646126e-09,6.882397318719313e-09
1934,0.0,1.1981580172459871e-08
1935,7.180970484910176e-09,2.393656828303392e-09
1936,6.0623572828433225e-09,1.2124714565686645e-08
1937,1.510934133364117e-08,1.2591118370153254e-08
1938,1.2965214679638848e-08,2.3337385357535823e-08
1939,6.117620188206274e-09,7.647025235257843e-09
1940,0.0,5.0715658339584024e-09
1941,5.9030051957620344e-09,1.4757512545315876e-08
1942,6.068423541449874e-09,6.068423541449874e-09
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,9.639558484764166e-09,0.0
1945,2.178504043826024e-09,2.178504132643866e-08
1946,4.1763312808029696e-09,1.3921104269343232e-08
1947,4.7683483828109274e-09,1.549713246618012e-08
1948,1.9569398546082084e-08,2.0656587551570738e-08
1949,3.9268033269479474e-09,7.853606653895895e-09
1950,1.4889506516624351e-08,7.444753258312176e-09
1951,1.7058242818279723e-08,1.3859822622919182e-08
1952,3.1634410646574906e-09,6.326882129314981e-09
1953,1.8315507332999914e-08,1.6160740301529586e-08
1954,6.840775057526116e-09,7.818028890937967e-09
1955,5.631364707880948e-09,1.3139850985055546e-08
1956,7.849027205963921e-09,1.4825940475304833e-08
1957,1.1485549400447326e-08,9.718541527092839e-09
1958,4.1361216673863055e-09,9.926692356998501e-09
1959,8.525822714489095e-09,6.975672928177801e-09
1960,8.997083078554624e-09,8.997083078554624e-09
1961,1.042223907177231e-08,1.320150300188061e-08
1962,6.341956293454132e-09,1.2049716779927166e-08
1963,4.526237162849611e-09,9.052474325699222e-09
1964,1.0951143103454797e-08,1.2776333768727e-08
1965,8.20806533852192e-09,1.0396882466068291e-08
1966,1.0524241922382771e-08,1.1078149952936656e-08
1967,4.930335695263466e-09,1.035370456037299e-08
1968,5.838840522187638e-09,1.392338955241712e-08
1969,9.537691525451919e-09,1.0446043141598693e-08
1970,1.0577067222072856e-08,1.0577067222072856e-08
1971,8.221435976452085e-09,9.24911525146399e-09
1972,4.6171320100540925e-09,1.487742551375959e-08
1973,1.0475087464101307e-08,9.923766697284009e-09
1974,1.012602890426706e-08,1.3501372464475025e-08
1975,5.711480177694739e-09,1.7134439644905797e-08
1976,7.427584769459372e-09,1.199840671262109e-08
1977,4.11374712072643e-09,1.1165885105413054e-08
1978,1.0693064211864112e-08,4.158414057542359e-09
1979,4.681578680276743e-09,6.437170796402825e-09
1980,1.0801786132219604e-08,6.253665585376211e-09
1981,5.69299452024552e-09,5.060439622894819e-09
1982,8.690503427999374e-09,1.2415004135846175e-08
1983,5.68378455412244e-09,1.4525227243211702e-08
1984,1.1598016769198694e-08,6.378909400694965e-09
1985,8.421781494405423e-09,1.2031116103372597e-09
1986,8.392279760016663e-09,8.392279760016663e-09
1987,4.888653482026939e-09,7.944062296871834e-09
1988,7.795519785247507e-09,7.795519785247507e-09
1989,5.488121956886971e-09,1.8659616074501173e-08
1990,1.1442167213715493e-08,8.717841559757744e-09
1991,4.10302547493302e-09,1.2895223555631219e-08
1992,1.0468894195980738e-08,1.1570882918476855e-08
1993,6.093128224193833e-09,9.416652346772025e-09
1994,7.384897138251745e-09,7.384897138251745e-09
1995,3.795715741716776e-09,8.133675954979935e-09
1996,4.270473752399084e-09,5.3380921904988554e-09
1997,4.794894259418925e-09,6.7128524960935465e-09
1998,8.10582001520288e-09,1.382757464085671e-08
1999,6.398281460207045e-09,9.597422412355172e-09
2000,1.0161472552283612e-08,6.185244316725402e-09
2001,1.095302959441824e-08,4.8193329327261836e-09
2002,1.5772396722013582e-08,1.0514931148009055e-08
2003,7.91715315529018e-09,7.083769126836614e-09
2004,5.285749615779878e-09,6.607186797680242e-09
2005,1.0358624180639708e-08,7.656374201303606e-09
2006,6.58862386870851e-09,4.941467679486777e-09
2007,5.991719120856942e-09,5.592271090648637e-09
2008,1.1069342775726909e-08,4.257439734089985e-09
2009,3.814554005998616e-09,8.582746957586096e-09
2010,5.668551850135373e-09,9.447585824773341e-09
2011,5.353560705856353e-09,3.82397197240536e-10
2012,9.531907707582832e-09,2.0425516833455504e-09
2013,6.136075203500013e-09,5.020424964641279e-09
2014,6.496335469563519e-09,3.2481677347817595e-09
2015,7.093041265449074e-09,1.7732603163622684e-09
2016,7.042556315894899e-09,1.4499380585064614e-09
2017,5.0312225496895735e-09,3.5218559180094644e-09
2018,6.195520096952123e-09,5.6792268665617485e-09
2019,3.5713827450933877e-09,3.06118530524202e-09
