year,aient_VERB eu_VERB,aient_VERB lu_VERB
1841,1.8401292436465155e-06,2.3756030032018316e-08
1842,1.6750537952248123e-06,2.2808102073668124e-08
1843,1.8606770026963204e-06,3.7804230856863796e-08
1844,1.6624852605673368e-06,1.2623690537338916e-08
1845,1.6629079482299858e-06,2.4553003186156275e-08
1846,1.8359716023041983e-06,2.0490753982471688e-08
1847,1.5386866607514094e-06,1.6718992412734224e-08
1848,1.6380071201638202e-06,2.011305433313737e-08
1849,1.6767208990131621e-06,2.513824526317876e-08
1850,1.7176159872178687e-06,2.1045888587423178e-08
1851,1.6555709407839458e-06,1.483370937194195e-08
1852,1.7265966789636877e-06,3.6459056218518526e-08
1853,1.7324574628219125e-06,9.555090940693844e-09
1854,1.6407908560722717e-06,3.013485283531736e-08
1855,1.5406038755827467e-06,2.3350523292720027e-08
1856,1.5697237358835991e-06,3.1063134287023786e-08
1857,1.6118742678372655e-06,3.4658715009072694e-08
1858,1.6095300452434458e-06,3.3766365703513657e-08
1859,1.4522878473144374e-06,2.1387128512628806e-08
1860,1.5837056253076298e-06,2.654766717569146e-08
1861,1.624649485165719e-06,1.9335450573976232e-08
1862,1.5826506114535732e-06,2.2589931703009825e-08
1863,1.808552156035148e-06,1.39849385405455e-08
1864,1.6028775462473277e-06,2.3014694150447212e-08
1865,1.6031511904657236e-06,2.118079933666195e-08
1866,1.6489561858179513e-06,4.135770836910524e-08
1867,1.5038863239169586e-06,3.008743121313273e-08
1868,1.6375682889702148e-06,1.4819621974027086e-08
1869,1.5920272744551767e-06,1.70923168951731e-08
1870,1.6623007468297146e-06,2.8670243068518175e-08
1871,1.6059219660746749e-06,2.8677177965619194e-08
1872,1.718049134069588e-06,1.69325495846806e-08
1873,1.6234043869189918e-06,3.292302608315367e-08
1874,1.5169532616710057e-06,1.1949218503559678e-08
1875,1.5139161178012728e-06,3.089624556196213e-08
1876,1.5846604810576537e-06,1.813804395567331e-08
1877,1.6185663298529107e-06,1.9172929910382663e-08
1878,1.574994371367211e-06,1.3889904337816006e-08
1879,1.6709004739823285e-06,2.8102896010295808e-08
1880,1.384971255902201e-06,3.3372799634889816e-08
1881,1.4865386219753418e-06,1.743126887276958e-08
1882,1.6072755215645884e-06,1.5972924316542958e-08
1883,1.5198010032690945e-06,1.7694148368718743e-08
1884,1.477459818488569e-06,1.5183903911974994e-08
1885,1.565644879519823e-06,5.801071978339678e-08
1886,1.5475405916731688e-06,2.9040586824180536e-08
1887,1.6048096540544066e-06,1.6322312390570914e-08
1888,1.6479257283208426e-06,2.2192152115962926e-08
1889,1.5525008620898006e-06,3.5084767091575486e-08
1890,1.608446495993121e-06,1.7041404731799048e-08
1891,1.6088531538116513e-06,3.505821055682645e-08
1892,1.5702623841207242e-06,3.63573704476039e-08
1893,1.5999565903257462e-06,2.0322774574310642e-08
1894,1.5779054365339107e-06,2.0164925729204697e-08
1895,1.48900517160655e-06,2.5880042997528108e-08
1896,1.547970100546081e-06,2.889544248318998e-08
1897,1.4922213722456945e-06,3.1464253424928756e-08
1898,1.5407700857394957e-06,2.2633418694795182e-08
1899,1.4432507668971084e-06,1.8241008703512307e-08
1900,1.4820457181485835e-06,1.557315876254961e-08
1901,1.4798980600971845e-06,1.900171220370339e-08
1902,1.4033590787221328e-06,2.7006560543441083e-08
1903,1.4629197266913252e-06,1.2420506401156217e-08
1904,1.5371427934951498e-06,1.5586412160928376e-08
1905,1.551324203319382e-06,2.3223416079076742e-08
1906,1.4763809303985909e-06,1.8519063615940468e-08
1907,1.5346245163527783e-06,1.542852956504248e-08
1908,1.5333356486735283e-06,2.9468335327464956e-08
1909,1.3900985322834458e-06,4.015717891547865e-08
1910,1.4760544218006544e-06,2.2979847358328698e-08
1911,1.513646452622197e-06,3.724261787851901e-08
1912,1.5039598793009645e-06,4.115442919783163e-08
1913,1.4164285175866098e-06,2.6514948459066545e-08
1914,1.4016284239914967e-06,2.74566485103378e-08
1915,1.7317720448772889e-06,3.062998032987707e-08
1916,1.6140581919898978e-06,1.3184954461564757e-08
1917,1.5276228850780171e-06,1.2063066989753679e-08
1918,1.492080286880082e-06,2.1824114071478107e-08
1919,1.4962753311920096e-06,2.762354434082681e-08
1920,1.5470069456569036e-06,2.1202248845497706e-08
1921,1.3797546216665069e-06,2.3475516641724425e-08
1922,1.4099234704190167e-06,2.2871599725249325e-08
1923,1.4458921668847324e-06,2.653987074552333e-08
1924,1.3239698546385625e-06,2.707241186783449e-08
1925,1.3923693131800974e-06,2.639562701745035e-08
1926,1.4445395208895206e-06,3.78968714187522e-08
1927,1.3501711464414257e-06,2.6758140592164636e-08
1928,1.3631266710945056e-06,2.399468712610542e-08
1929,1.4259719591791509e-06,1.893869061575515e-08
1930,1.3150511222193018e-06,5.2518018378577835e-08
1931,1.33556727632822e-06,2.0529641986399838e-08
1932,1.3491189747583121e-06,2.7398842306070037e-08
1933,1.2893024177174084e-06,2.867665571670841e-08
1934,1.409033870913845e-06,1.4377896206951846e-08
1935,1.3021492577536264e-06,1.6755597798123745e-08
1936,1.3143190926712123e-06,2.66743711563322e-08
1937,1.3271038596940343e-06,1.510934133364117e-08
1938,1.2641083912967588e-06,3.1116513810047763e-08
1939,1.4116408237896394e-06,2.4470480752825097e-08
1940,1.5087908877831069e-06,1.0143131667916805e-08
1941,1.360642727377126e-06,1.7709016475464523e-08
1942,1.5686874803577666e-06,3.034211770724937e-09
1943,1.5764567251608241e-06,1.1612940831184915e-08
1944,1.523050286778016e-06,1.6065930807940276e-08
1945,1.5467378489120165e-06,2.6142048525912287e-08
1946,1.4380500488186954e-06,2.9234318077442367e-08
1947,1.3768606095254654e-06,2.8610090296865565e-08
1948,1.335067850050109e-06,2.8266908813634473e-08
1949,1.3792896425002255e-06,2.7487622844546422e-08
1950,1.2411467196216108e-06,2.5524867552917385e-08
1951,1.411569542142388e-06,1.8124383771578323e-08
1952,1.3339176803128794e-06,3.4797853487589236e-08
1953,1.3531927152143908e-06,1.939288907237824e-08
1954,1.3456782426146674e-06,2.6385848173049453e-08
1955,1.3778072798231733e-06,2.1586897602787758e-08
1956,1.2401463891364983e-06,2.0058624983221307e-08
1957,1.4127225540505606e-06,1.501956425897788e-08
1958,1.3103233413858106e-06,1.4890038535497752e-08
1959,1.374982616653142e-06,2.9452841943111707e-08
1960,1.3585596434495528e-06,3.0451666077624395e-08
1961,1.299305836255371e-06,2.292892631317045e-08
1962,1.3191269090384594e-06,2.8538803320543593e-08
1963,1.3048495475231903e-06,3.2330266463986845e-08
1964,1.3159623222236405e-06,2.4335873760605864e-08
1965,1.4101456144999247e-06,2.7907420374617686e-08
1966,1.3310396980159567e-06,2.9357096309468034e-08
1967,1.4460674719884992e-06,1.7256175155466735e-08
1968,1.3352979522096575e-06,2.515192853991266e-08
1969,1.3384560588747263e-06,2.0892086283197386e-08
1970,1.3304111234901939e-06,3.0351586133292585e-08
1971,1.2157448736616061e-06,2.1581270104320538e-08
1972,1.209688662129338e-06,2.924183739594355e-08
1973,1.269690869776241e-06,1.6539610570021068e-08
1974,1.184182792712818e-06,2.2502286256553816e-08
1975,1.2119760413042968e-06,2.227477224892027e-08
1976,1.2169812180218287e-06,3.370981005446083e-08
1977,1.203564920615463e-06,3.937443793233797e-08
1978,1.2207915460749064e-06,2.4950484345254154e-08
1979,1.2195512226753635e-06,3.862302477841695e-08
1980,1.1989982340310235e-06,2.6720208268216084e-08
1981,1.1518825431267032e-06,2.5302197670384885e-08
1982,1.234051410392567e-06,3.5382761609525915e-08
1983,1.2302235745664802e-06,2.1472073896688926e-08
1984,1.1632811265371856e-06,2.8415142239168745e-08
1985,1.0942300150418305e-06,2.6468455871508922e-08
1986,1.083802999346517e-06,3.2969669661042644e-08
1987,1.2007755003651255e-06,1.711028652096047e-08
1988,1.1339483307892806e-06,1.9788627625416666e-08
1989,1.0976244766425225e-06,1.5366742545097622e-08
1990,1.1398577726140502e-06,2.7788120249283565e-08
1991,1.0779234571600682e-06,2.3445860364290638e-08
1992,1.126783558902389e-06,2.644773289262048e-08
1993,1.0181063316849759e-06,1.4401939196773128e-08
1994,1.0776675480883569e-06,3.639699386326356e-08
1995,1.0665960417099996e-06,2.76544991351102e-08
1996,1.1135260820083204e-06,1.8149513891785318e-08
1997,1.0822076319527696e-06,2.8769367332870388e-08
1998,1.0237173455607262e-06,2.9085589048349902e-08
1999,1.0721691978687886e-06,3.1991408633302854e-08
2000,1.0294013463862939e-06,1.8555732950176207e-08
2001,9.75695911620278e-07,1.621048362210331e-08
2002,1.0164434343096218e-06,2.891606243338174e-08
2003,1.0354802952861064e-06,2.7501691590714472e-08
2004,1.0144234465769841e-06,2.7750184372621334e-08
2005,1.0043361271527829e-06,3.0625496805214425e-08
2006,9.084064913622569e-07,3.253132874192488e-08
2007,9.379037919643451e-07,2.4765773432022797e-08
2008,9.366367521579377e-07,2.7247613942904536e-08
2009,8.868838108355703e-07,2.9085974517784052e-08
2010,8.554789019399323e-07,3.448369056968659e-08
2011,7.410857847389707e-07,2.2561435386592166e-08
2012,8.020419386411959e-07,2.0425515501187874e-08
2013,8.646287597002811e-07,2.1755175438897822e-08
2014,9.478153515374288e-07,2.2304085689484054e-08
2015,8.278909149339597e-07,2.0835809522168347e-08
2016,8.519421612618316e-07,2.423467826417891e-08
2017,7.841160254429269e-07,1.9621769098421282e-08
2018,7.64888568483002e-07,1.7295826992835828e-08
2019,8.489687388646416e-07,2.1938495464723928e-08
