year,avaient_VERB eu_VERB,avaient_VERB lu_VERB
1862,6.349126124405302e-06,1.2198563581478084e-07
1863,6.2432759477815125e-06,1.6482248099691788e-07
1864,6.1621844906767365e-06,1.6733601171381451e-07
1865,6.6182938098791055e-06,1.3226232908891689e-07
1866,6.695083357044496e-06,1.6883676323686814e-07
1867,6.007295269228052e-06,1.2811422323011357e-07
1868,5.975271506031277e-06,1.8030540616109647e-07
1869,6.207441401784308e-06,1.533424978106268e-07
1870,6.12683106737677e-06,1.634203954381519e-07
1871,6.588316409761319e-06,1.5825554555704002e-07
1872,6.364824457705254e-06,1.457408700389351e-07
1873,5.823185347253457e-06,1.5264311059581814e-07
1874,5.764302841271274e-06,1.3980584867567813e-07
1875,6.088277132221265e-06,1.3731664694205392e-07
1876,5.623398465104401e-06,1.3422152278508293e-07
1877,5.498301561601693e-06,1.4719861951562052e-07
1878,5.818661975354189e-06,1.4071076748223277e-07
1879,5.583923211816e-06,1.9427653796810773e-07
1880,5.172142209630692e-06,1.3862548087217874e-07
1881,5.508280992216896e-06,1.5478967441140412e-07
1882,5.437449544842821e-06,1.4908061984897358e-07
1883,4.900015483144671e-06,1.131161653233903e-07
1884,5.626626261800993e-06,1.3797546216665069e-07
1885,5.25125960848527e-06,1.3471378679241752e-07
1886,5.198265171202365e-06,1.1874373484488387e-07
1887,4.997891664970666e-06,1.2404956351019791e-07
1888,5.008451353205601e-06,1.356891488057954e-07
1889,5.039676125306869e-06,1.2906181723337795e-07
1890,4.854834060097346e-06,1.4812913207151723e-07
1891,4.836120751861017e-06,1.5999292202195647e-07
1892,4.9138866415887605e-06,1.297582059578417e-07
1893,4.7610719775548205e-06,1.668930877940511e-07
1894,4.8691995289118495e-06,1.3107201368711685e-07
1895,4.772761258209357e-06,1.6671562264036766e-07
1896,4.928147063765209e-06,1.3327284875686018e-07
1897,4.625245310307946e-06,1.3692776690277242e-07
1898,4.683986389864003e-06,1.2278630379114475e-07
1899,4.6730147005291656e-06,1.8241009058783675e-07
1900,4.508429810812231e-06,1.2925721648571198e-07
1901,4.6302702685352415e-06,1.6486779941260465e-07
1902,3.8668486013193615e-06,1.2717634945147438e-07
1903,4.3342170101823285e-06,1.4148577065498102e-07
1904,4.449114840099355e-06,1.5586412871471111e-07
1905,4.433607955434127e-06,1.9972137010881852e-07
1906,4.335518497100566e-06,1.2860461140462576e-07
1907,4.187303147773491e-06,1.727995311284758e-07
1908,4.1511061681376304e-06,1.679695031953088e-07
1909,4.176896709395805e-06,1.6282911019516177e-07
1910,4.059951152157737e-06,1.330693493173385e-07
1911,4.146699666307541e-06,1.377976843741635e-07
1912,3.952908627979923e-06,1.568035798982237e-07
1913,3.933227617380908e-06,1.718168647357743e-07
1914,4.140596502111293e-06,1.9420556895966e-07
1915,4.807729055755772e-06,2.096975606491469e-07
1916,4.5597967073263135e-06,2.1865049859570718e-07
1917,4.3098048081446905e-06,1.9520236094194843e-07
1918,4.540564532362623e-06,1.8378202071289707e-07
1919,4.156422619416844e-06,1.3627615658151626e-07
1920,3.920144536095904e-06,1.7340410352062463e-07
1921,4.064293534611352e-06,1.5675587405894476e-07
1922,4.133119546168018e-06,1.3206503979290574e-07
1923,3.78777031073696e-06,1.5817762744063657e-07
1924,3.742438593690167e-06,2.0755514640313777e-07
1925,3.8064692944317358e-06,1.9246810722961527e-07
1926,3.739529347512871e-06,1.8836973936231516e-07
1927,4.0605477806821e-06,2.0068604555945058e-07
1928,3.94541211790056e-06,2.0795394561901048e-07
1929,4.057335900142789e-06,1.793605406419374e-07
1930,3.7886497921135742e-06,1.7856126532933558e-07
1931,3.816232492681593e-06,1.8020463699031097e-07
1932,3.830357854894828e-06,1.764485375588265e-07
1933,3.8094069623184623e-06,1.089712924340347e-07
1934,3.692723112180829e-06,1.5815686538189766e-07
1935,3.454046691331314e-06,1.1369869667987587e-07
1936,3.5464790926198475e-06,1.7580836697561608e-07
1937,3.5783957628154894e-06,1.4605697629122005e-07
1938,3.4915321975859115e-06,1.2705909568921925e-07
1939,3.1979859613784356e-06,1.2541121918729914e-07
1940,3.2990535601129523e-06,1.5975432177128823e-07
1941,3.5919786114391172e-06,1.2396310467011062e-07
1942,3.601609478209866e-06,1.3047110769548453e-07
1943,3.809044528679806e-06,1.7419411335595214e-07
1944,4.080746293766424e-06,1.83151612986876e-07
1945,4.258975422999356e-06,2.0042237736106472e-07
1946,3.956377895519836e-06,1.3503471052445093e-07
1947,3.870706677844282e-06,1.8238932852909784e-07
1948,3.5833743368129944e-06,1.4785767632474744e-07
1949,3.3564351724635344e-06,9.915178367236877e-08
1950,3.345884806549293e-06,1.106077576196185e-07
1951,3.412714704609243e-06,1.4286278826602938e-07
1952,3.1634410788683454e-06,1.6238998057360732e-07
1953,3.376517497599707e-06,1.2713115893348004e-07
1954,3.38129757437855e-06,1.3779275320757733e-07
1955,3.083172259721323e-06,1.2858282616434735e-07
1956,3.1465879146708176e-06,1.377940321845017e-07
1957,3.382936029083794e-06,1.7758425485681073e-07
1958,3.123599071841454e-06,1.2739255339511146e-07
1959,3.0762719234189717e-06,1.6276570136142254e-07
1960,3.084615400439361e-06,1.27343326994378e-07
1961,3.1766983283887384e-06,1.4382689528247283e-07
1962,3.319380084576551e-06,1.686960473534782e-07
1963,3.463218035903992e-06,1.332007002474711e-07
1964,3.3376650208083447e-06,1.4540684389885428e-07
1965,3.0802132187091047e-06,1.4446194995798578e-07
1966,3.443642754064058e-06,1.6949569214830262e-07
1967,3.219509153495892e-06,1.360772614589223e-07
1968,3.7085619624122046e-06,1.4776757950585306e-07
1969,3.3949638691410655e-06,1.5805316877504083e-07
1970,3.098620936725638e-06,1.604955031098143e-07
1971,3.0866353881719988e-06,1.3668137910372025e-07
1972,2.9113582513673464e-06,1.456961769008558e-07
1973,3.0642386263934895e-06,1.494078247787911e-07
1974,2.8482270408858312e-06,1.327634890913032e-07
1975,2.85802457256068e-06,1.222256713617753e-07
1976,2.9338959848246304e-06,1.3998140957482974e-07
1977,2.823793693096377e-06,1.2106170288461726e-07
1978,2.9399986942735268e-06,1.4495043387796613e-07
1979,3.0125959256110946e-06,1.5390689611649577e-07
1980,2.6458690172148636e-06,1.4269728865201614e-07
1981,2.664321527845459e-06,1.3789697561605863e-07
1982,2.8250342438695952e-06,1.7008555630582123e-07
1983,2.8279985144763486e-06,1.458838028156606e-07
1984,2.795701902869041e-06,1.345370037597604e-07
1985,2.777984718704829e-06,1.5881073522905353e-07
1986,2.9115215056663146e-06,1.5465772662537347e-07
1987,2.716869175856118e-06,1.3504904927685857e-07
1988,2.7032465368392877e-06,1.45116601402151e-07
1989,2.9103512133588083e-06,1.6629010701763036e-07
1990,2.652948069226113e-06,1.34581682686985e-07
1991,2.6716559204942314e-06,1.219184753153968e-07
1992,2.8249482966202777e-06,1.5703341205153265e-07
1993,2.8421673050615937e-06,1.3958802469460352e-07
1994,2.792018676700536e-06,1.5244538076331082e-07
1995,2.7692456114891684e-06,1.5074412829108041e-07
1996,2.6759855700220214e-06,1.473313488986605e-07
1997,2.7690516617440153e-06,1.1220053153238041e-07
1998,2.7521641641214956e-06,1.687917716708398e-07
1999,2.7672567739500664e-06,1.4670345649392402e-07
2000,2.6883722057391424e-06,1.4844586360140966e-07
2001,2.6975121727446094e-06,1.4677058857159864e-07
2002,2.80003860098077e-06,1.3932285014561785e-07
2003,2.8643428322538966e-06,1.7001045193865139e-07
2004,2.9186146548454417e-06,1.5196529545846715e-07
2005,2.856277887985925e-06,1.873559796194968e-07
2006,2.887052687583491e-06,1.8777578247863858e-07
2007,3.11849021272792e-06,1.7176262190332636e-07
2008,3.158594608976273e-06,1.664658952904574e-07
2009,3.41784038937476e-06,1.7356221349018597e-07
2010,3.870676209771773e-06,1.94147887100371e-07
2011,3.857240699289832e-06,1.617540164033926e-07
2012,4.562719823297812e-06,2.0970196601410862e-07
2013,4.952649305778323e-06,2.2006196331858519e-07
2014,5.433102160168346e-06,2.182768810143898e-07
2015,5.042930752097163e-06,2.0724979776787222e-07
2016,5.262860668153735e-06,2.1831924357229582e-07
2017,4.765322501043556e-06,1.8716148986186454e-07
2018,5.0787775762728415e-06,2.116802733098666e-07
2019,5.122383299749345e-06,2.122421847161604e-07
