year,voulut_VERB imiter_VERB,voulut_VERB limiter_VERB
1864,6.185199197261682e-08,5.753673537611803e-09
1865,3.388927893865912e-08,3.294791106611683e-09
1866,6.909170480184912e-08,2.432806400776144e-09
1867,5.095451882652924e-08,1.94112459439566e-09
1868,5.631456545529545e-08,1.975949626142892e-09
1869,2.8324411260882698e-08,4.395167341186834e-09
1870,4.243196016773254e-08,1.1468097582678638e-09
1871,3.3987767267262825e-08,1.805600113868877e-08
1872,3.809823923006661e-08,3.628403577593531e-09
1873,2.2746817762708815e-08,2.3944017879529156e-09
1874,4.241972462182275e-08,3.5847653734322193e-09
1875,5.2065896483100005e-08,1.1443054281912168e-09
1876,4.413590914964516e-08,2.418405919968336e-09
1877,3.3398006138440905e-08,7.421779191219002e-09
1878,4.891661831152305e-08,4.22736201599605e-09
1879,3.0546626561545054e-08,3.0546627449723474e-09
1880,3.401458670282409e-08,3.8507077526617195e-09
1881,1.9523021421719022e-08,2.091752326904839e-09
1882,3.7270154962243396e-08,5.989846840748214e-09
1883,2.5277355319985872e-08,0.0
1884,2.6406787867472303e-08,0.0
1885,3.8029249083137984e-08,0.0
1886,4.5174246565693466e-08,2.5813855497602844e-09
1887,2.4809914123125054e-08,1.9586774424595887e-09
1888,2.4728397107764977e-08,0.0
1889,2.255449160770695e-08,1.2530273485467092e-09
1890,2.7528423984790606e-08,6.554386366985909e-09
1891,3.1871099537283953e-08,3.1871101313640793e-09
1892,2.1312942521944933e-08,6.268512375839919e-10
1893,2.8328715373504565e-08,1.2316833108982905e-09
1894,2.142523314319078e-08,3.780923574225881e-09
1895,1.6852119699706236e-08,0.0
1896,1.47425724961181e-08,0.0
1897,3.1464253424928756e-08,1.7480140668268973e-09
1898,2.2633418694795182e-08,7.355861253444118e-09
1899,2.2110313580014918e-08,5.527578395003729e-10
1900,1.2977633190303095e-08,7.26747462209687e-09
1901,9.500856101851696e-09,2.794369402536745e-09
1902,1.718599307309887e-08,3.437198747846537e-09
1903,1.296052865029651e-08,1.0800440541913758e-09
1904,1.3436562973367927e-08,3.2247751136083025e-09
1905,2.9932401446330914e-08,2.0643036169332163e-09
1906,1.8519063615940468e-08,8.745113966313056e-09
1907,1.5942815068115124e-08,1.5428529565042481e-09
1908,1.4734167663732478e-08,1.964555629285769e-09
1909,2.3654228797909127e-08,8.251475058784763e-09
1910,2.7255168788542505e-08,1.6032452032632705e-09
1911,3.8838731342139e-08,1.5961122423746588e-09
1912,2.4484279492753558e-08,3.646594803896619e-09
1913,2.9166443482608884e-08,4.242391771214216e-09
1914,1.9420557606508737e-08,4.018046340092951e-09
1915,2.8273827723523937e-08,4.712304768617059e-09
1916,2.4172416956957932e-08,1.0987462051303964e-09
1917,1.4256351654751143e-08,0.0
1918,2.2972752589112133e-09,0.0
1919,3.498982437122322e-08,9.207848372660976e-10
1920,2.2716694303426266e-08,1.514446346106979e-09
1921,1.1359120755116692e-08,7.572747762196741e-09
1922,3.024953443286904e-08,4.426761179843197e-09
1923,1.6985516992917837e-08,1.0615948120573648e-09
1924,2.707241186783449e-08,3.867487219366694e-09
1925,1.5397448649423495e-08,5.499089184013428e-09
1926,2.229227646921572e-08,2.229227691330493e-09
1927,2.7873062080630007e-08,1.1149224876660924e-09
1928,1.4853853258500749e-08,6.8556245125250825e-09
1929,1.1140405931087116e-08,5.570202965543558e-09
1930,1.6805765667982087e-08,3.1510811737689437e-09
1931,3.42160717536899e-08,2.2810713318222042e-09
1932,1.8631212128639163e-08,0.0
1933,8.02946331646126e-09,2.2941324395731044e-09
1934,2.036868629318178e-08,5.990790086229936e-09
1935,8.377798899061872e-09,2.393656828303392e-09
1936,2.0612015205756506e-08,2.424942913137329e-09
1937,8.813782592653752e-09,0.0
1938,1.2965214679638848e-08,1.5558256905023882e-08
1939,7.647025235257843e-09,0.0
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,0.0
1942,1.517105907566929e-08,1.2136847082899749e-08
1943,1.1612940831184915e-08,0.0
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,3.485606470121638e-08,0.0
1946,8.352662561605939e-09,5.568441707737293e-09
1947,1.3112957830685446e-08,3.5762612871081956e-09
1948,1.9569398546082084e-08,1.0871887834440486e-09
1949,1.2762110479513922e-08,3.9268033269479474e-09
1950,2.3397795700930146e-08,8.508289184305795e-09
1951,1.9190522948520083e-08,2.1322803522849654e-09
1952,6.326882129314981e-09,6.326882129314981e-09
1953,1.6160740301529586e-08,1.0773827385790469e-09
1954,1.172704333640695e-08,5.863521668203475e-09
1955,9.385607846468247e-09,1.8771215692936494e-09
1956,1.1337483840634377e-08,8.72114158667614e-10
1957,1.501956425897788e-08,2.6505113659425206e-09
1958,1.5717262158432277e-08,0.0
1959,2.1702094343822864e-08,5.425523585955716e-09
1960,1.314958364417862e-08,3.460416619915918e-09
1961,1.737039845295385e-08,0.0
1962,8.244543714397423e-09,3.805173953708163e-09
1963,1.1638896069143811e-08,1.2932106496776896e-09
1964,1.8251904876365188e-08,3.041984220075733e-09
1965,7.660860390501512e-09,2.73602163147757e-09
1966,1.606331601067268e-08,1.1078149508847446e-09
1967,1.9721342781053863e-08,2.9582012395223956e-09
1968,1.7516521566562915e-08,8.084548142051062e-09
1969,1.544197658631674e-08,3.1792304344691047e-09
1970,1.2876429700270364e-08,2.7592350626548523e-09
1971,1.644287195290417e-08,5.138397263237948e-09
1972,2.5137719461554298e-08,4.6171320100540925e-09
1973,8.821126051827832e-09,5.513203782392395e-10
1974,1.1813700240281833e-08,5.625571564138454e-09
1975,1.313640396460869e-08,4.569184142155791e-09
1976,1.1427053969725876e-08,2.285410749536254e-09
1977,8.22749424145286e-09,0.0
1978,1.0693064211864112e-08,4.158414057542359e-09
1979,5.851973128301324e-09,5.851973350345929e-10
1980,7.95921106799824e-09,3.411090521154847e-09
1981,1.2651098835192442e-08,1.8976649140967083e-09
1982,9.311253101884631e-09,5.586751949948621e-09
1983,8.841442245000053e-09,6.315316269933646e-09
1984,9.278413592994639e-09,4.059305780401701e-09
1985,6.617113967877231e-09,3.0077789148208467e-09
1986,1.019062523255343e-08,0.0
1987,6.721898593298192e-09,7.332980445085013e-09
1988,1.8589316752581908e-08,2.398621523624911e-09
1989,1.6464365870660913e-08,5.488122178931576e-10
1990,8.717841559757744e-09,2.179460389939436e-09
1991,3.5168792322792797e-09,1.7584396161396398e-09
1992,1.0468894195980738e-08,3.856960972825618e-09
1993,1.1632335983335906e-08,2.2156829704300662e-09
1994,7.384897138251745e-09,4.2199412852994556e-09
1995,1.5182862966867106e-08,5.964695848348356e-09
1996,1.1209993822092201e-08,2.6690460952494277e-09
1997,6.7128524960935465e-09,2.876936688878118e-09
1998,9.536258005482523e-09,2.3840645013706308e-09
1999,1.0054442611817649e-08,4.113180906983871e-09
2000,6.185244316725402e-09,1.3254094488601709e-09
2001,7.448059946568719e-09,3.066848330846028e-09
2002,9.200564754507923e-09,3.066854992184176e-09
2003,6.667076668520622e-09,2.083461403401543e-09
2004,4.404791198453495e-09,1.3214374039449694e-09
2005,9.007498746882447e-09,4.053374524914943e-09
2006,4.941467679486777e-09,1.6471559671771274e-09
2007,7.988958827809256e-09,7.988958938831558e-10
2008,8.51487946817997e-09,8.514879357157668e-10
2009,6.198650481792356e-09,3.337734755248789e-09
2010,9.919965293647692e-09,1.4171379625338432e-09
2011,5.7359579308524644e-09,1.911985902935953e-09
2012,7.148930780687124e-09,2.0425516833455504e-09
2013,1.1156499724052082e-08,0.0
2014,1.1043770342666903e-08,1.7323561474213989e-09
2015,1.0639562120218216e-08,1.10828768384863e-09
2016,1.2013772199281902e-08,1.6570720351438695e-09
2017,9.30776167251679e-09,1.2578056374223934e-09
2018,9.035133530232997e-09,7.744400121190154e-10
2019,9.183556137770665e-09,7.65296326310505e-10
