year,voulait_VERB imiter_VERB,voulait_VERB limiter_VERB
1845,4.8547981634783355e-08,4.464182357111213e-09
1846,8.371937099127535e-08,4.0981511517657054e-09
1847,4.314578916364553e-08,5.3932236454556914e-09
1848,3.218088551193432e-08,9.65426583121598e-09
1849,7.29009101974043e-08,5.02764896381791e-09
1850,5.2275268558332755e-08,3.394498016007219e-09
1851,4.70809027319774e-08,1.2253933867611977e-08
1852,5.729280161403949e-08,1.0416872697760482e-08
1853,8.599582201895828e-08,5.971931837933653e-09
1854,4.72805474771576e-08,2.234135720868835e-08
1855,4.776243400783642e-08,2.653468555990912e-09
1856,6.212626857404757e-08,4.141751386299575e-09
1857,3.3194261561675376e-08,4.393358121745905e-09
1858,6.019221387987272e-08,1.2723557318849998e-08
1859,8.758538427855456e-08,3.5645213447565993e-09
1860,6.087654469411063e-08,1.0527522853465143e-08
1861,4.6688040100661965e-08,2.1221836732365773e-08
1862,3.7047488632424574e-08,3.072230825296174e-08
1863,5.693867777267769e-08,4.994620717013731e-09
1864,6.568777166648943e-08,4.794728170054441e-09
1865,3.388927893865912e-08,1.0825742080555756e-08
1866,5.4494865509013835e-08,1.556996132023869e-08
1867,7.327745521479301e-08,9.7056229719783e-09
1868,4.5940829807022965e-08,1.6301584082611953e-08
1869,5.7137174991339634e-08,6.348574999037737e-09
1870,7.167560767129544e-08,6.880858549607183e-09
1871,5.2043770182308435e-08,1.3807530230280918e-08
1872,4.777398032729252e-08,1.4513614310374123e-08
1873,2.9331422624068182e-08,1.0774807712721213e-08
1874,5.377148326601855e-08,4.779687312606029e-09
1875,4.291145216939185e-08,8.58229043387837e-09
1876,3.688068872520489e-08,5.441413541973361e-09
1877,2.1028373708986692e-08,8.040260901509555e-09
1878,7.126124756950958e-08,1.3285995414946683e-08
1879,2.8102896010295808e-08,1.1607718342077078e-08
1880,4.171599954361227e-08,7.059631101924424e-09
1881,2.9284532132578533e-08,1.045876096839038e-08
1882,5.923292789589141e-08,1.2645231528551903e-08
1883,5.434631589196215e-08,2.338155447034751e-08
1884,3.3668655419205606e-08,1.5844072720483382e-08
1885,1.9981470700258797e-08,7.090199094506033e-09
1886,3.87207848007165e-08,5.808117542471791e-09
1887,3.590908548289917e-08,1.828098916689669e-08
1888,2.9166827175686194e-08,1.775372027168487e-08
1889,4.0723389105323804e-08,1.3156786771162388e-08
1890,3.604912635069013e-08,9.176140736144589e-09
1891,3.1871099537283953e-08,8.286486163910922e-09
1892,2.8835156484774416e-08,7.522214851007902e-09
1893,2.8328715373504565e-08,4.310891643655168e-09
1894,3.0877544077156927e-08,2.6466464575491955e-08
1895,2.2268872967856623e-08,6.018614495673091e-09
1896,2.6536630670648265e-08,1.47425724961181e-08
1897,3.379494017963225e-08,1.1653427112179315e-09
1898,2.1501747937691107e-08,9.05336783318944e-09
1899,2.1004797901014172e-08,1.6029977345510815e-08
1900,2.28406342728249e-08,1.038210584169974e-08
1901,4.470991044058792e-08,1.397184767881754e-08
1902,1.915010727771005e-08,9.820567470342212e-09
1903,1.296052865029651e-08,1.7820726228023887e-08
1904,2.8485512615361586e-08,1.3436562973367927e-08
1905,2.9416327151920996e-08,2.580379465655369e-08
1906,3.343719967574543e-08,1.1317205839134203e-08
1907,2.3657079850636364e-08,1.8514235478050978e-08
1908,3.1432890068572306e-08,1.4243028090277221e-08
1909,2.3104130164597336e-08,9.351672325408344e-09
1910,2.1911017000775246e-08,4.809735720812114e-09
1911,2.6601870928288918e-08,1.0640748726586935e-08
1912,1.40654377034366e-08,9.376957876838787e-09
1913,2.4924052155483878e-08,5.833288518886093e-09
1914,2.0759905794420774e-08,1.2723813114234872e-08
1915,4.2410743361642744e-08,7.068456930880984e-09
1916,1.538244731591476e-08,3.2962386153911893e-09
1917,1.5352993543160665e-08,9.869782324756216e-09
1918,1.033773866510046e-08,1.6080926812378493e-08
1919,1.6574126959767455e-08,1.5653341733923298e-08
1920,2.1959472462640406e-08,1.590168707821249e-08
1921,2.8019165654313838e-08,1.060184651180407e-08
1922,2.0658220023506146e-08,1.1804696775641332e-08
1923,1.4862327368803108e-08,8.492758496458919e-09
1924,2.5783249313349188e-08,1.289162443462999e-09
1925,2.859526304632709e-08,8.798542339150117e-09
1926,2.7865345586519652e-08,3.009457216762712e-08
1927,4.0137209111890115e-08,1.3379070296082318e-08
1928,2.742249805010033e-08,1.0283437212876834e-08
1929,1.6710609784809094e-08,2.1166771446701205e-08
1930,2.7309368988426286e-08,2.941009036305786e-08
1931,1.8248570654577634e-08,2.9653927313688655e-08
1932,1.9727165678773417e-08,1.4247397928102146e-08
1933,2.2941325283909464e-08,1.3764794637438627e-08
1934,1.7972370258689807e-08,2.156684431042777e-08
1935,2.154291145473053e-08,1.9149254626427137e-08
1936,3.15242587589637e-08,1.6974599503782883e-08
1937,3.1477796369472344e-08,1.888667711114067e-08
1938,2.3337385357535823e-08,1.5558256905023882e-08
1939,2.2941076593951948e-08,2.5999884911698246e-08
1940,2.5357829169792012e-09,1.7750480196809804e-08
1941,4.427253941230447e-08,2.9515025978810172e-09
1942,0.0,3.034211815133858e-08
1943,1.4516175816936538e-08,1.4516175816936538e-08
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,2.832055301382752e-08,1.5249527862692958e-08
1946,9.744772988540262e-09,1.2528993842408909e-08
1947,1.907339353124371e-08,3.695469885656166e-08
1948,1.6307831529616124e-08,2.0656587551570738e-08
1949,2.7487622844546422e-08,2.0615717133409817e-08
1950,3.19060831088791e-08,1.2762433776458693e-08
1951,2.1322803078760444e-08,1.9190522948520083e-08
1952,1.7926167217297007e-08,2.1089608281954497e-08
1953,1.0773827163745864e-08,8.619061908632375e-09
1954,2.14995790059902e-08,1.4658803948464083e-08
1955,1.1262729415761896e-08,1.3139850985055546e-08
1956,2.2674967681268754e-08,1.1337483840634377e-08
1957,2.5621609722747962e-08,1.501956425897788e-08
1958,1.1581140491045971e-08,8.272243334772611e-09
1959,2.8677767716089875e-08,1.6276571201956358e-08
1960,2.145458388724819e-08,1.7994166157109248e-08
1961,2.36237411854745e-08,2.153929301584867e-08
1962,3.6783347923119436e-08,1.585489073363533e-08
1963,2.8450633848819962e-08,1.8751554975438012e-08
1964,1.9468698653213323e-08,1.520992043424485e-08
1965,1.91521518644322e-08,1.8057743744748223e-08
1966,2.215629990587331e-08,1.8832853498906843e-08
1967,2.070740912074598e-08,1.1339771788243524e-08
1968,2.2906220920049236e-08,2.110965446888713e-08
1969,1.9075383050903838e-08,1.4533624970169967e-08
1970,1.839489982558007e-08,1.2876429700270364e-08
1971,1.1818314327172175e-08,1.1304474689666222e-08
1972,2.8215808356435446e-08,2.4111690422046195e-08
1973,1.874489363729026e-08,2.811733956775697e-08
1974,1.4626486688484874e-08,2.81278591529599e-08
1975,1.8847885030481848e-08,1.9990180177842376e-08
1976,1.9425991482080462e-08,2.0568696967870892e-08
1977,9.402850942308305e-09,1.469195431980097e-08
1978,1.841583241457556e-08,1.2475242172627077e-08
1979,1.580032815695631e-08,1.8141117053005473e-08
1980,1.4212877097463661e-08,1.819248218737357e-08
1981,2.6567308353264707e-08,2.0874313833019187e-08
1982,1.8622506203769262e-08,1.3656505259973528e-08
1983,2.0209011353244932e-08,1.7682884490000106e-08
1984,1.275781880138993e-08,2.7255339318799088e-08
1985,1.2632671797518924e-08,2.466378745680231e-08
1986,3.057187569766029e-08,1.7384007122700496e-08
1987,1.2221633483022742e-08,1.711028652096047e-08
1988,1.679035044332977e-08,1.6190695006912392e-08
1989,8.780995486290522e-09,1.3720305780395847e-08
1990,1.6345952147389653e-08,1.9070277801347402e-08
1991,1.582595565707834e-08,2.8721180100887977e-08
1992,2.314176583695371e-08,1.4876849085965205e-08
1993,2.049506697687775e-08,2.8249957040316076e-08
1994,1.2659823411809157e-08,1.8462243289718572e-08
1995,1.8978578708583882e-08,2.6027763055935793e-08
1996,2.6690461396583487e-08,1.868332333287981e-08
1997,1.6782131240233866e-08,2.4933450859521145e-08
1998,1.5734826774860267e-08,1.4781200263769279e-08
1999,1.96518641359944e-08,2.376504681933511e-08
2000,2.2973763336153752e-08,1.502130686503733e-08
2001,1.621048362210331e-08,1.7086726700199506e-08
2002,1.7963008858146168e-08,1.0514931148009055e-08
2003,2.2918076325595393e-08,2.0001230893740285e-08
2004,9.690540814233373e-09,1.4535810777260849e-08
2005,1.6663873836364473e-08,1.8014997493764895e-08
2006,1.1118302722934459e-08,1.7706927479821388e-08
2007,1.5977917655618512e-08,1.5977917655618512e-08
2008,1.4475294740634581e-08,1.7455501932772677e-08
2009,1.8119131084404216e-08,1.907277002999308e-08
2010,2.172944846279279e-08,1.322662068758973e-08
2011,1.5678285336662157e-08,1.414869643667771e-08
2012,1.736168897537027e-08,1.3957436095779485e-08
2013,1.9244962956577183e-08,1.2272150407000026e-08
2014,2.0788274213145996e-08,1.1909948582911056e-08
2015,1.7289288223309995e-08,9.752931795503628e-09
2016,2.2577607339258066e-08,1.3256576281150956e-08
2017,1.9370206771895937e-08,1.0817128526241504e-08
2018,1.7812119779136992e-08,1.1874746519424662e-08
2019,1.7601815116563557e-08,1.0459049626376782e-08
