year,doit_VERB imiter_VERB,doit_VERB limiter_VERB
1849,7.792856138166826e-08,2.76520690789539e-08
1850,8.893584890756756e-08,2.987158254086353e-08
1851,1.0190112931240947e-07,1.870337307252612e-08
1852,9.114763344086896e-08,2.2135854038651814e-08
1853,1.0152284346531815e-07,3.2248433257109355e-08
1854,1.1326548587931029e-07,2.3900057044556888e-08
1855,1.2312094099797832e-07,1.8043586180738203e-08
1856,1.113095677851561e-07,3.2616291889553395e-08
1857,8.298565745690212e-08,3.8075771868761876e-08
1858,8.612870061597278e-08,2.6425849952715907e-08
1859,1.0795407234809318e-07,4.53203412575931e-08
1860,1.080215383808536e-07,1.785101666484934e-08
1861,1.164843013157224e-07,3.584132457490341e-08
1862,1.1294965673869228e-07,3.298130124562704e-08
1863,1.1587520276634677e-07,3.146611149418277e-08
1864,9.925086885687051e-08,4.267307929239905e-08
1865,1.0072646716707823e-07,2.9182434246877165e-08
1866,9.487945362707251e-08,3.3572728597164314e-08
1867,6.745408143160603e-08,3.396968040192405e-08
1868,8.595380762699278e-08,3.803702952609456e-08
1869,9.767038022800989e-08,3.7603097524652185e-08
1870,8.371711146537564e-08,3.7271316699616364e-08
1871,7.328612383616928e-08,2.1242353653860846e-08
1872,6.77301983387224e-08,4.233137573805834e-08
1873,7.602225338132484e-08,4.070482972906575e-08
1874,6.751308490038355e-08,2.4495896866483235e-08
1875,6.923048090357042e-08,2.6319025181464895e-08
1876,8.283040386913854e-08,2.5997863417615008e-08
1877,6.184816214727107e-08,2.6594708657512456e-08
1878,3.4422804162659304e-08,4.3481438893877566e-08
1879,7.758843167948726e-08,4.520900631632685e-08
1880,4.55667077403632e-08,3.016387850607316e-08
1881,3.067903264764027e-08,5.020205406935929e-08
1882,5.590523599607877e-08,2.9283693692150337e-08
1883,6.319339007632152e-08,3.09647596452578e-08
1884,3.4328824227713994e-08,3.234831424947515e-08
1885,5.349877696403382e-08,3.4161868001092444e-08
1886,7.356948827919041e-08,3.484870347847391e-08
1887,5.4842967500690065e-08,3.264462478114183e-08
1888,6.340614788769017e-08,4.7554610915767626e-08
1889,6.139833885754342e-08,3.884384724983647e-08
1890,5.702316130395957e-08,2.2284913470116408e-08
1891,5.035633776628856e-08,2.8046567734918426e-08
1892,5.7043461509920235e-08,2.2566645441202127e-08
1893,6.096832549928877e-08,2.46336657738766e-08
1894,4.285046628638156e-08,3.7179081147087345e-08
1895,5.356566745717828e-08,3.189865793729041e-08
1896,3.2433661090180976e-08,4.363801409112966e-08
1897,4.253501018069983e-08,4.0204323425996336e-08
1898,6.507108452069588e-08,3.621347133275776e-08
1899,4.477338677588705e-08,7.075300345604774e-08
1900,4.879590065343109e-08,4.775768758236154e-08
1901,4.247441509619421e-08,5.9240633731860726e-08
1902,3.437198614619774e-08,6.088752257937813e-08
1903,6.804277319361063e-08,3.888158772724637e-08
1904,5.8045952044949445e-08,4.192207825326477e-08
1905,4.231822359201942e-08,4.799505859409692e-08
1906,5.401393821102829e-08,5.14418445618503e-08
1907,4.371417006154843e-08,4.937129460813594e-08
1908,5.746325371092098e-08,6.188350454294778e-08
1909,6.326131085643283e-08,4.1807474815414025e-08
1910,3.473697773870299e-08,4.80973554317643e-08
1911,4.256299490634774e-08,4.8415405018431557e-08
1912,5.5219864236732974e-08,5.053138707467042e-08
1913,5.833288696521777e-08,5.780258760523793e-08
1914,3.683209115479258e-08,3.3483718908655646e-08
1915,2.0027295377644805e-08,6.715034572835066e-08
1916,3.186363883855847e-08,5.7134801778602196e-08
1917,4.276905585243185e-08,6.579854527899442e-08
1918,3.331049214239101e-08,4.9391417178412667e-08
1919,3.314825391953491e-08,5.7088659133341935e-08
1920,4.694783584113793e-08,5.4520068459851245e-08
1921,4.240738604721628e-08,5.982470696608289e-08
1922,2.8036154731125862e-08,5.2383342108441866e-08
1923,4.140219900250486e-08,8.917396598917549e-08
1924,8.250639638163193e-08,6.059063650809549e-08
1925,6.708888378170741e-08,6.378942885021388e-08
1926,3.901148559748435e-08,5.461607699430715e-08
1927,7.135503921062991e-08,6.466550672712401e-08
1928,4.227635130860108e-08,3.999114284169991e-08
1929,3.676334259239411e-08,4.9017788938954254e-08
1930,5.882018072611572e-08,5.671945757512731e-08
1931,4.1059283972799676e-08,5.360517718600022e-08
1932,4.055028668403793e-08,5.150982218538047e-08
1933,4.588265056781893e-08,8.373583426646292e-08
1934,4.4331848414458364e-08,5.2718952758823434e-08
1935,4.4282650435434334e-08,6.462873614054843e-08
1936,3.031178508194898e-08,6.062357016389797e-08
1937,5.5400921183945684e-08,4.0291578073947676e-08
1938,5.8343463393839556e-08,8.427389275311725e-08
1939,3.6705721129237645e-08,8.717609034647467e-08
1940,6.846613587185857e-08,4.81798743123818e-08
1941,2.3612020783048138e-08,7.67390702094417e-08
1942,1.1226583751522412e-07,4.5513175450651033e-08
1943,1.7419411690866582e-08,3.4838823381733164e-08
1944,5.462416652335378e-08,8.996921252446555e-08
1945,5.2284097051824574e-08,9.149717072887142e-08
1946,5.4292307538617024e-08,7.79581839083221e-08
1947,7.867775053682635e-08,5.006765846360395e-08
1948,4.022598432129598e-08,8.697510622823756e-08
1949,2.6505922789965553e-08,6.97007607186606e-08
1950,7.551106762093696e-08,1.2230665902279725e-07
1951,6.610068936652169e-08,7.889437370067753e-08
1952,3.690681538159879e-08,8.224947123380844e-08
1953,2.477980309834038e-08,6.033343424860504e-08
1954,2.5408594339637602e-08,9.6748109967848e-08
1955,4.974372203037092e-08,5.819076775992471e-08
1956,3.488456457034772e-08,7.936238688444064e-08
1957,4.50586910005768e-08,7.333080986882123e-08
1958,4.9633460008635666e-08,1.0257581806172311e-07
1959,4.2629114460623896e-08,7.518225686453661e-08
1960,5.1214165353030694e-08,8.858666689093297e-08
1961,5.975417138870398e-08,5.83645380913822e-08
1962,3.7417542841922113e-08,7.356669584623887e-08
1963,4.849539791962343e-08,6.918676831446646e-08
1964,5.536411151751963e-08,7.665800438871884e-08
1965,6.128688312401209e-08,7.004215518691126e-08
1966,6.203763547318886e-08,7.14540675517128e-08
1967,6.310829547828689e-08,7.494109866001963e-08
1968,6.647295691664112e-08,5.838840522187638e-08
1969,5.904285060864822e-08,5.995120488933026e-08
1970,4.7826741678136386e-08,6.898087434592526e-08
1971,6.217460679636133e-08,7.502060128672383e-08
1972,6.771794147653054e-08,7.592617379259536e-08
1973,4.9618833486420044e-08,6.009392450323503e-08
1974,6.356896165016224e-08,6.356896165016224e-08
1975,4.740528680713396e-08,5.997053875717029e-08
1976,3.142439908287997e-08,4.8564977817022736e-08
1977,4.407586473575975e-08,6.346924408262566e-08
1978,5.4653440884067095e-08,6.772274474542428e-08
1979,6.14457178471639e-08,6.027532606367458e-08
1980,5.9125568441231735e-08,5.173487238607777e-08
1981,5.186950602364959e-08,6.135783081617774e-08
1982,6.145427278170246e-08,7.138627466929393e-08
1983,4.483874249672226e-08,6.378468953016636e-08
1984,4.5812168281145205e-08,6.552879483479046e-08
1985,5.173379946654677e-08,5.474157660501078e-08
1986,3.896415634585537e-08,7.612996455463872e-08
1987,4.399788267051008e-08,8.55514343811592e-08
1988,5.756691479064102e-08,6.476278002764957e-08
1989,5.2137160366783064e-08,5.488122312158339e-08
1990,6.102489180648263e-08,6.538380858955861e-08
1991,4.9822453718206816e-08,7.561290260582609e-08
1992,4.848750734254281e-08,7.548623415232214e-08
1993,3.988229480000882e-08,5.926952084678305e-08
1994,6.593658241627054e-08,6.118914797070829e-08
1995,5.368226396740283e-08,5.314001683132119e-08
1996,6.405710450962943e-08,5.658377588702024e-08
1997,5.6100265766190205e-08,8.295167219785071e-08
1998,6.24624902911819e-08,8.201182311040611e-08
1999,4.6159030375747534e-08,8.043554089454119e-08
2000,6.98048978620136e-08,6.71540760777134e-08
2001,6.615629644102228e-08,6.790878614992835e-08
2002,6.440395594609072e-08,7.097578702541796e-08
2003,6.708745559080853e-08,7.417122560582357e-08
2004,5.90242024145482e-08,6.651234940591166e-08
2005,6.66554953454579e-08,5.899912025597587e-08
2006,7.206307373053278e-08,7.865169493470603e-08
2007,5.7121056329378916e-08,6.710725841685417e-08
2008,4.768332573235057e-08,6.471308466871051e-08
2009,6.627787740853819e-08,6.484741987833331e-08
2010,4.6293170186118004e-08,6.140930963738356e-08
2011,3.6710130046913036e-08,7.036108229385718e-08
2012,3.2680826933528806e-08,5.957442184012507e-08
2013,3.876883880593596e-08,5.271446212873343e-08
2014,4.200963488187881e-08,4.980524082043303e-08
2015,4.0563328695952805e-08,4.0563328695952805e-08
2016,4.4119541797726924e-08,5.1990635796528295e-08
2017,3.9746659297179576e-08,4.226227190429199e-08
2018,3.278462656908232e-08,4.543381493249399e-08
2019,3.265264325591488e-08,4.489738358870454e-08
