year,serait_VERB en_PRON,serait_VERB lent_ADJ
1980,1.637323379100053e-07,3.411090521154847e-09
1981,1.929292636759783e-07,3.795329828193417e-09
1982,1.8808731283570523e-07,5.586751949948621e-09
1983,1.9956398489284766e-07,5.68378455412244e-09
1984,2.0702459835320042e-07,2.8995041922996734e-09
1985,1.8347452623856952e-07,2.4062232206745193e-09
1986,1.9182353128144314e-07,4.7955883708539204e-09
1987,2.1876724076719256e-07,4.277571630240118e-09
1988,1.8709248195136752e-07,1.798966087207532e-09
1989,2.1513439207865304e-07,1.0976244357863152e-09
1990,1.825298028279576e-07,1.6345953479657283e-09
1991,2.2449411574143596e-07,7.033758464558559e-09
1992,1.9450102684004378e-07,5.509944167592096e-10
1993,2.3153887696025777e-07,3.877445031719162e-09
1994,2.0413965273746726e-07,2.1099706426497278e-09
1995,2.0659537369738246e-07,4.337960657352369e-09
1996,2.3701129236997076e-07,5.3380921904988554e-09
1997,2.4693707700862433e-07,3.835915585170824e-09
1998,2.1504263258975698e-07,3.814503379828693e-09
1999,2.408496015959827e-07,9.140402323914998e-10
2000,2.602220661174215e-07,4.418031274155965e-09
2001,2.1511749537239666e-07,2.6287270138425356e-09
2002,2.3395722337227198e-07,1.752488598683044e-09
2003,2.5168213824144914e-07,4.1669229178253886e-10
2004,2.382992079219548e-07,1.3214374039449694e-09
2005,2.4275209398183506e-07,2.251874686720612e-09
2006,2.1865994881409279e-07,2.8825228870488218e-09
2007,2.2169361102442053e-07,1.5977917877663117e-09
2008,2.1202049538260326e-07,3.405951742863067e-09
2009,2.274427828297121e-07,1.907277002999308e-09
2010,2.1729448462792789e-07,4.723792912386671e-09
2011,1.8928660949768528e-07,3.4415748029203996e-09
2012,1.7293604059887002e-07,4.425528388196653e-09
2013,1.5479643877824856e-07,6.693900100884775e-09
2014,1.5136461684051028e-07,6.063246349441442e-09
2015,1.4984050267230486e-07,6.206410940734486e-09
2016,1.4333673448163609e-07,7.042556315894899e-09
2017,1.4540233905790956e-07,7.54683426862357e-09
2018,1.559205884404946e-07,8.518839855753413e-09
2019,1.428553133564492e-07,6.377469219387422e-09
