year,aurait_VERB eu_VERB,aurait_VERB lu_VERB
1844,7.66806897445349e-06,9.00124064173724e-08
1845,7.73810188547941e-06,7.086889297625021e-08
1846,7.709207238804083e-06,6.615586300995346e-08
1847,8.27913754619658e-06,5.986478157637976e-08
1848,7.916498361737467e-06,6.033916122305527e-08
1849,8.578845154261217e-06,8.798385664476882e-08
1850,7.881345482019242e-06,7.603675555856171e-08
1851,8.248187441495247e-06,7.545843061507185e-08
1852,7.470850960089592e-06,7.422021752745422e-08
1853,7.129292043828173e-06,1.0391161708867003e-07
1854,7.1861236392578576e-06,6.598494195486637e-08
1855,7.843122148187831e-06,8.756445879498642e-08
1856,7.891071618360002e-06,7.610468344410037e-08
1857,8.0046984294313e-06,9.128422107096412e-08
1858,7.648815881111659e-06,4.159624467092726e-08
1859,7.919857125671115e-06,7.383651023928905e-08
1860,7.5230595939501654e-06,5.5841642421228244e-08
1861,7.613923571625492e-06,9.007490575640986e-08
1862,7.51566994949826e-06,9.126332400910542e-08
1863,7.112339972081827e-06,9.839403247724476e-08
1864,7.369496870524017e-06,9.685350477184329e-08
1865,7.443403774232138e-06,8.142841068092821e-08
1866,7.872561582189519e-06,8.855415245534459e-08
1867,7.799438208166976e-06,6.114542827617697e-08
1868,7.29224211681867e-06,8.792975592086805e-08
1869,7.920579264464322e-06,9.278686263769487e-08
1870,7.660115443286486e-06,1.2500225921030506e-07
1871,7.939330316730775e-06,6.691341525311145e-08
1872,7.604528946103528e-06,8.163907949665372e-08
1873,7.910504791652784e-06,8.79942660958477e-08
1874,7.687529432587326e-06,7.587753714233259e-08
1875,7.534679298260016e-06,7.78127713374488e-08
1876,7.784849003655836e-06,9.734083761259171e-08
1877,7.122433999029454e-06,7.916564470633602e-08
1878,7.70164933783235e-06,8.454723854356416e-08
1879,7.68553127272753e-06,1.0080386658728457e-07
1880,6.998019671300426e-06,6.482024872411785e-08
1881,7.058966730255634e-06,6.902782700990429e-08
1882,7.249710961332312e-06,9.450646842878996e-08
1883,7.363293661910575e-06,8.088753844504026e-08
1884,7.100785296643153e-06,8.450172117591137e-08
1885,6.989002940827049e-06,6.703461252755005e-08
1886,6.471533652074868e-06,7.292414494486366e-08
1887,7.072784228512319e-06,1.0054544219428863e-07
1888,6.970237791392719e-06,6.340614788769017e-08
1889,6.842782568128314e-06,9.397705014180247e-08
1890,7.13641611582716e-06,8.061895329092295e-08
1891,6.896268587297527e-06,8.668938988876107e-08
1892,6.5618787630228326e-06,8.650547300703693e-08
1893,7.1259037213167176e-06,9.607129669575443e-08
1894,6.785497589589795e-06,8.065970291681879e-08
1895,7.204883331723977e-06,7.703826554461557e-08
1896,7.017464668024331e-06,6.309821287686646e-08
1897,6.821333499829052e-06,8.448734689636694e-08
1898,6.90036358719226e-06,8.034864151795773e-08
1899,6.875754934299039e-06,7.628058540376514e-08
1900,6.406278771464713e-06,8.513327287573702e-08
1901,6.6835727920988575e-06,9.333194128657851e-08
1902,6.115267296991078e-06,8.249276817196005e-08
1903,6.732454494340345e-06,7.560308290521789e-08
1904,6.660773124167463e-06,8.330668777034589e-08
1905,6.530940481752623e-06,6.812202002492995e-08
1906,6.702357950416626e-06,9.773950893077199e-08
1907,6.709353328915313e-06,8.07426374649367e-08
1908,6.6087650338886306e-06,9.331639461152008e-08
1909,6.6715929278871045e-06,9.131633049719312e-08
1910,6.6262123255000915e-06,1.004700322937424e-07
1911,6.437652700697072e-06,8.83182096345081e-08
1912,6.627425591432257e-06,9.897900099531398e-08
1913,6.22995230514789e-06,8.484783364792747e-08
1914,6.353200660669245e-06,8.705767129413289e-08
1915,6.8540471147571225e-06,7.421880354741006e-08
1916,6.512268555525225e-06,7.471474106068854e-08
1917,6.480060164903989e-06,8.334482259897413e-08
1918,6.057915015844628e-06,8.844509835626013e-08
1919,6.525602202600567e-06,9.484083562938395e-08
1920,6.436397143261274e-06,1.0146790430098918e-07
1921,6.468641004175879e-06,8.02711213054863e-08
1922,6.283787570282584e-06,1.1804696953277016e-07
1923,6.426895197364502e-06,9.023555946896522e-08
1924,6.448390649893554e-06,1.1602462279824977e-07
1925,6.241466053324984e-06,1.0118323956476161e-07
1926,6.00553948970628e-06,1.1480522488227507e-07
1927,6.652742285950808e-06,1.0926240179287561e-07
1928,6.122073045844445e-06,1.199734356305271e-07
1929,6.469233994721435e-06,1.1474618588636076e-07
1930,6.096291599533288e-06,6.932378227020308e-08
1931,5.823575065733166e-06,8.55401722787974e-08
1932,5.829377641930478e-06,7.014103431401963e-08
1933,6.300834684225265e-06,9.979476089938544e-08
1934,6.077057605580194e-06,8.02765853791243e-08
1935,5.518576017493615e-06,6.462873614054843e-08
1936,5.694978426618036e-06,9.578524640119213e-08
1937,5.954339940217324e-06,6.799204044227736e-08
1938,5.8745386013470124e-06,7.001215607260747e-08
1939,5.940209121035878e-06,8.870549095263414e-08
1940,5.6218309509858955e-06,1.1157445101162011e-07
1941,5.283189693727763e-06,8.559357667081713e-08
1942,5.692181275662733e-06,1.061974117533282e-07
1943,5.495824098034063e-06,1.0161323160673419e-07
1944,6.0022316574759316e-06,1.124615138792251e-07
1945,6.080204911995679e-06,1.1981772729541262e-07
1946,5.763336957897991e-06,9.46635054788203e-08
1947,5.831690032209735e-06,1.1682453759931377e-07
1948,5.208721631788649e-06,9.567261116671943e-08
1949,5.215776582190301e-06,8.246286853363927e-08
1950,5.325125584931811e-06,7.976520777219775e-08
1951,5.352023890736746e-06,1.140769967378219e-07
1952,5.194370260142023e-06,1.1493835927467444e-07
1953,5.1843658184225205e-06,8.834538789415092e-08
1954,5.525391770788701e-06,7.818029246209335e-08
1955,5.199626684770919e-06,7.883910768669011e-08
1956,5.284139660943765e-06,1.0814215301024888e-07
1957,5.034204605181003e-06,7.951533831374036e-08
1958,5.170152235223213e-06,9.18219029699685e-08
1959,5.147271622263361e-06,7.208195285102192e-08
1960,4.924173026665812e-06,8.581833554899276e-08
1961,5.168040843273047e-06,9.102088682766407e-08
1962,5.196598976908717e-06,1.0527647731350953e-07
1963,4.975628144165967e-06,1.0345685552692885e-07
1964,5.07646336700418e-06,8.274196972024583e-08
1965,5.1727224672504235e-06,1.006855967489173e-07
1966,5.007323579775402e-06,9.748771390150068e-08
1967,5.0353519327472895e-06,8.332266787647313e-08
1968,5.147611773281824e-06,1.2755620559801173e-07
1969,5.070872703072382e-06,9.764779207444008e-08
1970,4.859012733504642e-06,1.0715029219454664e-07
1971,4.710882876679534e-06,8.838043896730596e-08
1972,4.70896202386939e-06,9.901183517513346e-08
1973,4.6421178012678865e-06,8.380069971281046e-08
1974,4.396384156279964e-06,7.763289033846377e-08
1975,4.393270501168445e-06,7.596268858378608e-08
1976,4.470263320399681e-06,9.655860111479342e-08
1977,4.478695245779818e-06,8.227494419088544e-08
1978,4.396631538838847e-06,9.029698588847168e-08
1979,4.579168944474077e-06,8.543881335754122e-08
1980,4.4702337618218735e-06,8.357171310535705e-08
1981,4.441800683707697e-06,8.412980889715982e-08
1982,4.602242370310705e-06,9.745778584147047e-08
1983,4.576709670800483e-06,7.767838638983449e-08
1984,4.491332219913602e-06,1.0728165733553396e-07
1985,4.246984190103831e-06,9.203803585933201e-08
1986,4.6331379053299315e-06,1.0730128963132302e-07
1987,4.540336703939829e-06,9.288441304988737e-08
1988,4.394274583319202e-06,7.135898982824074e-08
1989,4.344397439126624e-06,9.27492678215458e-08
1990,4.399240879138233e-06,7.955030412176711e-08
1991,4.41895872427267e-06,8.616353852630709e-08
1992,4.464707672013901e-06,7.548623415232214e-08
1993,4.555998202704359e-06,9.472044837366411e-08
1994,4.404563696880359e-06,9.178372550877612e-08
1995,4.369410817162134e-06,7.482982056217224e-08
1996,4.325456302467501e-06,8.43418561657927e-08
1997,4.314445959607838e-06,9.158248559515414e-08
1998,4.479180461203214e-06,9.917708609918918e-08
1999,4.356315912446007e-06,7.175216154564623e-08
2000,4.2090587157872505e-06,8.791882777359206e-08
2001,4.276500931155169e-06,8.236678183948243e-08
2002,4.160408025200013e-06,7.44807664432301e-08
2003,4.5394458538794424e-06,7.75047652723515e-08
2004,4.230361355439527e-06,7.091713882800832e-08
2005,4.210555289319018e-06,8.467048928650911e-08
2006,4.455145244719461e-06,9.512325505056651e-08
2007,4.4586381591216195e-06,9.466916139899695e-08
2008,4.425182851264253e-06,9.068346429330632e-08
2009,4.530259502644185e-06,8.153609343253265e-08
2010,4.922664629702922e-06,8.739016976733183e-08
2011,4.709221684606746e-06,7.800903034649309e-08
2012,5.3177832342043985e-06,9.838290537800276e-08
2013,5.732488716603257e-06,7.781658695193983e-08
2014,6.191007742017973e-06,1.1693403934032176e-07
2015,5.767307357018581e-06,1.1082877193757668e-07
2016,6.086632765800459e-06,1.1288803136721981e-07
2017,5.339888048183639e-06,8.276361285197709e-08
2018,5.94537596043665e-06,9.112577714631698e-08
2019,5.669060101354262e-06,1.1606994121393654e-07
