year,fût_VERB égale_ADJ,fût_VERB légale_ADJ
1852,7.552232972329875e-08,7.812654523320361e-09
1853,1.0152284346531815e-07,5.971931837933653e-09
1854,8.520889593910397e-08,5.195664343204953e-09
1855,5.094659627502551e-08,1.5920811335945473e-09
1856,9.784887566866018e-08,2.5885946719483854e-09
1857,6.882928005325084e-08,1.9526036343364694e-09
1858,6.704335930862726e-08,4.893676130990343e-09
1859,9.267755274322553e-08,1.0693564256314403e-08
1860,1.0710610354180972e-07,1.0069804545764782e-08
1861,8.017138242166766e-08,7.545541969022906e-09
1862,8.267915063697728e-08,2.710791813242963e-09
1863,8.041339327746755e-08,9.989241434027463e-09
1864,7.479775376850739e-08,1.2945765348604255e-08
1865,5.695281757311932e-08,1.882737743486018e-09
1866,1.0217787149713331e-07,4.865612912574591e-10
1867,7.133633062039735e-08,9.7056229719783e-10
1868,7.16281718382561e-08,4.44588676984381e-09
1869,7.764795384446188e-08,6.348574999037737e-09
1870,7.912987598501786e-08,4.013834153937523e-09
1871,4.248470730772169e-08,3.18635318130589e-09
1872,9.554796065458504e-08,2.4189357183956872e-09
1873,9.936767497720211e-08,1.1373408881354408e-08
1874,6.751308490038355e-08,9.559374625212058e-09
1875,7.323554740423788e-08,1.716458086775674e-09
1876,7.497058618355368e-08,3.627608879952504e-09
1877,6.617753456339415e-08,2.4739263970730008e-09
1878,4.891661831152305e-08,2.113680963589104e-08
1879,6.842444122412417e-08,8.55305515301552e-09
1880,4.685027832351807e-08,9.626769603698904e-09
1881,5.647731171620762e-08,6.2752567586699115e-09
1882,7.454030992448679e-08,1.2645231528551903e-08
1883,5.245051326596695e-08,6.951272890631799e-09
1884,7.063815843366683e-08,3.300848483434038e-09
1885,4.383032248256313e-08,2.5782542767416317e-09
1886,5.0337018109303244e-08,5.162771099520569e-09
1887,5.027272109714431e-08,8.48760173255414e-09
1888,6.340614788769017e-08,5.07249175996094e-09
1889,4.1976417008982025e-08,8.14467782106476e-09
1890,3.1461055982617836e-08,0.0
1891,5.2268603667471325e-08,4.461953917456185e-09
1892,5.2655504845233736e-08,6.268512375839919e-09
1893,4.741980674793922e-08,1.847525021858587e-09
1894,4.852185142567578e-08,3.780923574225881e-09
1895,3.611168608586013e-08,6.018614495673091e-10
1896,3.951009475144929e-08,6.486732040400511e-09
1897,2.505486840220783e-08,3.4960281336537946e-09
1898,5.6583548513344795e-08,6.7900258748920805e-09
1899,3.979856444402685e-08,1.1055156790007459e-09
1900,5.087231969014283e-08,4.15284251431558e-09
1901,4.694540578498163e-08,3.912117296778206e-09
1902,3.83002145554201e-08,2.455141867585553e-09
1903,3.7801541452608944e-08,5.400220270956879e-09
1904,5.105894018697654e-08,3.2247751136083025e-09
1905,4.5930754311029887e-08,7.741138396966107e-09
1906,3.343719967574543e-08,5.658602919567102e-09
1907,4.0628464148539933e-08,4.114274698707732e-09
1908,3.58531409005991e-08,5.893666887857307e-09
1909,2.9155213354670195e-08,3.850688656825696e-09
1910,4.0615546481603815e-08,2.137660271017694e-09
1911,2.6601870928288918e-08,6.384448969498635e-09
1912,3.334029585744247e-08,1.0418842455450772e-09
1913,2.9166443482608884e-08,2.6514948014977335e-09
1914,4.218948390644073e-08,1.3393487430235496e-09
1915,5.301343009023185e-08,0.0
1916,5.16410700868164e-08,1.0987462051303964e-09
1917,5.483212106582869e-09,7.676496771580332e-09
1918,2.412139110674616e-08,6.89182577673364e-09
1919,1.1970202606903513e-08,0.0
1920,2.4231141537711665e-08,1.514446346106979e-09
1921,4.1650110915725236e-08,3.0290989716519334e-09
1922,3.6151885041135756e-08,4.426761179843197e-09
1923,2.0170300985000722e-08,0.0
1924,1.5469948877466777e-08,0.0
1925,1.8696901804560184e-08,2.1996355847875293e-09
1926,3.1209186346359274e-08,4.458455382660986e-09
1927,2.3413372574054847e-08,1.1149224876660924e-09
1928,3.6563331917705e-08,1.1426041224282812e-09
1929,3.8991423423340166e-08,1.1140406375176326e-09
1930,3.991369368350206e-08,0.0
1931,3.193499864551086e-08,1.1405356659111021e-09
1932,1.8631212128639163e-08,2.1919073223131136e-09
1933,1.8353059516584835e-08,0.0
1934,2.156684431042777e-08,0.0
1935,2.752705441366743e-08,1.196828414151696e-09
1936,2.424942913137329e-08,3.6374143697059935e-09
1937,1.7627565185307503e-08,0.0
1938,1.1668692678767911e-08,1.1668692678767911e-08
1939,1.8352860564618823e-08,4.588215141154706e-09
1940,1.5214697057785997e-08,5.0715658339584024e-09
1941,8.854508237732261e-09,0.0
1942,2.4273694165799498e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,1.9606536838523425e-08,8.714016175304096e-09
1946,1.6705325123211878e-08,8.352662561605939e-09
1947,2.0265479960812627e-08,2.3841741914054637e-09
1948,1.848220954059343e-08,4.348755133776194e-09
1949,1.570721330779179e-08,1.9634016634739737e-09
1950,1.3825969702452312e-08,1.0635361480382244e-09
1951,1.8124383771578323e-08,5.330700769690111e-09
1952,1.687168627029223e-08,1.0544803918932644e-09
1953,8.619061908632375e-09,2.1547654771580937e-09
1954,1.172704333640695e-08,1.9545072227344917e-09
1955,1.783265446420046e-08,5.631364707880948e-09
1956,1.2209598665435806e-08,1.744228317335228e-09
1957,1.3252556385623393e-08,6.184526224473075e-09
1958,6.617794756635931e-09,2.4816730892496253e-09
1959,8.525822714489095e-09,7.750747821333448e-10
1960,1.591791587429725e-08,6.920833350854139e-10
1961,1.459113452284555e-08,0.0
1962,1.9660065575521912e-08,1.2683912808952869e-09
1963,1.3578711488548834e-08,0.0
1964,1.0951143103454797e-08,6.083968329129164e-10
1965,2.134096988015699e-08,4.924839203113152e-09
1966,1.606331601067268e-08,3.3234448526542337e-09
1967,7.888536934785861e-09,9.860671168482327e-10
1968,8.084548142051062e-09,0.0
1969,1.544197658631674e-08,1.8167031212712459e-09
1970,8.277704743875347e-09,2.7592350626548523e-09
1971,1.3359833239690033e-08,1.0276794970565106e-09
1972,1.7442499000708267e-08,0.0
1973,1.1026407342740185e-08,2.205281512956958e-09
1974,1.1251143128276908e-08,2.2502286700643026e-09
1975,4.569184142155791e-09,0.0
1976,7.998937512354587e-09,5.713526873840635e-10
1977,6.464460078348111e-09,1.1753563677885381e-09
1978,7.128709622605811e-09,5.940591352171509e-10
1979,7.022368020415115e-09,5.851973350345929e-10
1980,5.116635559687666e-09,5.685150683554241e-10
1981,7.590659656386833e-09,0.0
1982,1.1794254461960918e-08,0.0
1983,1.1999100379966876e-08,6.315316047889041e-10
1984,4.639206796497319e-09,1.1598016991243298e-09
1985,3.0077789148208467e-09,1.8046674155058895e-09
1986,2.997242676272549e-09,1.1988970927134801e-09
1987,9.166225112267057e-09,0.0
1988,7.795519785247507e-09,3.597932174415064e-09
1989,1.5366742545097622e-08,5.488122178931576e-10
1990,7.628111475810329e-09,1.6345953479657283e-09
1991,3.5168792322792797e-09,5.861465202094962e-10
1992,4.958949695321735e-09,2.7549720282848966e-09
1993,3.323524566667402e-09,0.0
1994,4.2199412852994556e-09,0.0
1995,3.253470381991974e-09,0.0
1996,2.6690460952494277e-09,5.338092190498855e-10
1997,5.274384040632185e-09,4.79489448146353e-10
1998,9.059445638115449e-09,4.768129224785866e-10
1999,7.769341614505265e-09,0.0
2000,4.418031274155965e-09,2.6508188977203417e-09
2001,5.695575122643959e-09,1.7524847129024579e-09
2002,5.6955880012310445e-09,1.752488598683044e-09
2003,7.91715315529018e-09,2.083461403401543e-09
2004,3.0833537945085254e-09,8.809582507929292e-10
2005,2.702249757291497e-09,9.007499190971657e-10
2006,4.117890028965121e-09,8.235779835885637e-10
2007,3.994479413904628e-09,0.0
2008,4.257439734089985e-09,2.1287198670449925e-09
2009,4.291373478793048e-09,2.860915504498962e-09
2010,3.7790344187271785e-09,1.4171379625338432e-09
2011,3.823971805871906e-09,0.0
2012,5.1063788752969685e-09,6.808505426114664e-10
2013,5.29933741333366e-09,1.1156500168141292e-09
2014,9.311413862178597e-09,8.661780737106994e-10
2015,5.54143841924315e-09,1.994917786518613e-09
2016,1.0356700386182638e-08,1.4499380585064614e-09
2017,3.2702947017071438e-09,7.54683426862357e-10
2018,4.3884935685412074e-09,1.5488800242380307e-09
2019,6.12237061048404e-09,1.53059265262101e-09
