year,était_VERB à_ADP,était_VERB a_ADP,était_VERB là_ADV,etait_VERB à_ADP,etait_VERB a_ADP,etait_VERB là_ADV
1994,1.513745701231528e-05,1.2290578776941175e-07,4.037428880110383e-06,1.635227242502424e-08,1.160483886764041e-08,3.164955852952289e-09
1995,1.5455610991921276e-05,1.2905432544840778e-07,4.099372745258734e-06,1.4098372247417501e-08,9.21816667442954e-09,2.168980273165033e-09
1996,1.474808141210815e-05,1.5427086186292627e-07,3.764422672247747e-06,1.5480466686312866e-08,1.1209993600047596e-08,1.6014276571496566e-09
1997,1.4934657883713953e-05,1.654238559467558e-07,3.928456862922758e-06,1.1987236092636522e-08,1.006927874414032e-08,2.876936688878118e-09
1998,1.5232742043735925e-05,1.2444816999135355e-07,4.344719400251051e-06,9.059445638115449e-09,1.144351013948608e-08,3.814503268806391e-09
1999,1.4969694348110352e-05,1.5904300276758931e-07,4.040057774545858e-06,1.3710603319339043e-08,9.597422412355172e-09,3.1991408688814005e-09
2000,1.5056651136546861e-05,1.4712045093290271e-07,3.969159479311202e-06,1.590491294223284e-08,9.719669513685858e-09,2.6508188977203417e-09
2001,1.5299190636142157e-05,1.6692416249242115e-07,3.9439669308194425e-06,8.762423675534592e-09,1.3143635152479405e-08,3.06684819206815e-09
2002,1.5736472050775774e-05,1.918975049974847e-07,4.645409262593603e-06,9.200565198597133e-09,5.6955880012310445e-09,2.6287329535357173e-09
2003,1.6409758245572448e-05,1.7084384484888915e-07,4.757375791086815e-06,5.000307501390466e-09,1.0417307017007715e-08,6.667076890565227e-09
2004,1.6361156667699106e-05,1.1936984645188886e-07,4.579220785672078e-06,2.1583477671782703e-08,9.250061522303454e-09,5.726228602398464e-09
2005,1.6133782992255874e-05,2.1257698357146637e-07,4.472223281482002e-06,1.306087415997581e-08,1.3060874270998113e-08,4.954124666056714e-09
2006,1.6680747648933902e-05,1.9312903276613724e-07,5.2157192840240896e-06,1.1118302722934459e-08,1.0294724628323593e-08,2.4707338397433887e-09
2007,1.8323476979276165e-05,9.826419145042564e-08,6.304087492026156e-06,9.18730291843417e-09,6.39116706779852e-09,2.3966876816494675e-09
2008,1.896902176667936e-05,1.7327779566755908e-07,6.858735105197411e-06,8.940623130726522e-09,9.366367237362283e-09,2.1287198115338413e-09
2009,2.04874922928866e-05,2.522373696578484e-07,7.90137164585758e-06,9.059565986291318e-09,7.1522885392028e-09,2.860915504498962e-09
2010,2.3687933207838796e-05,1.5777468354016833e-07,1.0465563718753401e-05,1.0392344762522043e-08,9.447585824773341e-09,4.2514136655569246e-09
2011,2.5200357413268648e-05,1.0286484686261588e-07,1.183978201879654e-05,7.647943833788418e-09,8.795135286732148e-09,2.676780297417025e-09
2012,3.0243721994338557e-05,9.90637571973707e-08,1.4576669855159707e-05,1.599998800116964e-08,0.0,6.468080182564506e-09
2013,3.311695400043391e-05,1.0905478919909228e-07,1.605810939508956e-05,1.701366314499353e-08,2.2313000891394097e-09,3.904775058849452e-09
2014,3.503777043079026e-05,4.027728017774734e-08,1.758947837515734e-05,7.795602385840539e-09,1.5158116151159362e-09,1.5158115873603606e-09
2015,3.446065602474846e-05,2.3052384001687187e-08,1.664360024733469e-05,6.428068521913133e-09,1.329945265027277e-09,1.773260274728905e-09
2016,3.5314689739607275e-05,3.08629668488436e-08,1.6558498828089796e-05,5.178350193091319e-09,1.2428040818690533e-09,1.449938086262037e-09
2017,3.2862186344573274e-05,2.9432652315364294e-08,1.679774322838057e-05,2.7671724911471074e-09,1.509366853724714e-09,1.257805665177969e-09
2018,3.526077125570737e-05,2.942871990541107e-08,1.8672006262931973e-05,1.5488800242380307e-09,2.2716907466246994e-08,1.0325866828253538e-09
2019,3.413502054172568e-05,2.423438383303278e-08,1.7329624824924394e-05,1.7856913725466939e-09,0.0,7.65296326310505e-10
