year,avait_VERB assez_ADV,avait_VERB lassé_VERB
1864,1.3794432334179874e-06,3.1165733105353866e-08
1865,1.2289571031942614e-06,4.047886292823932e-08
1866,1.2339194199739723e-06,2.1895258939252926e-08
1867,1.324817503700615e-06,2.1837651686951176e-08
1868,1.1751960755645996e-06,2.7169306804353255e-08
1869,1.3214802265792969e-06,2.7347706321734222e-08
1870,1.2918811762574478e-06,2.6376625328339287e-08
1871,1.1736400438167038e-06,3.9298356568906456e-08
1872,1.300782628277375e-06,2.53988243770209e-08
1873,1.0792765579026309e-06,2.3944018323618366e-08
1874,1.2869307965956978e-06,1.7326366119618797e-08
1875,1.193510570374201e-06,3.2612703648737806e-08
1876,9.812681582843652e-07,2.5997863417615008e-08
1877,1.112029963223904e-06,4.2675228684174726e-08
1878,1.1438033880040166e-06,3.01954443671093e-08
1879,1.1772669950005366e-06,4.2765275765077604e-08
1880,1.1648390909613227e-06,4.813384535395926e-08
1881,1.0005547892433242e-06,2.9284532132578533e-08
1882,1.1700167306116782e-06,2.728707926280549e-08
1883,1.0818707778526004e-06,5.308244865886991e-08
1884,1.1982079968220205e-06,4.093052297093891e-08
1885,1.098980874303379e-06,2.2559724754955823e-08
1886,1.1396816717024194e-06,3.484870347847391e-08
1887,1.0400576684332918e-06,2.7421483750345033e-08
1888,1.070295752469974e-06,2.789870379160675e-08
1889,1.0149522040592274e-06,3.069916942877171e-08
1890,1.0519789839236182e-06,2.8839300725280737e-08
1891,1.0511089385545347e-06,2.8046567734918426e-08
1892,1.0317971828044392e-06,3.8864776286118285e-08
1893,9.742615247887443e-07,1.3548516086814288e-08
1894,1.09457732833107e-06,2.7726773765834878e-08
1895,9.497373412159504e-07,3.1296796265678495e-08
1896,1.0962577334794332e-06,3.892039046604623e-08
1897,1.0021947218774585e-06,3.96216535136773e-08
1898,9.602227919458528e-07,2.6028432742464247e-08
1899,9.192362995236181e-07,2.984892333302014e-08
1900,1.021080151986098e-06,4.8276795894253155e-08
1901,9.439380050935142e-07,2.2913829056392387e-08
1902,7.714056096119748e-07,3.0443761289689064e-08
1903,9.196575092573767e-07,2.214090244478939e-08
1904,8.905753929866478e-07,1.7736262236667244e-08
1905,8.835219205138856e-07,2.37394921498435e-08
1906,9.851113418335444e-07,1.1317205839134203e-08
1907,8.408549092564499e-07,2.5199932807140613e-08
1908,9.370930342811334e-07,1.9154416719402434e-08
1909,1.014931513054762e-06,1.7603147384193107e-08
1910,1.0132509942195611e-06,3.046165986120286e-08
1911,1.0406652108940762e-06,2.074945903984826e-08
1912,8.616382842774328e-07,2.917275843117295e-08
1913,8.877204891177826e-07,2.704524781904638e-08
1914,9.087481203096104e-07,1.6741859454327823e-08
1915,9.059405670086562e-07,2.3561524287174507e-08
1916,1.0504013516765554e-06,1.538244731591476e-08
1917,8.422214250458637e-07,2.4126133979507358e-08
1918,9.085723604584928e-07,4.020231614276781e-08
1919,9.198640782415168e-07,2.2098836538475553e-08
1920,1.0495112974240328e-06,2.4231141537711665e-08
1921,8.829823627820588e-07,3.634918854800162e-08
1922,9.399489613315382e-07,1.8444838545406128e-08
1923,1.1072434062953107e-06,3.1847843473542525e-08
1924,1.088053068087902e-06,3.0939897754933554e-08
1925,9.52442235302442e-07,2.3096173862313663e-08
1926,1.0544247288635233e-06,1.671920735191179e-08
1927,1.2052312285959488e-06,4.7941668412931904e-08
1928,9.883525535769877e-07,2.399468712610542e-08
1929,1.0705930435506161e-06,2.33948540540041e-08
1930,9.358710713058827e-07,3.886333388436469e-08
1931,8.816340937300993e-07,1.710803587684495e-08
1932,9.151212907454465e-07,2.849479585620429e-08
1933,9.119176525018702e-07,1.261772819560747e-08
1934,9.094019333133474e-07,3.2350264689284813e-08
1935,8.928340093916631e-07,2.5133395809007197e-08
1936,8.450925861325231e-07,8.487299751891442e-09
1937,9.594432412995957e-07,3.1477796369472344e-08
1938,9.685014674687409e-07,2.074434313215079e-08
1939,8.717609034647467e-07,1.2235240376412548e-08
1940,8.317367701238254e-07,6.085878823114399e-08
1941,9.739958386489889e-07,5.9030051957620344e-09
1942,9.891530226013856e-07,1.517105907566929e-08
1943,1.1409714488763711e-06,4.064529335323641e-08
1944,1.304553620684601e-06,2.5705489292704442e-08
1945,1.413849076925544e-06,2.6142048525912287e-08
1946,1.1916465609829174e-06,1.6705325123211878e-08
1947,1.0359236739532207e-06,1.4305045148432782e-08
1948,1.061096213561541e-06,1.522064252412747e-08
1949,9.493047059550008e-07,1.2762110479513922e-08
1950,9.933427236319403e-07,8.508289184305795e-09
1951,1.0490819022379583e-06,1.9190522948520083e-08
1952,9.268882763535657e-07,1.370824520563474e-08
1953,9.308586754741555e-07,1.2928593307037772e-08
1954,9.801854048419045e-07,1.9545073115523337e-08
1955,1.005198555503739e-06,1.6894095011821264e-08
1956,9.052545237864251e-07,1.1337483840634377e-08
1957,1.0451849448145367e-06,7.951533653738352e-09
1958,1.017485942611529e-06,9.926692356998501e-09
1959,8.89010777882504e-07,1.0851047171911432e-08
1960,9.308520816375676e-07,1.038124963770315e-08
1961,9.032606840264634e-07,1.598076693198891e-08
1962,9.722218692331808e-07,1.1415521861124489e-08
1963,9.582690836396068e-07,9.69907976156037e-09
1964,9.089448553822876e-07,1.0951143103454797e-08
1965,8.443362844445801e-07,1.3132904541635071e-08
1966,9.704458534542937e-07,1.5509408868297214e-08
1967,9.121120569943741e-07,1.873527466500491e-08
1968,9.674510010881932e-07,1.661823922916028e-08
1969,7.916283948361524e-07,1.407944960618579e-08
1970,8.190329481294611e-07,9.657322941336588e-09
1971,7.728149853392097e-07,1.3873672877195986e-08
1972,7.233506948978174e-07,1.2312352026810913e-08
1973,7.244349831125874e-07,8.269805285010534e-09
1974,6.486284291895572e-07,9.563471792262135e-09
1975,6.13412964867166e-07,1.313640396460869e-08
1976,6.787669803998142e-07,4.570821499072508e-09
1977,6.117729753896128e-07,9.990529292736028e-09
1978,6.932669975867611e-07,5.940591130126904e-09
1979,7.578305485367309e-07,4.096381456264453e-09
1980,7.112123512342805e-07,8.527726080842513e-09
1981,7.280707450263435e-07,7.590659656386833e-09
1982,7.126212722141645e-07,7.449002747961231e-09
1983,6.795280000915227e-07,8.209910973278056e-09
1984,6.773241807422892e-07,6.958810416790584e-09
1985,6.773518634872744e-07,4.210890747202711e-09
1986,7.912721002867329e-07,9.591176741707841e-09
1987,7.137434181458957e-07,9.777306964053878e-09
1988,6.752119361408404e-07,5.99655392008458e-09
1989,6.76136664878868e-07,8.780995486290522e-09
1990,6.990618999225262e-07,1.0352437129768077e-08
1991,6.142815323073592e-07,6.4476117778156095e-09
1992,7.030688493614434e-07,4.958949695321735e-09
1993,6.630431244047941e-07,1.1632335983335906e-08
1994,6.461785346800752e-07,7.912389854425328e-09
1995,6.371379868141958e-07,2.7112254663563817e-09
1996,6.298948846961139e-07,5.3380921904988554e-09
1997,6.276516728576098e-07,3.835915585170824e-09
1998,6.498960374301532e-07,5.72175506974304e-09
1999,6.064656759008358e-07,5.0272213059088244e-09
2000,6.331039230644819e-07,6.627047355323157e-09
2001,6.492956003967265e-07,6.133696661692056e-09
2002,7.001191875133372e-07,7.009954394732176e-09
2003,7.09210269178584e-07,3.333538334260311e-09
2004,7.03445152794302e-07,6.607186797680242e-09
2005,7.732937774562743e-07,5.404499514582994e-09
2006,8.408730991504854e-07,6.1768350434476815e-09
2007,1.1036746627723915e-06,6.391167151065247e-09
2008,1.2291228586036596e-06,4.6831836186811415e-09
2009,1.3846830597685766e-06,7.1522885392028e-09
2010,1.7922070583153982e-06,6.140930874920514e-09
2011,1.948696080944501e-06,8.795135286732148e-09
2012,2.458551307427115e-06,9.872333173177594e-09
2013,2.6259613150614314e-06,1.2272150407000026e-08
2014,2.961246309496346e-06,1.9922095972901843e-08
2015,2.7762607714976184e-06,1.994917830927534e-08
2016,2.912511263275519e-06,1.6156452176119274e-08
2017,2.5855454168777214e-06,1.0062445099379147e-08
2018,2.8659442250500433e-06,1.987729447705533e-08
2019,2.7280264021101175e-06,1.7091618786935214e-08
