year,devait_VERB imiter_VERB,devait_VERB limiter_VERB
1855,4.9354515141430966e-08,3.714855978387277e-09
1856,2.1226476576430287e-08,7.248064815001953e-09
1857,1.8061584228235006e-08,9.763018171682347e-10
1858,1.8106600663259087e-08,6.8511463169329545e-09
1859,2.64793023063703e-08,3.055304009791371e-09
1860,1.6935580049448618e-08,3.204028820036342e-09
1861,2.1221836732365773e-08,9.431927239234028e-09
1862,2.981871105589562e-08,9.487771457372673e-09
1863,3.646073309937492e-08,1.4484400345793347e-08
1864,2.1576274988888144e-08,2.3014694150447212e-08
1865,2.3063536858103362e-08,4.23615986733239e-09
1866,2.6274308950746672e-08,3.4059290943133647e-09
1867,3.688136729351754e-08,8.73506067478047e-09
1868,2.865126980111654e-08,4.44588676984381e-09
1869,2.783605879130846e-08,1.0255390314739543e-08
1870,3.383088653663435e-08,1.1468097582678638e-09
1871,1.4869648623516696e-08,1.274541272522356e-08
1872,2.1770421909650395e-08,1.4513614310374123e-08
1873,3.6514627765882324e-08,1.5563610844537834e-08
1874,1.1351757756017378e-08,1.6728906260254917e-08
1875,1.94531928343622e-08,6.293679799540541e-09
1876,1.3905833817773328e-08,1.269663130187837e-08
1877,3.710889728836264e-08,1.8554447978047506e-09
1878,1.268208649207736e-08,9.662541877730746e-09
1879,1.221865097988939e-08,1.649517855639715e-08
1880,3.786529134686134e-08,1.0910338410496934e-08
1881,2.5101027034679646e-08,1.743126887276958e-08
1882,1.5307385581309063e-08,9.317538740560849e-09
1883,2.8437025179073316e-08,6.319338829996468e-09
1884,1.5183903911974994e-08,3.9610181801208455e-09
1885,1.353583467533781e-08,1.6758653131887513e-08
1886,2.1296431285122708e-08,9.680196200179125e-09
1887,9.793386546164129e-09,6.528924512139156e-09
1888,8.876860135842435e-09,7.60873763994141e-09
1889,1.4409814674820609e-08,5.6386229019267375e-09
1890,8.520702365899524e-09,1.3764211992395303e-08
1891,1.7210394887001712e-08,8.286486163910922e-09
1892,3.322311670217459e-08,8.775916882086676e-09
1893,1.2932674486876294e-08,8.621783287310336e-09
1894,1.071261657159539e-08,9.452309157609307e-09
1895,3.310238128051424e-08,4.814891596538473e-09
1896,1.6511680911435178e-08,4.717623180994224e-09
1897,1.981082675683865e-08,1.3984112534615178e-08
1898,2.0370077180587032e-08,7.921697076085366e-09
1899,1.1055156790007459e-08,1.0502398950507086e-08
1900,1.972600216504361e-08,1.5054054003371675e-08
1901,1.1736351446245408e-08,8.38310842965484e-09
1902,1.6203935970793282e-08,7.856454153909453e-09
1903,1.1880484152015924e-08,7.020286574288548e-09
1904,2.0961039126632386e-08,9.13686282189019e-09
1905,1.9610883583709438e-08,7.741138396966107e-09
1906,7.201858220895474e-09,8.230695236477459e-09
1907,6.1714118260169926e-09,4.114274698707732e-09
1908,1.2278472460991452e-08,1.080505640516094e-08
1909,1.1001967337165297e-08,1.4852655993990993e-08
1910,1.4963621453034648e-08,2.8323999146095957e-08
1911,8.51259862599818e-09,1.702519725199636e-08
1912,1.927485904218429e-08,2.031674206648404e-08
1913,1.9090762748419365e-08,1.96210621083992e-08
1914,2.1429579888376793e-08,1.4063162190325329e-08
1915,9.424609537234119e-09,3.887651445211304e-08
1916,9.888715624128963e-09,2.6369908923129515e-08
1917,1.4256351654751143e-08,2.0836205649743533e-08
1918,9.189101035644853e-09,2.2972752589112133e-09
1919,4.603924352863942e-09,9.207848705727883e-09
1920,9.086678076641874e-09,1.514446346106979e-08
1921,2.120369302360814e-08,1.438822039290244e-08
1922,6.640141769764796e-09,1.1066902949607993e-08
1923,3.1847844361720945e-09,1.4862327368803108e-08
1924,5.156649773851996e-09,2.3204924204378585e-08
1925,8.798542339150117e-09,2.859526304632709e-08
1926,1.89484357093761e-08,2.6750733184144337e-08
1927,1.5608915049369898e-08,1.6723836537835268e-08
1928,1.82816659588525e-08,1.5996457491951332e-08
1929,1.6710609784809094e-08,1.3368487650211591e-08
1930,1.3654684494213143e-08,1.470504518152893e-08
1931,9.124285327288817e-09,2.737285598186645e-08
1932,9.863582839386709e-09,2.082311922890767e-08
1933,1.261772819560747e-08,1.261772819560747e-08
1934,1.3179738189705859e-08,2.2765002327673756e-08
1935,9.574627313213568e-09,2.6330225111337313e-08
1936,3.6374143697059935e-09,2.182448710641438e-08
1937,1.1332006444320086e-08,8.813782592653752e-09
1938,1.6854778905894818e-08,2.5930429359277696e-08
1939,2.9058696782158222e-08,2.2941076593951948e-08
1940,1.0143131667916805e-08,3.0429394115571995e-08
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,1.2136847082899749e-08,2.1239483061208375e-08
1943,1.1612940831184915e-08,3.4838823381733164e-08
1944,3.2131861615880553e-09,2.8918675454292497e-08
1945,3.0499055725385915e-08,2.6142048525912287e-08
1946,1.3921104269343232e-08,2.227376683094917e-08
1947,2.1457568166738383e-08,3.695469885656166e-08
1948,9.784699273041042e-09,3.370285384107774e-08
1949,1.668891336237266e-08,2.9451024730065e-08
1950,1.0635361036293034e-08,1.2762433776458693e-08
1951,1.5992101864981123e-08,9.595261474260042e-09
1952,7.381362632230548e-09,2.5307528517259925e-08
1953,4.3095309543161875e-09,2.5857186614075545e-08
1954,1.4658803948464083e-08,1.6613311615287785e-08
1955,1.407841132561316e-08,1.5016972554349195e-08
1956,1.4825940475304833e-08,4.7094165012140365e-08
1957,1.236905244894615e-08,2.03205861026845e-08
1958,2.4816730892496253e-09,1.3235589513271862e-08
1959,6.975672928177801e-09,2.6352543258667538e-08
1960,2.145458388724819e-08,3.252791813679323e-08
1961,8.33779090214648e-09,1.320150300188061e-08
1962,1.2683912586908264e-08,2.3465238641051656e-08
1963,8.405868889838075e-09,2.2631185814248056e-08
1964,3.041984220075733e-09,2.3727476872181796e-08
1965,1.6963333848707407e-08,2.5171399187229326e-08
1966,1.3293779410616935e-08,1.8278946356531378e-08
1967,9.367637332502454e-09,3.1554147739143446e-08
1968,8.084548142051062e-09,2.0211372131484495e-08
1969,8.629339909305145e-09,1.544197658631674e-08
1970,1.4715920038099739e-08,1.9314645882673176e-08
1971,8.221435976452085e-09,2.003974941544584e-08
1972,3.5911027485013847e-09,1.846852804021637e-08
1973,9.37244681864513e-09,2.0950174928202614e-08
1974,5.625571564138454e-09,2.193973003272731e-08
1975,1.0851811893530794e-08,2.7415104852934746e-08
1976,7.998937512354587e-09,1.8854638739185248e-08
1977,9.402850942308305e-09,1.5867311020656416e-08
1978,1.3663360221016774e-08,1.6039596317796168e-08
1979,1.0533551808578068e-08,2.1652301285257636e-08
1980,1.4212877097463661e-08,2.8994268319593175e-08
1981,6.325549417596221e-09,2.213942273954217e-08
1982,8.069752865935698e-09,2.3588508923921836e-08
1983,1.6419821946556112e-08,2.2103606056589342e-08
1984,1.1018116197192285e-08,1.5077421977593986e-08
1985,5.414002135495366e-09,2.3460676956688076e-08
1986,8.991728250862252e-09,1.6185110141009318e-08
1987,1.3443797186596385e-08,1.8332450224534114e-08
1988,8.994830658082265e-09,2.4585871116755698e-08
1989,8.780995486290522e-09,1.92084268491044e-08
1990,4.90378582185258e-09,2.8332985735346483e-08
1991,9.96449056600568e-09,2.1687421636329418e-08
1992,1.0468894195980738e-08,1.3774860363469088e-08
1993,1.2740176913439427e-08,2.6034275180109034e-08
1994,1.002236071911966e-08,1.9517228722065738e-08
1995,7.0491861237087505e-09,1.8978578708583882e-08
1996,1.6014276571496566e-09,1.6548085568501847e-08
1997,8.151320507465698e-09,2.2536003285722472e-08
1998,1.144351013948608e-08,1.3350762273489636e-08
1999,7.769341614505265e-09,1.279656292041409e-08
2000,8.394259509714175e-09,1.899753598877396e-08
2001,7.448059946568719e-09,2.4534786646768225e-08
2002,9.63868718173444e-09,2.0153619217921914e-08
2003,1.0417307017007715e-08,2.4584844382502524e-08
2004,8.369103632333008e-09,1.5857247959161214e-08
2005,4.053374524914943e-09,1.6213498099659773e-08
2006,4.941467679486777e-09,2.2648395159308166e-08
2007,1.1583990655594789e-08,1.3980677948666198e-08
2008,1.0643598891135753e-08,1.4049550856043425e-08
2009,1.0013204487790972e-08,1.43045770784056e-08
2010,7.558068837454357e-09,1.369900015646408e-08
2011,1.0324724186716594e-08,1.4531093661673822e-08
2012,1.0212757750593937e-08,1.5319137958158535e-08
2013,8.08846234434668e-09,1.4782362889320666e-08
2014,6.063246349441442e-09,1.5591204771681078e-08
2015,1.0196246513771712e-08,1.1526192444932803e-08
2016,1.2428039930512114e-08,1.3877977877996273e-08
2017,1.1320251402935355e-08,1.5848351964109497e-08
2018,8.002547069452248e-09,1.7037679711506826e-08
2019,6.632568272380013e-09,1.0714148679369373e-08
