year,ont_VERB eu_VERB,ont_VERB lu_VERB
1969,2.1069214199087583e-05,5.89974320064357e-07
1970,1.9534923922037706e-05,6.143896484900324e-07
1971,1.883787990664132e-05,6.458965913225256e-07
1972,1.9369383153389208e-05,6.725622370140627e-07
1973,1.7812610167311504e-05,5.700652536688722e-07
1974,1.8527820429881103e-05,5.985608027003764e-07
1975,1.767132016539108e-05,6.094149398450099e-07
1976,1.7786780517781153e-05,6.2848795323589e-07
1977,1.837258241721429e-05,5.553558821702609e-07
1978,1.7935239156940952e-05,5.39405675681337e-07
1979,1.8735678168013692e-05,5.969012590867351e-07
1980,1.8329494196223095e-05,5.969408221062622e-07
1981,1.8665432435227558e-05,5.743598876506439e-07
1982,1.8858392650145106e-05,6.362689646266517e-07
1983,1.851713750511408e-05,5.374333795771236e-07
1984,1.826803600124549e-05,5.799008704343578e-07
1985,1.828308631957043e-05,5.600484769274772e-07
1986,1.8569116946309805e-05,5.952524020358396e-07
1987,1.865510239440482e-05,5.811386927234707e-07
1988,1.8894541426561773e-05,6.230419558050926e-07
1989,1.936813168867957e-05,6.805271368648391e-07
1990,1.8784223357215524e-05,6.026207870490907e-07
1991,1.8650009224074893e-05,6.1838460396757e-07
1992,1.831285044318065e-05,6.033388899595593e-07
1993,1.8697041014092974e-05,6.192834121065971e-07
1994,1.909365164465271e-05,6.773005907234619e-07
1995,1.876655915111769e-05,5.774909936917538e-07
1996,1.849649015639443e-05,6.064072977096657e-07
1997,1.8633440049597993e-05,6.54503082841984e-07
1998,1.861429882410448e-05,5.974466148472857e-07
1999,1.8889555576606654e-05,5.927551001150277e-07
2000,1.883362710941583e-05,6.24709628027631e-07
2001,1.8459797502146102e-05,6.322088665910996e-07
2002,1.8281960365129635e-05,7.106341399776284e-07
2003,1.8812406779034063e-05,6.846254336778657e-07
2004,1.8518183424021117e-05,6.686473170702811e-07
2005,1.8504555555409752e-05,6.796158231736626e-07
2006,1.824801802285947e-05,6.535091188197839e-07
2007,1.798634184524417e-05,6.431112069549272e-07
2008,1.7147689504781738e-05,6.117940642980102e-07
2009,1.6799296645331196e-05,5.774281248704938e-07
2010,1.5791640180395916e-05,5.942531515756855e-07
2011,1.4032447325007524e-05,5.636534865516296e-07
2012,1.3918287550040986e-05,5.276591537040076e-07
2013,1.3548175047617406e-05,4.939540190207481e-07
2014,1.3089683307043742e-05,6.028599273122381e-07
2015,1.2605442861968186e-05,5.41731026260095e-07
2016,1.3088591003906913e-05,5.569833660956647e-07
2017,1.2418567166605499e-05,5.222408958616143e-07
2018,1.2345864888629876e-05,5.328147381078452e-07
2019,1.2372545825201087e-05,6.191247052811377e-07
