year,veulent_VERB imiter_VERB,veulent_VERB limiter_VERB
1920,2.3473917920568965e-08,8.329454459499175e-09
1921,1.5145495524393482e-08,4.543648568500203e-09
1922,2.951174238319254e-08,6.640141769764796e-09
1923,4.989495749896378e-08,5.307974060286824e-09
1924,2.707241186783449e-08,1.2891624656674594e-08
1925,3.519416935660047e-08,5.499089184013428e-09
1926,2.5636119005412183e-08,2.229227691330493e-09
1927,3.6792442870137165e-08,1.2264147031260109e-08
1928,1.9424270192303084e-08,1.7139061725401916e-08
1929,2.1166771446701205e-08,1.0026365515614089e-08
1930,2.4158287814657342e-08,3.1510811737689437e-09
1931,1.710803587684495e-08,6.843213995466613e-09
1932,2.1919072779041926e-08,1.4247397928102146e-08
1933,1.4911860191091364e-08,8.02946331646126e-09
1934,2.036868629318178e-08,1.5576054224197833e-08
1935,2.154291145473053e-08,4.787313656606784e-09
1936,3.273672888326473e-08,1.576212937948185e-08
1937,2.6441348666139675e-08,6.295559185076627e-09
1938,1.4261735792331365e-08,9.075650453382877e-09
1939,2.141167065872196e-08,3.058810094103137e-09
1940,2.5357829613881222e-08,1.0143131667916805e-08
1941,2.066051862925633e-08,8.854508237732261e-09
1942,6.068423541449874e-09,6.068423541449874e-09
1943,2.0322646676618206e-08,1.1612940831184915e-08
1944,1.6065930807940276e-08,1.6065930807940276e-08
1945,2.178504132643866e-08,8.714016175304096e-09
1946,1.1136883415474585e-08,6.960552134671616e-09
1947,2.26496545963073e-08,3.5762612871081956e-09
1948,4.1313175103141475e-08,8.697510267552389e-09
1949,2.4542520904446974e-08,9.817008539414473e-09
1950,1.808011518278363e-08,8.508289184305795e-09
1951,2.3455083209000804e-08,1.3859822622919182e-08
1952,2.4253049346611988e-08,1.8980646387944944e-08
1953,1.508335856215126e-08,1.2928593307037772e-08
1954,2.8340354063516315e-08,5.863521668203475e-09
1955,2.5341140741375057e-08,1.407841132561316e-08
1956,1.744228228517386e-08,2.0058624983221307e-08
1957,2.3854601849393475e-08,1.3252556385623393e-08
1958,4.1361218450219894e-08,8.272243334772611e-09
1959,2.6352543258667538e-08,1.8601795659378695e-08
1960,1.7302083321624195e-08,1.038124963770315e-08
1961,2.014966149488373e-08,9.72742331128984e-09
1962,2.3465238641051656e-08,3.170978146727066e-09
1963,3.814971449855875e-08,1.1638896069143811e-08
1964,2.5552667537454e-08,1.2776333768727e-08
1965,2.7907420374617686e-08,9.849678406226303e-09
1966,2.658755882123387e-08,1.8278946356531378e-08
1967,1.9721342781053863e-08,1.5777073869571723e-08
1968,3.188905139950293e-08,1.527081394669949e-08
1969,1.8167030546578644e-08,1.4987801222332564e-08
1970,2.115413444414571e-08,2.5292987260172595e-08
1971,2.5178147566862208e-08,1.0790635052160269e-08
1972,2.1033601527165047e-08,1.3851396474251487e-08
1973,2.1501493918663073e-08,2.3155456219114967e-08
1974,2.6440186928766707e-08,1.406392957647995e-08
1975,2.8557401776652114e-08,1.599214449754527e-08
1976,1.3712464053128315e-08,1.199840671262109e-08
1977,2.11564152863275e-08,2.056873604772136e-08
1978,1.900989232694883e-08,2.613860239364385e-08
1979,1.6970723493159312e-08,1.404473604083023e-08
1980,3.1268328370970266e-08,1.5349906234973787e-08
1981,2.7199863694704618e-08,1.644642821929665e-08
1982,1.4277254933858785e-08,3.7245012407538525e-08
1983,2.084054351314535e-08,2.462973291983417e-08
1984,1.6237223121606803e-08,1.739702604197646e-08
1985,1.564045071233977e-08,2.3460676956688076e-08
1986,3.1770774455708306e-08,1.558566253834215e-08
1987,1.1610551631235921e-08,2.749867533680117e-08
1988,2.6384837426007834e-08,2.5185526553173077e-08
1989,1.8110803523541108e-08,3.896566624916886e-08
1990,2.0704874259536155e-08,2.2339468941368068e-08
1991,1.934283488935762e-08,1.934283488935762e-08
1992,1.8733810946969243e-08,3.0855687782604946e-08
1993,1.994114740000441e-08,2.2710750613441633e-08
1994,1.2132331583813993e-08,2.479215588380157e-08
1995,1.9520822291951845e-08,2.0063067651676647e-08
1996,2.081855932090093e-08,1.6548085568501847e-08
1997,1.8220598363427598e-08,2.4933450859521145e-08
1998,1.716526476513991e-08,1.621164003040576e-08
1999,1.6452723627935484e-08,2.422206613061917e-08
2000,1.4137700787841823e-08,2.0322945104567225e-08
2001,2.015357480900093e-08,1.7086726700199506e-08
2002,2.6725450297249154e-08,2.6725450297249154e-08
2003,3.000184634061043e-08,1.9584538435424292e-08
2004,1.4535810777260849e-08,2.8190664025373735e-08
2005,1.8014997493764895e-08,2.8373621674404603e-08
2006,1.976587071794711e-08,1.8942293067425453e-08
2007,2.2768533725070483e-08,2.1170741604237264e-08
2008,2.0435710013089192e-08,2.809910171208685e-08
2009,1.668867355419934e-08,2.2887324035991696e-08
2010,2.0312310056169736e-08,2.9287516412068726e-08
2011,1.3383901986685487e-08,1.7590270573464295e-08
2012,9.872333173177594e-09,1.7702113552786614e-08
2013,1.589801357226861e-08,1.3945625099154313e-08
2014,1.6890473020225727e-08,1.537466154388767e-08
2015,1.5959342292148904e-08,1.3521109565317602e-08
2016,1.4706514228635115e-08,8.492493819289848e-09
2017,1.5345229087415646e-08,1.6603035390971854e-08
2018,1.884470712809616e-08,1.0842160058643913e-08
2019,1.403043281555938e-08,1.4795729086358733e-08
