year,tant_ADV eu_VERB,tant_ADV lu_VERB
1875,4.63443683429432e-08,5.721527251978387e-09
1876,4.836811839936672e-08,8.464420275799966e-09
1877,4.7004601100297805e-08,7.421779191219002e-09
1878,3.0799352401800206e-08,1.2078177569208037e-08
1879,6.659164597522249e-08,1.5273313280772527e-08
1880,5.455169471701993e-08,5.776061406947974e-09
1881,4.741305303923582e-08,2.091752326904839e-09
1882,4.9249848643739824e-08,4.6587693702804245e-09
1883,4.3603439081607576e-08,1.0110942305630033e-08
1884,4.8192386969958534e-08,7.2618666635548834e-09
1885,5.0920522909336796e-08,3.86738152613475e-09
1886,5.549978965291302e-08,5.808117542471791e-09
1887,4.6355363991779086e-08,1.9586774424595887e-09
1888,5.389522428345117e-08,6.340614699951175e-09
1889,4.322944491264025e-08,1.4409814674820609e-08
1890,4.3258950199742685e-08,7.209825181320184e-09
1891,4.52569608455633e-08,8.92390783491237e-09
1892,5.2655504845233736e-08,4.387958441043338e-09
1893,4.187723234849727e-08,2.463366621796581e-09
1894,5.608369946230596e-08,3.150769645188234e-09
1895,4.634333095054899e-08,4.213029924926559e-09
1896,4.776593343081004e-08,4.1279202278587945e-09
1897,4.836172351474488e-08,6.409385022720926e-09
1898,4.866185321361627e-08,2.8291773368493978e-09
1899,4.753717419703207e-08,1.6582735185011188e-09
1900,3.114631752509922e-08,8.824790675987515e-09
1901,4.191554126009578e-08,3.912117296778206e-09
1902,3.780918689244572e-08,1.0802624572647801e-08
1903,4.050165358648883e-08,1.6200660812870638e-09
1904,2.6335662539622717e-08,1.6123875568041512e-09
1905,3.612531429553201e-08,5.160758931310738e-09
1906,5.452835694086389e-08,1.0288369045596824e-09
1907,4.6285588695127444e-08,6.685696440911215e-09
1908,4.174680867663483e-08,2.4556945366072114e-09
1909,5.721022944271681e-08,1.1001967115120692e-09
1910,3.954671612405036e-08,1.0153886620400954e-08
1911,3.8838731342139e-08,6.384448969498635e-09
1912,3.334029585744247e-08,6.251305251225858e-09
1913,3.8711824856818566e-08,4.772690687104841e-09
1914,2.678697441638178e-08,1.0045115850232378e-08
1915,4.7123048574349014e-08,1.6493066468115103e-08
1916,3.625862632361532e-08,1.3184954461564757e-08
1917,4.8252267959014716e-08,5.483212106582869e-09
1918,5.743188324913717e-08,8.040463406189247e-09
1919,2.8544329566670967e-08,0.0
1920,3.180337415642498e-08,4.543339038320937e-09
1921,3.4077363153528495e-08,4.543648568500203e-09
1922,3.39385017866789e-08,8.115729421831475e-09
1923,6.051090650771584e-08,7.431163684401554e-09
1924,5.9301473953610184e-08,6.445812328337297e-09
1925,6.818870446068104e-08,1.4297631523163545e-08
1926,4.904300965336006e-08,4.458455382660986e-09
1927,5.351628118432927e-08,4.4596899506643695e-09
1928,4.6846768242403414e-08,7.998228745975666e-09
1929,5.124586976990031e-08,6.684243825105796e-09
1930,3.571225093423891e-08,8.402882833991043e-09
1931,3.079446386777818e-08,4.5621426636444085e-09
1932,4.822195975862087e-08,1.3151444377967891e-08
1933,3.326492148403304e-08,2.064719240024715e-08
1934,2.6359476379411717e-08,1.1981580172459871e-09
1935,3.590485420090772e-08,1.196828414151696e-09
1936,3.15242587589637e-08,9.699771652549316e-09
1937,2.7700460591972842e-08,1.2591118148108649e-09
1938,4.019216603978748e-08,3.8895642262559704e-09
1939,3.058810094103137e-08,1.5294050470515685e-09
1940,3.550096039361961e-08,5.0715658339584024e-09
1941,6.788455664263893e-08,1.1806010391524069e-08
1942,7.58552971547033e-08,3.034211770724937e-09
1943,4.645176332473966e-08,8.709705845433291e-09
1944,4.4984606262232774e-08,6.4263723231761105e-09
1945,6.099811145077183e-08,1.5249527862692958e-08
1946,3.201854070766785e-08,5.568441707737293e-09
1947,3.5762614203349585e-08,5.960435700558264e-09
1948,3.370285384107774e-08,6.523132700664291e-09
1949,2.1597418964347526e-08,1.9634016634739737e-09
1950,3.403315673722318e-08,6.381216888229346e-09
1951,3.5182626589858046e-08,6.396841278899501e-09
1952,2.6362009464264702e-08,3.1634410646574906e-08
1953,4.417269394707546e-08,4.3095309543161875e-09
1954,3.518113089739927e-08,5.863521668203475e-09
1955,2.1586897602787758e-08,0.0
1956,2.9651880950609666e-08,8.72114114258693e-09
1957,2.47381048978923e-08,1.767007518083119e-08
1958,2.4816730004317833e-08,6.617794756635931e-09
1959,2.5577467255288866e-08,1.0851047171911432e-08
1960,3.391208380776334e-08,1.3841666701708277e-09
1961,3.543561177821175e-08,1.042223907177231e-08
1962,2.663621678777872e-08,1.0147130247162295e-08
1963,2.133797494252576e-08,1.939815863494232e-09
1964,3.224503331011874e-08,9.734349326606662e-09
1965,3.0643441562006046e-08,1.094408652591028e-08
1966,3.323444985880997e-08,3.8773522170743036e-09
1967,3.3526280418527676e-08,3.944268467392931e-09
1968,2.784677910483424e-08,8.533690198930799e-09
1969,3.088395317263348e-08,3.1792304344691047e-09
1970,3.4030566808951335e-08,6.438214850135182e-09
1971,3.0316545718278576e-08,1.4387513402880359e-08
1972,3.283293992240033e-08,4.6171320100540925e-09
1973,4.465695013777804e-08,9.37244681864513e-09
1974,2.5877628928583363e-08,3.937900228123681e-09
1975,2.1703623787061588e-08,7.996072248772634e-09
1976,2.856763359204706e-08,6.8562320265641574e-09
1977,1.9981058585472056e-08,9.402850942308305e-09
1978,2.1386128423728223e-08,4.158414057542359e-09
1979,3.5697038214266286e-08,5.266775904289034e-09
1980,3.240536017301565e-08,6.253665585376211e-09
1981,3.0362638625547334e-08,8.223214109648325e-09
1982,2.9175261317959666e-08,6.828252629986764e-09
1983,2.2103606056589342e-08,1.0104505676622466e-08
1984,2.3775934110403796e-08,6.378909400694965e-09
1985,3.549179083961462e-08,3.609334831011779e-09
1986,1.7384007122700496e-08,1.019062523255343e-08
1987,2.4443266966045485e-08,9.166225112267057e-09
1988,2.5185526553173077e-08,4.197587610832443e-09
1989,2.798942233539492e-08,9.329808037250586e-09
1990,2.45189291092629e-08,5.993515905799995e-09
1991,2.4032006606944378e-08,4.68917216167597e-09
1992,2.5345743281945943e-08,3.30596661157756e-09
1993,2.2710750613441633e-08,3.323524566667402e-09
1994,2.8484603120659813e-08,3.164955852952289e-09
1995,2.0063067651676647e-08,3.253470381991974e-09
1996,1.7081895009596337e-08,3.2028553142993132e-09
1997,1.8220598363427598e-08,2.876936688878118e-09
1998,2.43174582692518e-08,4.7681290027412615e-09
1999,2.6050146928469076e-08,2.285100553223174e-09
2000,2.385736941334926e-08,3.5344251969604557e-09
2001,3.5487815353008045e-08,6.571817756650944e-09
2002,2.541108479192644e-08,7.009954394732176e-09
2003,2.541822929913451e-08,4.583615265119079e-09
2004,2.114299846311951e-08,8.369103632333008e-09
2005,2.2068373795036678e-08,4.954124666056714e-09
2006,3.211954080484247e-08,5.7650457740976435e-09
2007,2.5165221018141892e-08,6.7906151812735516e-09
2008,2.8950589481269162e-08,7.2376473703172906e-09
2009,3.147006921722095e-08,9.53638501499654e-10
2010,2.220182793166714e-08,7.085689368580006e-09
2011,2.4855816960211996e-08,5.353560705856353e-09
2012,3.3702100665777834e-08,5.1063788752969685e-09
2013,2.7612337305527035e-08,5.020424964641279e-09
2014,3.594638897652658e-08,7.145969149746634e-09
2015,3.3913604369217865e-08,8.86630147078904e-09
2016,3.728412067971476e-08,9.942432654952427e-09
2017,2.440143020976393e-08,5.534344982294215e-09
2018,2.5556520455438658e-08,9.29327992338358e-09
2019,3.7244422657067844e-08,9.438654302584837e-09
