year,faudrait_VERB imiter_VERB,faudrait_VERB limiter_VERB
1866,1.6056523222118813e-08,4.865612801552288e-09
1867,1.6014277903764196e-08,2.426405742994575e-09
1868,1.0373735648272486e-08,6.915823469455518e-09
1869,1.5627261262807224e-08,8.30198221279943e-09
1870,1.0321287824410774e-08,0.0
1871,1.4869648623516696e-08,1.911811864374613e-08
1872,1.3304146229131675e-08,1.2094679036067646e-08
1873,1.2570609442263958e-08,5.387403856360606e-09
1874,1.1949218503559678e-08,5.974609251779839e-09
1875,4.577221712764867e-09,5.721527140956084e-10
1876,1.209202959984168e-08,4.232210137899983e-09
1877,1.1132669008873108e-08,1.2369631985365004e-09
1878,8.4547240319921e-09,8.4547240319921e-09
1879,3.665595160740054e-09,3.0546627449723474e-09
1880,1.0268554007097919e-08,0.0
1881,6.9725074602899895e-09,1.3945014920579979e-08
1882,1.4641846846075168e-08,1.9966155395678697e-09
1883,6.951272890631799e-09,4.423537092179686e-09
1884,1.9144920315739e-08,1.8484751507230612e-08
1885,1.9981470700258797e-08,1.8692343672910283e-08
1886,5.808117542471791e-09,1.677900662855336e-08
1887,7.1818169189441505e-09,1.5016526688782506e-08
1888,6.340614699951175e-09,1.9655905347804037e-08
1889,1.7542383545787743e-08,6.265136853755848e-09
1890,5.243509182406569e-09,1.8352281472289178e-08
1891,3.1871101313640793e-09,2.6134301833735663e-08
1892,7.522214851007902e-09,8.149066310636499e-09
1893,1.539604177480669e-08,3.387129154930335e-08
1894,1.449354058991048e-08,1.8904617871129403e-09
1895,7.22233739480771e-09,7.824199066419624e-09
1896,6.486732040400511e-09,1.47425724961181e-08
1897,1.3401440845939305e-08,1.3401440845939305e-08
1898,2.26334195829736e-09,1.1316709347397591e-08
1899,6.633094074004475e-09,1.0502398950507086e-08
1900,6.22926377147337e-09,2.6474371139784125e-08
1901,6.706486921359556e-09,1.620734302321125e-08
1902,1.178468167495339e-08,1.816805017540446e-08
1903,7.560307935250421e-09,7.560307935250421e-09
1904,5.912087708281888e-09,1.2361637935498493e-08
1905,1.3417973399043603e-08,1.3417973399043603e-08
1906,1.0288369267641428e-08,8.230695236477459e-09
1907,4.114274698707732e-09,7.71426478252124e-09
1908,1.9154416719402434e-08,1.2278472460991452e-08
1909,1.980354014108343e-08,1.1552065082298668e-08
1910,6.412980813053082e-09,1.0153886620400954e-08
1911,1.2236860413850081e-08,1.649316061502759e-08
1912,4.167536982180309e-09,6.772247651554153e-09
1913,1.590896969716482e-09,6.363587878865928e-09
1914,1.1384464038144415e-08,6.696743604095445e-09
1915,0.0,4.712304768617059e-09
1916,5.493730803607377e-09,1.2086208478478966e-08
1917,3.289927441585405e-09,1.7546279096336548e-08
1918,1.8378202071289707e-08,1.4932290071101306e-08
1919,7.366278698128781e-09,1.6574126959767455e-08
1920,3.786115865267448e-09,7.572231730534895e-09
1921,3.7863738810983705e-09,2.877644078580488e-08
1922,4.426761179843197e-09,5.164555005876537e-09
1923,5.307974060286824e-09,8.492758496458919e-09
1924,1.289162443462999e-09,1.2891624656674594e-08
1925,1.0998177923937646e-09,8.798542339150117e-09
1926,2.229227691330493e-09,4.458455382660986e-09
1927,2.2298449753321847e-09,1.4493992672726108e-08
1928,4.570416489713125e-09,3.4278122562625413e-09
1929,4.4561625500705304e-09,4.4561625500705304e-09
1930,8.402882833991043e-09,2.100720708497761e-09
1931,6.843213995466613e-09,2.167017854048936e-08
1932,8.767629289252454e-09,1.0959536389520963e-08
1933,2.2941324395731044e-09,6.882397318719313e-09
1934,4.7926320689839486e-09,1.1981580172459871e-08
1935,4.787313656606784e-09,8.377798899061872e-09
1936,4.849885826274658e-09,1.4549657478823974e-08
1937,2.5182236296217297e-09,2.5182236296217297e-09
1938,2.5930428915188486e-09,7.779128452511941e-09
1939,1.5294050470515685e-09,1.6823456405745674e-08
1940,1.2678914806940611e-08,7.607348528892999e-09
1941,5.9030051957620344e-09,2.066051862925633e-08
1942,1.2136847082899749e-08,9.102635090130207e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,9.639558484764166e-09
1945,6.535512131478072e-09,1.089252066321933e-08
1946,2.7842208538686464e-09,2.227376683094917e-08
1947,4.7683483828109274e-09,2.26496545963073e-08
1948,4.348755133776194e-09,1.522064252412747e-08
1949,2.945102384188658e-09,2.1597418964347526e-08
1950,9.571825110299415e-09,1.4889506516624351e-08
1951,6.396841278899501e-09,6.396841278899501e-09
1952,4.2179215675730575e-09,1.4762725264461096e-08
1953,6.464296653518886e-09,1.939288907237824e-08
1954,1.9545072227344917e-09,1.172704333640695e-08
1955,2.815682353940474e-09,1.1262729415761896e-08
1956,7.849027205963921e-09,1.3081712602058815e-08
1957,2.6505113659425206e-09,1.5903067307476704e-08
1958,4.1361216673863055e-09,1.5717262158432277e-08
1959,7.750747821333448e-10,1.705164542897819e-08
1960,3.460416619915918e-09,8.305000243069571e-09
1961,2.08444772553662e-09,2.014966149488373e-08
1962,6.976152100435229e-09,1.4586500007851555e-08
1963,7.759263453976928e-09,1.681173777967615e-08
1964,6.083968329129164e-10,1.2776333768727e-08
1965,2.73602163147757e-09,6.5664522708175355e-09
1966,1.1078149508847446e-09,1.9940669560014612e-08
1967,5.916402479044791e-09,1.035370456037299e-08
1968,7.635406973349745e-09,1.2126823101255013e-08
1969,2.2708788183223305e-09,1.6804504454626112e-08
1970,4.598724956395017e-09,1.4715920038099739e-08
1971,2.569198631618974e-09,1.4387513402880359e-08
1972,4.6171320100540925e-09,1.539044092169206e-08
1973,2.205281512956958e-09,1.3783009400469837e-08
1974,5.625571675160757e-10,1.9689501584707614e-08
1975,2.2845920710778955e-09,1.7134439644905797e-08
1976,2.285410749536254e-09,1.4855169538918744e-08
1977,2.3507127355770763e-09,1.23412418062685e-08
1978,2.3762365408686037e-09,1.7227714366185864e-08
1979,4.681578680276743e-09,8.777959692451986e-09
1980,4.548120546843393e-09,1.3075846183596695e-08
1981,2.5302198114474095e-09,1.2651098835192442e-08
1982,6.207502289967692e-10,1.4277254933858785e-08
1983,4.4207211225000265e-09,1.4525227243211702e-08
1984,4.059305780401701e-09,1.9716628330002095e-08
1985,3.609334831011779e-09,1.564045071233977e-08
1986,4.7955883708539204e-09,1.1389522214244607e-08
1987,2.4443267410134695e-09,1.3443797186596385e-08
1988,4.797243047249822e-09,1.0793796967334401e-08
1989,7.134558721588746e-09,1.7013178421620978e-08
1990,3.814055737905164e-09,1.5256222951620657e-08
1991,2.344586080837985e-09,1.582595565707834e-08
1992,3.30596661157756e-09,9.91789939064347e-09
1993,3.323524566667402e-09,1.1078414630105726e-08
1994,3.6924485691258724e-09,1.7407257857371405e-08
1995,6.506940763983948e-09,1.0302656505700725e-08
1996,0.0,1.8149513891785318e-08
1997,9.58978896292706e-10,8.630809844589749e-09
1998,2.86087753487152e-09,1.1920323395031573e-08
1999,1.8280804647829996e-09,1.6452723627935484e-08
2000,1.7672125984802278e-09,1.192868470667463e-08
2001,2.190605918883648e-09,2.4096664219541708e-08
2002,5.257465574004527e-09,1.7963008858146168e-08
2003,3.333538334260311e-09,2.5001536840818517e-08
2004,5.285749615779878e-09,1.3214373595360485e-08
2005,9.007498746882447e-09,1.216012357474483e-08
2006,5.353256948836815e-09,2.182481573242967e-08
2007,6.391167151065247e-09,1.4779574009082808e-08
2008,3.8316958494988285e-09,1.9158479247494142e-08
2009,7.629108011997232e-09,1.2397300963584712e-08
2010,1.8895172093635892e-09,2.220182793166714e-08
2011,2.6767803529281764e-09,2.0267052036615496e-08
2012,4.425528388196653e-09,1.4297861561374248e-08
2013,4.462600067256517e-09,1.059867482666732e-08
2014,2.165445156521173e-09,1.2126492698882885e-08
2015,2.659890530054554e-09,7.979671146074452e-09
2016,2.278474076078396e-09,7.45682449121432e-09
2017,2.0124890642847504e-09,7.2952728302766445e-09
2018,2.8396134332808742e-09,7.744399788123246e-09
2019,6.12237061048404e-09,8.673358031785483e-09
